process[Recruitment].b0 catchability[CPUEq].q catchability[subaTANqA].q selectivity[subaFsel].a50 selectivity[subaFsel].ato95 selectivity[subaTANselA].a50 selectivity[subaTANselA].ato95 observation[CPUE].process_error process[Recruitment].recruitment_multipliers{1975} process[Recruitment].recruitment_multipliers{1976} process[Recruitment].recruitment_multipliers{1977} process[Recruitment].recruitment_multipliers{1978} process[Recruitment].recruitment_multipliers{1979} process[Recruitment].recruitment_multipliers{1980} process[Recruitment].recruitment_multipliers{1981} process[Recruitment].recruitment_multipliers{1982} process[Recruitment].recruitment_multipliers{1983} process[Recruitment].recruitment_multipliers{1984} process[Recruitment].recruitment_multipliers{1985} process[Recruitment].recruitment_multipliers{1986} process[Recruitment].recruitment_multipliers{1987} process[Recruitment].recruitment_multipliers{1988} process[Recruitment].recruitment_multipliers{1989} process[Recruitment].recruitment_multipliers{1990} process[Recruitment].recruitment_multipliers{1991} process[Recruitment].recruitment_multipliers{1992} process[Recruitment].recruitment_multipliers{1993} process[Recruitment].recruitment_multipliers{1994} process[Recruitment].recruitment_multipliers{1995} process[Recruitment].recruitment_multipliers{1996} process[Recruitment].recruitment_multipliers{1997} process[Recruitment].recruitment_multipliers{1998} process[Recruitment].recruitment_multipliers{1999} process[Recruitment].recruitment_multipliers{2000} process[Recruitment].recruitment_multipliers{2001} process[Recruitment].recruitment_multipliers{2002} process[Recruitment].recruitment_multipliers{2003} process[Recruitment].recruitment_multipliers{2004} process[Recruitment].recruitment_multipliers{2005} process[Recruitment].recruitment_multipliers{2006} process[Recruitment].recruitment_multipliers{2007} process[Recruitment].recruitment_multipliers{2008} process[Recruitment].recruitment_multipliers{2009} process[Recruitment].recruitment_multipliers{2010} process[Recruitment].recruitment_multipliers{2011} process[Recruitment].recruitment_multipliers{2012} process[Recruitment].recruitment_multipliers{2013} process[Recruitment].recruitment_multipliers{2014} process[Recruitment].recruitment_multipliers{2015} process[Recruitment].recruitment_multipliers{2016} process[Recruitment].recruitment_multipliers{2017} 
53971.1 2.53574e-05 0.0377003 6.99702 2.70985 3.03406 0.101095 0.186572 0.221177 0.255339 0.333403 0.536954 0.976923 0.457782 2.3895 0.267907 0.257262 0.395507 0.280752 0.188779 0.170309 0.221365 0.213068 0.264512 0.376729 0.428497 0.423636 0.338534 0.345437 0.400886 0.350017 0.340078 0.370751 0.300194 0.200631 0.210579 0.18514 0.235051 0.300004 0.331236 0.330921 0.276007 0.245635 0.237728 0.204827 0.190247 0.22454 0.175883 0.282755 0.305814 0.302127 
covariance_matrix:
-14.2935 -4.46585e-09 -1.14944e-05 0.000782625 0.00135032 -1.68382e-05 -2.22847e-05 -9.27695e-05 -0.00051488 0.000353288 0.000561414 0.00709714 0.00116962 0.0043254 0.0139566 0.00127792 0.00247783 -0.0110889 0.0222651 -0.00465644 0.00141785 0.000326438 0.00172867 0.00178665 0.00136684 0.00263108 0.00224067 0.00190132 0.00189987 0.00248192 0.00180641 0.0018867 0.00211001 0.00167125 0.00127306 0.00109146 0.00111774 0.00127878 0.00163462 0.00193914 0.00145268 0.00181669 0.000957303 0.00124773 0.00105092 0.00016983 0.00103745 -7.45049e-05 -0.0026847 0.0017959 0.00109271 
-54.525 2.92741e-08 4.80543e-05 0.000649289 0.00182829 -1.94964e-05 2.35471e-05 6.66818e-05 0.00086677 5.35976e-05 0.00029169 -0.00054743 0.00484968 -0.00143448 0.0119218 0.000721331 0.000721494 0.00318364 -0.00465644 0.00929708 -0.0013695 0.000511663 0.000924116 0.000789554 0.00155157 0.001184 0.00240889 0.00115096 0.000965789 0.00191439 0.00121438 0.00130249 0.00122591 0.000974099 0.000633289 0.00066082 0.000681968 0.000797424 0.0010661 0.000936254 0.00108502 0.000796596 0.00103745 0.000977585 -2.2798e-05 0.000648966 -0.000119466 0.000495567 0.00144717 -0.00145566 -0.000978145 
-14.7539 9.9901e-09 -7.04995e-06 0.00155869 0.00122015 -2.80603e-05 5.82093e-06 -0.00023338 0.000400883 -3.15558e-05 0.00135606 0.00249891 0.00368961 -0.000855404 0.0124773 0.000384502 0.00150955 8.49536e-05 0.00141785 -0.0013695 0.00710989 -0.00209883 0.0012237 0.000955213 0.00166643 0.00151156 0.000790154 0.00207684 0.000701281 0.00150837 0.00125709 0.00138506 0.00142311 0.00103674 0.000933493 0.000807016 0.000772235 0.000953341 0.00123434 0.00129778 0.00140172 0.00136037 0.000922713 0.000584384 0.000934886 0.000736714 0.00150259 0.00013518 0.000369596 0.000319485 -0.000436373 
-30.384 1.1011e-08 1.98845e-05 -0.000692881 -0.00021613 2.04423e-05 5.67411e-06 5.28356e-05 8.92987e-05 0.000536191 0.00108914 0.00262471 -0.00112611 0.0037649 0.00840971 -0.000161306 0.000374529 0.00219826 0.000326438 0.000511663 -0.00209883 0.00875581 -0.00222512 0.000730748 0.00175772 0.000772885 0.00182651 0.00110531 0.000670703 0.0017957 0.000718269 0.00108643 0.00108368 0.000743461 0.000734111 0.000386631 0.000565589 0.000550756 0.000851104 0.000810987 0.000890176 0.000907138 0.000568684 0.000692074 0.000427829 0.000152108 0.000276966 0.000252032 0.000229776 0.000698363 -0.000835737 
-51.6342 2.01531e-08 2.46114e-05 -1.84064e-05 0.00132818 -4.07552e-05 7.54949e-06 -0.000192879 0.000947482 0.000476313 0.000589693 0.000746912 0.00869847 -0.00272924 0.0177567 0.00072033 0.000455342 0.00234105 0.00172867 0.000924116 0.0012237 -0.00222512 0.00815999 -0.00123773 0.00186078 0.00291512 0.00224905 0.00190198 0.00134346 0.0024874 0.00148732 0.00197408 0.00195368 0.00157883 0.00110475 0.00108927 0.00089233 0.00116501 0.00141464 0.00162421 0.00161969 0.0013828 0.000962387 0.000986405 0.000496449 0.000820498 0.000215725 0.000457833 -0.00127895 -0.000829947 -0.00040544 
-24.2404 1.73997e-08 5.89711e-06 0.00139555 0.000238622 -6.59287e-06 1.05934e-05 -0.000135673 0.0014124 8.0736e-05 0.00107045 0.00444102 0.00124062 0.00283514 0.0138504 4.79591e-05 0.000746862 0.000990615 0.00178665 0.000789554 0.000955213 0.000730748 -0.00123773 0.00863399 -0.0020448 0.00239337 0.0021392 0.00168084 0.00105301 0.00125326 0.00163223 0.00150464 0.00145785 0.00131801 0.00089866 0.000958223 0.000977139 0.000919476 0.00134631 0.00146648 0.00154721 0.0011596 0.00117552 0.000944516 0.00104242 0.000836291 0.00120844 0.000131052 0.00105913 0.000732043 -0.00132224 
-65.896 3.43463e-08 4.25462e-05 0.00185547 0.00276429 -3.39117e-05 1.74366e-05 -0.000279007 0.00155153 0.00223739 0.00159609 0.00345674 0.00658857 0.000515534 0.0236451 0.0008747 0.00175887 0.00344307 0.00136684 0.00155157 0.00166643 0.00175772 0.00186078 -0.0020448 0.0167991 -0.00666052 0.00736273 0.0023623 0.00203108 0.0035133 0.00267935 0.0025476 0.00301619 0.00232507 0.00148354 0.00179281 0.00131348 0.00198169 0.00215774 0.00253462 0.00233331 0.00230652 0.00140493 0.00209542 0.00099823 0.00125311 0.00125363 -0.000416463 3.86857e-05 0.00101959 -0.000882788 
-172.884 1.15223e-07 0.00013344 0.0037589 0.00436484 0.000188529 3.39263e-05 -0.000253397 0.000729018 -0.000238219 -0.000192487 0.012143 0.00409354 -0.00115403 0.027465 -0.000103601 0.00094665 0.00348271 0.00263108 0.001184 0.00151156 0.000772885 0.00291512 0.00239337 -0.00666052 0.0278669 -0.0119982 0.00806971 0.000884197 0.00435887 0.00135666 0.00286202 0.00307022 0.00225918 0.00161867 0.00171659 0.00111092 0.00178025 0.00216674 0.00247547 0.00248408 0.00219788 0.00142786 0.00123036 0.00241697 0.0010346 0.00220943 0.000872046 0.00283952 -0.000541099 -0.00358606 
-59.0769 1.92793e-08 3.27189e-05 0.00038313 0.000888672 -0.000191015 1.437e-06 -0.000364772 0.00182847 0.00203334 0.00220704 0.00216814 0.0072864 0.00087399 0.0264195 0.000834284 0.00181354 0.0034888 0.00224067 0.00240889 0.000790154 0.00182651 0.00224905 0.0021392 0.00736273 -0.0119982 0.0290907 -0.0095557 0.00689852 0.00341927 0.00331669 0.00275366 0.00335502 0.00249562 0.00199709 0.00149874 0.0018905 0.00171247 0.00262245 0.00262849 0.00288323 0.00204057 0.00229805 0.0018408 0.000792579 0.00110622 0.000374953 0.000860554 -0.00387077 0.000119134 0.000448388 
-113.262 7.17698e-08 8.38793e-05 0.00371697 0.00437596 8.39715e-05 2.89415e-05 -0.000227888 0.00126458 4.2423e-05 0.00168164 0.00395485 0.00860563 -0.000487992 0.0263416 0.000854649 0.00111002 0.00337768 0.00190132 0.00115096 0.00207684 0.00110531 0.00190198 0.00168084 0.0023623 0.00806971 -0.0095557 0.0213293 -0.00785382 0.00630098 0.00182733 0.00258082 0.00271656 0.00217251 0.00156598 0.00149318 0.00144187 0.00167795 0.00228057 0.00233119 0.0024662 0.00195876 0.00169095 0.00160619 0.00137123 0.00144276 0.0014852 0.00102022 0.00184204 -0.000411349 -0.00171944 
