*mpd[__mpd__]
estimate_values:
process[Recruit_BH].b0 growth_increment[female_growth].min_sigma process[Recruit_BH].ycs_values{1985} process[Recruit_BH].ycs_values{1986} process[Recruit_BH].ycs_values{1987} process[Recruit_BH].ycs_values{1988} process[Recruit_BH].ycs_values{1989} process[Recruit_BH].ycs_values{1990} process[Recruit_BH].ycs_values{1991} process[Recruit_BH].ycs_values{1992} process[Recruit_BH].ycs_values{1993} process[Recruit_BH].ycs_values{1994} process[Recruit_BH].ycs_values{1995} process[Recruit_BH].ycs_values{1996} process[Recruit_BH].ycs_values{1997} process[Recruit_BH].ycs_values{1998} process[Recruit_BH].ycs_values{1999} process[Recruit_BH].ycs_values{2000} process[Recruit_BH].ycs_values{2001} process[Recruit_BH].ycs_values{2002} process[Recruit_BH].ycs_values{2003} process[Recruit_BH].ycs_values{2004} process[Recruit_BH].ycs_values{2005} process[Recruit_BH].ycs_values{2006} process[Recruit_BH].ycs_values{2007} process[Recruit_BH].ycs_values{2008} process[Recruit_BH].ycs_values{2009} process[Recruit_BH].ycs_values{2010} process[Recruit_BH].ycs_values{2011} process[Recruit_BH].ycs_values{2012} process[Recruit_BH].ycs_values{2013} process[Recruit_BH].ycs_values{2014} process[Recruit_BH].ycs_values{2015} process[Recruit_BH].ycs_values{2016} process[Recruit_BH].ycs_values{2017} process[Recruit_BH].ycs_values{2018} process[Recruit_BH].ycs_values{2019} process[Recruit_BH].ycs_values{2020} process[Recruit_BH].ycs_values{2021} selectivity[maturity].a50 selectivity[maturity].ato95 selectivity[FishingSel_1_male].a50 selectivity[FishingSel_1_male].ato95 selectivity[FishingSel_1_male].alpha selectivity[FishingSel_2_female].a50 selectivity[FishingSel_2_female].ato95 selectivity[FishingSel_2_male].alpha selectivity[TrawlSurveySel_1_female].a50 selectivity[TrawlSurveySel_1_female].ato95 selectivity[TrawlSurveySel_1_male].alpha selectivity[TrawlSurveySel_2_female].a50 selectivity[TrawlSurveySel_2_female].ato95 selectivity[TrawlSurveySel_2_male].alpha growth_increment[male_growth].g_alpha growth_increment[male_growth].g_beta growth_increment[female_growth].g_alpha growth_increment[female_growth].g_beta 
-0.047908 -0.00273387 0.00129485 -0.00166223 0.00217706 0.00385182 0.0145575 -0.00321486 0.00402045 0.00159914 0.00115196 0.00155742 0.00166482 0.00104887 0.00191386 0.00166662 0.00193232 0.002467 0.0018225 0.00144182 0.00121731 0.00167399 0.00197182 0.00179649 0.00284661 0.00126869 0.00361972 -0.000702589 0.0149141 -0.00211555 0.000146033 0.0016035 0.0033998 -7.40558e-05 0.00485024 0.00432913 0.000338385 -0.00108438 0.00383313 -2.0293e-05 -7.54326e-05 -0.00733307 -0.00846757 -6.89951e-05 -0.0186989 -0.00944368 5.1127e-05 -0.0197581 -0.0340759 -0.000186892 -0.031749 -0.00761161 0.000390487 -0.000254437 0.00319607 -0.00105464 0.00409825 
-0.166549 0.00158705 0.00199002 0.00430196 -0.000795494 0.00245142 0.0174159 0.0100535 0.00167158 0.00365122 0.00191557 0.00223744 0.00264046 0.00197631 0.00339664 0.00201436 0.003187 0.00329099 0.00397241 0.00208928 0.00443863 0.00269381 0.00283436 0.00316496 0.00572527 0.00208091 0.00522368 0.00454301 -0.00211555 0.0202551 -0.000325419 0.00144135 0.00210624 0.00529202 0.00453913 0.0100196 0.00280934 -0.000591086 -0.00191743 4.8692e-05 -0.00017773 0.00138459 0.00190122 -7.34235e-05 0.0132035 0.0131162 -3.3478e-05 0.010376 0.00683672 -0.00013808 0.0381246 0.0377727 -0.0007135 0.00294405 -0.00155583 0.00213459 -0.00237384 
0.553951 0.000258503 0.000857753 -0.000395039 0.00130716 0.00372658 0.0119029 -0.00272578 0.00275784 0.00118978 0.00062417 0.00128523 0.00104775 0.00107566 0.00145943 0.00101584 0.00159514 0.00120895 0.00219589 0.000311954 0.00244287 0.00102783 0.00164255 0.00169439 0.00259059 0.0025072 0.00101726 0.0038482 0.000146033 -0.000325419 0.0105346 -0.00272102 0.000909117 0.00293683 0.00277726 0.00449494 0.000998676 -0.0029894 0.00514957 0.000226671 -0.000301035 0.00441813 -5.46847e-05 6.14776e-06 0.0100636 0.000284455 -9.7921e-06 -0.00030756 0.0224851 -2.94976e-05 0.00139481 -0.0190551 0.000315207 -0.00249509 -0.00160318 -0.00172274 -0.00158007 
0.879644 -1.3916e-05 0.000588189 0.00166525 0.00709242 -0.0057742 0.0320897 -0.00183798 0.00541934 0.00333704 0.00179108 0.00298706 0.00212084 0.00245453 0.00351911 0.00248718 0.00325426 0.00391897 0.00414674 0.00235496 0.0044564 0.00264155 0.00343271 0.00318685 0.00651314 0.00300977 0.00507389 0.0051658 0.0016035 0.00144135 -0.00272102 0.0324225 -0.00966946 0.00469517 0.0069309 0.00901471 0.00337284 0.00925881 -0.0158368 0.000297138 -0.000219487 -0.0107352 -0.00260338 0.000124871 -0.0237014 -0.00211059 0.000171591 -0.00311541 -0.000225219 0.000181207 -0.0374789 -0.0347539 0.000176843 0.00144254 0.000526944 0.00135083 0.000300962 
-0.512221 -0.000228816 0.00189401 0.000302914 -0.00437614 0.0101549 0.00649535 0.00680874 0.00138668 0.00239294 0.00141346 0.00195915 0.00173273 0.00176353 0.00210073 0.00170014 0.00230298 0.00253867 0.00230665 0.00157445 0.0022051 0.00202172 0.00199043 0.00254347 0.00418239 0.00182327 0.00476994 0.00354736 0.0033998 0.00210624 0.000909117 -0.00966946 0.0259228 -0.0058447 0.00536674 0.00818252 0.000580757 -0.0084941 0.0119268 -0.000358318 0.000239188 0.002094 -0.00420867 -0.000146823 0.0213696 0.00764542 -0.000119255 -0.00461846 -0.0177735 -0.000403073 0.0422458 0.0682045 -7.37936e-05 -0.00118796 0.000629853 -0.000111388 0.000602818 
0.661033 0.00108619 0.000675361 0.000528294 0.00329395 0.00059151 0.0198823 -0.000596269 0.0034709 0.00247483 0.00128687 0.00219044 0.0016351 0.00201741 0.00241555 0.00179181 0.00247834 0.00243631 0.00326736 0.00133218 0.00372485 0.00209 0.00259282 0.00280667 0.00504935 0.00220988 0.00492456 0.00510421 -7.40558e-05 0.00529202 0.00293683 0.00469517 -0.0058447 0.0165043 -0.000114274 0.00854013 0.00188685 0.00201556 -0.00415003 0.000255489 -0.000115196 0.00479207 0.00256661 -1.18623e-05 0.0172567 0.0116596 -3.62543e-05 -0.00559651 0.0156855 9.42673e-06 -0.00476343 -0.0362 -2.00415e-05 -0.000937112 -0.00142191 -0.000163993 -0.0018678 
1.55388 -0.000707778 0.00168944 0.00263837 0.00254729 0.00511298 0.0276625 0.00161087 0.00484019 0.00415156 0.0024061 0.00292533 0.00372078 0.00270693 0.00471497 0.00277797 0.00449897 0.00422608 0.00498495 0.0026639 0.00539948 0.00281628 0.00492986 0.00476098 0.00909081 0.00446006 0.00761065 0.00759213 0.00485024 0.00453913 0.00277726 0.0069309 0.00536674 -0.000114274 0.024036 0.00754119 0.00412254 2.17008e-05 -0.000384874 -5.97069e-05 7.62235e-05 0.0160103 0.0039116 -4.82774e-05 0.00201332 -0.0226968 -9.81853e-06 0.0186954 -0.000733363 -0.000316997 0.00245604 0.00383952 5.15737e-05 -0.00643141 -0.0015807 -0.00536872 -0.00125582 
2.25983 0.00498127 0.00129855 0.000857775 0.00230683 0.00467644 0.0469233 0.00382079 0.0068347 0.0065024 0.0032646 0.00536328 0.00426293 0.00449071 0.00586578 0.00428752 0.006663 0.00602694 0.00856833 0.0028653 0.00864266 0.00504033 0.00630411 0.0065199 0.0131933 0.00506188 0.0115147 0.0129116 0.00432913 0.0100196 0.00449494 0.00901471 0.00818252 0.00854013 0.00754119 0.0422536 0.00328683 -0.00153219 0.00113018 -0.000117065 -1.8233e-06 0.010078 -0.00602327 -0.000114681 0.0489833 0.0303207 -0.000198794 0.0301658 0.169539 -0.000290024 0.0334581 0.0343027 -0.000523606 0.00254297 -0.00573383 0.00183048 -0.00746762 
-0.0692919 -0.000757391 0.00106348 0.000248973 0.000394503 0.00145562 0.00761608 0.00214067 0.00266113 0.0020184 0.0013129 0.000997706 0.00136954 0.000949763 0.00182854 0.000879032 0.00163177 0.00161805 0.00134953 0.00195662 0.00138673 0.0013015 0.0016268 0.00139255 0.003164 0.00139326 0.00235219 0.00335403 0.000338385 0.00280934 0.000998676 0.00337284 0.000580757 0.00188685 0.00412254 0.00328683 0.00783916 4.0544e-05 -0.00173642 -0.00017057 -2.43086e-05 0.000937744 0.00148728 -8.25838e-05 -0.00104331 -0.00270876 -3.21646e-05 0.0152854 -0.062922 -0.000262556 -0.0018789 -0.00552763 0.00037122 0.00227288 0.00194815 0.00174694 0.00194086 
-0.415937 -0.00116163 0.000538786 -0.000717694 -0.00315521 0.00545936 -0.00783466 0.00132545 -0.000996005 2.10507e-06 -0.000616633 0.000531574 -0.000651216 0.000106036 -0.000434949 -0.000237327 -0.000314066 -0.000172885 -0.000759208 -0.000561214 -0.000106577 -0.00135894 0.000321687 -0.000533107 -0.000420631 -0.000906036 -0.000276473 -0.0011592 -0.00108438 -0.000591086 -0.0029894 0.00925881 -0.0084941 0.00201556 2.17008e-05 -0.00153219 4.0544e-05 0.0594906 0.00717824 0.000307238 -0.000277701 -0.00203244 -0.00446895 -8.74552e-05 0.00171459 -0.0107307 -8.78297e-05 -0.00110602 0.00955108 8.71833e-05 -0.00405493 0.00244061 -0.000149836 -0.00108398 0.0013808 -0.00148173 0.00170873 
-0.538475 0.000374264 0.000107129 0.000981609 0.00234863 -0.0113081 0.00804005 -0.0016704 0.000425256 -0.000220003 0.00114573 -0.00192713 0.0012337 -0.0007811 -0.000234868 0.000520056 -0.000195517 -0.000178547 0.000246246 0.000685672 -0.00120462 0.00158921 -0.00164619 7.71414e-05 -0.00191942 0.00172962 -0.000971453 -4.18979e-05 0.00383313 -0.00191743 0.00514957 -0.0158368 0.0119268 -0.00415003 -0.000384874 0.00113018 -0.00173642 0.00717824 0.0817786 -0.000875327 0.000626824 -0.0113578 -0.0135482 -0.000137186 -0.0411997 -0.0145786 0.00010314 0.0247222 -0.0687892 -0.00114919 0.00436269 -0.0242805 0.00056694 -0.000128748 0.000401637 -0.000713173 7.67363e-05 
-0.0387038 3.60312e-06 0.000381922 -1.93122e-05 -0.000351559 -0.000363422 0.00124432 -0.000104351 -6.92658e-05 -4.96716e-05 6.3561e-06 0.000107012 7.75146e-05 -9.07583e-05 0.000122187 4.24657e-06 6.77456e-05 -0.000155141 0.000113508 -0.000149926 0.000219327 2.40826e-05 0.0001521 4.66128e-05 9.23273e-05 -3.35956e-05 0.000215827 -0.000169837 -2.0293e-05 4.8692e-05 0.000226671 0.000297138 -0.000358318 0.000255489 -5.97069e-05 -0.000117065 -0.00017057 0.000307238 -0.000875327 0.00531951 -0.00439873 0.00154424 0.00191832 0.000117142 0.0023065 0.00112365 6.71961e-05 -0.00281488 0.00562289 4.88822e-05 -0.00150742 -0.00027022 6.09228e-05 -0.000133677 -0.000102753 0.000665935 -0.000177823 
-0.092499 1.24131e-05 -0.000294455 -1.95119e-05 0.00018082 0.00018844 -0.000828237 -3.25064e-06 2.52946e-05 7.86592e-05 6.78108e-05 -0.000142767 -7.66356e-05 9.09639e-05 -9.2214e-05 -1.8547e-05 -1.7653e-06 -3.61516e-05 -4.32578e-05 9.49527e-05 -7.89458e-05 -0.000119429 -0.000113373 4.91097e-05 -0.000222981 -4.76937e-05 0.000102009 0.00016856 -7.54326e-05 -0.00017773 -0.000301035 -0.000219487 0.000239188 -0.000115196 7.62235e-05 -1.8233e-06 -2.43086e-05 -0.000277701 0.000626824 -0.00439873 0.0135381 -0.00130939 -0.00153112 -8.19753e-05 -0.00178341 -0.000990326 1.51318e-05 0.00164323 -0.00454964 -5.12346e-05 0.00117746 0.000134419 -4.41555e-05 0.000226454 0.00024321 -0.000914256 9.9543e-05 
-2.68359 0.0679795 -0.00427697 -0.000338974 -0.000965395 -0.00452212 0.0517305 -0.00241579 -0.00375269 0.00117485 0.0019757 -0.00398201 0.00202462 0.00466822 0.00308916 0.00327759 -0.00121952 0.00632699 0.00040922 0.00108798 0.00100347 0.00145447 0.00534308 0.00150805 0.0182655 0.000421706 0.0053538 0.0145515 -0.00733307 0.00138459 0.00441813 -0.0107352 0.002094 0.00479207 0.0160103 0.010078 0.000937744 -0.00203244 -0.0113578 0.00154424 -0.00130939 0.752447 0.517696 -0.00321846 0.714794 0.343597 -0.00164156 0.372618 1.14035 -0.00213652 0.315988 0.361623 -0.00101024 -0.0241772 -0.105945 0.0146362 -0.120401 
-0.0469782 0.0453552 0.00145988 -0.000253923 -0.00100765 -0.0101786 0.00545706 0.0169906 -0.00562678 -0.000459733 0.00141302 -0.00488681 -0.000102875 0.00211414 -0.000213638 0.00214344 -0.0075981 0.00662924 -0.0050584 0.00220499 -0.00355089 0.00407454 -0.00038092 -0.00314298 0.00730204 -3.75782e-05 -0.000991662 0.00369299 -0.00846757 0.00190122 -5.46847e-05 -0.00260338 -0.00420867 0.00256661 0.0039116 -0.00602327 0.00148728 -0.00446895 -0.0135482 0.00191832 -0.00153112 0.517696 0.477818 -0.0009165 0.484983 0.335433 -0.000195647 0.0707928 0.607289 -0.00145519 0.137451 0.265809 0.00165311 0.0266162 -0.061501 0.055539 -0.0755302 
0.113153 -5.09418e-05 0.000168454 -3.87687e-05 -0.000145002 -5.09088e-05 -0.000143616 -9.72483e-06 4.42491e-06 -3.41248e-05 2.38014e-05 -5.67521e-05 -1.7924e-05 -5.2863e-05 1.69849e-05 -7.3988e-05 2.39952e-05 -0.000153109 3.62643e-05 1.6765e-06 3.6511e-05 -2.36705e-06 -2.97165e-05 1.19204e-05 -0.000134603 -7.98996e-05 0.000150959 -0.00013794 -6.89951e-05 -7.34235e-05 6.14776e-06 0.000124871 -0.000146823 -1.18623e-05 -4.82774e-05 -0.000114681 -8.25838e-05 -8.74552e-05 -0.000137186 0.000117142 -8.19753e-05 -0.00321846 -0.0009165 0.00061776 -0.00136921 0.00145421 8.26245e-05 -0.00225473 -0.00257481 0.000172402 -0.00168901 -0.000280784 0.000238252 -0.000250308 0.000226217 0.00113225 4.61111e-05 
-3.50179 0.108107 -0.00149916 0.00496516 -0.00350078 -0.023292 0.0993963 0.00319124 0.00305119 0.00523155 0.0049359 -0.000195739 0.00932096 0.00632488 0.00113378 0.00273979 0.00443943 0.00178724 0.00619544 0.00300767 0.000984374 0.018424 0.00927335 0.012846 0.0134068 0.00481702 0.0191403 0.022758 -0.0186989 0.0132035 0.0100636 -0.0237014 0.0213696 0.0172567 0.00201332 0.0489833 -0.00104331 0.00171459 -0.0411997 0.0023065 -0.00178341 0.714794 0.484983 -0.00136921 2.22713 1.50311 -0.00616424 0.452163 1.71341 -0.00341931 0.394522 0.495704 -0.000393331 -0.00665637 -0.150804 0.0535311 -0.178152 
0.591907 0.0664344 0.00227078 0.00406144 -0.00205053 -0.0220049 0.0308813 0.0290272 -0.00118153 0.00283593 0.0020252 0.000862287 0.00129128 -7.30937e-05 -0.0032644 0.0019254 -0.000818751 0.00281365 0.00264879 0.00383429 0.000979782 0.0175944 0.000420295 0.00232245 -0.0161767 0.0148687 0.00522825 0.00190294 -0.00944368 0.0131162 0.000284455 -0.00211059 0.00764542 0.0116596 -0.0226968 0.0303207 -0.00270876 -0.0107307 -0.0145786 0.00112365 -0.000990326 0.343597 0.335433 0.00145421 1.50311 1.4398 -0.00230658 -0.0356988 0.972942 -0.00116432 0.142639 0.368078 0.00197022 0.0668889 -0.0750478 0.109815 -0.0958614 
0.0388725 -0.000152998 0.000104006 -2.3899e-05 -7.35614e-05 7.80121e-05 -0.000148635 7.08653e-05 -1.10405e-05 -1.8407e-05 1.47463e-06 -2.69128e-06 -3.68538e-05 -3.28458e-05 2.9353e-05 -1.42481e-05 1.57489e-05 -3.80907e-05 2.12165e-05 7.83992e-06 6.43915e-05 -2.64038e-05 -2.6334e-05 -4.70039e-05 -7.2648e-05 2.27994e-05 2.51523e-05 -0.000119024 5.1127e-05 -3.3478e-05 -9.7921e-06 0.000171591 -0.000119255 -3.62543e-05 -9.81853e-06 -0.000198794 -3.21646e-05 -8.78297e-05 0.00010314 6.71961e-05 1.51318e-05 -0.00164156 -0.000195647 8.26245e-05 -0.00616424 -0.00230658 0.000424891 -0.00242159 -0.0034147 9.16422e-05 -0.00156025 -0.00049495 0.000118632 -9.46707e-06 0.00032935 0.000463359 0.000263296 
-17.1092 0.0350367 -0.00334693 -0.0190699 -0.0101861 0.0074455 -0.00382854 0.00486159 0.0287474 0.0147579 0.0122398 -0.0115391 0.00310244 0.00707811 -0.0031458 0.00218695 0.00294717 -0.00836893 0.00431676 0.0253493 -0.00867331 -0.00661676 0.00839718 0.00545569 0.0143698 -0.0101227 0.0104822 0.0077923 -0.0197581 0.010376 -0.00030756 -0.00311541 -0.00461846 -0.00559651 0.0186954 0.0301658 0.0152854 -0.00110602 0.0247222 -0.00281488 0.00164323 0.372618 0.0707928 -0.00225473 0.452163 -0.0356988 -0.00242159 3.1038 4.42502 -0.0171613 0.429342 0.243093 -0.00332718 -0.130017 -0.0758391 -0.0960708 -0.0737308 
-12.4096 0.20896 -0.0188498 -0.0138818 -0.0260781 -0.0736879 0.119971 0.22954 -0.0701345 0.0246661 -0.0178769 -0.000406079 0.00484512 0.0105574 0.00508983 0.000719015 0.0163903 -0.000168174 0.0700898 -0.0594721 0.0354062 0.000586648 0.0094785 0.0152313 0.0305162 0.0155903 0.00809277 0.0566361 -0.0340759 0.00683672 0.0224851 -0.000225219 -0.0177735 0.0156855 -0.000733363 0.169539 -0.062922 0.00955108 -0.0687892 0.00562289 -0.00454964 1.14035 0.607289 -0.00257481 1.71341 0.972942 -0.0034147 4.42502 22.2291 -0.0450578 0.758785 0.79965 0.00120275 -0.0166395 -0.293436 0.091125 -0.338077 
-0.0100534 -0.000489631 0.000120554 5.51192e-05 0.000111997 -0.000238832 -0.000926169 -8.64664e-05 -0.000212459 -0.000124901 -3.73853e-05 -0.000111679 3.11963e-05 -0.00011701 -7.38703e-05 -2.96641e-05 -6.20859e-05 -2.75171e-05 -0.000241999 -2.21625e-05 -0.000257364 -1.82326e-05 -0.000137934 -9.9438e-05 -0.000401395 0.00030333 -0.000455584 -5.50199e-05 -0.000186892 -0.00013808 -2.94976e-05 0.000181207 -0.000403073 9.42673e-06 -0.000316997 -0.000290024 -0.000262556 8.71833e-05 -0.00114919 4.88822e-05 -5.12346e-05 -0.00213652 -0.00145519 0.000172402 -0.00341931 -0.00116432 9.16422e-05 -0.0171613 -0.0450578 0.00262678 -0.00288419 -0.00175058 0.000371995 -0.00019565 0.000739063 0.000685091 0.000822276 
-5.58406 0.0478438 -0.00185226 -0.00426602 -0.00292112 0.000934114 0.0596677 -0.0233712 0.00603056 -0.00070585 0.00325256 -0.00422086 0.00401203 0.00176758 0.00028974 -0.00092562 0.000516985 0.0061 0.000739696 0.003932 0.0109032 -0.00298133 -0.000982568 0.00366772 0.00664819 -0.00500594 0.00832343 0.0118902 -0.031749 0.0381246 0.00139481 -0.0374789 0.0422458 -0.00476343 0.00245604 0.0334581 -0.0018789 -0.00405493 0.00436269 -0.00150742 0.00117746 0.315988 0.137451 -0.00168901 0.394522 0.142639 -0.00156025 0.429342 0.758785 -0.00288419 1.27163 1.34108 -0.0091959 -0.0521153 -0.0774481 -0.0225383 -0.0825723 
-3.90935 0.0650752 0.00240771 0.00256225 0.00136429 -0.0319394 0.0532487 0.00816576 0.00126432 0.00196333 0.00299153 -0.00314974 -0.000917707 0.00248815 -0.000986014 -0.00165525 -0.000923542 0.0168755 -0.00947377 0.0159199 -0.000248088 -0.00987904 0.00315671 -0.000206073 0.0017076 0.00283886 0.00862256 -0.00492213 -0.00761161 0.0377727 -0.0190551 -0.0347539 0.0682045 -0.0362 0.00383952 0.0343027 -0.00552763 0.00244061 -0.0242805 -0.00027022 0.000134419 0.361623 0.265809 -0.000280784 0.495704 0.368078 -0.00049495 0.243093 0.79965 -0.00175058 1.34108 2.48442 -0.00873236 0.0311962 -0.0837425 0.0642838 -0.10199 
0.259108 0.000280414 2.52864e-06 0.000518452 0.000171191 0.000159333 -0.000603714 -0.000118509 0.000284886 -8.30149e-05 -7.24072e-05 7.50736e-05 -0.00012932 0.000122287 -2.35966e-05 4.51188e-05 -0.000128196 0.000293588 -0.000149919 0.000106156 0.000120141 -0.000117723 0.000136504 -0.000133648 0.000584249 -0.000863429 0.000547612 -3.91192e-05 0.000390487 -0.0007135 0.000315207 0.000176843 -7.37936e-05 -2.00415e-05 5.15737e-05 -0.000523606 0.00037122 -0.000149836 0.00056694 6.09228e-05 -4.41555e-05 -0.00101024 0.00165311 0.000238252 -0.000393331 0.00197022 0.000118632 -0.00332718 0.00120275 0.000371995 -0.0091959 -0.00873236 0.00229662 -0.000129058 -0.000293504 0.00156331 -0.000422983 
-3.17692 0.00175156 -0.000233782 -0.000994335 -0.00154784 -0.00896693 -0.0125139 0.018802 -0.00238157 0.00202124 0.000321316 0.000604461 -0.000913901 -0.000512504 -0.000342263 -0.0003281 -0.00122883 0.00109343 -0.00151855 0.000114017 -0.00253473 0.00225438 -0.00191728 -0.00215367 -0.00387944 0.00238351 -0.00445183 -0.000707203 -0.000254437 0.00294405 -0.00249509 0.00144254 -0.00118796 -0.000937112 -0.00643141 0.00254297 0.00227288 -0.00108398 -0.000128748 -0.000133677 0.000226454 -0.0241772 0.0266162 -0.000250308 -0.00665637 0.0668889 -9.46707e-06 -0.130017 -0.0166395 -0.00019565 -0.0521153 0.0311962 -0.000129058 0.0593167 0.0142124 0.0385104 0.00844855 
-5.26412 -0.0236433 -0.000831011 -0.00173937 -0.0012351 0.00260173 -0.0234605 0.00643386 0.00226801 0.00193483 0.000103798 0.00281085 -0.000847959 0.000176193 -9.2499e-05 0.000350936 -0.000224931 -0.00107241 -0.00177135 -0.000116933 -0.0012072 -0.000267471 -0.00054465 -0.00159483 -0.00433922 -0.000454293 -0.000820554 -0.00462271 0.00319607 -0.00155583 -0.00160318 0.000526944 0.000629853 -0.00142191 -0.0015807 -0.00573383 0.00194815 0.0013808 0.000401637 -0.000102753 0.00024321 -0.105945 -0.061501 0.000226217 -0.150804 -0.0750478 0.00032935 -0.0758391 -0.293436 0.000739063 -0.0774481 -0.0837425 -0.000293504 0.0142124 0.0395148 0.00486027 0.0421686 
-3.68265 0.00653072 -0.00114196 -0.000888473 -0.00225297 -0.00799115 -0.00649333 0.0175574 -0.00175158 0.00205738 0.00062905 0.000635954 -0.000800036 -7.00285e-05 4.76414e-05 -0.000399638 -0.000512116 0.000716203 -0.000555039 2.39925e-06 -0.00132379 0.0019908 -0.00138411 -0.00149975 -0.00289632 0.00218718 -0.00205584 -0.000275554 -0.00105464 0.00213459 -0.00172274 0.00135083 -0.000111388 -0.000163993 -0.00536872 0.00183048 0.00174694 -0.00148173 -0.000713173 0.000665935 -0.000914256 0.0146362 0.055539 0.00113225 0.0535311 0.109815 0.000463359 -0.0960708 0.091125 0.000685091 -0.0225383 0.0642838 0.00156331 0.0385104 0.00486027 0.0589527 0.00095069 
-5.83862 -0.0281958 -0.000570768 -0.00189391 -0.00128067 0.00440692 -0.0262893 0.00483066 0.00311536 0.00196032 -0.000135701 0.00348572 -0.0010912 0.000292289 -0.000172938 0.000495221 -0.000249996 -0.00133204 -0.00194725 -0.000413184 -0.00101342 -0.000828172 -0.000410685 -0.00177244 -0.00489093 -0.000798543 -0.00069902 -0.00564216 0.00409825 -0.00237384 -0.00158007 0.000300962 0.000602818 -0.0018678 -0.00125582 -0.00746762 0.00194086 0.00170873 7.67363e-05 -0.000177823 9.9543e-05 -0.120401 -0.0755302 4.61111e-05 -0.178152 -0.0958614 0.000263296 -0.0737308 -0.338077 0.000822276 -0.0825723 -0.10199 -0.000422983 0.00844855 0.0421686 0.00095069 0.0508453 
*end
