1.63368e+08 -4794.57 -1129.16 -13556 -10107 -5034.59 3527.76 -1386.51 35.4725 -5279.45 60.7252 136.808 141.478 90.5813 48.51 26.9118 -31.7304 -72.2358 -80.1287 -434.312 -261.858 -488.723 -243.179 -296.187 -789.298 -425.479 -1282.21 -841.964 -529.703 -605.71 -536.552 -282.687 -301.884 -229.53 -276.672 -57.7172 -377.949 -424.777 -321.072 -191.01 45.7358 -268.378 -206.191 -18.3472 -300.815 -0.00117665 0.000306 
-321.072 0.0337143 0.0239465 0.0928061 0.0819137 0.0425848 -0.0686859 -0.00330324 -0.0132683 0.0161532 0.000814454 0.00123228 0.00237608 0.00379541 0.00500403 0.00517627 0.00532898 0.00564599 0.00594331 0.00404282 0.00460779 0.00447784 0.00128184 0.00222351 0.00805022 0.00314828 0.0125211 0.00838926 0.00531269 0.00671168 0.00631225 0.003666 0.00361517 0.00303072 0.00421447 0.00154779 0.00678389 0.00569678 0.0294279 0.00151598 0.001895 0.00576105 0.0047239 0.00230071 0.00418725 1.55976e-08 -8.077e-09 
-191.01 0.023346 0.0110647 0.054445 0.052094 0.0280364 -0.0420226 0.00949905 0.00115417 0.0033614 0.000704915 0.000762191 0.00124962 0.00231393 0.00321705 0.00329013 0.00344618 0.00371446 0.00391711 0.00264984 0.00185003 0.00355431 0.00139285 0.00174389 0.00530579 0.00281017 0.00842683 0.00517504 0.00417501 0.00437033 0.0042733 0.00273159 0.00246802 0.00216454 0.00297151 0.00105274 0.0041704 0.0098951 0.00151598 0.0220455 -0.00126316 0.00499704 0.00377638 0.00230058 0.00229149 8.4226e-09 -4.06174e-09 
45.7358 -2.26341e-05 -0.00410203 -0.00183192 -0.0144356 -0.00868322 0.021381 0.0049279 0.00437544 0.00178297 -5.04327e-05 -0.0002914 -0.000475985 -0.000674006 -0.000582423 -0.000643303 -0.000547984 -0.00036936 -0.000213218 6.31263e-05 0.000247394 -0.000167857 0.000240241 0.000729696 -0.00028286 0.000778645 7.54438e-05 0.000447074 0.000351931 0.000321619 9.52839e-05 0.000312057 0.000155034 3.66609e-05 0.000400103 0.000431351 0.000198667 0.0017684 0.001895 -0.00126316 0.00834138 -0.00065576 0.00115973 0.00100084 0.000176521 -3.12486e-09 2.05908e-09 
-268.378 0.026376 0.0123462 0.0639559 0.0741329 0.0409168 -0.0661254 -0.00151034 -0.0139372 0.00861866 0.000646152 0.000668537 0.0011674 0.00207801 0.00294902 0.0029437 0.00312788 0.00331561 0.00330907 0.00263091 0.00233325 0.00329485 0.000902111 0.00103918 0.00608516 0.00150431 0.00888239 0.00556244 0.0034588 0.00430564 0.00457217 0.00248752 0.00265513 0.00217877 0.00276858 0.000829383 0.0042316 0.00824475 0.00576105 0.00499704 -0.00065576 0.017763 0.00196821 0.00231688 0.00353912 1.27025e-08 -6.61409e-09 
-206.191 0.0211665 0.00818483 0.0495296 0.061421 0.0339791 -0.0481668 -0.00544425 -0.0176935 0.0117931 8.92765e-05 0.000164541 0.00071494 0.00126039 0.00179962 0.00192926 0.00206157 0.0022066 0.00217707 0.00203659 0.0022596 0.0018798 -0.000156792 0.00197625 0.00393985 0.00136402 0.00678013 0.00421665 0.00230033 0.00351679 0.00357148 0.00186555 0.00223968 0.00161848 0.00247045 0.000323583 0.00371757 0.00645148 0.0047239 0.00377638 0.00115973 0.00196821 0.0202118 0.000878112 0.00343732 1.03114e-08 -6.05672e-09 
-18.3472 0.00290891 -0.00881004 0.0125009 0.00389592 0.00219496 0.00233029 0.00468892 9.20368e-06 0.000379249 -0.000258271 -0.000453769 -0.000398323 -0.000268614 -0.000153838 -0.000371941 1.57117e-05 0.000165474 0.000112059 0.000241655 -0.000345592 0.000651391 0.000528922 4.73291e-05 0.00156875 7.95967e-05 0.00190803 0.000856472 0.000921652 0.00104699 0.000777825 0.000688432 0.000658528 0.000459168 0.000847497 0.000292762 0.00112229 0.002998 0.00230071 0.00230058 0.00100084 0.00231688 0.000878112 0.0212769 0.000824867 2.96602e-10 -8.1649e-11 
-300.815 0.0230032 0.00785041 0.0569053 0.0735872 0.0392605 -0.0720052 -0.00951372 -0.0210714 0.0131 0.000251988 -0.000251482 0.000224758 0.000590711 0.000955137 0.000860491 0.000959843 0.00105188 0.000898579 0.00149561 0.00143296 0.00199893 5.9129e-05 -0.000206351 0.00469596 -3.59291e-05 0.00550843 0.00348883 0.00134273 0.0028091 0.00297135 0.00147872 0.00186733 0.00176987 0.00177328 0.000391287 0.00328658 0.00456287 0.00418725 0.00229149 0.000176521 0.00353912 0.00343732 0.000824867 0.0503084 1.37367e-08 -6.30959e-09 
-0.00117665 9.52905e-08 8.61305e-08 2.9797e-07 3.8503e-07 2.18881e-07 -3.90676e-07 -5.93038e-08 -1.06806e-07 2.32634e-08 2.94494e-09 4.42647e-09 7.46903e-09 1.19209e-08 1.52668e-08 1.49953e-08 1.48889e-08 1.48182e-08 1.45528e-08 8.38745e-09 8.40939e-09 1.01092e-08 -1.17499e-10 -2.47912e-09 2.70628e-08 -3.62022e-09 3.22681e-08 1.92418e-08 7.23841e-09 1.43755e-08 1.54815e-08 7.31555e-09 8.25619e-09 7.53501e-09 8.06063e-09 -8.45637e-10 1.57561e-08 1.65994e-08 1.55976e-08 8.4226e-09 -3.12486e-09 1.27025e-08 1.03114e-08 2.96602e-10 1.37367e-08 1.19153e-13 -3.24298e-14 
0.000306 -4.50799e-08 -4.57713e-08 -1.75807e-07 -2.11895e-07 -1.20258e-07 2.1459e-07 4.49792e-08 7.09489e-08 -1.8494e-08 -1.52222e-09 -2.26308e-09 -3.93976e-09 -6.67385e-09 -8.65663e-09 -8.34449e-09 -7.92202e-09 -7.87923e-09 -7.94807e-09 -4.59081e-09 -4.80832e-09 -4.53291e-09 4.16338e-10 2.00849e-09 -1.49822e-08 2.39396e-09 -1.80764e-08 -1.06124e-08 -3.2283e-09 -7.47991e-09 -8.52296e-09 -3.8428e-09 -4.44314e-09 -4.02987e-09 -4.11316e-09 1.01888e-09 -8.61963e-09 -7.93895e-09 -8.077e-09 -4.06174e-09 2.05908e-09 -6.61409e-09 -6.05672e-09 -8.1649e-11 -6.30959e-09 -3.24298e-14 1.83746e-12 
*end
