process[Recruitment].b0 catchability[CPUEq].q catchability[subaTANqA].q selectivity[subaFsel].a50 selectivity[subaFsel].ato95 selectivity[subaTANselA].a50 selectivity[subaTANselA].ato95 observation[CPUE].process_error process[Recruitment].ycs_values{1974} process[Recruitment].ycs_values{1975} process[Recruitment].ycs_values{1976} process[Recruitment].ycs_values{1977} process[Recruitment].ycs_values{1978} process[Recruitment].ycs_values{1979} process[Recruitment].ycs_values{1980} process[Recruitment].ycs_values{1981} process[Recruitment].ycs_values{1982} process[Recruitment].ycs_values{1983} process[Recruitment].ycs_values{1984} process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011} process[Recruitment].ycs_values{2012} process[Recruitment].ycs_values{2013} process[Recruitment].ycs_values{2014} process[Recruitment].ycs_values{2015} process[Recruitment].ycs_values{2016} 
53971.5 2.5348e-05 0.037705 6.99584 2.70805 3.06313 0.187373 0.186487 0.2206 0.255345 0.333122 0.531308 0.988168 0.453789 2.39155 0.26921 0.257488 0.396052 0.280984 0.188703 0.170511 0.221805 0.212914 0.265145 0.377217 0.429685 0.423358 0.338949 0.346261 0.400865 0.350615 0.340434 0.371189 0.300489 0.200993 0.210689 0.185474 0.235239 0.300363 0.331549 0.331285 0.276114 0.245929 0.237922 0.204787 0.190393 0.224515 0.17625 0.281854 0.304251 0.30437 
covariance_matrix:
-31.8514 7.79545e-09 1.11827e-05 -0.000657366 1.83832e-05 -1587.36 -4711 -3.33501e-05 0.000920564 0.00121078 0.00171468 0.00232091 0.0131045 -0.00115955 0.0253098 0.00085177 0.00151326 0.00370125 0.00218453 0.00141451 0.00128737 0.00182387 0.00167767 0.00214431 0.00315454 0.00357944 0.00361908 0.00274592 0.00287255 0.00331462 0.00325239 0.000927 0.00799443 0.000977315 0.00178643 0.00173176 0.00150007 0.00192954 0.00245171 0.00267789 0.00263966 0.002143 0.00189366 0.00180064 0.00141817 0.0012223 0.00121261 0.000556481 -4.83458e-06 8.67072e-08 5.59026e-09 
-20.9687 3.71272e-09 5.59915e-06 -0.000501956 -2.67982e-05 1143.52 3393.78 -2.51416e-05 0.000741062 0.000974651 0.00138025 0.00186827 0.0105473 -0.00093264 0.0203655 0.000685154 0.00121762 0.00297834 0.00175774 0.00113755 0.00103332 0.00147533 0.00134332 0.00172609 0.0025369 0.00290084 0.00286463 0.00221247 0.00229038 0.00271785 0.00230528 0.0024863 0.000977315 0.00587224 0.000131991 0.00153751 0.00121251 0.00156248 0.00199119 0.0021777 0.00215306 0.00173754 0.00153337 0.00147084 0.00116886 0.000988464 0.00100877 0.000450431 -6.81762e-07 4.09483e-08 2.87879e-09 
-9.12877 -9.31643e-10 -1.40793e-07 -0.000444818 -7.04107e-07 -550.255 -1633.06 -3.32658e-05 0.000483219 0.000635557 0.000900102 0.0012186 0.00687855 -0.000608566 0.0132894 0.00044729 0.000794858 0.00194422 0.00114753 0.000742999 0.000676111 0.000959872 0.000881803 0.00112835 0.00165882 0.00187615 0.00187605 0.00143167 0.00148762 0.0017689 0.00151704 0.00146916 0.00178643 0.000131991 0.00372109 -0.000111152 0.000958808 0.00101982 0.00130461 0.00142929 0.00140731 0.0011365 0.00100444 0.000955602 0.000749465 0.000643895 0.00063979 0.000289379 -3.10416e-06 -2.66208e-08 -1.32401e-09 
-4.27177 -4.31599e-09 -4.69921e-06 -0.000468402 -4.66088e-05 657.883 1952.48 -4.44442e-05 0.000514474 0.000676802 0.000958684 0.00129807 0.00732921 -0.000648196 0.0141595 0.000476529 0.000847068 0.00207236 0.00122345 0.000792098 0.000719806 0.0010278 0.000937431 0.00120444 0.00177092 0.00201734 0.00198101 0.00152563 0.00157669 0.00188041 0.00161392 0.00157337 0.00173176 0.00153751 -0.000111152 0.00375503 -0.000183997 0.00128793 0.00139364 0.00154092 0.00152341 0.00122648 0.0010844 0.001038 0.000818383 0.000693983 0.000703713 0.000311502 -8.1993e-07 -6.34049e-08 -3.40622e-09 
1.49225 -6.49349e-09 -8.27059e-06 -0.000294423 0.000139091 872.852 2590.47 -3.13051e-05 0.00044279 0.000582536 0.000825227 0.00111753 0.00630878 -0.00055756 0.0121865 0.000410202 0.000729694 0.00178674 0.00105397 0.000682187 0.000619152 0.000884552 0.000805208 0.00103548 0.00152192 0.00173661 0.00170283 0.00131411 0.00135407 0.00161509 0.00139061 0.00135976 0.00150007 0.00121251 0.000958808 -0.000183997 0.00326356 -8.63985e-05 0.00144968 0.00131991 0.00133294 0.00107383 0.000951863 0.000913018 0.000718741 0.000604479 0.000612723 0.000264059 -2.88104e-06 -1.12489e-07 -6.81316e-09 
7.06605 -1.03832e-08 -1.44931e-05 -0.00013432 0.00027181 -382.949 -1136.53 -7.80311e-06 0.000570508 0.000750442 0.00106295 0.00143932 0.00812226 -0.000716544 0.0156768 0.000527343 0.000938999 0.00230088 0.0013557 0.000877388 0.000797637 0.00112939 0.00103546 0.00132454 0.00194243 0.00218882 0.00219867 0.00168212 0.00174103 0.00207201 0.00178453 0.00174987 0.00192954 0.00156248 0.00101982 0.00128793 -8.63985e-05 0.00407989 0.000411932 0.00197769 0.00171524 0.00141227 0.00125681 0.00120218 0.000942762 0.000803994 0.000794846 0.00034478 -2.70231e-06 -1.51536e-07 -9.3806e-09 
16.5744 -1.61181e-08 -2.36707e-05 0.000112981 0.000675202 -301.279 -894.145 5.349e-05 0.000730908 0.000961162 0.00136113 0.00184295 0.0103917 -0.000914469 0.0200341 0.000673318 0.00120044 0.002943 0.00172868 0.00111743 0.0010147 0.00143247 0.00131157 0.00167596 0.00245152 0.00275391 0.00278008 0.00213469 0.00221031 0.00262756 0.00226131 0.00221998 0.00245171 0.00199119 0.00130461 0.00139364 0.00144968 0.000411932 0.00535166 0.00117677 0.00244116 0.00183677 0.00165618 0.00158933 0.00124696 0.00105602 0.00103737 0.000435926 -6.27264e-06 -2.72362e-07 -1.73842e-08 
25.0884 -1.92122e-08 -3.01315e-05 0.000594669 0.000968051 -652.948 -1937.84 0.00013431 0.000804002 0.00105701 0.00149657 0.00202603 0.0114176 -0.00100198 0.0219801 0.000737904 0.00131736 0.00323206 0.00189418 0.00122342 0.00111069 0.00156036 0.00142851 0.00182142 0.00265656 0.00296442 0.00303043 0.00232902 0.00241922 0.00287498 0.00247011 0.00242642 0.00267789 0.0021777 0.00142929 0.00154092 0.00131991 0.00197769 0.00117677 0.00593109 0.00153237 0.00226582 0.0018667 0.00181387 0.00142828 0.00121119 0.00118079 0.000486237 -4.4952e-06 -3.43066e-07 -2.22295e-08 
33.6226 -2.2446e-08 -3.55955e-05 0.0007347 0.000702315 -3568.69 -10591.3 0.000208536 0.00080323 0.00105568 0.00149425 0.0020223 0.0113909 -0.000996503 0.0218948 0.000733634 0.00131112 0.00321499 0.00187875 0.00121254 0.00110458 0.00153212 0.00141639 0.00179261 0.00260395 0.00284255 0.00300766 0.00228564 0.00239973 0.00285047 0.00244985 0.00240757 0.00263966 0.00215306 0.00140731 0.00152341 0.00133294 0.00171524 0.00244116 0.00153237 0.00625661 0.00103463 0.00211052 0.00185825 0.00146421 0.00127173 0.00120737 0.000506256 4.55718e-06 -3.20764e-07 -2.02237e-08 
31.4216 -1.6026e-08 -2.95239e-05 0.00140748 0.00107847 470.283 1395.72 0.000251702 0.000652305 0.000857547 0.00121412 0.0016432 0.00925823 -0.00080737 0.0177585 0.000594569 0.00106463 0.00261621 0.0015262 0.000983827 0.000891466 0.00124588 0.00113072 0.00144034 0.00208566 0.00231071 0.00239095 0.0018608 0.0019422 0.00230521 0.00197576 0.00194102 0.002143 0.00173754 0.0011365 0.00122648 0.00107383 0.00141227 0.00183677 0.00226582 0.00103463 0.00563554 0.000701007 0.00176092 0.00130676 0.00110558 0.00108616 0.000419567 7.6798e-06 -4.25577e-07 -2.76939e-08 
32.3984 -1.60024e-08 -3.0442e-05 0.00132004 0.000844356 1447.06 4294.62 0.000207452 0.000571112 0.000751132 0.00106387 0.00144028 0.00812068 -0.000708072 0.0155736 0.000521419 0.000933848 0.00229591 0.00134124 0.000864993 0.000783222 0.00109987 0.00099211 0.00126836 0.00183676 0.00204551 0.0020943 0.00164254 0.00171158 0.00203233 0.00174088 0.0017105 0.00189366 0.00153337 0.00100444 0.0010844 0.000951863 0.00125681 0.00165618 0.0018667 0.00211052 0.000701007 0.0047235 0.000700871 0.00130051 0.00100344 0.0010013 0.000381828 1.39095e-05 -4.30185e-07 -2.78515e-08 
35.4137 -1.59533e-08 -3.19595e-05 0.00152892 0.000879405 -3368.04 -9995.76 0.000197999 0.000544299 0.000716238 0.00101493 0.0013745 0.00775686 -0.000676528 0.0148738 0.00049829 0.000892807 0.00219811 0.00128657 0.000831226 0.000757399 0.0010396 0.000963113 0.00121313 0.001752 0.00188416 0.002064 0.00155993 0.00165025 0.00195111 0.00167411 0.00164865 0.00180064 0.00147084 0.000955602 0.001038 0.000913018 0.00120218 0.00158933 0.00181387 0.00185825 0.00176092 0.000700871 0.0049372 0.000246464 0.00113745 0.000952816 0.00037303 1.48364e-05 -4.7879e-07 -3.14483e-08 
34.2469 -1.01057e-08 -2.55658e-05 0.00163485 0.000256426 -6781.99 -20127.8 0.00018955 0.000427098 0.000563961 0.00080137 0.00108605 0.00617207 -0.000538062 0.0118162 0.000395695 0.000709314 0.00174809 0.00102663 0.000664897 0.000611671 0.00081761 0.000776781 0.000962805 0.00138157 0.00141406 0.00168847 0.00122873 0.0013342 0.00156593 0.00134052 0.00132142 0.00141817 0.00116886 0.000749465 0.000818383 0.000718741 0.000942762 0.00124696 0.00142828 0.00146421 0.00130676 0.00130051 0.000246464 0.00642422 -0.000275462 0.00100744 0.000325314 2.71092e-05 -3.61364e-07 -2.38268e-08 
38.7187 -1.04698e-08 -2.54973e-05 0.00100713 -0.000754464 2082.37 6180.13 0.000140568 0.000350247 0.000465217 0.000664125 0.000901114 0.00518026 -0.000452195 0.00991032 0.000331438 0.000593218 0.00145647 0.000856903 0.000554124 0.000505233 0.000714655 0.000633569 0.000816367 0.00117584 0.00129505 0.00132466 0.00105589 0.00112218 0.00132604 0.00112789 0.00110509 0.0012223 0.000988464 0.000643895 0.000693983 0.000604479 0.000803994 0.00105602 0.00121119 0.00127173 0.00110558 0.00100344 0.00113745 -0.000275462 0.00817496 -0.000460645 0.000263596 3.71654e-05 -8.63266e-08 -4.79602e-09 
66.9065 -1.21396e-08 -2.89764e-05 0.00052349 -0.00188878 -9016.37 -26759 0.000118331 0.000324233 0.000439497 0.000637542 0.000870105 0.00517969 -0.000458131 0.00993931 0.000334462 0.000596004 0.00145864 0.000863504 0.000561752 0.00052758 0.000694908 0.000675842 0.000831102 0.00119001 0.00114485 0.00146388 0.00103129 0.00116632 0.00136808 0.00117014 0.0011513 0.00121261 0.00100877 0.00063979 0.000703713 0.000612723 0.000794846 0.00103737 0.00118079 0.00120737 0.00108616 0.0010013 0.000952816 0.00100744 -0.000460645 0.014815 4.88195e-05 2.00186e-05 1.57199e-07 1.25024e-08 
62.5713 -6.56625e-09 -1.41596e-05 -0.000701261 -0.0025699 402.341 1194.08 2.66081e-05 0.000105177 0.000154926 0.00023857 0.000332006 0.00221631 -0.000202393 0.00427214 0.000145397 0.00025558 0.000614345 0.000366885 0.000238943 0.000226478 0.00032347 0.000288432 0.000375069 0.000541103 0.000560967 0.00058066 0.000462104 0.000524066 0.000624102 0.0005286 0.000512828 0.000556481 0.000450431 0.000289379 0.000311502 0.000264059 0.00034478 0.000435926 0.000486237 0.000506256 0.000419567 0.000381828 0.00037303 0.000325314 0.000263596 4.88195e-05 0.0158456 -4.30806e-06 3.6976e-07 2.80755e-08 
5.35904 -4.89751e-09 -6.98684e-06 -0.00050638 -0.00149887 -543.798 -1613.9 6.83614e-06 -1.34444e-05 -1.30019e-05 -1.37532e-05 -1.97814e-05 -1.15436e-06 -2.02452e-06 3.35826e-05 8.41832e-07 -2.34429e-07 -9.49197e-06 -5.85211e-06 -4.07393e-06 1.0949e-06 -5.74427e-09 -8.99789e-07 -1.85194e-06 -8.1897e-06 -4.78105e-05 -2.54333e-05 -2.05956e-05 5.18842e-06 7.10321e-06 3.54128e-06 1.79272e-06 -4.83458e-06 -6.81761e-07 -3.10416e-06 -8.19929e-07 -2.88104e-06 -2.70231e-06 -6.27264e-06 -4.4952e-06 4.55718e-06 7.6798e-06 1.39096e-05 1.48364e-05 2.71092e-05 3.71654e-05 2.00186e-05 -4.30806e-06 0.058442 2.29198e-07 1.92894e-08 
-0.0207086 -1.75662e-11 3.01758e-08 -6.47884e-06 -1.59347e-05 2.29493 6.81096 8.80669e-07 1.16684e-07 1.66059e-07 2.4353e-07 3.03561e-07 2.11415e-06 -1.63211e-07 3.92377e-06 1.07108e-07 1.84166e-07 3.11487e-07 9.65732e-08 3.55436e-08 7.35949e-08 8.71584e-08 2.04091e-08 2.38337e-08 -4.83876e-08 -3.90869e-07 -3.401e-07 -1.16204e-07 1.5212e-07 2.30603e-07 1.58062e-07 1.09408e-07 8.67072e-08 4.09483e-08 -2.66208e-08 -6.34049e-08 -1.12489e-07 -1.51536e-07 -2.72362e-07 -3.43066e-07 -3.20764e-07 -4.25577e-07 -4.30185e-07 -4.7879e-07 -3.61364e-07 -8.63266e-08 1.57199e-07 3.6976e-07 2.29198e-07 0.0733762 -1.30398e-10 
-0.000415897 -1.94143e-12 1.15642e-09 -5.27207e-07 -1.17197e-06 0.15492 0.459776 5.22005e-08 7.96976e-09 1.11379e-08 1.61408e-08 2.01373e-08 1.36579e-07 -1.03561e-08 2.51482e-07 6.65083e-09 1.13245e-08 1.75242e-08 4.55676e-09 1.17164e-09 4.17107e-09 5.2665e-09 9.66657e-10 1.45487e-09 -3.01976e-09 -2.69132e-08 -2.5546e-08 -9.76707e-09 8.86753e-09 1.4708e-08 1.03221e-08 7.07921e-09 5.59033e-09 2.87873e-09 -1.32398e-09 -3.40625e-09 -6.8132e-09 -9.38058e-09 -1.73842e-08 -2.22294e-08 -2.02235e-08 -2.76939e-08 -2.78515e-08 -3.14482e-08 -2.38265e-08 -4.79612e-09 1.25028e-08 2.80755e-08 1.92895e-08 -1.30398e-10 0.0734618 
*end
