process[Recruitment].b0 catchability[summerTANq].q catchability[autumnTANq].q selectivity[M_all].x0 selectivity[M_all].y0 selectivity[M_all].y1 selectivity[M_all].y2 selectivity[summerTANSel_m].a50 selectivity[summerTANSel_m].ato95 selectivity[summerTANSel_m].alpha selectivity[summerTANSel_f].a50 selectivity[summerTANSel_f].ato95 selectivity[autumnTANSel_m].a50 selectivity[autumnTANSel_m].ato95 selectivity[autumnTANSel_m].alpha selectivity[autumnTANSel_f].a50 selectivity[autumnTANSel_f].ato95 selectivity[trwlFSel_m].mu selectivity[trwlFSel_m].sigma_l selectivity[trwlFSel_m].sigma_r selectivity[trwlFSel_m].alpha selectivity[trwlFSel_f].mu selectivity[trwlFSel_f].sigma_l selectivity[trwlFSel_f].sigma_r selectivity[lineHomeFSel_m].a50 selectivity[lineHomeFSel_m].ato95 selectivity[lineHomeFSel_m].alpha selectivity[lineHomeFSel_f].a50 selectivity[lineHomeFSel_f].ato95 selectivity[lineSpawnFSel_m].a50 selectivity[lineSpawnFSel_m].ato95 selectivity[lineSpawnFSel_m].alpha selectivity[lineSpawnFSel_f].a50 selectivity[lineSpawnFSel_f].ato95 process[Recruitment].ycs_values{1972} process[Recruitment].ycs_values{1973} process[Recruitment].ycs_values{1974} process[Recruitment].ycs_values{1975} process[Recruitment].ycs_values{1976} process[Recruitment].ycs_values{1977} process[Recruitment].ycs_values{1978} process[Recruitment].ycs_values{1979} process[Recruitment].ycs_values{1980} process[Recruitment].ycs_values{1981} process[Recruitment].ycs_values{1982} process[Recruitment].ycs_values{1983} process[Recruitment].ycs_values{1984} process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011} process[Recruitment].ycs_values{2012} process[Recruitment].ycs_values{2013} process[Recruitment].ycs_values{2014} 
308529 0.0913703 0.126074 12.4965 0.132624 0.382802 0.351133 4.73988 1.74459 0.609946 5.46111 2.2034 5.50982 2.31271 0.941731 5.91574 2.7702 8.36919 1.97023 61.5229 1.04276 8.65854 2.09656 43.1639 11.456 8.59958 0.380222 9.61476 3.87014 18.2151 13.5995 1.85634 9.73862 2.99387 0.483786 0.461221 0.568372 0.566516 0.486352 0.554131 0.563157 0.688994 0.620933 0.79247 0.465073 0.699667 0.409952 0.515396 0.341311 0.347596 0.437913 0.479243 0.451811 0.492645 0.469175 0.797909 0.791277 0.82538 0.707279 0.552059 0.475079 0.461188 0.555747 0.545459 0.483726 0.549892 0.614184 0.77712 0.631304 0.773772 0.642514 0.706489 0.653115 0.511364 0.585561 0.600643 0.576009 
covariance_matrix:
134.89 -2.21911e-05 6.66759e-05 0.0186788 0.000103871 0.000789902 0.000586218 0.0251072 0.0492973 0.00181424 0.00803959 0.00866619 0.00563749 -0.00101892 -0.000773538 0.00856653 0.00220002 0.0028681 4.87804e-07 0.277134 0.000146063 0.00124767 -0.00114653 0.139938 0.0286121 0.0120179 0.00102561 0.00284891 -0.0100864 0.069846 0.0757562 0.0109123 -0.000840678 -0.00820229 3.74799e-05 0.00129169 0.000777346 0.0004164 -0.000698664 -0.000696893 0.000223009 -0.000753504 -0.00178716 -0.00035611 -0.000711963 -0.000949183 0.000659234 -0.00156965 0.000204322 0.000426064 0.00046672 -0.000822237 -0.000680546 -0.000534469 0.000375894 -0.0013576 -0.00028836 -7.22529e-05 9.76695e-05 2.98074e-05 -0.00013287 0.000150062 0.000189483 4.26436e-05 0.000634064 0.00085162 -2.51025e-05 0.000304462 0.00110717 0.00192115 -0.000385419 0.00254238 0.0018019 0.00102599 -0.000130495 -0.000511833 -7.99506e-05 
-82.672 -1.83285e-05 -6.26723e-06 -0.00380971 -5.90146e-06 -0.000192331 -0.000131407 0.00150459 0.00181424 0.00150868 -0.00237956 -0.00136651 -0.000921575 -0.000600817 9.72126e-05 -0.000966641 -0.000477145 -0.000450371 0.000118188 -0.0467444 8.87535e-05 0.000724076 0.000599345 -0.0227713 -0.00407716 -0.0024739 -2.99541e-05 0.000223447 0.000633599 -0.0104205 -0.00820435 -0.00144584 5.61763e-05 0.000445331 -0.000345706 0.000377709 -8.6196e-05 -7.1522e-05 -1.29929e-05 -0.000271678 -0.000172635 0.000229536 -0.000254133 -0.000206317 6.19425e-05 -2.47495e-05 4.1159e-05 -0.000170833 2.61736e-05 -0.000190218 0.000167803 -0.000258258 -6.80474e-05 7.16012e-05 -0.000212727 -6.30829e-05 -1.43815e-05 -0.000272909 -2.44034e-05 -0.000166174 -4.3585e-07 -8.78204e-05 -9.69754e-05 -0.00010023 -5.40945e-05 -0.000104676 -3.21312e-05 -8.1989e-05 -0.000131815 4.02931e-05 -0.000392537 0.000222691 -0.00084055 0.000202311 0.000354839 -0.000135253 0.000323015 
420.91 4.99632e-05 5.60677e-05 0.0754969 -7.675e-05 0.00376216 0.00229295 0.0149782 0.00803959 -0.00237956 0.0367995 0.0298772 0.015329 0.00478148 -7.72276e-05 0.0160202 0.00368278 0.00841946 0.000289536 0.894827 0.000540438 -0.000709693 -0.00495006 0.427745 0.0635948 0.0494258 0.00242307 -0.00101965 -0.0182639 0.165085 0.157777 0.0282498 -0.00484059 -0.0151069 0.000857816 -0.00282276 -0.000252727 7.87116e-05 -0.000783152 0.000969139 0.00189984 -0.000690195 0.00125365 -0.000580101 -0.00061981 -0.00092771 0.000105793 -0.000557452 -0.000299942 0.000945718 -6.39998e-05 0.000256581 -0.000467593 -0.000367662 0.000192718 -0.000428762 -0.00121771 0.00115335 -0.000782588 0.000972172 -0.000588564 0.000193327 0.000578873 -0.000165808 0.000922498 0.000951185 1.57731e-05 -0.000175759 0.00139472 0.000657854 0.000727948 0.00195081 0.000857464 -0.00170343 0.000662275 0.00187997 -0.00225472 
230.496 3.28989e-05 7.08645e-05 0.00725027 0.000468125 0.000183149 -0.000392582 0.00637329 0.00866619 -0.00136651 0.0298772 0.0574991 0.00742267 0.00619166 -0.000422655 0.00937057 0.00804803 0.00262275 0.000736392 0.139304 0.000484717 -0.00147997 -0.0016115 0.0634131 0.0157345 0.000596495 0.00054332 0.00917604 -0.00784843 0.0371663 0.042562 0.00533157 -7.62553e-06 -0.00834422 -0.00069371 -0.00149598 -0.000590309 -0.000717604 -0.000755491 0.00157456 0.00270597 0.000266729 -0.000701731 -0.000779135 0.00101805 0.00121576 0.000409949 0.000240875 0.000645913 0.000791351 0.000549256 -0.000322602 -0.000215214 0.0014489 -0.000336068 0.00133765 0.000740693 0.00299605 0.000942245 0.00136473 0.000274636 0.00126204 0.00115732 0.000895444 0.00148977 0.00158699 8.91403e-05 0.00129281 0.00150832 0.000740234 -0.00155504 0.0043101 -0.00496706 -0.00786616 -0.00275271 -0.00107604 -0.00222774 
466.831 -0.000174777 0.000278701 0.0644753 0.000454544 0.0030231 0.000107049 0.012276 0.00563749 -0.000921575 0.015329 0.00742267 0.108235 0.0333688 -0.00147016 0.049432 0.045538 0.0256633 0.00980764 0.892085 0.00296366 -0.00272147 -0.00554651 0.418991 0.0536178 0.0713092 0.00015118 0.0165228 0.00143648 0.20113 0.207889 0.0275486 0.00980245 0.00588782 0.00113342 -0.00177775 0.00262042 0.00211284 -0.000101273 0.000707445 0.00319799 0.000118379 0.0015133 -0.000696349 -5.56269e-05 -0.000470862 0.00030641 0.000923351 0.00122773 0.00204801 0.000903838 0.00233216 0.00190951 0.00207535 0.00225516 0.00332525 0.000266192 0.00309448 0.000350519 0.00163182 0.000364607 0.000352401 0.000799956 0.000480037 0.00053141 0.00102429 -0.000379198 -0.000421643 0.000477249 0.000356543 -3.63083e-05 0.000255512 0.000123426 0.0015735 0.00239324 0.00344866 -0.00023446 
402.99 -0.000132536 0.000289431 -0.0257252 0.00121895 -0.00124469 -0.00322285 0.00101686 -0.00101892 -0.000600817 0.00478148 0.00619166 0.0333688 0.142417 -0.00417563 0.0483974 0.0519193 0.0250666 0.0120501 -0.0929642 0.00242598 -4.32217e-06 -0.00126412 -0.0513451 -0.000146335 0.00115235 -0.00262532 0.0320629 0.0234848 0.0439194 0.0453632 -0.00164911 0.0168623 0.0257717 0.00474511 -0.000974248 0.00983062 0.0055582 0.00341313 0.00501919 0.00476605 0.00296965 0.00343412 0.00469967 0.000721905 0.00378122 0.00229591 0.00411432 0.00288147 0.00213188 0.00132501 0.00402521 0.00383049 0.00275443 0.00203253 0.00412482 0.00257921 0.00422704 0.00324068 0.00265692 0.00194012 0.00215321 0.0022244 0.00291649 0.00153631 0.00294718 0.00128394 0.00343481 0.00231234 0.00412395 0.00292023 0.00352498 0.00236037 0.00093598 0.00095243 0.00391563 0.00425062 
-214.531 5.47999e-05 -0.000119431 0.0049394 -0.000186445 0.00023203 0.00048204 3.82927e-05 -0.000773538 9.72126e-05 -7.72276e-05 -0.000422655 -0.00147016 -0.00417563 0.00602017 -0.00716359 -0.00645672 0.000885115 0.000303948 -0.0257258 0.000671693 0.000457603 0.00031119 -0.0257187 -0.0104108 -0.0105149 7.34163e-05 -0.00505663 -0.00533043 -0.0456993 -0.0505235 -0.00355355 -0.0030159 -0.00500298 -0.001195 0.00111545 -0.00195658 -0.000743688 -0.000619767 -0.00132366 -0.000868375 -0.00110975 -0.00103869 -0.00104115 -0.000532127 -0.00120685 -0.000491535 -0.000946731 -0.000473896 -0.000558445 -0.000610634 -0.000765669 -0.000764675 -0.000675145 -0.000772961 -0.00105096 -0.00101565 -0.00113219 -0.000909882 -0.000709082 -0.000659736 -0.000382059 -0.000803554 -0.000564029 -0.000686327 -0.00058498 -0.000602449 -0.000648996 -0.000559904 -0.000723919 -0.000563229 -0.000522851 -0.000389824 -0.000241106 -0.000775589 -0.0015185 -0.00171281 
1359.53 -0.000483378 0.000840449 0.0508153 0.00121959 0.0023276 -0.00225077 0.0133714 0.00856653 -0.000966641 0.0160202 0.00937057 0.049432 0.0483974 -0.00716359 0.165018 0.0922024 0.0377903 0.0165528 1.05913 0.00345098 0.00129197 -0.00329064 0.53835 0.0744169 0.134692 -0.00106167 0.0364883 0.020695 0.373259 0.422296 0.0413011 0.0241575 0.033927 0.000192053 -0.00160524 0.00404855 0.00386595 0.00116492 0.00195983 0.00412803 8.59178e-05 0.00145757 -0.000465231 -0.0012253 0.00116685 0.00010084 0.00241871 0.00167285 0.0025489 0.00153444 0.00361603 0.00304931 0.0027464 0.00332546 0.00388075 0.00126774 0.00409552 0.000574997 0.00266853 0.00066247 0.000399106 0.00211951 0.000439614 0.00161384 0.0019166 -0.00109716 0.000294986 0.00110237 0.000762364 0.000744 0.000361328 0.00114201 -4.32575e-05 0.00207283 0.00360627 0.000232044 
1278.64 -0.00055791 0.000943965 -0.0461849 0.00191263 -0.0022804 -0.00599637 0.00081443 0.00220002 -0.000477145 0.00368278 0.00804803 0.045538 0.0519193 -0.00645672 0.0922024 0.233182 0.0482259 0.0253219 0.00684455 0.00498642 0.010529 0.0061301 0.0330481 -0.00123053 0.0795246 -0.00483637 0.0473968 0.0432892 0.200618 0.264454 0.0091602 0.0373878 0.0616463 -0.00119108 0.00270012 0.00432334 0.00461879 0.00225522 0.00198237 0.00368796 0.000815349 -0.000321574 0.000608457 -0.00158049 0.00218147 0.00114508 0.00315196 0.0021073 0.00163282 0.00018359 0.00314172 0.00324616 0.00119056 0.00108988 0.00150246 0.000428155 0.00214717 0.00111334 0.00142544 0.000893864 0.000373107 0.0016133 0.000780991 0.000810404 0.00180327 -0.00138329 0.00107213 0.00127969 0.00205324 0.00190209 0.00189197 0.0008432 -0.0003233 -4.41707e-05 -0.000201122 0.00013754 
268.109 -4.51838e-05 0.000126515 0.0356214 0.000157838 0.00201892 0.00116181 0.00790768 0.0028681 -0.000450371 0.00841946 0.00262275 0.0256633 0.0250666 0.000885115 0.0377903 0.0482259 0.110973 0.0539183 0.56796 0.00544631 0.0365633 0.0169685 0.269032 0.0365981 0.0165 0.00210839 0.00334402 -0.00780652 0.10743 0.1077 0.0193377 0.00843042 0.0152465 0.00772702 0.00167384 0.00445405 0.00241795 0.000902432 0.0027668 0.00019191 0.00322228 0.00133155 0.00224469 -0.000212593 0.00153456 0.00154946 0.00151514 0.000659825 0.000887821 0.000924939 0.00211404 0.00214839 0.00100642 0.000769436 0.00135361 0.000307707 0.00194624 0.00186616 0.00261764 0.0013111 0.000790045 0.00127819 0.00183095 0.0018596 0.00192426 0.00160225 0.00261598 0.00339241 0.00394869 0.00560127 0.00610697 0.00553839 0.00210296 -0.000307429 -0.000994564 0.0043509 
