process[Recruitment].b0 catchability[summerTANq].q catchability[autumnTANq].q selectivity[M_all].x0 selectivity[M_all].y0 selectivity[M_all].y1 selectivity[M_all].y2 selectivity[summerTANSel_m].a50 selectivity[summerTANSel_m].ato95 selectivity[summerTANSel_m].alpha selectivity[summerTANSel_f].a50 selectivity[summerTANSel_f].ato95 selectivity[autumnTANSel_m].a50 selectivity[autumnTANSel_m].ato95 selectivity[autumnTANSel_m].alpha selectivity[autumnTANSel_f].a50 selectivity[autumnTANSel_f].ato95 selectivity[trwlFSel_m].mu selectivity[trwlFSel_m].sigma_l selectivity[trwlFSel_m].sigma_r selectivity[trwlFSel_m].alpha selectivity[trwlFSel_f].mu selectivity[trwlFSel_f].sigma_l selectivity[trwlFSel_f].sigma_r selectivity[lineHomeFSel_m].a50 selectivity[lineHomeFSel_m].ato95 selectivity[lineHomeFSel_m].alpha selectivity[lineHomeFSel_f].a50 selectivity[lineHomeFSel_f].ato95 selectivity[lineSpawnFSel_m].a50 selectivity[lineSpawnFSel_m].ato95 selectivity[lineSpawnFSel_m].alpha selectivity[lineSpawnFSel_f].a50 selectivity[lineSpawnFSel_f].ato95 process[Recruitment].ycs_values{1972} process[Recruitment].ycs_values{1973} process[Recruitment].ycs_values{1974} process[Recruitment].ycs_values{1975} process[Recruitment].ycs_values{1976} process[Recruitment].ycs_values{1977} process[Recruitment].ycs_values{1978} process[Recruitment].ycs_values{1979} process[Recruitment].ycs_values{1980} process[Recruitment].ycs_values{1981} process[Recruitment].ycs_values{1982} process[Recruitment].ycs_values{1983} process[Recruitment].ycs_values{1984} process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011} process[Recruitment].ycs_values{2012} process[Recruitment].ycs_values{2013} 
335844 0.0934009 0.127366 13.0293 0.14116 0.383294 0.345909 4.52313 1.98045 0.592088 5.4778 2.95759 5.51674 3.10031 0.949264 5.91106 3.67144 8.51712 2.09805 75.924 1.04927 8.76002 2.20409 50.9388 12.8407 9.92109 0.438727 9.74549 3.98591 19.4262 14.0989 2.12933 9.8277 3.09958 0.488553 0.460583 0.573351 0.570845 0.488493 0.560341 0.56382 0.682087 0.612456 0.783863 0.465142 0.701661 0.408702 0.527338 0.334942 0.358826 0.410639 0.526476 0.432234 0.50018 0.459568 0.828502 0.776359 0.83359 0.701733 0.560933 0.465073 0.469847 0.568116 0.529153 0.508865 0.519702 0.710084 0.697449 0.640387 0.781813 0.645931 0.691513 0.631433 0.511694 0.625394 0.574861 
covariance_matrix:
-143.559 6.35315e-05 -3.61145e-05 -0.0129929 0.000330549 0.00153537 -0.00233236 0.00653668 0.0308441 -0.000216615 0.00779872 0.00631064 0.0246384 0.0570574 0.00474857 0.0082947 0.025319 0.0878144 0.0594851 -0.444033 0.00354464 0.0210676 0.0107498 -0.263619 -0.0659993 -0.117582 -0.00107174 -0.000915044 -0.00388857 -0.138999 -0.0882954 -0.0332197 0.00704335 0.0113548 -0.00158083 0.00435685 0.00332925 -0.000983602 0.00244861 -0.000938632 0.000798319 -0.000482639 0.000448245 0.000147384 0.00106595 0.00138909 0.000524923 0.00137348 0.00114487 0.000466727 -0.000304309 0.00308005 -0.00165969 0.00191248 -7.68293e-05 0.00174388 0.000473342 0.00218643 0.000542305 0.00114093 0.000580384 0.000866774 0.000666346 0.000589746 0.00101161 0.000720432 0.000909337 0.00196267 -0.000338547 0.00310853 4.52428e-05 0.00549571 -0.00057683 -0.000279764 -0.00256592 -0.00102306 
51804.1 -0.0184099 0.00762927 8.55833 -0.0811875 0.249297 0.399539 0.700718 0.509753 -0.0846102 0.786926 -0.145887 -0.122432 -1.88045 -0.340594 1.47661 0.64567 -0.692856 -0.444033 162.417 -0.116397 -0.0621819 -0.133609 80.0359 12.1545 15.947 0.456939 0.124496 -0.808132 27.563 21.4131 5.14413 -0.351781 -0.518774 0.04993 0.00932313 -0.10086 -0.250159 -0.041045 -0.160833 0.0905241 0.244941 0.267082 -0.0305916 -0.224893 0.127441 0.0383277 0.0123974 -0.0263094 0.0165198 0.119527 -0.13126 0.0900327 0.129231 -0.10271 -0.0001107 0.300169 -0.134377 0.26121 0.0128501 0.0453532 0.0532016 0.0441363 0.125757 0.00234138 0.203857 -0.015174 0.202031 0.167149 -0.0220083 0.20648 -0.430945 0.21176 0.182469 0.265894 0.200426 
-83.8531 3.16124e-05 -3.28858e-05 -0.00191481 0.000109845 0.000382927 -0.000579581 0.0015534 0.00275748 -5.97493e-05 0.00218221 0.00155484 0.00568561 0.00965068 0.0013241 0.000412754 -0.000699455 0.00899927 0.00354464 -0.116397 0.00444097 0.000956716 0.00146954 -0.0677252 -0.0138073 -0.027309 -0.000268615 -0.000207785 -0.00207345 -0.0369387 -0.0269095 -0.00728408 0.000926195 4.29253e-05 2.83507e-06 -8.74281e-05 0.000316052 0.000392186 9.19726e-05 7.0238e-05 5.01144e-05 -1.10831e-05 -0.000196666 -6.77945e-05 9.75255e-05 -0.000171395 -3.55775e-05 2.87041e-06 2.44174e-05 -2.20054e-05 -4.37937e-05 0.000101921 -9.63128e-05 2.88209e-05 -4.94858e-05 -6.35106e-05 -0.000168566 6.57476e-06 -0.00012934 -2.56302e-05 -5.04552e-05 -7.12817e-05 -9.81152e-05 -9.56153e-05 -8.58961e-05 -0.000122131 -9.39365e-05 -0.000149765 -9.45837e-05 -0.000111311 -0.00010186 0.000253321 -0.000230877 -0.000218641 -0.000352975 -0.000412649 
-11.482 9.32576e-05 -7.56816e-05 -0.0004196 -5.51115e-05 0.000769604 0.000726462 0.00468986 0.0323848 0.000346945 0.0028271 0.0021704 -0.00130343 0.0171239 0.000848911 -0.00471268 5.27013e-05 0.0381858 0.0210676 -0.0621819 0.000956716 0.075582 0.0402252 -0.0390386 -0.00840539 -0.0571524 0.00184003 -0.00302821 -0.00343227 -0.0489985 -0.0215876 -0.00770044 -0.00153912 0.00359186 0.000714881 0.00343845 0.000408868 0.00241133 0.00151859 8.1409e-05 0.000650208 0.00042369 0.000476465 0.000146973 0.000268125 0.000417826 0.000972189 0.000854856 0.000680512 0.000171639 -0.000370458 0.0014898 -0.00145696 0.000696363 -0.000498334 0.000500595 -7.14377e-05 0.00117586 0.00017653 0.000693487 0.000241313 0.000582223 0.000530426 0.000510795 0.00105949 0.00121818 0.00123578 0.00242396 0.000662291 0.00426984 0.00194166 0.00741639 0.0012081 0.00139077 -0.000678222 0.00242518 
-3.43411 3.24994e-05 -1.78085e-05 -0.01147 -0.000150737 -0.000382674 0.000431657 -0.00160392 0.0182644 0.000225748 -0.00286765 0.000285552 -0.00689629 0.00500043 -0.000571127 -0.00429354 0.00274846 0.0161926 0.0107498 -0.133609 0.00146954 0.0402252 0.033249 -0.0649426 -0.00843183 -0.0309768 0.000817799 -0.00339934 0.00190077 -0.0299391 -0.0109057 -0.00459585 -0.00226668 0.00361775 0.000641589 0.00233069 0.000164978 0.00140709 0.000569465 -0.000849511 1.79178e-06 0.000319971 0.000271486 0.000364827 0.00081907 0.000945274 0.000500306 0.000780937 0.000622546 0.000284344 -0.000353147 0.00187708 -0.00142248 0.00106573 1.99132e-05 0.00109293 0.000313451 0.0015002 0.000264785 0.000851148 0.000349626 0.000757744 0.000755377 0.000555206 0.000918224 0.0007491 0.00103086 0.00209298 -0.00051028 0.00302219 -0.000512125 0.00351977 0.000220447 -0.000148227 -0.00121686 0.00194642 
27133.1 -0.0096856 0.00411127 4.39432 -0.0431645 0.122569 0.212273 0.339377 0.241603 -0.0417398 0.373487 -0.0996214 -0.144356 -1.0851 -0.188331 0.725205 0.304863 -0.428869 -0.263619 80.0359 -0.0677252 -0.0390386 -0.0649426 48.304 6.38423 8.427 0.240189 0.053992 -0.39801 14.4841 11.2176 2.71609 -0.202125 -0.281843 0.0252095 0.00474423 -0.0559112 -0.133932 -0.0230773 -0.0855407 0.045077 0.127435 0.139245 -0.0166764 -0.11783 0.0671739 0.0191895 0.00543002 -0.0139583 0.00823684 0.0604883 -0.0686067 0.044222 0.0660341 -0.0544874 0.000929481 0.152407 -0.0694992 0.13315 0.00692566 0.0228566 0.0282316 0.023158 0.0654912 0.00201961 0.105987 -0.00675516 0.106735 0.0860747 -0.00702948 0.106385 -0.220002 0.111687 0.0977787 0.140299 0.106033 
3687.31 -0.00134877 0.00046804 0.642296 -0.00685245 0.0146759 0.0357737 0.0386978 -0.00085905 -0.00664171 0.0475796 -0.00540868 -0.0604968 -0.23865 -0.0351574 0.0891951 -0.0233745 -0.109652 -0.0659993 12.1545 -0.0138073 -0.00840539 -0.00843183 6.38423 1.25045 1.26679 0.0462689 0.00276494 -0.0724715 2.26085 1.77184 0.447574 -0.0714789 -0.0860261 0.00468242 0.00503106 -0.0061457 -0.0192753 0.00117667 -0.0123332 0.0103878 0.022886 0.0246533 -0.00198497 -0.0164085 0.0118434 0.0037524 0.00214708 -0.00164403 0.00307077 0.0101359 -0.00952085 0.00675208 0.0122746 -0.00936131 0.00507654 0.02055 -0.0087224 0.0190455 0.00243461 0.00358858 0.00562499 0.00451138 0.0113681 0.00122782 0.017377 0.000713023 0.0189964 0.013315 0.00323827 0.0152837 -0.0288565 0.0189066 0.0186739 0.0282301 0.0207803 
7526.09 -0.00288489 0.00211004 0.762682 -0.00955275 0.0121014 0.0435664 0.0237631 0.0122938 -0.00274941 0.00359199 -0.0952245 -0.137111 -0.331668 -0.0590831 0.136169 0.219776 -0.220367 -0.117582 15.947 -0.027309 -0.0571524 -0.0309768 8.427 1.26679 2.53167 0.030086 0.0435016 0.00553291 3.32939 2.48991 0.589179 0.00998589 0.021604 0.00275 -0.0108027 -0.0207997 -0.0383761 -0.0177136 -0.0224782 -0.00303969 0.0160907 0.0201362 -0.00674143 -0.0282628 0.0111636 -0.000375352 -0.0031311 -0.00532797 -0.00186916 0.00774477 -0.0153486 0.00483255 0.00882141 -0.010363 -0.0054312 0.0271656 -0.0163001 0.0218892 -0.000737115 0.0028406 0.0040158 0.00294791 0.0102643 0.000535862 0.0172559 -0.00398537 0.0175284 0.0126971 -0.00273354 0.018729 -0.0500809 0.0227675 0.0202075 0.0258131 0.0160823 
67.1099 -7.29294e-06 -3.80195e-05 0.0267496 -0.000292282 0.0007108 0.00153354 0.00210169 -0.000279888 -0.000286567 0.00254078 0.00115447 -0.00266164 -0.0105028 -0.00087021 0.000176516 -0.0115524 -0.00156403 -0.00107174 0.456939 -0.000268615 0.00184003 0.000817799 0.240189 0.0462689 0.030086 0.00447705 -0.0057132 -0.00484935 0.0749544 0.0580284 0.0173653 -0.00652453 -0.00947988 -1.0092e-05 0.000206673 -0.000368347 -0.000803035 0.000231574 -0.000651822 0.000578555 0.00137856 0.00118045 4.96755e-05 -0.00084937 0.000694564 0.000185776 0.000102262 -2.09145e-05 0.00010853 0.000457127 -0.000582749 0.000408743 0.000261386 -0.000435693 0.000166428 0.000732872 -0.000346799 0.000767213 4.93756e-05 0.000126371 0.000187662 6.40291e-05 0.000502954 -0.000134176 0.000715462 -1.46906e-05 0.000577183 0.000770373 -2.71819e-05 0.000775837 -0.000992948 0.000588786 0.000606274 0.000910707 0.000611585 
403.461 -0.000187652 0.000281867 -0.00619535 0.000418557 -0.000190103 -0.000831077 0.00213272 -0.000856036 -0.000490228 0.00545301 -0.00185357 0.00995622 0.0200656 -0.00231179 0.0291509 0.0590026 5.3021e-05 -0.000915044 0.124496 -0.000207785 -0.00302821 -0.00339934 0.053992 0.00276494 0.0435016 -0.0057132 0.119196 0.0591877 0.0603817 0.066597 -0.00129849 0.0193741 0.0231978 0.00179025 0.00328702 0.00204318 0.000315332 0.000777585 0.000344808 0.00199747 -0.00252145 -0.000564521 -0.00124425 0.000764749 0.000848553 -0.00143095 0.00119109 -0.000264644 -4.05259e-05 0.00199285 -0.000854894 0.0022943 0.00205863 -0.000980967 0.00390027 -2.37226e-05 0.00260524 0.00156199 0.00100081 0.00175198 0.00105289 0.00227405 0.00214407 0.00230425 0.00155939 0.0042731 -0.000119485 0.00611199 -0.00211388 0.00812678 -0.00092331 -0.000845791 0.0012571 0.00239368 0.00286456 
668.38 -0.000147437 0.000420647 -0.0870237 0.000349116 -0.00474691 -0.00260173 -0.0163067 -0.00727598 0.00157258 -0.0209995 -0.0047203 -0.0188491 0.00432075 -0.00547947 0.0174436 0.0727448 -0.013424 -0.00388857 -0.808132 -0.00207345 -0.00343227 0.00190077 -0.39801 -0.0724715 0.00553291 -0.00484935 0.0591877 0.159312 -0.0125479 -0.0080205 -0.0176577 0.015033 0.0311073 -0.000652895 -0.00125121 -0.000271861 0.000714917 0.000654182 -0.00258003 -0.00215076 -0.00203652 -0.00285251 0.00240387 -2.30043e-05 -0.000256498 0.000961449 0.000435579 0.00135577 0.00113312 -0.00135079 0.00471608 -0.00115395 -0.000372722 0.00432169 -0.000813551 0.000794549 0.00143907 -0.00116562 0.001028 0.00086752 0.00138953 0.00168898 0.000156368 0.00177347 -0.000818268 0.000254002 0.000733347 -0.00409367 0.00567793 -0.00372669 0.00736957 0.00226989 0.000321541 -0.000310835 0.000656249 
13319.1 -0.00512688 0.00431401 1.24203 -0.013337 0.0185332 0.0681525 0.0589113 -0.00613363 -0.0112758 0.0563504 -0.070155 -0.148419 -0.430983 -0.110827 0.38069 0.520776 -0.258205 -0.138999 27.563 -0.0369387 -0.0489985 -0.0299391 14.4841 2.26085 3.32939 0.0749544 0.0603817 -0.0125479 5.93779 4.78139 1.02239 -0.0269367 -0.0428095 0.00142837 0.00686164 -0.0117901 -0.0617225 -0.00501565 -0.0410488 0.0087728 0.0396581 0.0495901 -0.0117806 -0.042837 0.0275057 0.00463669 0.00630266 -0.00687167 0.00246431 0.0177481 -0.0208495 0.0109896 0.0226116 -0.0243834 0.00613261 0.0476351 -0.0157454 0.0459662 0.00635302 0.00800983 0.00960608 0.00882595 0.0244914 0.00112374 0.0367308 0.000242329 0.0397514 0.0327538 0.00576334 0.0433504 -0.0678284 0.0421436 0.0404803 0.059915 0.0355131 
12424.5 -0.00491172 0.00494886 0.83852 -0.00838266 0.00653653 0.0434481 0.0429238 -0.00949709 -0.00861556 0.0420861 -0.042367 -0.0986085 -0.238619 -0.105156 0.410678 0.68028 -0.168188 -0.0882954 21.4131 -0.0269095 -0.0215876 -0.0109057 11.2176 1.77184 2.48991 0.0580284 0.066597 -0.0080205 4.78139 4.65094 0.800272 -0.0806388 -0.030531 -5.44455e-05 0.00249974 -0.00986875 -0.0463493 -0.00815724 -0.0376902 -0.00267706 0.0314273 0.0288196 -0.0150023 -0.0380378 0.0210198 -0.000862375 0.00784859 -0.00634184 0.00221275 0.0138082 -0.0166594 0.00816956 0.0160925 -0.0278705 -0.00187953 0.022146 -0.0249782 0.0238992 -0.00256967 0.00175764 0.00184569 0.0015633 0.016611 -0.00587378 0.0244702 -0.00460003 0.0226329 0.0259078 -0.00462378 0.0343416 -0.0563593 0.0219142 0.0372886 0.0466071 0.0243518 
1929.67 -0.0007185 0.000417297 0.25344 -0.00297097 0.00440045 0.014812 0.0109117 -0.00396152 -0.00199889 0.010682 -0.0127092 -0.0396315 -0.110992 -0.0179904 0.0394625 0.019324 -0.0594288 -0.0332197 5.14413 -0.00728408 -0.00770044 -0.00459585 2.71609 0.447574 0.589179 0.0173653 -0.00129849 -0.0176577 1.02239 0.800272 0.200967 -0.0283394 -0.0283681 0.00112326 -0.000685962 -0.00467458 -0.0101101 -0.0018586 -0.00694371 0.00193552 0.00881548 0.0087661 -0.00178508 -0.0084892 0.0050316 0.000730954 0.000210542 -0.00108833 0.000512674 0.00354128 -0.00485843 0.0023669 0.00383924 -0.00442194 0.000644986 0.00772541 -0.00445435 0.00719738 0.000380017 0.000991448 0.00173204 0.00109729 0.00398403 -3.82441e-05 0.00633319 -0.000594486 0.00644136 0.00537522 -0.000230964 0.00649779 -0.0134509 0.00725976 0.00770625 0.0107618 0.00701306 
331.245 -4.94312e-05 0.000185076 -0.021444 0.00056191 0.000280991 -0.00187413 0.00348763 0.0110064 -0.000270825 0.00350972 9.06125e-05 0.017737 0.0352735 0.00114575 0.0233931 0.0542822 0.0109561 0.00704335 -0.351781 0.000926195 -0.00153912 -0.00226668 -0.202125 -0.0714789 0.00998589 -0.00652453 0.0193741 0.015033 -0.0269367 -0.0806388 -0.0283394 0.103179 0.0757973 0.00105817 0.00213468 0.00299725 0.00248082 0.00252779 0.00060447 0.00115557 -0.00189152 -0.00041099 0.00284291 0.00141008 0.000393671 -1.71366e-05 0.000847978 -5.4732e-05 -0.00070647 0.00048197 0.000315515 0.000543889 0.00204085 0.000560262 0.00397192 0.00318455 0.00541045 0.00340596 0.00259285 0.00176331 0.00144257 0.00205419 0.00117574 0.00211071 0.00125911 0.00378485 0.00126229 0.00443473 0.00146202 0.00548689 0.0023187 -0.0011526 -0.000437703 -0.00183095 0.00192689 
685.024 -0.000169266 0.000366454 -0.0487687 0.000253653 -0.00123022 -0.00258182 -0.00636432 0.0192058 0.000280213 -0.00667587 -0.00315917 0.00674945 0.0430652 -0.00187312 0.0355281 0.0962218 0.0146549 0.0113548 -0.518774 4.29253e-05 0.00359186 0.00361775 -0.281843 -0.0860261 0.021604 -0.00947988 0.0231978 0.0311073 -0.0428095 -0.030531 -0.0283681 0.0757973 0.177908 0.00313868 0.00133814 0.000587701 0.00364218 0.00097244 -0.00122564 0.0013036 -0.00237252 -0.00136854 0.00230896 0.00314898 0.00164301 0.00133237 0.00194063 0.00202281 0.00129872 0.000143356 0.00621439 7.34161e-05 0.00337399 0.00338919 0.00224685 0.00237234 0.00432705 0.00132955 0.00242782 0.00187332 0.0018696 0.00297105 0.00100768 0.00376854 0.000629342 0.00387683 0.00352511 -0.000238697 0.00628018 0.00063004 0.00709544 0.00180028 0.00266595 0.000908067 0.00509501 
52.3525 3.73855e-05 -2.27077e-05 0.00425715 3.54921e-06 0.000288673 0.00041777 0.000407718 0.00336082 0.000138388 -0.000118695 0.00053342 -0.00135969 -0.00076731 -1.69985e-05 0.000613232 -0.00228452 -0.00262558 -0.00158083 0.04993 2.83507e-06 0.000714881 0.000641589 0.0252095 0.00468242 0.00275 -1.0092e-05 0.00179025 -0.000652895 0.00142837 -5.44455e-05 0.00112326 0.00105817 0.00313868 0.0439109 -0.00217137 -0.00239502 0.000954424 -0.0018485 -0.000401995 0.000704366 0.00124631 9.11597e-05 0.000801839 0.000893617 0.000465604 0.000365457 0.000684216 0.000239347 0.000455585 0.000609781 0.000454513 0.000299839 0.00113744 0.00024746 0.00116664 0.000800759 0.000803378 0.000504218 0.000478353 0.000378523 0.000296714 0.000564107 0.000261783 0.00023667 0.000277088 0.000165235 0.000314156 4.01909e-05 -0.000302305 -7.57355e-06 -0.00117767 -0.000361516 0.0003027 -0.000215979 0.00138034 
85.0434 1.37022e-05 2.376e-05 -0.00252659 0.000170158 -4.50868e-07 0.000462421 -0.00124725 7.25757e-05 -0.000178111 0.00113513 0.00811116 0.00783192 0.00349192 -0.00139415 0.00317263 0.00787581 0.00612587 0.00435685 0.00932313 -8.74281e-05 0.00343845 0.00233069 0.00474423 0.00503106 -0.0108027 0.000206673 0.00328702 -0.00125121 0.00686164 0.00249974 -0.000685962 0.00213468 0.00133814 -0.00217137 0.04814 0.000482549 -0.00640287 0.00123675 0.00362145 0.00321233 -0.000178449 0.00514583 0.00129352 0.00286222 0.00328317 0.00165847 0.00254808 0.00142067 0.00152145 0.00152728 0.00281253 0.000718414 0.00274201 0.00122224 0.00434141 0.00267509 0.00370464 0.00245322 0.00248209 0.00170697 0.00160186 0.00192423 0.00149347 0.0018533 0.00128096 0.00159172 0.0023232 0.00114692 0.00226747 0.000595866 0.00150211 -0.000811036 0.000402005 -0.00238406 0.00221106 
36.2651 1.36672e-05 2.72505e-05 -0.00827557 0.000279477 -0.000149685 -0.000359453 -0.000413551 -0.00601545 -7.70396e-05 0.00120143 0.00465886 0.00629933 0.00769552 -0.000131162 0.00620084 0.00902855 0.00558625 0.00332925 -0.10086 0.000316052 0.000408868 0.000164978 -0.0559112 -0.0061457 -0.0207997 -0.000368347 0.00204318 -0.000271861 -0.0117901 -0.00986875 -0.00467458 0.00299725 0.000587701 -0.00239502 0.000482549 0.0463391 -0.00785486 -0.00198109 -5.65317e-05 0.00364588 0.00217774 0.00194544 0.0022107 0.00272343 0.00218501 0.00111208 0.00205193 0.00118587 0.00118505 0.0012476 0.00195817 0.00100648 0.00181005 0.0010015 0.00325601 0.00164035 0.00272602 0.00155315 0.00170442 0.00115959 0.00105318 0.00144176 0.00109198 0.00116256 0.000790257 0.00134141 0.00134766 0.00131879 0.00139761 0.000810779 0.00151832 -0.000606865 0.000402869 -0.000735245 0.000524838 
-122.993 8.81519e-05 -6.92293e-05 -0.0110514 0.000234092 4.9233e-05 -0.000309913 0.00105124 0.00296292 0.000183585 0.000439742 0.00132891 -0.00177862 0.00553538 0.000949996 -0.000261494 -0.00574146 -9.47776e-05 -0.000983602 -0.250159 0.000392186 0.00241133 0.00140709 -0.133932 -0.0192753 -0.0383761 -0.000803035 0.000315332 0.000714917 -0.0617225 -0.0463493 -0.0101101 0.00248082 0.00364218 0.000954424 -0.00640287 -0.00785486 0.0476992 -0.00635238 -0.00362332 0.000924815 0.00353014 -0.00044664 0.0031364 0.00173281 0.000764479 0.000676284 0.00120825 0.000769049 0.000751047 0.000746033 0.000980875 0.000781775 0.000931498 0.000652997 0.00185152 3.22339e-05 0.00146631 0.000130283 0.000681836 0.000384604 0.000429204 0.000873861 0.000217287 0.000667845 -0.000171419 0.00126407 -0.00011681 0.000629618 0.000413336 0.000604032 0.00218931 -0.00145044 -0.000318794 1.68448e-05 0.00205075 
41.6593 3.89228e-05 -5.95388e-06 -0.00454556 0.000185382 -6.19223e-05 0.000121251 -0.000250208 -0.00622563 -0.000306897 0.00216293 0.00502755 0.00420606 0.00484056 -0.000269042 0.00866143 0.00394284 0.00469212 0.00244861 -0.041045 9.19726e-05 0.00151859 0.000569465 -0.0230773 0.00117667 -0.0177136 0.000231574 0.000777585 0.000654182 -0.00501565 -0.00815724 -0.0018586 0.00252779 0.00097244 -0.0018485 0.00123675 -0.00198109 -0.00635238 0.0399495 -0.00544995 -0.000127238 0.00152715 0.0043385 0.00423852 0.00171741 0.00387399 0.00153134 0.00252297 0.00167465 0.00161562 0.00162942 0.0024397 0.0015913 0.00220091 0.00155851 0.00404487 0.00179258 0.00368215 0.00188083 0.0021097 0.00160098 0.00169283 0.00203153 0.0015181 0.00204209 0.00114906 0.00296812 0.00175414 0.00198292 0.00270429 0.00201306 0.00465445 -0.000142653 0.000931266 0.00135287 0.00158696 
-188.252 3.76647e-05 -5.41732e-05 -0.00472831 0.000283837 0.000125599 3.63651e-05 0.000517244 0.00156405 -9.27307e-05 0.00171596 0.000318207 0.004838 0.00141625 0.000315277 -0.00628862 -0.00656576 5.15247e-05 -0.000938632 -0.160833 7.0238e-05 8.1409e-05 -0.000849511 -0.0855407 -0.0123332 -0.0224782 -0.000651822 0.000344808 -0.00258003 -0.0410488 -0.0376902 -0.00694371 0.00060447 -0.00122564 -0.000401995 0.00362145 -5.65317e-05 -0.00362332 -0.00544995 0.0430759 -0.00811085 -0.00524175 0.0049218 0.0040972 0.000758593 0.00273947 0.000983805 0.00173406 0.00100684 0.000958495 0.00135613 0.00128707 0.00137506 0.00120267 0.000934399 0.00268379 0.00025814 0.00230309 0.000426901 0.00118984 0.000687205 0.000641167 0.000973436 0.000393784 0.000984441 -0.000118246 0.00108 -0.000223959 0.00071417 0.000327156 2.39861e-05 0.00291368 -0.00196278 -0.0012071 -0.00103747 0.000932953 
6.02611 3.8891e-05 -4.00522e-05 0.00710869 7.55798e-05 0.000433756 0.000624512 -0.000566262 -0.00183329 -0.000675365 0.00284775 0.00288765 0.00414018 0.00130364 -2.97068e-06 0.00608678 -0.0025007 0.00178982 0.000798319 0.0905241 5.01144e-05 0.000650208 1.79178e-06 0.045077 0.0103878 -0.00303969 0.000578555 0.00199747 -0.00215076 0.0087728 -0.00267706 0.00193552 0.00115557 0.0013036 0.000704366 0.00321233 0.00364588 0.000924815 -0.000127238 -0.00811085 0.0392467 -0.0107571 0.00029738 0.00625479 0.00165608 0.00346342 0.00188889 0.00240321 0.00139674 0.00156254 0.00186214 0.00257389 0.00131756 0.00270682 0.00174845 0.00371383 0.00282437 0.00396488 0.00275949 0.00229236 0.00191295 0.0018907 0.0020417 0.00192163 0.00195658 0.0018025 0.00226875 0.00237767 0.0013307 0.00251122 0.00104482 0.0026452 0.00191175 -0.000249164 0.00237647 0.00195547 
-21.1451 -1.19893e-05 -2.6738e-05 0.0146579 -3.83622e-05 0.00046987 0.000802112 -0.000323563 -0.000439737 -0.000527759 0.000927062 0.00102391 -0.00129177 -0.00346382 -0.000328396 0.00358879 -0.00375588 -0.000572702 -0.000482639 0.244941 -1.10831e-05 0.00042369 0.000319971 0.127435 0.022886 0.0160907 0.00137856 -0.00252145 -0.00203652 0.0396581 0.0314273 0.00881548 -0.00189152 -0.00237252 0.00124631 -0.000178449 0.00217774 0.00353014 0.00152715 -0.00524175 -0.0107571 0.0426114 -0.0112266 0.00132447 0.00335342 0.000810094 0.00227402 0.00136778 0.00109832 0.00120727 0.00105027 0.00145621 0.00142929 0.00078009 0.00236307 0.00111356 0.00400799 0.00116742 0.00291195 0.00121912 0.00100894 0.00102253 0.00109232 0.00174986 0.00052917 0.00169138 0.000584569 0.00242776 0.000696038 0.00240342 0.00029899 -0.00138605 0.00390769 5.56736e-05 0.00227225 0.00131094 
-40.1639 -2.5857e-05 -1.75009e-05 0.0151309 8.39149e-06 0.00050844 0.00109037 -0.000259835 -0.00193048 -0.000207339 0.00145172 0.00662929 0.003968 -0.00327878 -0.00114846 0.00342923 -0.000101744 0.000525921 0.000448245 0.267082 -0.000196666 0.000476465 0.000271486 0.139245 0.0246533 0.0201362 0.00118045 -0.000564521 -0.00285251 0.0495901 0.0288196 0.0087661 -0.00041099 -0.00136854 9.11597e-05 0.00514583 0.00194544 -0.00044664 0.0043385 0.0049218 0.00029738 -0.0112266 0.0397956 -0.0120673 0.00285969 0.00433604 0.00208091 0.00233457 0.00160641 0.0017157 0.00164982 0.00209993 0.00214015 0.00128361 0.00365753 0.0022231 0.00538583 0.00252186 0.0036661 0.00208703 0.0019009 0.00176277 0.0016588 0.00187349 0.00140503 0.00196254 0.000844499 0.00298249 0.000194847 0.00296973 -0.000265998 -0.00104138 0.00384001 0.00269585 0.000551225 0.00271436 
