process[Recruitment].b0 catchability[summerTANq].q catchability[autumnTANq].q selectivity[M_all].x0 selectivity[M_all].y0 selectivity[M_all].y1 selectivity[M_all].y2 selectivity[summerTANSel_m].a50 selectivity[summerTANSel_m].ato95 selectivity[summerTANSel_m].alpha selectivity[summerTANSel_f].a50 selectivity[summerTANSel_f].ato95 selectivity[autumnTANSel_m].a50 selectivity[autumnTANSel_m].ato95 selectivity[autumnTANSel_m].alpha selectivity[autumnTANSel_f].a50 selectivity[autumnTANSel_f].ato95 selectivity[trwlFSel_m].mu selectivity[trwlFSel_m].sigma_l selectivity[trwlFSel_m].sigma_r selectivity[trwlFSel_m].alpha selectivity[trwlFSel_f].mu selectivity[trwlFSel_f].sigma_l selectivity[trwlFSel_f].sigma_r selectivity[lineHomeFSel_m].a50 selectivity[lineHomeFSel_m].ato95 selectivity[lineHomeFSel_m].alpha selectivity[lineHomeFSel_f].a50 selectivity[lineHomeFSel_f].ato95 selectivity[lineSpawnFSel_m].a50 selectivity[lineSpawnFSel_m].ato95 selectivity[lineSpawnFSel_m].alpha selectivity[lineSpawnFSel_f].a50 selectivity[lineSpawnFSel_f].ato95 process[Recruitment].ycs_values{1972} process[Recruitment].ycs_values{1973} process[Recruitment].ycs_values{1974} process[Recruitment].ycs_values{1975} process[Recruitment].ycs_values{1976} process[Recruitment].ycs_values{1977} process[Recruitment].ycs_values{1978} process[Recruitment].ycs_values{1979} process[Recruitment].ycs_values{1980} process[Recruitment].ycs_values{1981} process[Recruitment].ycs_values{1982} process[Recruitment].ycs_values{1983} process[Recruitment].ycs_values{1984} process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011} process[Recruitment].ycs_values{2012} process[Recruitment].ycs_values{2013} 
335844 0.0934009 0.127366 13.0293 0.14116 0.383294 0.345909 4.52313 1.98045 0.592088 5.4778 2.95759 5.51674 3.10031 0.949264 5.91106 3.67144 8.51712 2.09805 75.924 1.04927 8.76002 2.20409 50.9388 12.8407 9.92109 0.438727 9.74549 3.98591 19.4262 14.0989 2.12933 9.8277 3.09958 0.488553 0.460583 0.573351 0.570845 0.488493 0.560341 0.56382 0.682087 0.612456 0.783863 0.465142 0.701661 0.408702 0.527338 0.334942 0.358826 0.410639 0.526476 0.432234 0.50018 0.459568 0.828502 0.776359 0.83359 0.701733 0.560933 0.465073 0.469847 0.568116 0.529153 0.508865 0.519702 0.710084 0.697449 0.640387 0.781813 0.645931 0.691513 0.631433 0.511694 0.625394 0.574861 
covariance_matrix:
-56.4794 5.1994e-05 -4.9171e-05 -0.000341173 7.70644e-05 0.000157082 0.00033657 -0.000848999 -0.00117406 -0.000108327 -0.000405717 0.00282327 0.000934357 0.000722935 9.75856e-05 0.00372759 -0.00337972 -0.000268482 0.000147384 -0.0305916 -6.77945e-05 0.000146973 0.000364827 -0.0166764 -0.00198497 -0.00674143 4.96755e-05 -0.00124425 0.00240387 -0.0117806 -0.0150023 -0.00178508 0.00284291 0.00230896 0.000801839 0.00129352 0.0022107 0.0031364 0.00423852 0.0040972 0.00625479 0.00132447 -0.0120673 0.0383994 -0.0118784 0.00748035 0.0010512 0.00293142 0.00191757 0.00183306 0.00161601 0.00314989 0.00121089 0.00255192 0.00266628 0.00366348 0.00339067 0.00346447 0.00233484 0.00209454 0.0016323 0.00183705 0.00231876 0.0015363 0.00188965 0.00147114 0.00263297 0.00294213 0.00104365 0.00355455 0.000151418 0.0027386 0.00057943 0.00239079 0.00083937 0.00182715 
-114.657 3.85947e-05 -3.09238e-05 -0.0122435 0.000137604 -0.000237566 -0.000376602 -0.00172571 -0.000100823 -0.000196244 0.00018202 0.00186101 0.00224829 0.004311 0.000244754 -0.000151481 -0.000222101 0.00140296 0.00106595 -0.224893 9.75255e-05 0.000268125 0.00081907 -0.11783 -0.0164085 -0.0282628 -0.00084937 0.000764749 -2.30043e-05 -0.042837 -0.0380378 -0.0084892 0.00141008 0.00314898 0.000893617 0.00286222 0.00272343 0.00173281 0.00171741 0.000758593 0.00165608 0.00335342 0.00285969 -0.0118784 0.0227452 -0.00676632 0.00276745 0.00155367 0.00111778 0.00110889 0.0011046 0.00244281 0.000184945 0.0023581 0.000371105 0.00345651 0.000273322 0.003421 0.00111601 0.00185588 0.00122026 0.00124493 0.00165595 0.00123457 0.00168147 0.000705914 0.00220681 0.0012902 0.00102813 0.00206156 0.000583968 0.00454843 -0.000280761 -0.00387491 0.000394212 0.00112638 
-6.38916 -1.78654e-05 7.6906e-06 0.00427352 1.46674e-05 5.0576e-05 0.000582144 -0.00126322 -0.00301911 -0.000212265 2.78372e-05 0.0035626 0.000686884 -0.000220328 -0.00093563 0.0057936 0.00496748 0.000473175 0.00138909 0.127441 -0.000171395 0.000417826 0.000945274 0.0671739 0.0118434 0.0111636 0.000694564 0.000848553 -0.000256498 0.0275057 0.0210198 0.0050316 0.000393671 0.00164301 0.000465604 0.00328317 0.00218501 0.000764479 0.00387399 0.00273947 0.00346342 0.000810094 0.00433604 0.00748035 -0.00676632 0.0189772 -0.00225397 0.00315221 0.0015182 0.00150304 0.0019088 0.00258879 0.00199402 0.00199993 0.00233897 0.00335361 0.00419212 0.00321742 0.00295055 0.00212627 0.00189337 0.00191193 0.00230688 0.00199907 0.00189663 0.0020018 0.00260301 0.00310745 0.00189569 0.00239935 0.00128369 0.000582037 0.00225617 0.00268192 0.00183089 0.00217543 
-24.5539 7.41494e-06 -1.61324e-05 0.00279078 -1.37217e-05 0.000190202 0.000246994 -0.00084216 0.00174678 -0.000240981 0.000725495 0.00308027 0.00138751 0.000708561 -0.000210933 0.002189 0.000228327 0.00097409 0.000524923 0.0383277 -3.55775e-05 0.000972189 0.000500306 0.0191895 0.0037524 -0.000375352 0.000185776 -0.00143095 0.000961449 0.00463669 -0.000862375 0.000730954 -1.71366e-05 0.00133237 0.000365457 0.00165847 0.00111208 0.000676284 0.00153134 0.000983805 0.00188889 0.00227402 0.00208091 0.0010512 0.00276745 -0.00225397 0.00895503 -0.000988438 0.00111222 0.00104677 0.000805051 0.00175948 0.000814523 0.00107094 0.00176794 0.00157195 0.00250078 0.00210976 0.00180459 0.00134039 0.00119653 0.00126878 0.00116584 0.00103793 0.00123239 0.00123782 0.0010293 0.00194279 -5.72348e-05 0.0024446 2.72668e-05 0.00168396 0.00181421 0.000589994 0.000435985 0.00121976 
-3.26229 -7.83804e-06 1.36883e-05 -0.00178594 4.85319e-05 -6.01183e-05 3.66906e-05 -0.000544086 -0.00212467 -0.00018089 0.000765953 0.00355143 0.00224226 0.00329482 -0.000573999 0.00568221 0.00648559 0.00170631 0.00137348 0.0123974 2.87041e-06 0.000854856 0.000780937 0.00543002 0.00214708 -0.0031311 0.000102262 0.00119109 0.000435579 0.00630266 0.00784859 0.000210542 0.000847978 0.00194063 0.000684216 0.00254808 0.00205193 0.00120825 0.00252297 0.00173406 0.00240321 0.00136778 0.00233457 0.00293142 0.00155367 0.00315221 -0.000988438 0.00798825 -0.00039212 0.00133062 0.00141634 0.00185907 0.00123366 0.00200984 0.00117617 0.00309201 0.0021013 0.00294635 0.00210663 0.00184756 0.00153623 0.00153942 0.00178962 0.00147658 0.00166603 0.00138947 0.00221184 0.00163948 0.00187551 0.00189218 0.00190102 0.00188322 0.000730594 0.000795516 0.000905357 0.00158637 
-20.0392 1.06772e-05 -7.82461e-06 -0.00175129 2.1506e-05 -5.61311e-06 6.06926e-05 -0.000834209 -5.27469e-05 -6.57228e-05 9.51837e-05 0.00248812 0.00148131 0.00162056 -7.03335e-05 0.00226115 0.000880055 0.00173377 0.00114487 -0.0263094 2.44174e-05 0.000680512 0.000622546 -0.0139583 -0.00164403 -0.00532797 -2.09145e-05 -0.000264644 0.00135577 -0.00687167 -0.00634184 -0.00108833 -5.4732e-05 0.00202281 0.000239347 0.00142067 0.00118587 0.000769049 0.00167465 0.00100684 0.00139674 0.00109832 0.00160641 0.00191757 0.00111778 0.0015182 0.00111222 -0.00039212 0.00489779 -0.000163576 0.000761327 0.00173845 0.000540887 0.0011694 0.00134277 0.00165104 0.00154788 0.00164669 0.00135783 0.00126086 0.000965516 0.00100666 0.00114868 0.000946801 0.0010379 0.000777734 0.0011416 0.00145528 0.000378285 0.00222816 0.000124996 0.00187748 0.000993352 0.000163061 0.00055808 0.000876093 
-5.52231 2.56939e-06 -3.06642e-06 0.000283663 2.17828e-06 2.78534e-05 0.000107407 -0.000462782 -0.000912222 -0.000195494 0.000782719 0.00258826 0.0018671 0.000653384 -0.000234347 0.00367867 0.00107786 0.000692045 0.000466727 0.0165198 -2.20054e-05 0.000171639 0.000284344 0.00823684 0.00307077 -0.00186916 0.00010853 -4.05259e-05 0.00113312 0.00246431 0.00221275 0.000512674 -0.00070647 0.00129872 0.000455585 0.00152145 0.00118505 0.000751047 0.00161562 0.000958495 0.00156254 0.00120727 0.0017157 0.00183306 0.00110889 0.00150304 0.00104677 0.00133062 -0.000163576 0.00483901 -0.000530504 0.00191999 0.000641206 0.00122915 0.0012881 0.0017171 0.00167815 0.00176817 0.0014977 0.00138147 0.00102079 0.00108275 0.00119807 0.000922932 0.0010464 0.000908892 0.00115276 0.00160914 0.000451385 0.00191799 0.00029188 0.00154982 0.0012951 0.000488807 0.000926161 0.00104396 
-2.50339 -6.46831e-06 -6.72215e-06 0.00729535 -1.84395e-05 0.000301862 0.000348472 0.00134867 -0.00157027 -0.000188276 0.00231171 0.00179297 0.00280795 -0.000282174 -0.000290679 0.00408651 0.000230113 -0.000482691 -0.000304309 0.119527 -4.37937e-05 -0.000370458 -0.000353147 0.0604883 0.0101359 0.00774477 0.000457127 0.00199285 -0.00135079 0.0177481 0.0138082 0.00354128 0.00048197 0.000143356 0.000609781 0.00152728 0.0012476 0.000746033 0.00162942 0.00135613 0.00186214 0.00105027 0.00164982 0.00161601 0.0011046 0.0019088 0.000805051 0.00141634 0.000761327 -0.000530504 0.00687526 -0.00208302 0.00202617 0.00144535 0.000374854 0.00245596 0.00158668 0.00212137 0.00188394 0.00126864 0.00117246 0.000970246 0.00125828 0.00119401 0.00114012 0.00102126 0.00197634 0.00104466 0.0022156 0.00047211 0.00263597 0.000457092 0.000173647 0.000943417 0.0010861 0.00122381 
-2.74084 1.51015e-05 8.16454e-06 -0.00985972 5.81201e-05 -0.000260421 -0.000224725 -0.00292748 0.000864961 -0.000175878 -0.00170185 0.0028137 0.00121096 0.00535358 -0.000111197 0.00384623 0.00608936 0.00398256 0.00308005 -0.13126 0.000101921 0.0014898 0.00187708 -0.0686067 -0.00952085 -0.0153486 -0.000582749 -0.000854894 0.00471608 -0.0208495 -0.0166594 -0.00485843 0.000315515 0.00621439 0.000454513 0.00281253 0.00195817 0.000980875 0.0024397 0.00128707 0.00257389 0.00145621 0.00209993 0.00314989 0.00244281 0.00258879 0.00175948 0.00185907 0.00173845 0.00191999 -0.00208302 0.0129827 -0.00414594 0.00313984 0.00287153 0.00211489 0.00278005 0.00289397 0.00167247 0.00211518 0.00135569 0.00189067 0.00194907 0.00146054 0.0019343 0.00131458 0.00143908 0.00341235 -0.00160685 0.00551112 -0.00285502 0.00457012 0.00242558 0.00021034 0.000179215 0.00125907 
-38.9194 -1.24612e-05 -8.8171e-06 0.00662959 3.18395e-05 0.000313425 0.00015378 0.00104111 -0.00403205 -0.000121139 0.00201697 0.00190847 0.00406376 0.000280157 -0.000137732 0.00385 -0.000529338 -0.00189893 -0.00165969 0.0900327 -9.63128e-05 -0.00145696 -0.00142248 0.044222 0.00675208 0.00483255 0.000408743 0.0022943 -0.00115395 0.0109896 0.00816956 0.0023669 0.000543889 7.34161e-05 0.000299839 0.000718414 0.00100648 0.000781775 0.0015913 0.00137506 0.00131756 0.00142929 0.00214015 0.00121089 0.000184945 0.00199402 0.000814523 0.00123366 0.000540887 0.000641206 0.00202617 -0.00414594 0.0111881 -0.00338457 0.00173168 0.0020901 0.00192061 0.00167969 0.00193918 0.00095057 0.00108423 0.000673855 0.0013178 0.00122865 0.00102918 0.00117554 0.0014769 0.000298061 0.00298221 -0.000578018 0.0034168 -0.000790297 0.000583482 0.00147124 0.00145835 0.00104932 
47.155 -1.03536e-05 2.78687e-06 0.00678732 -0.000104364 0.000265605 0.000388467 -0.00077329 0.000510681 -0.000421843 0.000832105 0.00304267 0.00250082 0.00101727 -0.000353472 0.00683505 0.00301131 0.00188886 0.00191248 0.129231 2.88209e-05 0.000696363 0.00106573 0.0660341 0.0122746 0.00882141 0.000261386 0.00205863 -0.000372722 0.0226116 0.0160925 0.00383924 0.00204085 0.00337399 0.00113744 0.00274201 0.00181005 0.000931498 0.00220091 0.00120267 0.00270682 0.00078009 0.00128361 0.00255192 0.0023581 0.00199993 0.00107094 0.00200984 0.0011694 0.00122915 0.00144535 0.00313984 -0.00338457 0.0114142 -0.00289114 0.00495007 0.00207323 0.00379913 0.00245495 0.00204229 0.00156644 0.00197076 0.0021669 0.00180545 0.00227255 0.00174073 0.0028686 0.00220829 0.00160572 0.00242869 0.00195801 0.00281107 0.000395181 -0.000461337 0.000343828 0.00169619 
-89.277 2.12975e-05 -3.0285e-05 -0.00372542 3.94508e-05 8.03904e-05 -7.85962e-05 -0.00207905 -0.0025231 2.13607e-05 -0.000964782 0.00389817 0.00275603 0.00185429 0.000360228 0.00165381 -0.00266449 -0.000221918 -7.68293e-05 -0.10271 -4.94858e-05 -0.000498334 1.99132e-05 -0.0544874 -0.00936131 -0.010363 -0.000435693 -0.000980967 0.00432169 -0.0243834 -0.0278705 -0.00442194 0.000560262 0.00338919 0.00024746 0.00122224 0.0010015 0.000652997 0.00155851 0.000934399 0.00174845 0.00236307 0.00365753 0.00266628 0.000371105 0.00233897 0.00176794 0.00117617 0.00134277 0.0012881 0.000374854 0.00287153 0.00173168 -0.00289114 0.0116298 -0.00283677 0.00504009 0.00165818 0.00199499 0.00158786 0.0011796 0.00145234 0.00134826 0.00127919 0.00126808 0.00111205 0.000382457 0.00287711 -0.00168188 0.00413671 -0.00254818 0.00101212 0.0038854 0.00165496 0.001386 0.00119857 
2.50289 -3.2904e-06 5.14379e-06 -0.00246779 -2.75378e-05 -0.000133813 0.000172551 -0.0014341 -0.0035247 -0.000243669 0.000300952 0.00507002 0.0030772 0.00030201 -0.000510474 0.00719191 0.0021592 0.00135041 0.00174388 -0.0001107 -6.35106e-05 0.000500595 0.00109293 0.000929481 0.00507654 -0.0054312 0.000166428 0.00390027 -0.000813551 0.00613261 -0.00187953 0.000644986 0.00397192 0.00224685 0.00116664 0.00434141 0.00325601 0.00185152 0.00404487 0.00268379 0.00371383 0.00111356 0.0022231 0.00366348 0.00345651 0.00335361 0.00157195 0.00309201 0.00165104 0.0017171 0.00245596 0.00211489 0.0020901 0.00495007 -0.00283677 0.0171332 -0.00112162 0.00714464 0.00346609 0.00336151 0.00270133 0.00257192 0.00328915 0.00261936 0.00310944 0.00235549 0.00511234 0.00242609 0.005367 0.00232351 0.00573606 0.00484524 -0.00100606 -0.00127986 0.00102329 0.00224617 
20.409 -3.08727e-05 -1.48222e-05 0.0206541 -0.000185516 0.000945155 0.000845649 -0.000641658 0.000633302 -0.000619345 0.0024696 0.00598215 0.00420965 5.97549e-06 -0.000236196 0.00732079 8.11918e-05 -0.000105096 0.000473342 0.300169 -0.000168566 -7.14377e-05 0.000313451 0.152407 0.02055 0.0271656 0.000732872 -2.37226e-05 0.000794549 0.0476351 0.022146 0.00772541 0.00318455 0.00237234 0.000800759 0.00267509 0.00164035 3.22339e-05 0.00179258 0.00025814 0.00282437 0.00400799 0.00538583 0.00339067 0.000273322 0.00419212 0.00250078 0.0021013 0.00154788 0.00167815 0.00158668 0.00278005 0.00192061 0.00207323 0.00504009 -0.00112162 0.0167618 0.000103987 0.00566949 0.00290986 0.00232079 0.00255592 0.00259531 0.00249367 0.00233159 0.0030015 0.00167943 0.00485723 0.000441341 0.00458078 0.000121342 -0.00124158 0.00579845 0.00193694 0.0017906 0.00227193 
-1.64913 2.2667e-05 3.30991e-06 -0.00984649 8.90551e-06 -0.000280651 -0.000114589 -0.00222649 -0.00144799 -0.000118644 -0.00042491 0.00626845 0.00214235 0.00371854 -0.000136881 0.00567757 0.0038455 0.00168852 0.00218643 -0.134377 6.57476e-06 0.00117586 0.0015002 -0.0694992 -0.0087224 -0.0163001 -0.000346799 0.00260524 0.00143907 -0.0157454 -0.0249782 -0.00445435 0.00541045 0.00432705 0.000803378 0.00370464 0.00272602 0.00146631 0.00368215 0.00230309 0.00396488 0.00116742 0.00252186 0.00346447 0.003421 0.00321742 0.00210976 0.00294635 0.00164669 0.00176817 0.00212137 0.00289397 0.00167969 0.00379913 0.00165818 0.00714464 0.000103987 0.015099 0.0014365 0.00413536 0.00269606 0.00290471 0.00335015 0.00292647 0.00363878 0.0026849 0.00476249 0.00304177 0.00384817 0.00357448 0.00420785 0.00550878 0.000632743 -0.000170805 0.000381399 0.00196416 
72.178 -2.36088e-05 1.74427e-06 0.0163875 -0.000158591 0.000695858 0.000692606 0.000914707 0.000167205 -0.000582057 0.00335306 0.00384973 0.00358739 0.000324086 -0.000394927 0.00767832 0.00208892 0.000227644 0.000542305 0.26121 -0.00012934 0.00017653 0.000264785 0.13315 0.0190455 0.0218892 0.000767213 0.00156199 -0.00116562 0.0459662 0.0238992 0.00719738 0.00340596 0.00132955 0.000504218 0.00245322 0.00155315 0.000130283 0.00188083 0.000426901 0.00275949 0.00291195 0.0036661 0.00233484 0.00111601 0.00295055 0.00180459 0.00210663 0.00135783 0.0014977 0.00188394 0.00167247 0.00193918 0.00245495 0.00199499 0.00346609 0.00566949 0.0014365 0.0115044 0.000738625 0.00278523 0.00225245 0.00272206 0.00265494 0.0025217 0.00276877 0.00273 0.00336732 0.00260817 0.0030224 0.00306142 0.000213016 0.00369509 0.00146068 0.00134702 0.00183869 
35.3062 6.1837e-07 7.14653e-06 -0.00066982 -4.87651e-05 -5.86278e-06 0.000161987 -0.00102497 -0.000146437 -0.000200058 0.000548789 0.00388555 0.00149971 0.0012336 -0.000292736 0.00427809 0.00277415 0.00105516 0.00114093 0.0128501 -2.56302e-05 0.000693487 0.000851148 0.00692566 0.00243461 -0.000737115 4.93756e-05 0.00100081 0.001028 0.00635302 -0.00256967 0.000380017 0.00259285 0.00242782 0.000478353 0.00248209 0.00170442 0.000681836 0.0021097 0.00118984 0.00229236 0.00121912 0.00208703 0.00209454 0.00185588 0.00212627 0.00134039 0.00184756 0.00126086 0.00138147 0.00126864 0.00211518 0.00095057 0.00204229 0.00158786 0.00336151 0.00290986 0.00413536 0.000738625 0.0085859 -1.70098e-05 0.00241472 0.00221859 0.00189497 0.00223166 0.00174146 0.00253865 0.00276883 0.00197181 0.00306923 0.0019947 0.00281554 0.00144543 0.000381927 0.000391591 0.00132529 
23.6378 -2.46274e-06 -1.94488e-07 0.00252193 -5.78169e-05 0.000142802 0.000174935 -0.000117912 -0.00117867 -0.000201958 0.00113927 0.00241341 0.00177443 0.000908367 -0.000149237 0.00401079 0.00135565 0.000513366 0.000580384 0.0453532 -5.04552e-05 0.000241313 0.000349626 0.0228566 0.00358858 0.0028406 0.000126371 0.00175198 0.00086752 0.00800983 0.00175764 0.000991448 0.00176331 0.00187332 0.000378523 0.00170697 0.00115959 0.000384604 0.00160098 0.000687205 0.00191295 0.00100894 0.0019009 0.0016323 0.00122026 0.00189337 0.00119653 0.00153623 0.000965516 0.00102079 0.00117246 0.00135569 0.00108423 0.00156644 0.0011796 0.00270133 0.00232079 0.00269606 0.00278523 -1.70098e-05 0.00705865 -0.000193521 0.00223296 0.00149281 0.00165526 0.001617 0.00232952 0.00197527 0.00185259 0.00237139 0.00205509 0.00165644 0.00143421 0.000689633 0.00093211 0.00111549 
40.2778 1.06046e-06 -2.98879e-06 0.00272808 -9.58549e-05 0.000106023 0.000265243 -0.000775262 -0.000138002 -0.000221142 0.000524191 0.00342982 0.000820032 -0.000148384 -0.000213527 0.00361251 0.000625947 0.000619686 0.000866774 0.0532016 -7.12817e-05 0.000582223 0.000757744 0.0282316 0.00562499 0.0040158 0.000187662 0.00105289 0.00138953 0.00960608 0.00184569 0.00173204 0.00144257 0.0018696 0.000296714 0.00160186 0.00105318 0.000429204 0.00169283 0.000641167 0.0018907 0.00102253 0.00176277 0.00183705 0.00124493 0.00191193 0.00126878 0.00153942 0.00100666 0.00108275 0.000970246 0.00189067 0.000673855 0.00197076 0.00145234 0.00257192 0.00255592 0.00290471 0.00225245 0.00241472 -0.000193521 0.00730521 2.1278e-05 0.00206813 0.00190467 0.00182368 0.0024219 0.00234082 0.00139267 0.00280508 0.00156481 0.00219676 0.00180997 0.000743624 0.00079287 0.00112726 
62.9052 1.65669e-06 2.23375e-06 0.00160747 -9.73752e-05 8.85512e-05 0.000222891 -0.000555769 -0.000394911 -0.000277606 0.00115907 0.00315234 0.0014599 0.000785301 -0.00032691 0.00477012 0.00223692 0.000333628 0.000666346 0.0441363 -9.81152e-05 0.000530426 0.000755377 0.023158 0.00451138 0.00294791 6.40291e-05 0.00227405 0.00168898 0.00882595 0.0015633 0.00109729 0.00205419 0.00297105 0.000564107 0.00192423 0.00144176 0.000873861 0.00203153 0.000973436 0.0020417 0.00109232 0.0016588 0.00231876 0.00165595 0.00230688 0.00116584 0.00178962 0.00114868 0.00119807 0.00125828 0.00194907 0.0013178 0.0021669 0.00134826 0.00328915 0.00259531 0.00335015 0.00272206 0.00221859 0.00223296 2.1278e-05 0.00870084 0.000362561 0.00290347 0.00199155 0.00300573 0.0028265 0.00225517 0.00322841 0.00247173 0.00266379 0.00148721 0.000996847 0.000781064 0.00141454 
82.1414 -9.19451e-06 7.73671e-06 0.00624191 -0.000125195 0.000195401 0.000367609 -0.000262734 -0.000341041 -0.000314011 0.00137335 0.00254333 0.0010248 -0.000356791 -0.000440362 0.00459069 0.00211311 0.000454831 0.000589746 0.125757 -9.56153e-05 0.000510795 0.000555206 0.0654912 0.0113681 0.0102643 0.000502954 0.00214407 0.000156368 0.0244914 0.016611 0.00398403 0.00117574 0.00100768 0.000261783 0.00149347 0.00109198 0.000217287 0.0015181 0.000393784 0.00192163 0.00174986 0.00187349 0.0015363 0.00123457 0.00199907 0.00103793 0.00147658 0.000946801 0.000922932 0.00119401 0.00146054 0.00122865 0.00180545 0.00127919 0.00261936 0.00249367 0.00292647 0.00265494 0.00189497 0.00149281 0.00206813 0.000362561 0.00811394 0.000483599 0.00241213 0.00259118 0.00250068 0.00245739 0.002777 0.00235902 0.00184927 0.0019488 0.00140929 0.000842758 0.00102091 
69.6917 1.28357e-05 5.70678e-07 -0.000747304 -0.000108534 -6.50181e-06 0.000195008 -0.000686182 -0.000138433 -0.000157777 0.00062524 0.00327674 0.000902685 0.000790129 -0.000206441 0.00383191 0.00187311 0.00088818 0.00101161 0.00234138 -8.58961e-05 0.00105949 0.000918224 0.00201961 0.00122782 0.000535862 -0.000134176 0.00230425 0.00177347 0.00112374 -0.00587378 -3.82441e-05 0.00211071 0.00376854 0.00023667 0.0018533 0.00116256 0.000667845 0.00204209 0.000984441 0.00195658 0.00052917 0.00140503 0.00188965 0.00168147 0.00189663 0.00123239 0.00166603 0.0010379 0.0010464 0.00114012 0.0019343 0.00102918 0.00227255 0.00126808 0.00310944 0.00233159 0.00363878 0.0025217 0.00223166 0.00165526 0.00190467 0.00290347 0.000483599 0.00849505 0.000404101 0.00336506 0.00261587 0.00222264 0.00334872 0.00289009 0.00336576 0.00140408 0.000608824 0.000583756 0.00118045 
112.957 -1.18952e-05 4.64565e-06 0.0114582 -0.000189317 0.000400822 0.000569482 0.000483508 0.00123909 -0.000359922 0.00190729 0.00267607 0.000907085 -0.00116804 -0.00047529 0.00501395 0.00132746 0.000726685 0.000720432 0.203857 -0.000122131 0.00121818 0.0007491 0.105987 0.017377 0.0172559 0.000715462 0.00155939 -0.000818268 0.0367308 0.0244702 0.00633319 0.00125911 0.000629342 0.000277088 0.00128096 0.000790257 -0.000171419 0.00114906 -0.000118246 0.0018025 0.00169138 0.00196254 0.00147114 0.000705914 0.0020018 0.00123782 0.00138947 0.000777734 0.000908892 0.00102126 0.00131458 0.00117554 0.00174073 0.00111205 0.00235549 0.0030015 0.0026849 0.00276877 0.00174146 0.001617 0.00182368 0.00199155 0.00241213 0.000404101 0.00854591 0.000703562 0.00331288 0.00230212 0.00308523 0.00250181 0.00129097 0.00269756 0.00166981 0.000906177 0.00104022 
126.741 2.94183e-05 5.37643e-06 -0.00260267 -0.000112029 -9.36183e-05 0.000105257 0.000261498 -0.00135459 -0.000161053 0.00136838 0.00301654 0.000750586 0.00164636 -0.000295424 0.00546167 0.00310295 0.000855189 0.000909337 -0.015174 -9.39365e-05 0.00123578 0.00103086 -0.00675516 0.000713023 -0.00398537 -1.46906e-05 0.0042731 0.000254002 0.000242329 -0.00460003 -0.000594486 0.00378485 0.00387683 0.000165235 0.00159172 0.00134141 0.00126407 0.00296812 0.00108 0.00226875 0.000584569 0.000844499 0.00263297 0.00220681 0.00260301 0.0010293 0.00221184 0.0011416 0.00115276 0.00197634 0.00143908 0.0014769 0.0028686 0.000382457 0.00511234 0.00167943 0.00476249 0.00273 0.00253865 0.00232952 0.0024219 0.00300573 0.00259118 0.00336506 0.000703562 0.0145558 0.000189 0.00595104 0.00313412 0.00648614 0.0050418 0.000275191 0.000382371 0.00130419 0.0011529 
192.224 2.84092e-06 9.29639e-06 0.00954761 -0.000264106 0.00028217 0.000788077 -0.00165488 0.00313704 -0.000530974 0.000854806 0.0033172 -1.38385e-05 -0.00153099 -0.000707009 0.00590295 0.00247502 0.00220008 0.00196267 0.202031 -0.000149765 0.00242396 0.00209298 0.106735 0.0189964 0.0175284 0.000577183 -0.000119485 0.000733347 0.0397514 0.0226329 0.00644136 0.00126229 0.00352511 0.000314156 0.0023232 0.00134766 -0.00011681 0.00175414 -0.000223959 0.00237767 0.00242776 0.00298249 0.00294213 0.0012902 0.00310745 0.00194279 0.00163948 0.00145528 0.00160914 0.00104466 0.00341235 0.000298061 0.00220829 0.00287711 0.00242609 0.00485723 0.00304177 0.00336732 0.00276883 0.00197527 0.00234082 0.0028265 0.00250068 0.00261587 0.00331288 0.000189 0.016573 -0.002002 0.00763472 -0.000252951 0.00295787 0.0057246 0.00236954 0.00130741 0.00139836 
