*mpd[__mpd__]
estimate_values:
process[Recruitment].b0 growth_increment[female_growth].min_sigma process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011} process[Recruitment].ycs_values{2012} process[Recruitment].ycs_values{2013} process[Recruitment].ycs_values{2014} process[Recruitment].ycs_values{2015} process[Recruitment].ycs_values{2016} process[Recruitment].ycs_values{2017} process[Recruitment].ycs_values{2018} process[Recruitment].ycs_values{2019} process[Recruitment].ycs_values{2020} process[Recruitment].ycs_values{2021} selectivity[maturity].a50 selectivity[maturity].ato95 selectivity[FishingSel_1_male].a50 selectivity[FishingSel_1_male].ato95 selectivity[FishingSel_1_male].alpha selectivity[FishingSel_2_female].a50 selectivity[FishingSel_2_female].ato95 selectivity[FishingSel_2_male].alpha selectivity[TrawlSurveySel_1_female].a50 selectivity[TrawlSurveySel_1_female].ato95 selectivity[TrawlSurveySel_1_male].alpha selectivity[TrawlSurveySel_2_female].a50 selectivity[TrawlSurveySel_2_female].ato95 selectivity[TrawlSurveySel_2_male].alpha growth_increment[male_growth].g_alpha growth_increment[male_growth].g_beta growth_increment[female_growth].g_alpha growth_increment[female_growth].g_beta 
0.175884 -0.00184397 0.00140865 0.00103091 0.00128814 0.00227393 0.0138992 0.00150031 0.00243409 0.00225479 0.00108886 0.00179263 0.00162665 0.00124502 0.00209639 0.00162058 0.00207093 0.00251807 0.00230551 0.00147227 0.00244215 0.00144884 0.00221811 0.001908 0.00319585 0.000895352 0.00404498 -0.00126297 0.0211243 -0.00878266 0.00342193 0.00137614 0.00316101 0.00151315 0.00399605 0.00543754 0.00109302 0.000102422 0.000362574 0.00011166 -0.000169539 -0.00805637 -0.0078867 -3.69644e-05 -0.0118003 -0.00345749 3.7606e-05 -0.00548201 -0.0221345 -4.6918e-05 -0.0161662 -0.0104337 -0.000186328 -0.00035338 0.0018102 -0.00159358 0.0022036 
-0.0173347 0.000850231 0.00134483 0.00153448 0.00213082 0.00182943 0.0215215 0.00281479 0.00422193 0.00300574 0.00193552 0.00212508 0.0025559 0.00184008 0.00327721 0.00205303 0.00297381 0.00341409 0.00358831 0.00219884 0.00352705 0.00298009 0.00269082 0.00308776 0.00566136 0.00251336 0.00489357 0.00544705 -0.00878266 0.0290908 -0.0035846 -0.0034021 0.00730154 0.00233854 0.00564565 0.00879181 0.00264676 0.000405871 -0.0001917 -5.50445e-05 -7.89446e-05 0.00102491 0.003675 -5.29886e-05 0.00219657 0.00762551 1.32065e-05 -0.00230046 -0.000634592 -4.11745e-05 0.0216123 0.0376225 -0.000349215 0.00383525 -0.000345007 0.00341606 -0.00075236 
0.493219 0.000686399 0.00114775 0.00103863 0.00115585 0.00130728 0.0134575 -0.000269099 0.00230184 0.00150291 0.000918876 0.00123508 0.00128496 0.00119651 0.00164991 0.00120101 0.00185024 0.00123105 0.00268664 0.000508008 0.00286174 0.00136748 0.00162348 0.00192733 0.00280088 0.00269823 0.00137901 0.00396546 0.00342193 -0.0035846 0.013065 -0.0046968 0.00224432 0.00337469 0.00255602 0.00559489 0.00117859 -0.000622861 -0.00107216 0.000126472 -0.000231852 0.0026869 -0.00186609 -3.30759e-06 0.0048213 -0.000301268 7.38235e-06 0.0089387 0.0160769 -0.000189469 0.00582268 -0.0258807 0.00025129 -0.00231499 -0.00196068 -0.00179778 -0.00216818 
0.110264 -0.000572014 0.00126537 0.000888877 0.00131208 0.00328949 0.0192852 0.00256143 0.00292877 0.00270706 0.00158386 0.00226451 0.00222649 0.0019726 0.002876 0.00220688 0.00283321 0.00324438 0.00321457 0.00165062 0.00310542 0.00211036 0.00274777 0.00269414 0.0050827 0.00227882 0.00395924 0.00333853 0.00137614 -0.0034021 -0.0046968 0.0482401 -0.025132 0.00789984 0.00602684 0.00769359 0.00134784 -0.00105244 -2.24636e-05 1.90233e-05 -5.46694e-05 -0.00819256 -0.00820615 -2.32392e-05 -0.00557415 -0.00235332 3.40401e-05 -0.00927809 -0.0100142 -0.000166203 -0.0315244 -0.0199123 0.000430939 -0.00172235 0.000622436 -0.00175558 0.00075722 
0.393671 -0.000132448 0.000598697 0.000821989 0.00156535 0.00204476 0.0184262 0.00216731 0.00327096 0.00330201 0.00139708 0.00241466 0.00190889 0.00182669 0.0028903 0.00173217 0.00252132 0.00335901 0.00290271 0.00237455 0.00326809 0.00264177 0.00257426 0.00299127 0.00529698 0.00282958 0.00536372 0.00522559 0.00316101 0.00730154 0.00224432 -0.025132 0.0414199 -0.00902284 0.0058071 0.00954347 0.00245891 0.000804773 -0.000298913 3.99865e-05 9.15597e-06 0.0015191 0.00342076 3.83395e-05 0.0110308 0.0114564 1.35319e-05 0.00534633 0.00158174 -9.42464e-05 0.0404025 0.0589581 -0.000204958 0.00106264 0.000618622 0.00236378 0.000558999 
0.575407 0.000846438 0.000459984 0.000990925 0.00186407 0.00238885 0.0166551 0.00170267 0.00208696 0.00269807 0.00120514 0.00176237 0.00199775 0.00163005 0.00245702 0.00161358 0.00232153 0.00238897 0.00302991 0.00132685 0.00342233 0.0021942 0.00231882 0.00276296 0.00455533 0.00228859 0.0044143 0.0045231 0.00151315 0.00233854 0.00337469 0.00789984 -0.00902284 0.0176008 -0.000864332 0.00879458 0.00139573 -0.000236284 -0.000307731 0.000209364 -7.22011e-05 0.00592399 0.00190026 -2.3533e-05 0.0256026 0.0143469 -6.82361e-05 0.00174654 0.0179069 -0.000162483 0.00326575 -0.031667 4.85097e-05 -0.00240377 -0.00161029 -0.00156571 -0.00184798 
1.48721 -0.000534248 0.00182602 0.00216085 0.00279051 0.00483769 0.0282018 -5.54569e-06 0.0057607 0.00361729 0.00260163 0.00281928 0.00356488 0.00284591 0.00444639 0.0029332 0.00443922 0.00403893 0.00502385 0.00256628 0.00517315 0.00287973 0.00471186 0.00470462 0.00901475 0.0042786 0.00761839 0.00759865 0.00399605 0.00564565 0.00255602 0.00602684 0.0058071 -0.000864332 0.024476 0.00696148 0.00390039 -0.000137547 -0.000300381 -0.000353294 0.000289164 0.0136214 0.00181275 -8.92006e-05 -0.00622605 -0.0272263 -1.0073e-05 0.0157146 -0.0142432 -0.000280717 -0.00220304 -0.000198167 -1.78816e-05 -0.00607615 -0.0015126 -0.00522283 -0.00131551 
2.22338 0.00452187 0.000944146 0.00134862 0.00246196 0.0035953 0.0478509 0.00538174 0.00587941 0.00712426 0.00335776 0.00493663 0.0049723 0.00403896 0.00629574 0.00421996 0.00674217 0.00626836 0.00858227 0.00324407 0.00835608 0.00565691 0.00614711 0.00674411 0.0129832 0.00585581 0.0112293 0.0131588 0.00543754 0.00879181 0.00559489 0.00769359 0.00954347 0.00879458 0.00696148 0.0434589 0.00305894 -0.000204718 -0.00125141 -3.37576e-05 -4.70226e-05 0.0114374 -0.00568532 -8.76203e-05 0.0510017 0.0324303 -0.000176407 0.039888 0.171498 -0.000638115 0.038029 0.0349558 -0.000146091 0.00168047 -0.00543925 0.00124302 -0.00681377 
0.234825 -0.000626466 0.000485792 0.000498384 0.00115629 0.00096886 0.00810427 0.00121428 0.00270955 0.00204902 0.00117604 0.000896212 0.0013344 0.00083101 0.00179922 0.000744968 0.00141424 0.00166969 0.00126834 0.00197563 0.00157284 0.00125154 0.00154989 0.00132482 0.00309255 0.00128209 0.0021121 0.00311755 0.00109302 0.00264676 0.00117859 0.00134784 0.00245891 0.00139573 0.00390039 0.00305894 0.00808652 2.86244e-05 8.79058e-05 -0.000213256 3.42459e-05 0.000300446 0.00302037 -4.92796e-05 0.00125968 -0.000499715 -3.30476e-05 0.0207134 -0.0574656 -7.3059e-05 0.00298679 -0.00529473 9.26305e-05 0.00207865 0.00147982 0.00146267 0.00141712 
-0.18283 -0.00109068 -0.0001258 -0.00014996 -0.000205546 -0.000671713 -0.000855373 -0.000458092 -0.000471113 0.000418708 -0.000229076 -0.000104533 9.7697e-05 -0.000278961 -5.33766e-05 -0.000106767 -0.000258486 0.000153991 -0.00044486 6.1486e-05 -0.000228332 -0.000355597 -3.57624e-05 -0.000217129 -0.00056805 0.000211312 -0.000447435 -0.000406951 0.000102422 0.000405871 -0.000622861 -0.00105244 0.000804773 -0.000236284 -0.000137547 -0.000204718 2.86244e-05 0.0649304 -0.00127801 0.000220419 -0.000184154 -0.00524567 -0.00531192 -4.02268e-05 -0.0124776 -0.0122838 -5.93424e-06 0.0102259 -0.00238401 -0.000211677 -0.00230844 -0.00796245 8.41196e-05 -0.000680223 0.00144024 -0.00111681 0.00177972 
-0.046351 -0.000516296 -0.000416597 -0.00022362 -0.000322728 0.000514146 -0.00239097 -0.000907963 -0.000277333 -5.0366e-05 -0.000329199 -5.91294e-05 -0.000287941 -0.000255268 -0.00028053 -0.000224626 -0.000480331 -0.00010386 -0.00052799 -0.000152709 -0.00016578 -0.000471027 -0.000227377 -0.000418348 -0.000788528 -0.000171047 -0.00073474 -0.000904771 0.000362574 -0.0001917 -0.00107216 -2.24636e-05 -0.000298913 -0.000307731 -0.000300381 -0.00125141 8.79058e-05 -0.00127801 0.100269 -0.000207128 0.000165928 0.000560639 0.000167843 -3.32538e-05 0.00364735 -0.000336943 -2.10955e-05 0.0146475 0.00155348 1.97642e-05 0.00643328 0.00539455 -0.000171596 -0.000911687 0.000230387 -0.000747478 0.000433982 
0.0268647 1.45829e-05 0.000261822 5.15633e-05 -0.000205011 -0.000575761 0.00114061 3.0567e-05 -0.000547241 0.000180221 -0.000174674 8.30813e-05 0.000114226 -0.000236491 0.000169533 -0.000140884 5.48347e-06 -8.21172e-05 -3.00968e-05 -0.000152926 0.000301784 -0.000147932 0.000210386 -2.17035e-05 -8.40425e-05 6.77807e-05 4.24187e-05 -0.000302677 0.00011166 -5.50445e-05 0.000126472 1.90233e-05 3.99865e-05 0.000209364 -0.000353294 -3.37576e-05 -0.000213256 0.000220419 -0.000207128 0.00552774 -0.00455471 0.00237056 0.00265921 0.000142012 0.00692485 0.00403573 6.73582e-05 -0.00359764 0.0120525 3.57999e-05 0.00156402 0.00200226 8.24302e-05 -0.00031358 -0.000275454 0.000582933 -0.000365746 
-0.128174 -1.89657e-05 -0.000240254 -6.61211e-05 0.000104884 0.000366029 -0.000717655 -0.000113418 0.000383151 -7.69028e-05 0.000199247 -0.000123567 -9.34015e-05 0.000192164 -0.000111585 8.50881e-05 4.29824e-05 -7.84866e-05 6.49228e-05 0.000109012 -0.000138154 2.54772e-05 -0.000152427 0.000107982 -7.54503e-05 -0.00011337 0.000228656 0.000281197 -0.000169539 -7.89446e-05 -0.000231852 -5.46694e-05 9.15597e-06 -7.22011e-05 0.000289164 -4.70226e-05 3.42459e-05 -0.000184154 0.000165928 -0.00455471 0.0136571 -0.00183466 -0.00189994 -9.79509e-05 -0.00502639 -0.00304796 1.55562e-05 0.00268169 -0.00875031 -3.60311e-05 -0.0010134 -0.0014287 -6.13409e-05 0.000342307 0.000381134 -0.00085972 0.000266782 
-2.26926 0.0658169 -0.00663164 -0.00072812 -0.000927418 -0.000954224 0.0479679 -0.000532666 -0.00749422 0.00300725 0.00105193 -0.00510033 0.00361192 0.00276529 0.00408532 0.00221698 -0.00181961 0.00715159 -0.000894118 0.0017058 -0.000125402 0.00203321 0.00510044 0.00150885 0.0170178 0.00204 0.00333455 0.0141437 -0.00805637 0.00102491 0.0026869 -0.00819256 0.0015191 0.00592399 0.0136214 0.0114374 0.000300446 -0.00524567 0.000560639 0.00237056 -0.00183466 0.762907 0.526543 -0.00304411 0.751961 0.361422 -0.00164968 0.390801 1.18714 -0.00257812 0.336302 0.387063 -0.000176892 -0.0282873 -0.10536 0.0119281 -0.118283 
1.59571 0.0438503 -0.0025702 6.37142e-05 0.00275695 -0.00882423 0.00608388 0.0142359 -0.00753725 0.00134425 2.83099e-05 -0.00531221 0.000670273 0.000578696 0.000777108 0.000854252 -0.00860349 0.00773193 -0.00614383 0.00285007 -0.00320498 0.00420045 -0.000180814 -0.0032241 0.00704539 0.000741153 -0.00277963 0.00327086 -0.0078867 0.003675 -0.00186609 -0.00820615 0.00342076 0.00190026 0.00181275 -0.00568532 0.00302037 -0.00531192 0.000167843 0.00265921 -0.00189994 0.526543 0.495443 -0.000597858 0.525265 0.359125 -0.000182617 0.102311 0.682286 -0.000814127 0.164892 0.288918 0.00124594 0.023738 -0.0623171 0.0537254 -0.0751799 
0.141435 -6.92586e-05 0.000108247 -1.73404e-05 -6.67346e-05 -8.73063e-05 -8.00466e-05 -2.74088e-05 -4.2654e-05 1.12489e-05 -2.72183e-06 -5.66247e-05 -4.34166e-06 -7.7238e-05 4.00606e-05 -9.67569e-05 1.29818e-05 -0.000129029 2.20384e-05 1.54853e-05 5.61971e-05 -5.53551e-06 -1.66199e-05 1.23583e-05 -0.000134488 -5.90107e-05 0.000129141 -0.000138041 -3.69644e-05 -5.29886e-05 -3.30759e-06 -2.32392e-05 3.83395e-05 -2.3533e-05 -8.92006e-05 -8.76203e-05 -4.92796e-05 -4.02268e-05 -3.32538e-05 0.000142012 -9.79509e-05 -0.00304411 -0.000597858 0.000624276 -0.000634522 0.00194894 8.35698e-05 -0.00180974 -0.00107769 0.000181 -0.00117347 9.00732e-05 0.000233991 -0.000281198 0.000207773 0.00112173 4.18458e-05 
-0.952263 0.105356 -0.00717488 0.00847152 -0.00627593 -0.00871901 0.0791377 0.016424 -0.0112735 0.0116727 -0.00017924 0.00027173 0.0103952 0.00273423 0.00340468 -0.00136288 0.00259852 0.00418051 0.00250889 0.00308707 0.00334136 0.0149299 0.0115378 0.0117682 0.0117501 0.00527428 0.0153431 0.018762 -0.0118003 0.00219657 0.0048213 -0.00557415 0.0110308 0.0256026 -0.00622605 0.0510017 0.00125968 -0.0124776 0.00364735 0.00692485 -0.00502639 0.751961 0.525265 -0.000634522 2.39602 1.58825 -0.00633384 0.481115 1.96071 -0.00245019 0.48815 0.591432 -0.000911691 -0.0154909 -0.154349 0.0477906 -0.179751 
2.44235 0.0658405 -0.00101597 0.0072481 -0.00040933 -0.020807 0.0270818 0.0349807 -0.00852064 0.0069731 -0.000798172 0.00143843 0.0017893 -0.00184051 -0.00174316 -0.000278411 -0.00163222 0.0044639 0.00113773 0.00418935 0.00342788 0.015617 0.00204285 0.00187972 -0.0166451 0.0155164 0.00365544 0.000288065 -0.00345749 0.00762551 -0.000301268 -0.00235332 0.0114564 0.0143469 -0.0272263 0.0324303 -0.000499715 -0.0122838 -0.000336943 0.00403573 -0.00304796 0.361422 0.359125 0.00194894 1.58825 1.48989 -0.00232515 -0.016735 1.11489 -0.000497086 0.197922 0.410698 0.00140367 0.0638115 -0.07781 0.108214 -0.0981648 
0.0410344 -0.000162171 9.18632e-05 -2.72971e-05 -2.69468e-05 2.01842e-06 -4.25569e-05 3.5729e-05 -1.75328e-06 -9.17925e-06 6.35803e-06 -1.14123e-05 -2.27272e-05 -4.08132e-05 3.86753e-05 -1.30353e-05 1.78315e-05 -3.09671e-05 2.3912e-05 1.91432e-05 5.71517e-05 -8.51354e-06 -2.99919e-05 -4.09334e-05 -7.3749e-05 4.55574e-05 2.12283e-05 -0.000101298 3.7606e-05 1.32065e-05 7.38235e-06 3.40401e-05 1.35319e-05 -6.82361e-05 -1.0073e-05 -0.000176407 -3.30476e-05 -5.93424e-06 -2.10955e-05 6.73582e-05 1.55562e-05 -0.00164968 -0.000182617 8.35698e-05 -0.00633384 -0.00232515 0.000426256 -0.00226884 -0.00351368 8.5341e-05 -0.00160157 -0.000593778 0.000127746 -7.86501e-06 0.000341651 0.000470932 0.000282406 
-15.1623 0.0297803 -0.0098758 -0.0119471 -0.00785065 0.0083366 0.00245871 0.0193833 0.024882 0.0198083 0.0132078 -0.0124473 0.00787214 0.00516852 0.00166104 0.00206404 0.00377267 -0.00547258 0.00629315 0.0291695 -0.00834045 -6.42686e-06 0.00868469 0.00861479 0.0184982 -0.00646316 0.0110436 0.0113827 -0.00548201 -0.00230046 0.0089387 -0.00927809 0.00534633 0.00174654 0.0157146 0.039888 0.0207134 0.0102259 0.0146475 -0.00359764 0.00268169 0.390801 0.102311 -0.00180974 0.481115 -0.016735 -0.00226884 3.24991 4.5224 -0.0174004 0.468547 0.256514 -0.00281807 -0.136004 -0.0734027 -0.100203 -0.0669513 
-5.51176 0.205233 -0.0339593 -0.00841132 -0.0163046 -0.0656894 0.108276 0.231699 -0.0881839 0.0349182 -0.0263529 -0.00141717 0.00712046 0.00342316 0.00883243 -0.00649065 0.0117066 0.00449455 0.0639225 -0.0581757 0.0396919 -0.00358156 0.0117477 0.0133955 0.027085 0.0176014 -0.00036748 0.0506255 -0.0221345 -0.000634592 0.0160769 -0.0100142 0.00158174 0.0179069 -0.0142432 0.171498 -0.0574656 -0.00238401 0.00155348 0.0120525 -0.00875031 1.18714 0.682286 -0.00107769 1.96071 1.11489 -0.00351368 4.5224 22.6291 -0.0423614 0.928927 0.930746 -0.00117826 -0.0304688 -0.301521 0.0817613 -0.343222 
0.120083 -0.000308687 3.74075e-06 9.53526e-05 0.000327697 -0.000155578 -0.00101401 -0.00066169 -1.87995e-05 -0.000231302 -0.000128685 -1.23208e-05 -0.000169708 -3.82661e-05 -0.000177821 -7.10484e-05 -0.00015236 -5.98444e-05 -0.000265109 -0.000111211 -6.46984e-05 -0.000217325 -9.71536e-05 -0.000178451 -0.000352098 5.34239e-05 -0.000451816 -0.000212407 -4.6918e-05 -4.11745e-05 -0.000189469 -0.000166203 -9.42464e-05 -0.000162483 -0.000280717 -0.000638115 -7.3059e-05 -0.000211677 1.97642e-05 3.57999e-05 -3.60311e-05 -0.00257812 -0.000814127 0.000181 -0.00245019 -0.000497086 8.5341e-05 -0.0174004 -0.0423614 0.00279198 -0.00179918 -0.00165809 0.000161717 -4.39385e-05 0.000457321 0.000737384 0.000419168 
-3.70934 0.0483886 -0.00372559 0.00363963 -0.00446222 0.00233609 0.054022 -0.00645013 -0.00293087 0.00453189 0.000646984 -0.0018363 0.003911 0.00143494 0.00249823 -0.00269247 0.000789392 0.00787569 0.000907666 0.00433336 0.0160841 -0.00527367 0.00202036 0.0038886 0.00865621 -0.00550232 0.00922339 0.0105109 -0.0161662 0.0216123 0.00582268 -0.0315244 0.0404025 0.00326575 -0.00220304 0.038029 0.00298679 -0.00230844 0.00643328 0.00156402 -0.0010134 0.336302 0.164892 -0.00117347 0.48815 0.197922 -0.00160157 0.468547 0.928927 -0.00179918 1.338 1.37832 -0.0106531 -0.0537975 -0.0814141 -0.0233261 -0.0867207 
-2.95167 0.0615913 -0.00115797 0.00153503 -0.000525495 -0.0193631 0.0401802 0.0126414 -0.00595049 0.00532749 0.000201196 -0.00331461 0.000264499 -6.7913e-05 0.000510215 -0.00399803 -0.0019821 0.0182351 -0.0121252 0.016137 -0.000744223 -0.0111047 0.00409164 -0.000721515 0.000344248 0.00403184 0.00569848 -0.00641319 -0.0104337 0.0376225 -0.0258807 -0.0199123 0.0589581 -0.031667 -0.000198167 0.0349558 -0.00529473 -0.00796245 0.00539455 0.00200226 -0.0014287 0.387063 0.288918 9.00732e-05 0.591432 0.410698 -0.000593778 0.256514 0.930746 -0.00165809 1.37832 2.54626 -0.00795802 0.0246363 -0.0835009 0.0604666 -0.0993821 
0.125799 -6.55068e-05 4.08889e-06 0.000284611 7.0257e-05 0.000197678 -0.000451256 0.000190603 7.11174e-05 5.97903e-05 9.40021e-06 -0.000110243 0.000171335 -5.81766e-05 0.000123548 5.79049e-05 -6.36557e-05 0.000362139 -0.000197897 0.000240684 -0.000225058 0.000169918 5.15131e-05 -4.56099e-05 0.000459524 -0.000481037 0.000429959 0.000173231 -0.000186328 -0.000349215 0.00025129 0.000430939 -0.000204958 4.85097e-05 -1.78816e-05 -0.000146091 9.26305e-05 8.41196e-05 -0.000171596 8.24302e-05 -6.13409e-05 -0.000176892 0.00124594 0.000233991 -0.000911691 0.00140367 0.000127746 -0.00281807 -0.00117826 0.000161717 -0.0106531 -0.00795802 0.00259848 -0.000448712 0.000135613 0.00143336 0.000238355 
-3.12231 0.00252087 -1.35011e-05 -0.00118565 -0.000705156 -0.0108636 -0.0110015 0.0164507 -0.00141903 0.00143936 0.000386946 0.000562513 -0.00133719 -0.000289755 -0.000805855 -0.000233699 -0.00138004 0.000837842 -0.00148897 -0.000120494 -0.0023651 0.00190233 -0.00209982 -0.00237382 -0.00413072 0.0020075 -0.00447149 -0.000987822 -0.00035338 0.00383525 -0.00231499 -0.00172235 0.00106264 -0.00240377 -0.00607615 0.00168047 0.00207865 -0.000680223 -0.000911687 -0.00031358 0.000342307 -0.0282873 0.023738 -0.000281198 -0.0154909 0.0638115 -7.86501e-06 -0.136004 -0.0304688 -4.39385e-05 -0.0537975 0.0246363 -0.000448712 0.0601302 0.0136311 0.0388961 0.00732276 
-5.44246 -0.0242673 -0.000996205 -0.00238654 -0.00120633 0.002973 -0.0231476 0.0059739 0.0024088 0.00192256 0.000310353 0.00242686 -0.000390656 -0.000105413 6.17057e-05 0.000412807 -0.000197894 -0.0010243 -0.00185746 9.00497e-05 -0.00192484 0.000317912 -0.000816742 -0.0014587 -0.00454271 8.55632e-05 -0.00109217 -0.00427321 0.0018102 -0.000345007 -0.00196068 0.000622436 0.000618622 -0.00161029 -0.0015126 -0.00543925 0.00147982 0.00144024 0.000230387 -0.000275454 0.000381134 -0.10536 -0.0623171 0.000207773 -0.154349 -0.07781 0.000341651 -0.0734027 -0.301521 0.000457321 -0.0814141 -0.0835009 0.000135613 0.0136311 0.0402799 0.00453545 0.0433651 
-3.61029 0.00693525 -0.00118991 -0.00124444 -0.00128854 -0.0096048 -0.00501463 0.0153099 -0.0011269 0.00171099 0.000636403 0.000447254 -0.000964954 -8.48644e-05 -0.00024376 -0.000397 -0.000690974 0.000592454 -0.000656845 -0.000102435 -0.00137666 0.00182325 -0.00159496 -0.00167192 -0.00325267 0.00211837 -0.00227959 -0.000449478 -0.00159358 0.00341606 -0.00179778 -0.00175558 0.00236378 -0.00156571 -0.00522283 0.00124302 0.00146267 -0.00111681 -0.000747478 0.000582933 -0.00085972 0.0119281 0.0537254 0.00112173 0.0477906 0.108214 0.000470932 -0.100203 0.0817613 0.000737384 -0.0233261 0.0604666 0.00143336 0.0388961 0.00453545 0.0591298 0.000332753 
-6.02316 -0.0293339 -0.00105528 -0.00274075 -0.00121035 0.00536239 -0.0260267 0.00455585 0.00305692 0.00215734 9.56776e-05 0.00293257 -0.000301821 -0.000221019 0.000208652 0.000513883 -0.000215222 -0.00114981 -0.00210493 -2.18689e-05 -0.00205159 0.000120774 -0.000747651 -0.00151782 -0.00510667 9.93009e-05 -0.00114577 -0.00507116 0.0022036 -0.00075236 -0.00216818 0.00075722 0.000558999 -0.00184798 -0.00131551 -0.00681377 0.00141712 0.00177972 0.000433982 -0.000365746 0.000266782 -0.118283 -0.0751799 4.18458e-05 -0.179751 -0.0981648 0.000282406 -0.0669513 -0.343222 0.000419168 -0.0867207 -0.0993821 0.000238355 0.00732276 0.0433651 0.000332753 0.0528401 
*end
