process[Recruitment].b0 selectivity[MaturationSel_male].v{1} selectivity[MaturationSel_male].v{2} selectivity[MaturationSel_male].v{3} selectivity[MaturationSel_male].v{4} selectivity[MaturationSel_female].v{1} selectivity[MaturationSel_female].v{2} selectivity[MaturationSel_female].v{3} selectivity[MaturationSel_female].v{4} process[Recruitment].ycs_values{1958} process[Recruitment].ycs_values{1959} process[Recruitment].ycs_values{1960} process[Recruitment].ycs_values{1961} process[Recruitment].ycs_values{1962} process[Recruitment].ycs_values{1963} process[Recruitment].ycs_values{1964} process[Recruitment].ycs_values{1965} process[Recruitment].ycs_values{1966} process[Recruitment].ycs_values{1967} process[Recruitment].ycs_values{1968} process[Recruitment].ycs_values{1969} process[Recruitment].ycs_values{1970} process[Recruitment].ycs_values{1971} process[Recruitment].ycs_values{1972} process[Recruitment].ycs_values{1973} process[Recruitment].ycs_values{1974} process[Recruitment].ycs_values{1975} process[Recruitment].ycs_values{1976} process[Recruitment].ycs_values{1977} process[Recruitment].ycs_values{1978} process[Recruitment].ycs_values{1979} process[Recruitment].ycs_values{1980} process[Recruitment].ycs_values{1981} process[Recruitment].ycs_values{1982} process[Recruitment].ycs_values{1983} process[Recruitment].ycs_values{1984} process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011} process[Recruitment].ycs_values{2012} process[Instantaneous_Mortality].m{male.nonspawn} process[Instantaneous_Mortality].m{female.nonspawn} observation[TangaroaAcousticMature].process_error 
314527 0.0855841 0.729927 0.512672 0.331181 0.0190747 0.51254 0.941203 0.999 0.255898 0.260995 0.267025 0.274312 0.283173 0.294102 0.308798 0.824676 0.531625 0.370703 0.266765 0.138528 0.0802537 0.158215 0.106305 0.0575723 0.060793 0.127247 0.0505653 0.0395934 0.0499646 0.375867 0.368155 0.0940202 0.0328014 0.136472 0.130805 0.112561 0.286165 0.127934 0.437718 0.035898 0.256495 2.75116 0.558714 0.2639 0.126748 0.560017 0.36192 0.144856 0.320596 0.192791 0.298743 0.705184 0.417689 0.254272 0.252378 0.324953 1.69567 0.686598 0.200671 1.20372 0.169349 0.875687 0.132658 0.151183 0.160327 0.0001 
covariance_matrix:
-534.373 -0.000112922 -0.000516445 -0.000499953 -0.000950502 -2.16785e-05 -0.000281402 0.000817592 -0.016362 -3.28182e-06 5.81675e-05 0.000160851 0.000321189 0.000583187 0.00101139 0.00183788 0.0102551 0.00326234 0.0278233 0.00138905 0.000704834 0.000404847 0.000992072 0.000667954 0.000325399 0.000347078 0.000787576 0.000296266 0.000237906 0.00030784 0.00232943 0.00211981 0.000501845 0.000159319 0.000690819 0.000638522 0.000536643 0.00143571 0.000658845 0.00248539 0.000205927 0.00172719 0.019537 0.00374666 0.00168134 0.000819554 0.00361554 0.00245482 0.000894372 0.00210515 0.0011587 0.00195306 0.00453345 0.00272958 0.00157285 0.00154185 0.00202369 0.0108413 0.00405026 0.00107147 0.00653653 0.000804567 0.00411429 0.000445703 0.000628241 1.71262e-05 3.94085e-13 
-320.047 -5.34482e-05 -0.000208501 -0.000197841 -0.00038814 -1.03462e-05 -0.000112721 0.000256507 -0.00462948 3.92953e-05 8.27023e-05 0.000151855 0.000257306 0.000415383 0.000693678 0.00117043 0.00712339 0.00256967 0.00138905 0.0139097 0.000470376 0.000275082 0.00067639 0.000457551 0.000227506 0.000247437 0.000563995 0.000212813 0.000171406 0.000222644 0.00170538 0.00158442 0.000380353 0.000121913 0.000539196 0.000506172 0.000427067 0.00112502 0.00051234 0.00186802 0.000148785 0.00121915 0.013697 0.00266301 0.00120261 0.000582676 0.00265343 0.00173616 0.000654224 0.00150307 0.00086068 0.00139303 0.00329621 0.00194171 0.00114113 0.0011188 0.00144778 0.00772918 0.00294817 0.000791405 0.00486881 0.000592525 0.00308387 0.000329957 0.000315418 8.64522e-06 2.45709e-13 
-134.143 -1.57514e-05 -4.73797e-05 -5.92032e-05 -9.85315e-05 -3.03475e-06 -2.45411e-05 0.000157209 -0.00248489 3.32584e-05 5.31701e-05 8.43815e-05 0.000129776 0.000195881 0.00030672 0.000506256 0.00319513 0.00122103 0.000704834 0.000470376 0.00477013 0.000126282 0.000312228 0.000212138 0.000107062 0.000118098 0.000271209 0.000103134 8.28107e-05 0.000107812 0.000834759 0.000786518 0.000190521 6.15498e-05 0.000275174 0.000260413 0.000221797 0.000582577 0.000260886 0.000932425 7.23493e-05 0.000583363 0.00650489 0.00128072 0.000586984 0.000279181 0.00127749 0.000840634 0.000317467 0.000729316 0.000420238 0.000675695 0.00159529 0.000937163 0.000552203 0.00053899 0.000695032 0.00370993 0.00141964 0.000382624 0.00235178 0.000286509 0.00149146 0.000159292 0.000103957 2.74201e-06 1.17428e-13 
-68.1862 -5.36325e-06 -1.72387e-05 -5.94982e-05 -7.02091e-05 -9.87329e-07 -8.33493e-06 0.000233966 -0.00428546 3.01973e-05 4.07904e-05 5.76071e-05 8.20595e-05 0.00011536 0.000169449 0.000263403 0.00173588 0.000678893 0.000404847 0.000275082 0.000126282 0.00183326 0.000161791 0.000111271 5.73011e-05 6.31872e-05 0.000147768 5.70289e-05 4.53087e-05 5.9014e-05 0.000461728 0.000438671 0.000106798 3.48573e-05 0.000156073 0.00014784 0.000128028 0.000340002 0.000147751 0.000523683 4.00313e-05 0.000320146 0.00353635 0.000703543 0.000330752 0.000152238 0.000673698 0.000472419 0.000171671 0.000408144 0.000226169 0.000377563 0.000864343 0.000519876 0.000299688 0.000289386 0.000377307 0.0020235 0.000759115 0.000202404 0.00122582 0.000152941 0.00077897 8.43409e-05 3.87218e-05 4.58137e-07 7.76743e-14 
-137.465 -5.32375e-06 2.173e-05 -9.1156e-05 -5.37167e-05 -1.06627e-06 1.43937e-05 6.13687e-05 -0.000937562 0.000101221 0.00013003 0.000168578 0.000226383 0.000304492 0.000421746 0.000621652 0.00411128 0.00164256 0.000992072 0.00067639 0.000312228 0.000161791 0.00339047 0.000252593 0.000131438 0.000148033 0.000342836 0.00013221 0.000107214 0.000139802 0.0010854 0.00104034 0.000254882 8.28534e-05 0.000375687 0.000358664 0.000306342 0.000802552 0.000357935 0.00125003 9.4191e-05 0.000747576 0.0082823 0.00164514 0.000757911 0.000359191 0.00167422 0.00107972 0.000416875 0.000944246 0.000557175 0.000872594 0.00208758 0.00120863 0.000720517 0.00070188 0.000897287 0.0047906 0.00185666 0.000503217 0.00310276 0.000377775 0.00198277 0.000209013 6.71849e-05 -9.55994e-07 1.43302e-13 
-79.171 -2.89563e-09 1.49579e-05 -5.2962e-06 8.60465e-06 -6.21263e-08 7.41146e-06 2.96767e-05 -0.000280853 7.40416e-05 9.41398e-05 0.000119165 0.00015247 0.000200398 0.000271042 0.000384507 0.00263633 0.00108048 0.000667954 0.000457551 0.000212138 0.000111271 0.000252593 0.00160662 8.51392e-05 9.72035e-05 0.000226396 8.73722e-05 7.10992e-05 9.29689e-05 0.000723803 0.000696097 0.000171497 5.60154e-05 0.000254886 0.000244432 0.000209267 0.000545613 0.000242552 0.000843549 6.28989e-05 0.000493971 0.00545649 0.00109199 0.000505727 0.000237797 0.00111265 0.000715108 0.000276893 0.000628343 0.000371629 0.000580466 0.00138495 0.000802475 0.000478737 0.000467246 0.000595696 0.00316844 0.00123467 0.000336914 0.00208057 0.000253301 0.00133939 0.00014267 2.44883e-05 -5.83062e-07 8.98516e-14 
-34.6225 2.6239e-06 2.11359e-05 -7.48892e-06 8.80852e-06 4.98445e-07 1.13686e-05 0.000102238 -0.00176115 3.07034e-05 3.81136e-05 4.78854e-05 6.01957e-05 7.70718e-05 0.000102871 0.000144254 0.00114529 0.000505946 0.000325399 0.000227506 0.000107062 5.73011e-05 0.000131438 8.51392e-05 0.000625223 5.02109e-05 0.000118983 4.64361e-05 3.72266e-05 4.8692e-05 0.000383156 0.00037201 9.20102e-05 3.03086e-05 0.00013835 0.000132884 0.000115187 0.000302123 0.000131136 0.000451335 3.30694e-05 0.000256721 0.00280965 0.000569292 0.00026971 0.000123121 0.00056465 0.000379284 0.000143216 0.000332429 0.00019206 0.000306795 0.000716485 0.000421255 0.000247938 0.00023985 0.000307578 0.0016408 0.000631736 0.000171564 0.0010492 0.000129629 0.000676311 7.26627e-05 -4.98831e-06 -7.74481e-07 5.40504e-14 
-24.7157 7.49694e-06 6.49767e-05 2.62417e-05 9.49539e-05 1.38628e-06 3.60959e-05 -0.0001041 0.00236622 2.86472e-05 3.45852e-05 4.20993e-05 5.23678e-05 6.54034e-05 8.30267e-05 0.000113168 0.00108815 0.000519146 0.000347078 0.000247437 0.000118098 6.31872e-05 0.000148033 9.72035e-05 5.02109e-05 0.000552872 0.000132638 5.15234e-05 4.19271e-05 5.45739e-05 0.000428427 0.000420252 0.000104512 3.42376e-05 0.000158607 0.000153777 0.000131556 0.00033947 0.000151236 0.000510401 3.6644e-05 0.000281095 0.00308271 0.000625771 0.00029043 0.000136476 0.000667597 0.000405769 0.000165053 0.000360192 0.000225185 0.00033249 0.000819815 0.000459017 0.000282207 0.00027528 0.000344397 0.00182813 0.000731654 0.000202561 0.00126421 0.000151283 0.000814169 8.44991e-05 -2.075e-05 -1.43274e-06 4.04963e-14 
-55.9655 1.99395e-05 0.000106758 2.79498e-05 0.000113169 3.88217e-06 5.76273e-05 0.000314398 -0.005186 6.31366e-05 7.49178e-05 8.8934e-05 0.00010719 0.000133205 0.000163933 0.000207223 0.00230946 0.00115512 0.000787576 0.000563995 0.000271209 0.000147768 0.000342836 0.000226396 0.000118983 0.000132638 0.00118369 0.000121552 9.69358e-05 0.000126274 0.000999194 0.000978935 0.00024372 8.06454e-05 0.000370799 0.000358596 0.000312894 0.000819996 0.000352266 0.00119626 8.56756e-05 0.000654061 0.00709781 0.00145869 0.000701678 0.000313797 0.00144208 0.000977825 0.000368952 0.00085954 0.000497681 0.000792888 0.00184191 0.0010833 0.00063781 0.000614586 0.000785912 0.00418909 0.0016177 0.000441208 0.00269381 0.000333984 0.00174379 0.000187796 -7.05844e-05 -2.7605e-06 1.37414e-13 
-20.7827 7.82691e-06 3.69225e-05 -5.29631e-05 -1.57409e-05 1.59219e-06 2.09095e-05 0.000269982 -0.00521344 2.30554e-05 2.69206e-05 3.13756e-05 3.68772e-05 4.40712e-05 5.379e-05 6.54325e-05 0.000815865 0.00042628 0.000296266 0.000212813 0.000103134 5.70289e-05 0.00013221 8.73722e-05 4.64361e-05 5.15234e-05 0.000121552 0.000308294 3.67085e-05 4.78285e-05 0.000383308 0.000373164 9.3139e-05 3.0977e-05 0.000141869 0.000136614 0.000120928 0.000322344 0.00013498 0.00045818 3.26678e-05 0.000249581 0.00268575 0.000554389 0.000273159 0.000118558 0.000516852 0.000382352 0.00013671 0.000333846 0.000182463 0.000307025 0.000685699 0.00041706 0.000237674 0.00022586 0.000294213 0.00158216 0.000592128 0.000158198 0.000944448 0.000121604 0.000614349 6.72098e-05 -3.36892e-05 -1.28441e-06 6.90918e-14 
-9.8426 6.94043e-06 3.6292e-05 -2.03219e-05 2.2966e-05 1.34245e-06 1.99793e-05 -8.24011e-06 -5.12811e-05 2.04816e-05 2.38633e-05 2.78636e-05 3.27549e-05 3.89644e-05 4.68076e-05 5.85515e-05 0.000665004 0.000341339 0.000237906 0.000171406 8.28107e-05 4.53087e-05 0.000107214 7.10992e-05 3.72266e-05 4.19271e-05 9.69358e-05 3.67085e-05 0.000186079 3.68057e-05 0.000291275 0.000285396 7.07871e-05 2.33331e-05 0.000108116 0.000104865 9.06316e-05 0.000237199 0.000104069 0.000350557 2.48373e-05 0.000188896 0.00205442 0.000419883 0.000198502 9.1327e-05 0.000432275 0.000277253 0.000109116 0.000247309 0.000148439 0.000227026 0.00054365 0.000312269 0.00018731 0.00018166 0.000229625 0.00122269 0.000482559 0.0001324 0.000815805 0.00010075 0.000536298 5.67393e-05 -2.58018e-05 -1.05702e-06 3.53234e-14 
-11.7526 7.90605e-06 2.43313e-05 1.45228e-05 3.49805e-05 1.49673e-06 1.06035e-05 6.25598e-06 -0.000334703 2.68705e-05 3.09962e-05 3.58347e-05 4.17096e-05 4.90907e-05 5.77645e-05 6.95429e-05 0.000845596 0.000438933 0.00030784 0.000222644 0.000107812 5.9014e-05 0.000139802 9.29689e-05 4.8692e-05 5.45739e-05 0.000126274 4.78285e-05 3.68057e-05 0.000231044 0.000378152 0.000374187 9.29941e-05 3.03415e-05 0.000140312 0.000136161 0.000117664 0.000307141 0.000134747 0.000457568 3.24893e-05 0.000245362 0.00266872 0.00054845 0.000260363 0.00011889 0.00055831 0.00036099 0.000140635 0.00032354 0.000191436 0.000296981 0.000701375 0.00040799 0.000242693 0.000236662 0.00029977 0.00158603 0.000626552 0.000173174 0.00106742 0.000132446 0.000711097 7.74077e-05 -3.56563e-05 -1.10925e-06 4.37513e-14 
-90.2148 5.41633e-05 0.000224499 2.46681e-05 0.00019838 1.03147e-05 0.000106106 0.00098792 -0.0201342 0.000182349 0.000199191 0.000216323 0.00023443 0.000253005 0.00026455 0.000261937 0.00555421 0.00320286 0.00232943 0.00170538 0.000834759 0.000461728 0.0010854 0.000723803 0.000383156 0.000428427 0.000999194 0.000383308 0.000291275 0.000378152 0.00475019 0.00314714 0.000795629 0.00025826 0.0011781 0.00114013 0.000994283 0.00261614 0.00112441 0.00381377 0.000269229 0.00202426 0.0218727 0.0045359 0.00220187 0.000975989 0.00444132 0.00304492 0.0011426 0.00271002 0.00154692 0.00248721 0.0057145 0.00339802 0.00198205 0.00191482 0.00245346 0.0130493 0.00505668 0.00138683 0.00845132 0.00107085 0.00565942 0.000627931 -0.000365147 -9.8442e-06 4.31009e-13 
-38.7726 7.30369e-05 0.000377078 4.28932e-05 0.000440708 1.39465e-05 0.000199544 0.00034783 -0.00814296 0.000136377 0.000133442 0.000124691 0.000107409 7.72198e-05 1.93908e-05 -9.10538e-05 0.00393912 0.00275258 0.00211981 0.00158442 0.000786518 0.000438671 0.00104034 0.000696097 0.00037201 0.000420252 0.000978935 0.000373164 0.000285396 0.000374187 0.00314714 0.00478907 0.00081094 0.000266003 0.00121094 0.0011676 0.00101239 0.00264396 0.00114572 0.00384582 0.000268008 0.00199866 0.0215789 0.00448627 0.00216546 0.000969386 0.00453225 0.00298704 0.00115595 0.00267604 0.00157742 0.00245397 0.00576558 0.00335989 0.00199463 0.00193198 0.00245071 0.0130253 0.00513245 0.00141818 0.00871667 0.00109437 0.00586019 0.000641558 -0.000446898 -1.372e-05 3.71312e-13 
-3.07103 2.11791e-05 8.47255e-05 4.08579e-05 0.000135107 4.04596e-06 4.31601e-05 8.14221e-05 -0.0019559 2.76292e-05 2.38629e-05 1.7678e-05 7.93376e-06 -7.14301e-06 -3.23065e-05 -7.65802e-05 0.000753809 0.000622628 0.000501845 0.000380353 0.000190521 0.000106798 0.000254882 0.000171497 9.20102e-05 0.000104512 0.00024372 9.3139e-05 7.07871e-05 9.29941e-05 0.000795629 0.00081094 0.000573199 6.74679e-05 0.000310021 0.000297967 0.00025671 0.000668771 0.000289306 0.000970428 6.72643e-05 0.000497992 0.00536582 0.00112083 0.000542628 0.000242012 0.0011323 0.000745682 0.000288661 0.000670949 0.000394913 0.000614912 0.00143962 0.000841352 0.000498811 0.000484344 0.00061381 0.0032528 0.00128675 0.00035717 0.00219799 0.000276767 0.00149107 0.000164889 -0.000125255 -3.69439e-06 8.81273e-14 
-1.36317 6.93737e-06 2.23032e-05 1.24149e-06 2.63997e-05 1.34299e-06 1.08987e-05 8.68042e-05 -0.00188544 6.20379e-06 4.42749e-06 1.66558e-06 -2.4971e-06 -8.80765e-06 -1.90196e-05 -3.6617e-05 0.000200947 0.000192283 0.000159319 0.000121913 6.15498e-05 3.48573e-05 8.28534e-05 5.60154e-05 3.03086e-05 3.42376e-05 8.06454e-05 3.0977e-05 2.33331e-05 3.03415e-05 0.00025826 0.000266003 6.74679e-05 0.000136608 0.000103263 9.9654e-05 8.61111e-05 0.000224634 9.58339e-05 0.000321558 2.22214e-05 0.000164032 0.001759 0.000369156 0.000181457 7.94089e-05 0.000360495 0.000249557 9.34898e-05 0.000223909 0.000127267 0.000204907 0.000467302 0.000279152 0.000162187 0.000156545 0.00020036 0.00106405 0.000414002 0.000114024 0.000693698 8.89974e-05 0.000472911 5.30538e-05 -4.44959e-05 -1.16089e-06 3.51396e-14 
10.9343 3.80615e-05 0.000160229 2.86317e-05 0.000207883 7.2841e-06 8.31987e-05 -1.41055e-05 -0.00102435 8.01216e-06 -4.08264e-06 -2.18823e-05 -4.8153e-05 -8.69041e-05 -0.000147811 -0.000250554 0.000575629 0.000790322 0.000690819 0.000539196 0.000275174 0.000156073 0.000375687 0.000254886 0.00013835 0.000158607 0.000370799 0.000141869 0.000108116 0.000140312 0.0011781 0.00121094 0.000310021 0.000103263 0.000967061 0.000465701 0.00040091 0.00103304 0.000446466 0.00148336 0.000101129 0.000740828 0.00796338 0.00166893 0.00080795 0.000362249 0.00171512 0.00110976 0.000436759 0.00100609 0.00060076 0.000919516 0.00217297 0.00125774 0.000750704 0.00072888 0.000917994 0.00485871 0.0019379 0.000539307 0.00332208 0.000417287 0.00225701 0.00024668 -0.000224462 -6.36537e-06 1.31938e-13 
23.1545 4.11795e-05 0.000173694 0.000142564 0.000330393 7.82588e-06 8.85828e-05 -0.000195794 0.00316498 -2.98681e-06 -1.75523e-05 -3.84895e-05 -6.90493e-05 -0.000113612 -0.00018261 -0.000297699 0.00031715 0.000698457 0.000638522 0.000506172 0.000260413 0.00014784 0.000358664 0.000244432 0.000132884 0.000153777 0.000358596 0.000136614 0.000104865 0.000136161 0.00114013 0.0011676 0.000297967 9.9654e-05 0.000465701 0.00090201 0.000389316 0.00100298 0.000436321 0.00143852 9.75663e-05 0.000706814 0.00760893 0.00160024 0.000770463 0.00034811 0.00168718 0.00105311 0.000424665 0.000959668 0.000587965 0.000878427 0.00210789 0.00120282 0.000728493 0.000711177 0.000887814 0.00467573 0.00189343 0.000532486 0.00330796 0.000409828 0.00224622 0.000244687 -0.000230145 -6.29356e-06 1.00578e-13 
12.8781 3.50779e-05 0.000137599 7.70353e-05 0.000208987 6.87805e-06 7.18124e-05 0.000444863 -0.00834995 -6.10067e-06 -2.01948e-05 -4.04034e-05 -6.93917e-05 -0.000111699 -0.000176745 -0.000284646 0.000158388 0.000570847 0.000536643 0.000427067 0.000221797 0.000128028 0.000306342 0.000209267 0.000115187 0.000131556 0.000312894 0.000120928 9.06316e-05 0.000117664 0.000994283 0.00101239 0.00025671 8.61111e-05 0.00040091 0.000389316 0.000739437 0.000900713 0.000383412 0.00126966 8.5534e-05 0.000619534 0.00658579 0.00139876 0.000698934 0.000300229 0.00136134 0.000958392 0.000356306 0.000856759 0.000486582 0.000786338 0.00178005 0.00106572 0.000619001 0.000594456 0.000760707 0.00404115 0.00156933 0.000433265 0.0026309 0.000337469 0.00178504 0.0002004 -0.000207513 -4.76781e-06 1.29953e-13 
1.64516 8.97446e-05 0.000339748 -0.000380066 -8.38185e-06 1.86181e-05 0.00019759 0.00253617 -0.0499536 8.6372e-06 -2.33671e-05 -7.01253e-05 -0.0001369 -0.000235388 -0.000388083 -0.00064293 0.000812096 0.00158495 0.00143571 0.00112502 0.000582577 0.000340002 0.000802552 0.000545613 0.000302123 0.00033947 0.000819996 0.000322344 0.000237199 0.000307141 0.00261614 0.00264396 0.000668771 0.000224634 0.00103304 0.00100298 0.000900713 0.00335115 0.000980873 0.00332615 0.000225009 0.00161924 0.0170951 0.0036126 0.00185387 0.000773208 0.00326149 0.00258422 0.000892547 0.00227218 0.00119824 0.0020857 0.00450037 0.00281245 0.0015689 0.00147891 0.00194546 0.0104901 0.00389681 0.00104324 0.00615972 0.000830197 0.00419591 0.000479175 -0.000519372 -1.15335e-05 4.60673e-13 
27.5444 4.47759e-05 0.000220847 -4.66258e-05 0.000195195 8.93921e-06 0.000127785 -0.000168631 0.00224854 2.16196e-05 1.11199e-05 -4.38393e-06 -2.74554e-05 -6.15107e-05 -0.0001153 -0.00020629 0.000646021 0.000767097 0.000658845 0.00051234 0.000260886 0.000147751 0.000357935 0.000242552 0.000131136 0.000151236 0.000352266 0.00013498 0.000104069 0.000134747 0.00112441 0.00114572 0.000289306 9.58339e-05 0.000446466 0.000436321 0.000383412 0.000980873 0.000766321 0.00140168 9.58553e-05 0.00068336 0.00723207 0.00149306 0.000715025 0.000330528 0.00160033 0.00100618 0.000405037 0.000909354 0.000559407 0.000836287 0.00202698 0.00115248 0.000700637 0.000681904 0.000856793 0.00456523 0.00184245 0.000512466 0.00318964 0.000400685 0.00218131 0.000234302 -0.000202895 -5.65496e-06 7.62443e-14 
44.0906 0.000112099 0.000213212 0.000225521 0.00027713 2.23028e-05 0.000105001 0.000751024 -0.0167836 0.000185967 0.000174931 0.000154579 0.000120841 6.65181e-05 -2.79669e-05 -0.000198923 0.00430354 0.00316837 0.00248539 0.00186802 0.000932425 0.000523683 0.00125003 0.000843549 0.000451335 0.000510401 0.00119626 0.00045818 0.000350557 0.000457568 0.00381377 0.00384582 0.000970428 0.000321558 0.00148336 0.00143852 0.00126966 0.00332615 0.00140168 0.00596617 0.000330128 0.00238874 0.0250221 0.00507469 0.00245866 0.00111777 0.00514986 0.00347575 0.00131656 0.00312479 0.00180056 0.00288661 0.00666681 0.00397572 0.0023332 0.00228459 0.00293027 0.0155562 0.00615509 0.00171017 0.0105736 0.00136653 0.00742235 0.000844446 -0.000563803 -1.15632e-05 2.58391e-13 
0.117851 3.88134e-06 -8.14349e-06 2.43286e-05 6.89202e-07 8.01306e-07 -5.08985e-06 0.00011947 -0.00236884 2.52813e-05 2.72266e-05 2.9376e-05 3.18972e-05 3.48362e-05 3.78562e-05 4.09259e-05 0.000541337 0.000289725 0.000205927 0.000148785 7.23493e-05 4.00313e-05 9.4191e-05 6.28989e-05 3.30694e-05 3.6644e-05 8.56756e-05 3.26678e-05 2.48373e-05 3.24893e-05 0.000269229 0.000268008 6.72643e-05 2.22214e-05 0.000101129 9.75663e-05 8.5534e-05 0.000225009 9.58553e-05 0.000330128 0.000155682 0.000175917 0.00188321 0.000373139 0.000176267 7.95219e-05 0.00035348 0.000250598 9.08787e-05 0.000222902 0.000123043 0.000207471 0.000467116 0.000287088 0.000165137 0.000162417 0.000211995 0.00112912 0.000439921 0.000121694 0.000751394 9.91517e-05 0.000536972 6.31821e-05 -2.63386e-05 -2.55247e-07 1.90602e-14 
-12.6076 2.10874e-05 -2.67e-05 -0.000179245 -7.47976e-05 4.62071e-06 -2.64584e-06 0.00112775 -0.0234253 0.000267829 0.000297547 0.000333573 0.000379624 0.000439277 0.000515567 0.000622361 0.00543455 0.00256175 0.00172719 0.00121915 0.000583363 0.000320146 0.000747576 0.000493971 0.000256721 0.000281095 0.000654061 0.000249581 0.000188896 0.000245362 0.00202426 0.00199866 0.000497992 0.000164032 0.000740828 0.000706814 0.000619534 0.00161924 0.00068336 0.00238874 0.000175917 0.00289071 0.0148175 0.00300417 0.00136311 0.000599743 0.00262074 0.00191004 0.000680386 0.00168013 0.000913719 0.00156922 0.00353923 0.00218838 0.00125185 0.00122729 0.00161483 0.00870636 0.00335608 0.000915689 0.00564938 0.000755356 0.00404535 0.000472882 -0.000121854 -4.86236e-07 2.68019e-13 
-186.25 9.77037e-05 -0.000259077 -0.00120156 -0.000515381 1.96291e-05 -7.56123e-05 0.00657401 -0.145625 0.00309374 0.00349806 0.00399815 0.00464316 0.00549396 0.00661171 0.00822189 0.0652833 0.0295424 0.019537 0.013697 0.00650489 0.00353635 0.0082823 0.00545649 0.00280965 0.00308271 0.00709781 0.00268575 0.00205442 0.00266872 0.0218727 0.0215789 0.00536582 0.001759 0.00796338 0.00760893 0.00658579 0.0170951 0.00723207 0.0250221 0.00188321 0.0148175 0.178798 0.0324938 0.0149695 0.00647084 0.0290135 0.0200836 0.00739055 0.017766 0.00998532 0.0166032 0.0384715 0.0233208 0.0135755 0.0134207 0.0174504 0.0938259 0.0367645 0.0101141 0.0630603 0.00826775 0.0448682 0.00517583 -0.000947559 -4.94476e-06 3.97584e-12 
-8.01977 2.65128e-05 -8.43457e-05 0.000358768 0.000503405 4.81713e-06 -6.65006e-05 0.00261431 -0.0474539 0.00055508 0.000611994 0.00068009 0.000766074 0.000875771 0.00101269 0.00119907 0.0112965 0.00548205 0.00374666 0.00266301 0.00128072 0.000703543 0.00164514 0.00109199 0.000569292 0.000625771 0.00145869 0.000554389 0.000419883 0.00054845 0.0045359 0.00448627 0.00112083 0.000369156 0.00166893 0.00160024 0.00139876 0.0036126 0.00149306 0.00507469 0.000373139 0.00300417 0.0324938 0.0109932 0.00313437 0.00133443 0.00580354 0.00420503 0.00149526 0.00369822 0.00201478 0.00345999 0.00777311 0.00481647 0.00275824 0.00271562 0.00355045 0.0190253 0.00736674 0.00203337 0.0125929 0.00165895 0.00894351 0.00105715 -0.000317456 -1.63858e-06 9.15193e-13 
-41.664 3.59788e-06 -0.000145608 0.000107952 7.32869e-05 1.22378e-06 -9.14778e-05 0.00362592 -0.065318 0.000219743 0.000238302 0.000258935 0.000284969 0.000315628 0.000349959 0.000390397 0.00461132 0.00239226 0.00168134 0.00120261 0.000586984 0.000330752 0.000757911 0.000505727 0.00026971 0.00029043 0.000701678 0.000273159 0.000198502 0.000260363 0.00220187 0.00216546 0.000542628 0.000181457 0.00080795 0.000770463 0.000698934 0.00185387 0.000715025 0.00245866 0.000176267 0.00136311 0.0149695 0.00313437 0.00409416 0.000635334 0.00237259 0.0021607 0.000667899 0.00187038 0.000872479 0.00174809 0.00350692 0.00238235 0.00126001 0.00120465 0.00164491 0.00890793 0.00319049 0.000852622 0.00503509 0.00070994 0.00357961 0.00045458 -0.000202878 1.05538e-06 6.20405e-13 
-14.8131 6.23568e-06 8.80262e-06 5.11823e-06 -7.11566e-06 1.12029e-06 1.1855e-06 9.04003e-05 -0.00272969 8.93462e-05 0.000104692 0.000123437 0.000147235 0.000178338 0.000218196 0.000274045 0.00252394 0.00120898 0.000819554 0.000582676 0.000279181 0.000152238 0.000359191 0.000237797 0.000123121 0.000136476 0.000313797 0.000118558 9.1327e-05 0.00011889 0.000975989 0.000969386 0.000242012 7.94089e-05 0.000362249 0.00034811 0.000300229 0.000773208 0.000330528 0.00111777 7.95219e-05 0.000599743 0.00647084 0.00133443 0.000635334 0.00145785 0.00127679 0.000835411 0.000325596 0.000765569 0.000444003 0.000715403 0.00167259 0.000996377 0.000588345 0.000582896 0.000750864 0.00399656 0.00158298 0.000437833 0.00272365 0.000350033 0.00190072 0.000214214 -6.54617e-05 -1.44805e-06 1.96754e-13 
