process[Recruitment].b0 selectivity[MaturationSel_male].v{1} selectivity[MaturationSel_male].v{2} selectivity[MaturationSel_male].v{3} selectivity[MaturationSel_male].v{4} selectivity[MaturationSel_female].v{1} selectivity[MaturationSel_female].v{2} selectivity[MaturationSel_female].v{3} selectivity[MaturationSel_female].v{4} process[Recruitment].ycs_values{1958} process[Recruitment].ycs_values{1959} process[Recruitment].ycs_values{1960} process[Recruitment].ycs_values{1961} process[Recruitment].ycs_values{1962} process[Recruitment].ycs_values{1963} process[Recruitment].ycs_values{1964} process[Recruitment].ycs_values{1965} process[Recruitment].ycs_values{1966} process[Recruitment].ycs_values{1967} process[Recruitment].ycs_values{1968} process[Recruitment].ycs_values{1969} process[Recruitment].ycs_values{1970} process[Recruitment].ycs_values{1971} process[Recruitment].ycs_values{1972} process[Recruitment].ycs_values{1973} process[Recruitment].ycs_values{1974} process[Recruitment].ycs_values{1975} process[Recruitment].ycs_values{1976} process[Recruitment].ycs_values{1977} process[Recruitment].ycs_values{1978} process[Recruitment].ycs_values{1979} process[Recruitment].ycs_values{1980} process[Recruitment].ycs_values{1981} process[Recruitment].ycs_values{1982} process[Recruitment].ycs_values{1983} process[Recruitment].ycs_values{1984} process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011} process[Recruitment].ycs_values{2012} process[Instantaneous_Mortality].m{male.nonspawn} process[Instantaneous_Mortality].m{female.nonspawn} observation[TangaroaAcousticMature].process_error 
314527 0.0855841 0.729927 0.512672 0.331181 0.0190747 0.51254 0.941203 0.999 0.255898 0.260995 0.267025 0.274312 0.283173 0.294102 0.308798 0.824676 0.531625 0.370703 0.266765 0.138528 0.0802537 0.158215 0.106305 0.0575723 0.060793 0.127247 0.0505653 0.0395934 0.0499646 0.375867 0.368155 0.0940202 0.0328014 0.136472 0.130805 0.112561 0.286165 0.127934 0.437718 0.035898 0.256495 2.75116 0.558714 0.2639 0.126748 0.560017 0.36192 0.144856 0.320596 0.192791 0.298743 0.705184 0.417689 0.254272 0.252378 0.324953 1.69567 0.686598 0.200671 1.20372 0.169349 0.875687 0.132658 0.151183 0.160327 0.0001 
covariance_matrix:
235.159 0.000116219 0.00135498 0.00151312 0.00247815 1.95064e-05 0.000761798 -0.00963654 0.187001 0.000304442 0.000354035 0.000414942 0.000484777 0.000576543 0.000685776 0.000826616 0.00984372 0.00514046 0.00361554 0.00265343 0.00127749 0.000673698 0.00167422 0.00111265 0.00056465 0.000667597 0.00144208 0.000516852 0.000432275 0.00055831 0.00444132 0.00453225 0.0011323 0.000360495 0.00171512 0.00168718 0.00136134 0.00326149 0.00160033 0.00514986 0.00035348 0.00262074 0.0290135 0.00580354 0.00237259 0.00127679 0.0131198 0.0027954 0.00175746 0.00307577 0.00251096 0.00287506 0.00878991 0.00422978 0.00301429 0.00312216 0.00362203 0.0189886 0.00874499 0.00257754 0.0173057 0.00195989 0.0117329 0.00117506 -0.000384436 -2.19732e-05 -4.97632e-13 
-120.674 3.45648e-05 -0.000135082 -0.000482207 -0.000532797 8.41622e-06 -7.085e-05 0.00509937 -0.0960732 0.000237775 0.000282371 0.000335561 0.000404989 0.000493744 0.000606353 0.000762349 0.00741505 0.00360089 0.00245482 0.00173616 0.000840634 0.000472419 0.00107972 0.000715108 0.000379284 0.000405769 0.000977825 0.000382352 0.000277253 0.00036099 0.00304492 0.00298704 0.000745682 0.000249557 0.00110976 0.00105311 0.000958392 0.00258422 0.00100618 0.00347575 0.000250598 0.00191004 0.0200836 0.00420503 0.0021607 0.000835411 0.0027954 0.00627569 0.000919077 0.00258372 0.00118328 0.00239636 0.0048268 0.003296 0.00171954 0.00164299 0.00222904 0.0122147 0.00434766 0.00114125 0.00673853 0.000954202 0.00470911 0.000578172 -0.000230651 -3.0491e-07 2.22139e-13 
25.5367 2.84963e-05 0.000296678 8.50927e-05 0.00038282 5.28762e-06 0.000171261 -0.00111481 0.0214109 7.03509e-05 8.15005e-05 9.47357e-05 0.000110102 0.000129659 0.000152012 0.00017933 0.00236288 0.00126121 0.000894372 0.000654224 0.000317467 0.000171671 0.000416875 0.000276893 0.000143216 0.000165053 0.000368952 0.00013671 0.000109116 0.000140635 0.0011426 0.00115595 0.000288661 9.34898e-05 0.000436759 0.000424665 0.000356306 0.000892547 0.000405037 0.00131656 9.08787e-05 0.000680386 0.00739055 0.00149526 0.000667899 0.000325596 0.00175746 0.000919077 0.00160987 0.00082069 0.000587019 0.000784084 0.00209173 0.00110766 0.000721279 0.00072735 0.00087859 0.00468578 0.00201099 0.000572869 0.00373182 0.000443444 0.00251992 0.000258003 -0.000109451 -4.67791e-06 -1.44849e-13 
-88.0774 3.38988e-05 -0.000246167 -0.000276569 -0.000550713 7.32336e-06 -0.000164238 0.00309584 -0.0629587 0.000183148 0.000214588 0.000251249 0.000297924 0.000356375 0.000427393 0.000520601 0.00592688 0.00302578 0.00210515 0.00150307 0.000729316 0.000408144 0.000944246 0.000628343 0.000332429 0.000360192 0.00085954 0.000333846 0.000247309 0.00032354 0.00271002 0.00267604 0.000670949 0.000223909 0.00100609 0.000959668 0.000856759 0.00227218 0.000909354 0.00312479 0.000222902 0.00168013 0.017766 0.00369822 0.00187038 0.000765569 0.00307577 0.00258372 0.00082069 0.00476277 0.00110954 0.00210948 0.00431731 0.00285893 0.00152697 0.00149056 0.00198273 0.0106906 0.00396463 0.00106484 0.0064128 0.000888112 0.0045791 0.000554264 -0.000242252 -3.2053e-06 1.48568e-13 
61.5613 4.97548e-05 0.0004762 0.000276913 0.000744873 9.12961e-06 0.000273709 -0.00228206 0.0442365 7.71836e-05 8.66522e-05 9.73299e-05 0.000107904 0.000120458 0.000130834 0.000136803 0.00274686 0.00158722 0.0011587 0.00086068 0.000420238 0.000226169 0.000557175 0.000371629 0.00019206 0.000225185 0.000497681 0.000182463 0.000148439 0.000191436 0.00154692 0.00157742 0.000394913 0.000127267 0.00060076 0.000587965 0.000486582 0.00119824 0.000559407 0.00180056 0.000123043 0.000913719 0.00998532 0.00201478 0.000872479 0.000444003 0.00251096 0.00118328 0.000587019 0.00110954 0.00253039 0.00107293 0.00285522 0.00143251 0.000980447 0.00100126 0.00118904 0.00625416 0.00278709 0.000806637 0.00532626 0.00062128 0.00361084 0.000363605 -0.000172514 -8.13506e-06 -2.6513e-13 
-57.9159 3.95384e-05 -0.000174341 -9.77968e-05 -0.000269674 8.62746e-06 -0.000113971 0.00298767 -0.0571866 0.000178592 0.000208843 0.000244392 0.000289837 0.000347068 0.000417405 0.000511107 0.00558694 0.00281931 0.00195306 0.00139303 0.000675695 0.000377563 0.000872594 0.000580466 0.000306795 0.00033249 0.000792888 0.000307025 0.000227026 0.000296981 0.00248721 0.00245397 0.000614912 0.000204907 0.000919516 0.000878427 0.000786338 0.0020857 0.000836287 0.00288661 0.000207471 0.00156922 0.0166032 0.00345999 0.00174809 0.000715403 0.00287506 0.00239636 0.000784084 0.00210948 0.00107293 0.00446408 0.00390924 0.00260576 0.00141053 0.00137214 0.00183616 0.00985106 0.00367496 0.00099043 0.00601175 0.000839423 0.0043512 0.000530172 -0.000212134 -2.12347e-06 7.8057e-14 
212.545 0.000112995 0.00126629 0.000136275 0.00149133 2.11547e-05 0.000761162 -0.00438485 0.0837662 0.000391292 0.000451653 0.000523781 0.000609454 0.000719225 0.000848567 0.00101311 0.0123372 0.00644971 0.00453345 0.00329621 0.00159529 0.000864343 0.00208758 0.00138495 0.000716485 0.000819815 0.00184191 0.000685699 0.00054365 0.000701375 0.0057145 0.00576558 0.00143962 0.000467302 0.00217297 0.00210789 0.00178005 0.00450037 0.00202698 0.00666681 0.000467116 0.00353923 0.0384715 0.00777311 0.00350692 0.00167259 0.00878991 0.0048268 0.00209173 0.00431731 0.00285522 0.00390924 0.0166531 0.00555234 0.00369734 0.00370036 0.00452544 0.0242326 0.0103855 0.00295841 0.0194821 0.0024011 0.0137265 0.001462 -0.00050685 -2.07459e-05 -7.93593e-13 
7.76093 4.15952e-05 -0.000205397 -0.000230105 -0.000397717 8.94442e-06 -0.000128816 0.00300941 -0.0596334 0.000268579 0.000313094 0.000366133 0.000433854 0.000520319 0.000628337 0.00077513 0.00800753 0.00397198 0.00272958 0.00194171 0.000937163 0.000519876 0.00120863 0.000802475 0.000421255 0.000459017 0.0010833 0.00041706 0.000312269 0.00040799 0.00339802 0.00335989 0.000841352 0.000279152 0.00125774 0.00120282 0.00106572 0.00281245 0.00115248 0.00397572 0.000287088 0.00218838 0.0233208 0.00481647 0.00238235 0.000996377 0.00422978 0.003296 0.00110766 0.00285893 0.00143251 0.00260576 0.00555234 0.00720768 0.00204956 0.0020236 0.00266989 0.0142906 0.00553878 0.00152028 0.00958402 0.0013211 0.00714995 0.000860571 -0.000262058 -3.59065e-06 -4.14394e-14 
104.143 4.04551e-05 0.000337245 0.00019311 0.000515479 7.71472e-06 0.000201756 -0.00108748 0.0225304 0.000143782 0.00016431 0.000188775 0.000217979 0.000255199 0.000299065 0.000354796 0.00429574 0.00224036 0.00157285 0.00114113 0.000552203 0.000299688 0.000720517 0.000478737 0.000247938 0.000282207 0.00063781 0.000237674 0.00018731 0.000242693 0.00198205 0.00199463 0.000498811 0.000162187 0.000750704 0.000728493 0.000619001 0.0015689 0.000700637 0.0023332 0.000165137 0.00125185 0.0135755 0.00275824 0.00126001 0.000588345 0.00301429 0.00171954 0.000721279 0.00152697 0.000980447 0.00141053 0.00369734 0.00204956 0.00373284 0.00122792 0.00165038 0.00865484 0.00368351 0.0010527 0.00696493 0.00088455 0.00508946 0.00056354 -0.000170989 -6.09575e-06 -3.09041e-13 
149.259 4.49233e-05 0.000230725 0.000466368 0.00064066 8.2146e-06 0.000122956 -0.00191092 0.0379353 0.000138579 0.000159415 0.00018458 0.00021447 0.000253021 0.000299209 0.000358966 0.00425128 0.00220354 0.00154185 0.0011188 0.00053899 0.000289386 0.00070188 0.000467246 0.00023985 0.00027528 0.000614586 0.00022586 0.00018166 0.000236662 0.00191482 0.00193198 0.000484344 0.000156545 0.00072888 0.000711177 0.000594456 0.00147891 0.000681904 0.00228459 0.000162417 0.00122729 0.0134207 0.00271562 0.00120465 0.000582896 0.00312216 0.00164299 0.00072735 0.00149056 0.00100126 0.00137214 0.00370036 0.0020236 0.00122792 0.00362098 0.00168896 0.00877481 0.0038471 0.00111797 0.00753401 0.000950033 0.00562377 0.000629304 -0.000156124 -6.03276e-06 -4.42176e-13 
176.361 3.41303e-05 5.76857e-05 0.00030217 0.000192273 6.60545e-06 2.78734e-05 -0.000454029 0.00952304 0.000195827 0.000228836 0.00026899 0.000319112 0.000384251 0.000466109 0.000578195 0.00595017 0.0029491 0.00202369 0.00144778 0.000695032 0.000377307 0.000897287 0.000595696 0.000307578 0.000344397 0.000785912 0.000294213 0.000229625 0.00029977 0.00245346 0.00245071 0.00061381 0.00020036 0.000917994 0.000887814 0.000760707 0.00194546 0.000856793 0.00293027 0.000211995 0.00161483 0.0174504 0.00355045 0.00164491 0.000750864 0.00362203 0.00222904 0.00087859 0.00198273 0.00118904 0.00183616 0.00452544 0.00266989 0.00165038 0.00168896 0.00590253 0.0114877 0.00486169 0.00138302 0.00909117 0.00122983 0.00712505 0.000837209 -0.000169215 -4.41593e-06 -5.52712e-13 
1116.9 9.28533e-05 0.00104564 -0.0010218 0.00066161 1.90858e-05 0.000699054 0.000311774 -0.00458303 0.00108351 0.00126549 0.00148715 0.00176631 0.00213005 0.00258989 0.00322497 0.0323439 0.0158753 0.0108413 0.00772918 0.00370993 0.0020235 0.0047906 0.00316844 0.0016408 0.00182813 0.00418909 0.00158216 0.00122269 0.00158603 0.0130493 0.0130253 0.0032528 0.00106405 0.00485871 0.00467573 0.00404115 0.0104901 0.00456523 0.0155562 0.00112912 0.00870636 0.0938259 0.0190253 0.00890793 0.00399656 0.0189886 0.0122147 0.00468578 0.0106906 0.00625416 0.00985106 0.0242326 0.0142906 0.00865484 0.00877481 0.0114877 0.0867277 0.0263459 0.00761151 0.0493134 0.0068719 0.0395733 0.00465142 -0.0008432 -2.13537e-05 -3.74069e-12 
755.519 0.000101993 0.000878401 0.000941099 0.00140247 1.86347e-05 0.000540609 -0.00684923 0.132734 0.000352202 0.000399717 0.000456938 0.000522771 0.000607473 0.00070541 0.000826434 0.0108422 0.00575049 0.00405026 0.00294817 0.00141964 0.000759115 0.00185666 0.00123467 0.000631736 0.000731654 0.0016177 0.000592128 0.000482559 0.000626552 0.00505668 0.00513245 0.00128675 0.000414002 0.0019379 0.00189343 0.00156933 0.00389681 0.00184245 0.00615509 0.000439921 0.00335608 0.0367645 0.00736674 0.00319049 0.00158298 0.00874499 0.00434766 0.00201099 0.00396463 0.00278709 0.00367496 0.0103855 0.00553878 0.00368351 0.0038471 0.00486169 0.0263459 0.0205338 0.0035147 0.0236669 0.00314372 0.0189121 0.00215259 -0.000404826 -1.7891e-05 -2.62973e-12 
262.506 2.6745e-05 0.00024546 0.000643102 0.000749866 4.31578e-06 0.000126999 -0.00271097 0.0543731 8.21944e-05 9.0309e-05 9.97694e-05 0.000108933 0.000120098 0.000129859 0.000136472 0.00260125 0.00148204 0.00107147 0.000791405 0.000382624 0.000202404 0.000503217 0.000336914 0.000171564 0.000202561 0.000441208 0.000158198 0.0001324 0.000173174 0.00138683 0.00141818 0.00035717 0.000114024 0.000539307 0.000532486 0.000433265 0.00104324 0.000512466 0.00171017 0.000121694 0.000915689 0.0101141 0.00203337 0.000852622 0.000437833 0.00257754 0.00114125 0.000572869 0.00106484 0.000806637 0.00099043 0.00295841 0.00152028 0.0010527 0.00111797 0.00138302 0.00761151 0.0035147 0.00368535 0.00695049 0.000950144 0.00582573 0.000665554 -0.000128104 -5.68202e-06 -8.16125e-13 
2101.57 0.000196183 0.0020385 0.0053878 0.00609176 3.12635e-05 0.00109835 -0.0231426 0.467564 0.000425567 0.000467048 0.000516051 0.000556837 0.00060657 0.000639832 0.000639158 0.0152818 0.00896335 0.00653653 0.00486881 0.00235178 0.00122582 0.00310276 0.00208057 0.0010492 0.00126421 0.00269381 0.000944448 0.000815805 0.00106742 0.00845132 0.00871667 0.00219799 0.000693698 0.00332208 0.00330796 0.0026309 0.00615972 0.00318964 0.0105736 0.000751394 0.00564938 0.0630603 0.0125929 0.00503509 0.00272365 0.0173057 0.00673853 0.00373182 0.0064128 0.00532626 0.00601175 0.0194821 0.00958402 0.00696493 0.00753401 0.00909117 0.0493134 0.0236669 0.00695049 0.0664733 0.00669329 0.0417974 0.00475586 -0.000781879 -4.02038e-05 -5.68295e-12 
307.004 8.34891e-06 5.64728e-05 0.000299593 0.000285281 1.14299e-06 3.15793e-05 -0.00168426 0.0323884 4.52262e-05 4.93159e-05 5.37246e-05 5.72272e-05 6.08741e-05 6.15572e-05 5.61513e-05 0.0018398 0.0011015 0.000804567 0.000592525 0.000286509 0.000152941 0.000377775 0.000253301 0.000129629 0.000151283 0.000333984 0.000121604 0.00010075 0.000132446 0.00107085 0.00109437 0.000276767 8.89974e-05 0.000417287 0.000409828 0.000337469 0.000830197 0.000400685 0.00136653 9.91517e-05 0.000755356 0.00826775 0.00165895 0.00070994 0.000350033 0.00195989 0.000954202 0.000443444 0.000888112 0.00062128 0.000839423 0.0024011 0.0013211 0.00088455 0.000950033 0.00122983 0.0068719 0.00314372 0.000950144 0.00669329 0.00354264 0.00585055 0.000710455 -9.81022e-05 -3.79537e-06 -7.5536e-13 
2182.39 2.51263e-05 0.00022209 0.00327717 0.00307881 -7.30274e-07 6.94332e-05 -0.0155002 0.298455 0.000163239 0.000161229 0.000155211 0.000130933 9.3305e-05 1.66155e-05 -0.000136508 0.00808797 0.00545094 0.00411429 0.00308387 0.00149146 0.00077897 0.00198277 0.00133939 0.000676311 0.000814169 0.00174379 0.000614349 0.000536298 0.000711097 0.00565942 0.00586019 0.00149107 0.000472911 0.00225701 0.00224622 0.00178504 0.00419591 0.00218131 0.00742235 0.000536972 0.00404535 0.0448682 0.00894351 0.00357961 0.00190072 0.0117329 0.00470911 0.00251992 0.0045791 0.00361084 0.0043512 0.0137265 0.00714995 0.00508946 0.00562377 0.00712505 0.0395733 0.0189121 0.00582573 0.0417974 0.00585055 0.0572536 0.0047024 -0.000569054 -2.6027e-05 -5.18908e-12 
300.107 -1.95475e-05 -0.000212123 0.000540188 0.000161822 -4.64439e-06 -0.000140778 -0.000982124 0.0192521 1.38526e-05 1.27467e-05 1.08353e-05 6.91651e-06 7.93875e-07 -1.0152e-05 -3.071e-05 0.000847992 0.000589267 0.000445703 0.000329957 0.000159292 8.43409e-05 0.000209013 0.00014267 7.26627e-05 8.44991e-05 0.000187796 6.72098e-05 5.67393e-05 7.74077e-05 0.000627931 0.000641558 0.000164889 5.30538e-05 0.00024668 0.000244687 0.0002004 0.000479175 0.000234302 0.000844446 6.31821e-05 0.000472882 0.00517583 0.00105715 0.00045458 0.000214214 0.00117506 0.000578172 0.000258003 0.000554264 0.000363605 0.000530172 0.001462 0.000860571 0.00056354 0.000629304 0.000837209 0.00465142 0.00215259 0.000665554 0.00475586 0.000710455 0.0047024 0.00535083 -5.86437e-05 -1.03124e-06 -6.17017e-13 
-153.598 -7.46215e-05 -0.000339261 -0.000244429 -0.000549073 -1.41639e-05 -0.000178728 0.00015141 -0.00252089 0.000277561 0.000355969 0.000459814 0.000601333 0.000798101 0.00108025 0.00152218 0.00614687 0.00154666 0.000628241 0.000315418 0.000103957 3.87218e-05 6.71849e-05 2.44883e-05 -4.98831e-06 -2.075e-05 -7.05844e-05 -3.36892e-05 -2.58018e-05 -3.56563e-05 -0.000365147 -0.000446898 -0.000125255 -4.44959e-05 -0.000224462 -0.000230145 -0.000207513 -0.000519372 -0.000202895 -0.000563803 -2.63386e-05 -0.000121854 -0.000947559 -0.000317456 -0.000202878 -6.54617e-05 -0.000384436 -0.000230651 -0.000109451 -0.000242252 -0.000172514 -0.000212134 -0.00050685 -0.000262058 -0.000170989 -0.000156124 -0.000169215 -0.0008432 -0.000404826 -0.000128104 -0.000781879 -9.81022e-05 -0.000569054 -5.86437e-05 0.000410132 1.02986e-05 -2.5662e-14 
-2.56622 -5.61301e-06 -2.56407e-05 8.40209e-06 6.75814e-05 4.90739e-07 3.20299e-06 8.46224e-05 -0.00183871 -3.52886e-07 2.5155e-06 6.74267e-06 1.30467e-05 2.24966e-05 3.71505e-05 6.13277e-05 0.000225425 4.35418e-05 1.71262e-05 8.64522e-06 2.74201e-06 4.58137e-07 -9.55994e-07 -5.83062e-07 -7.74481e-07 -1.43274e-06 -2.7605e-06 -1.28441e-06 -1.05702e-06 -1.10925e-06 -9.8442e-06 -1.372e-05 -3.69439e-06 -1.16089e-06 -6.36537e-06 -6.29356e-06 -4.76781e-06 -1.15335e-05 -5.65496e-06 -1.15632e-05 -2.55247e-07 -4.86236e-07 -4.94476e-06 -1.63858e-06 1.05538e-06 -1.44805e-06 -2.19732e-05 -3.0491e-07 -4.67791e-06 -3.2053e-06 -8.13506e-06 -2.12347e-06 -2.07459e-05 -3.59065e-06 -6.09575e-06 -6.03276e-06 -4.41593e-06 -2.13537e-05 -1.7891e-05 -5.68202e-06 -4.02038e-05 -3.79537e-06 -2.6027e-05 -1.03124e-06 1.02986e-05 6.63882e-05 4.6786e-15 
-5.29185e-07 -5.31323e-14 -3.31626e-13 -1.46544e-12 -1.44899e-12 -9.7419e-15 -1.63879e-13 4.67711e-12 -1.0204e-10 7.65776e-14 9.57016e-14 1.18674e-13 1.5139e-13 1.94043e-13 2.52384e-13 3.39932e-13 1.85022e-12 6.66766e-13 3.93287e-13 2.45232e-13 1.17228e-13 7.75725e-14 1.43096e-13 8.97334e-14 5.39987e-14 4.04594e-14 1.3733e-13 6.90607e-14 3.53087e-14 4.37338e-14 4.30875e-13 3.71255e-13 8.81227e-14 3.51375e-14 1.31955e-13 1.00613e-13 1.29972e-13 4.60676e-13 7.62854e-14 2.58457e-13 1.90604e-14 2.68e-13 3.97556e-12 9.15181e-13 6.20343e-13 1.96732e-13 -4.97281e-13 2.21959e-13 -1.44811e-13 1.48437e-13 -2.65039e-13 7.79706e-14 -7.93276e-13 -4.14278e-14 -3.08886e-13 -4.41953e-13 -5.52448e-13 -3.73902e-12 -2.6286e-12 -8.15733e-13 -5.67981e-12 -7.54902e-13 -5.18582e-12 -6.16569e-13 -2.58912e-14 4.67477e-15 -1e-08 
*end
