*mpd[__mpd__]
estimate_values:
process[Recruitment].b0 growth_increment[female_growth].min_sigma process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011} process[Recruitment].ycs_values{2012} process[Recruitment].ycs_values{2013} process[Recruitment].ycs_values{2014} process[Recruitment].ycs_values{2015} process[Recruitment].ycs_values{2016} process[Recruitment].ycs_values{2017} process[Recruitment].ycs_values{2018} process[Recruitment].ycs_values{2019} process[Recruitment].ycs_values{2020} process[Recruitment].ycs_values{2021} selectivity[maturity].a50 selectivity[maturity].ato95 selectivity[FishingSel_1_male].a50 selectivity[FishingSel_1_male].ato95 selectivity[FishingSel_1_male].alpha selectivity[FishingSel_2_female].a50 selectivity[FishingSel_2_female].ato95 selectivity[FishingSel_2_male].alpha selectivity[TrawlSurveySel_1_female].a50 selectivity[TrawlSurveySel_1_female].ato95 selectivity[TrawlSurveySel_1_male].alpha selectivity[TrawlSurveySel_2_female].a50 selectivity[TrawlSurveySel_2_female].ato95 selectivity[TrawlSurveySel_2_male].alpha growth_increment[male_growth].g_alpha growth_increment[male_growth].g_beta growth_increment[female_growth].g_alpha growth_increment[female_growth].g_beta 
-0.41541 -0.00299851 0.00154124 -0.000358243 0.000694075 0.00232059 0.0143344 -0.000849946 0.0030292 0.00202363 0.00119105 0.00174408 0.00158779 0.00117371 0.00203871 0.00162059 0.0021585 0.00219265 0.00202683 0.00120179 0.00188473 0.00107244 0.00217251 0.00172147 0.00240491 0.00206845 0.00308398 -0.000955216 0.0187632 -0.0072077 0.00202069 0.00153267 0.00357363 0.000308981 0.00462371 0.00466569 0.000624309 -0.000971852 0.00350718 8.74592e-05 -0.000105356 -0.0050559 -0.00895281 -4.88455e-05 -0.0213143 -0.0105689 8.37441e-05 -0.0146753 -0.0341818 -0.000133675 -0.0244481 -0.00824789 0.000654087 -0.00122189 0.0037872 -0.000978001 0.00478932 
0.445861 0.00197712 0.00122058 0.00263502 0.00111527 0.00353584 0.0190007 0.00534367 0.00318 0.00295277 0.00205445 0.00160814 0.00287943 0.00183838 0.0028717 0.00222523 0.00257888 0.00339409 0.00371353 0.00195205 0.00390953 0.00306939 0.00242829 0.00328827 0.00549313 0.00272813 0.0041828 0.00527348 -0.0072077 0.0266317 -0.00324136 0.0016891 0.00160878 0.0052173 0.00433164 0.00984313 0.00248537 -0.000207311 -0.00174824 5.14324e-05 -9.50187e-05 0.00132302 0.00411169 1.70901e-05 0.0251623 0.0198793 -3.43621e-05 0.0124671 0.0253175 -0.000363302 0.0352245 0.0426599 -0.000303006 0.00233839 -0.00270171 0.00213545 -0.00372204 
-0.159971 -0.000161177 0.00186027 0.000259303 0.000249095 0.00303908 0.0127472 -0.000833147 0.00244483 0.00170633 0.000767655 0.00201383 0.000786456 0.00157584 0.00184687 0.000948665 0.00208371 0.00145254 0.00226082 0.000590493 0.00263537 0.000864091 0.00211635 0.00165515 0.00358038 0.00116732 0.00278162 0.00338988 0.00202069 -0.00324136 0.0124888 -0.00130923 -0.000316342 0.0028969 0.00359252 0.00470916 0.000597196 -0.00258223 0.00313519 9.72146e-05 -0.000157081 0.00226058 -0.00272824 -8.23479e-05 -0.00373816 -0.00723985 -1.24637e-06 -0.0137822 0.00363212 0.000184459 -0.00361131 -0.0235863 0.000164299 -0.0020948 -0.000155714 -0.00143959 9.71414e-05 
0.603328 -3.92146e-05 0.000889481 0.00131538 0.00725001 -0.00873742 0.0322031 -0.00335848 0.00494572 0.0029684 0.00181984 0.00231516 0.00207757 0.00214168 0.00305254 0.00219728 0.002992 0.00331214 0.00372475 0.00226639 0.00368815 0.00258634 0.00281417 0.00283828 0.00531733 0.00312808 0.00418167 0.00468267 0.00153267 0.0016891 -0.00130923 0.023875 -0.00349968 0.00153286 0.00659536 0.00833012 0.00198439 0.00516936 -0.00854801 -8.69388e-07 1.07604e-05 -0.016116 -0.00910807 6.61721e-05 -0.0392643 -0.0105278 0.000189742 -0.00979849 -0.0388115 -1.14551e-05 -0.0382856 -0.0448977 0.000360686 0.000848568 0.000929828 0.000467628 0.000674924 
-0.241859 -5.62624e-05 0.00107536 0.000411611 -0.0038814 0.0120103 0.00642946 0.00652618 0.00194481 0.00248851 0.001359 0.00205652 0.00192949 0.00185819 0.00205147 0.00179286 0.00209868 0.0028001 0.00239319 0.00166378 0.00266045 0.00205333 0.0022638 0.00274745 0.0044968 0.00168289 0.00490876 0.00339003 0.00357363 0.00160878 -0.000316342 -0.00349968 0.0210523 -0.00380822 0.00523014 0.0083026 0.00128038 -0.00477313 0.0061817 -6.00562e-05 4.8487e-05 0.0054345 0.0010175 -8.0445e-05 0.0420363 0.0186109 -0.000142369 0.0125375 0.0142817 -0.000159712 0.0485219 0.0777228 -0.000492233 -0.00132211 -0.000249352 -0.00023126 -0.000233276 
0.315139 0.000718327 0.000749416 -3.82357e-05 0.00283011 -0.000505163 0.0208093 -0.00249252 0.00344071 0.00215892 0.00119329 0.00197253 0.00149644 0.00177053 0.00233226 0.00132777 0.00253897 0.00189522 0.00303549 0.00118432 0.00327864 0.00188329 0.00226565 0.00241846 0.00392467 0.00265705 0.00400802 0.00469236 0.000308981 0.0052173 0.0028969 0.00153286 -0.00380822 0.0152896 -0.00040163 0.00788996 0.00100092 -0.000446763 0.00147673 -0.000112679 0.00015917 0.00632446 0.00120564 -4.95038e-05 0.00914413 0.00651414 -3.90788e-06 -0.00365536 0.00720504 -5.72316e-06 -0.00545055 -0.0388477 0.000177529 -0.00171882 -0.000944445 -0.000508661 -0.000918388 
1.61218 -0.000308887 0.0017516 0.00269724 0.00277639 0.00448901 0.0286326 0.000709164 0.00499572 0.00392501 0.00248511 0.0028311 0.00357473 0.00278998 0.00449242 0.00265474 0.0044909 0.00427604 0.0049355 0.0025586 0.00531439 0.00278375 0.00475241 0.00455791 0.00945006 0.00352619 0.00800769 0.0076198 0.00462371 0.00433164 0.00359252 0.00659536 0.00523014 -0.00040163 0.0241696 0.00719666 0.00393806 7.65468e-06 -0.00183705 -0.000174693 0.000176777 0.0124167 0.00198725 -6.01908e-05 0.000618639 -0.0245366 -5.57409e-05 0.016161 -0.00185038 -0.000344192 0.00324832 0.000923612 -4.85853e-05 -0.00636448 -0.00193481 -0.00525693 -0.00209846 
1.88711 0.00477506 0.00112695 0.000721404 0.00212919 0.00341266 0.0493845 0.00271793 0.0069979 0.0065285 0.00338904 0.0052318 0.00430372 0.00444822 0.00602004 0.00426416 0.0067861 0.00585993 0.00868796 0.00270473 0.00830581 0.00497166 0.00652104 0.00660176 0.0132238 0.00493588 0.0113658 0.0126886 0.00466569 0.00984313 0.00470916 0.00833012 0.0083026 0.00788996 0.00719666 0.0442225 0.00202234 -0.00151766 0.00172996 -7.20471e-05 2.3943e-05 0.0136174 -0.00675355 -0.000137148 0.0526894 0.031449 -0.000188812 0.0446894 0.172372 -0.000360028 0.0358455 0.0349688 -0.000237882 0.000811311 -0.00552633 0.000741543 -0.00677869 
-0.124006 -0.00107756 0.00047542 -0.00038442 0.00065462 0.00161396 0.00628741 0.000159067 0.0030894 0.00175748 0.00117507 0.000676093 0.00130379 0.000640956 0.00178686 0.000537023 0.00126676 0.00122915 0.000980452 0.00186917 0.000966935 0.00127269 0.00124253 0.00124246 0.00252925 0.00124961 0.00159447 0.00255129 0.000624309 0.00248537 0.000597196 0.00198439 0.00128038 0.00100092 0.00393806 0.00202234 0.00788668 -0.00114686 0.00218864 -0.000162174 4.42671e-05 0.000946754 0.00251753 -0.000110428 6.42814e-05 -0.00224303 -4.18136e-05 0.0207025 -0.0688028 -0.000144781 0.00100158 -0.00350801 -6.55337e-05 0.0022633 0.00243863 0.00152704 0.00242565 
-0.99172 -0.00130941 0.000856546 -0.00118192 -0.00221532 0.00102398 -0.0038258 -0.00154015 -0.000590487 -0.000103062 -0.00045771 0.000329626 -0.000790568 -1.07429e-05 -0.000366796 -0.00058456 5.61235e-06 -0.000620911 -0.000900317 -0.000483103 -0.000756098 -0.00134802 3.17077e-05 -0.000843598 -0.00122442 -0.000649927 -0.000714246 -0.00156272 -0.000971852 -0.000207311 -0.00258223 0.00516936 -0.00477313 -0.000446763 7.65468e-06 -0.00151766 -0.00114686 0.0616685 0.00219883 -0.000163319 0.000116302 -0.00519322 -0.00906173 -9.48129e-05 -0.0144087 -0.0175581 -1.26771e-05 -0.0148994 -0.0207289 3.96082e-05 -0.00752676 -0.00529483 0.000335381 -0.00101053 0.00232082 -0.000825151 0.0027535 
1.75397 0.00223489 -0.00197869 0.00251391 0.00199675 -0.00209753 0.00119931 0.00185176 0.000496493 -0.000406224 0.000531564 -0.00142074 0.00108876 -0.000678042 -0.000233583 0.000616622 -0.000933983 0.000414537 0.000844858 0.000354567 0.000455205 0.00194658 -0.00123062 0.000846313 0.000135426 0.0008355 -0.000686849 0.00105316 0.00350718 -0.00174824 0.00313519 -0.00854801 0.0061817 0.00147673 -0.00183705 0.00172996 0.00218864 0.00219883 0.0936951 0.000348329 -0.000243164 -0.000759026 0.00562492 0.000129617 0.0184264 0.0166796 4.64371e-06 0.0736882 0.0618975 -0.000466904 0.0240719 0.00239267 -0.000823122 0.000474858 -0.00448002 -0.000595337 -0.0058043 
-0.0547681 8.90794e-05 -9.57386e-05 0.000111944 -0.000118307 -0.000147684 0.000219112 -0.000343929 0.000220925 -0.000288791 -5.72708e-05 0.000203258 -2.80463e-05 -0.000260783 9.9851e-05 -4.27589e-05 -0.000155686 0.000119724 -7.43809e-05 -0.000247204 8.69588e-05 -6.04805e-06 -6.70005e-05 -8.33833e-05 0.000159241 -0.000364704 -2.51681e-05 -0.000262835 8.74592e-05 5.14324e-05 9.72146e-05 -8.69388e-07 -6.00562e-05 -0.000112679 -0.000174693 -7.20471e-05 -0.000162174 -0.000163319 0.000348329 0.00528762 -0.00435931 0.000413014 0.00116786 7.42857e-05 0.00120967 -0.000109107 3.51475e-05 0.000388784 0.0027004 8.8268e-05 0.000142565 -0.00083416 0.000114803 -0.000500583 -0.000220308 0.000266223 -0.000187338 
-0.0768622 -5.61611e-05 1.4822e-05 -0.000136989 7.13017e-05 0.000120263 -3.0147e-05 0.000287342 -0.000167539 0.000188777 0.000102734 -0.000165252 1.1359e-05 0.000163657 -6.3933e-05 4.41509e-05 0.000177778 -0.000136826 9.7185e-05 0.000161041 -3.58127e-05 -4.5248e-05 3.66632e-05 8.93819e-05 -0.000299143 0.000235286 0.00021285 0.000366736 -0.000105356 -9.50187e-05 -0.000157081 1.07604e-05 4.8487e-05 0.00015917 0.000176777 2.3943e-05 4.42671e-05 0.000116302 -0.000243164 -0.00435931 0.013435 -0.000220996 -0.000926185 -8.41182e-05 -0.000883068 5.1776e-05 1.25725e-05 -0.000710071 -0.00218898 -6.60684e-05 -0.000170856 0.000678885 -9.51932e-05 0.000798842 0.000292457 -0.00058365 0.000150191 
-0.25932 0.076852 -0.00685959 0.00132852 0.000548621 -0.00225683 0.0527727 -0.00454922 -0.00144832 -0.00174576 0.00208637 -0.00503437 0.00126011 0.00422653 0.00396771 0.00168351 -0.00142353 0.00540521 0.00155258 0.00162043 -0.0011294 0.00469087 0.00308522 0.00241757 0.0188621 0.000146153 0.00416551 0.014946 -0.0050559 0.00132302 0.00226058 -0.016116 0.0054345 0.00632446 0.0124167 0.0136174 0.000946754 -0.00519322 -0.000759026 0.000413014 -0.000220996 0.84357 0.572561 -0.00326237 0.850688 0.411297 -0.00166395 0.569171 1.44817 -0.00212096 0.38307 0.417787 -0.00204224 -0.0302153 -0.124511 0.0129345 -0.140216 
1.90388 0.0504006 -0.00221483 -0.000662632 0.000471445 -0.0088619 0.0056912 0.0110638 -0.00289232 -0.00344558 0.00137135 -0.00634971 -0.000722616 0.00129963 -0.000607343 0.00122553 -0.00896948 0.00654611 -0.0052841 0.0017387 -0.00487116 0.00545628 -0.00214428 -0.00340735 0.0068036 -2.79019e-05 -0.00394414 0.00386506 -0.00895281 0.00411169 -0.00272824 -0.00910807 0.0010175 0.00120564 0.00198725 -0.00675355 0.00251753 -0.00906173 0.00562492 0.00116786 -0.000926185 0.572561 0.520888 -0.000859737 0.5699 0.385929 -0.000188646 0.158964 0.818014 -0.000401687 0.170855 0.310076 0.000637265 0.0283899 -0.0712177 0.0594864 -0.0857602 
0.0680365 -1.60787e-05 -9.88415e-06 -1.57499e-05 -1.52116e-05 -3.88045e-05 -0.000199271 -8.141e-06 5.46048e-05 -7.31553e-05 3.53034e-05 -5.95874e-05 -4.18518e-05 -5.37833e-05 -1.75269e-05 -4.87792e-05 -1.07008e-05 -5.01522e-05 -5.07026e-06 1.23933e-05 3.87392e-06 3.29683e-06 -0.000102351 -2.26273e-05 -0.00011991 -0.000166411 0.000193009 -0.000122579 -4.88455e-05 1.70901e-05 -8.23479e-05 6.61721e-05 -8.0445e-05 -4.95038e-05 -6.01908e-05 -0.000137148 -0.000110428 -9.48129e-05 0.000129617 7.42857e-05 -8.41182e-05 -0.00326237 -0.000859737 0.000614162 -0.00120159 0.00134076 7.76911e-05 -0.00319539 -0.00262267 0.000231929 -0.00134066 -0.000428824 0.000254712 -0.000188037 0.000207059 0.00108997 5.70171e-05 
-0.943902 0.114355 -0.00703447 0.00384532 -0.00099282 -0.0165608 0.100015 -0.00780222 0.0106013 -7.31313e-05 0.00452014 -0.000382829 0.0073803 0.00619003 0.00108206 0.00172696 0.00422138 -0.000952068 0.00854905 0.00297606 -0.00574557 0.0257031 0.00478382 0.0143487 0.0121337 0.00646583 0.0160017 0.0236519 -0.0213143 0.0251623 -0.00373816 -0.0392643 0.0420363 0.00914413 0.000618639 0.0526894 6.42814e-05 -0.0144087 0.0184264 0.00120967 -0.000883068 0.850688 0.5699 -0.00120159 2.45186 1.60952 -0.00595145 0.684288 2.10444 -0.00100367 0.448521 0.596982 -0.00042894 -0.0133249 -0.168165 0.0555988 -0.191371 
1.50374 0.0687625 -0.000499743 0.00245741 6.78762e-05 -0.0190393 0.0287893 0.0228733 0.00340508 0.000211988 0.00215876 0.000608819 -0.000381416 0.000677179 -0.00404158 0.00184591 -0.00123253 0.00129321 0.00365972 0.00454683 -0.00365521 0.0218965 -0.00260329 0.00263848 -0.0176135 0.0161501 0.00324738 0.00154132 -0.0105689 0.0198793 -0.00723985 -0.0105278 0.0186109 0.00651414 -0.0245366 0.031449 -0.00224303 -0.0175581 0.0166796 -0.000109107 5.1776e-05 0.411297 0.385929 0.00134076 1.60952 1.49547 -0.00223021 0.0523851 1.15625 0.000629531 0.156325 0.421565 0.00136494 0.067978 -0.0807447 0.114604 -0.098824 
0.00489229 -0.000116435 8.98105e-07 1.58396e-05 5.81491e-06 8.57983e-05 -0.000230743 0.000134182 4.73967e-08 -1.5189e-05 1.66634e-05 -3.63612e-06 -3.75061e-05 -2.27075e-05 1.02162e-05 -7.84778e-06 6.92707e-06 1.87403e-05 -8.31688e-06 2.127e-05 3.89522e-05 -2.46145e-05 -4.47248e-05 -4.86982e-05 -5.3027e-05 -5.29697e-05 7.4327e-05 -0.000104518 8.37441e-05 -3.43621e-05 -1.24637e-06 0.000189742 -0.000142369 -3.90788e-06 -5.57409e-05 -0.000188812 -4.18136e-05 -1.26771e-05 4.64371e-06 3.51475e-05 1.25725e-05 -0.00166395 -0.000188646 7.76911e-05 -0.00595145 -0.00223021 0.000418725 -0.00262372 -0.00355276 0.000112778 -0.00116431 -0.000634286 0.000129868 8.25664e-06 0.000299197 0.000420561 0.000252159 
-16.3742 0.0391377 -0.0109134 -0.0232246 -0.00429508 0.0187082 0.00115885 -0.00444718 0.0407875 0.0102469 0.0121646 -0.0103768 0.00486337 0.00556798 0.00197848 0.00169194 0.0058034 -0.00916859 0.0109277 0.0222808 -0.007275 -0.00615312 0.010031 0.00828606 0.0204118 -0.0123196 0.0175398 0.0104838 -0.0146753 0.0124671 -0.0137822 -0.00979849 0.0125375 -0.00365536 0.016161 0.0446894 0.0207025 -0.0148994 0.0736882 0.000388784 -0.000710071 0.569171 0.158964 -0.00319539 0.684288 0.0523851 -0.00262372 3.73385 5.74518 -0.0155921 0.507008 0.332641 -0.00656211 -0.152078 -0.093521 -0.107146 -0.086999 
-4.27076 0.232644 -0.0361668 -0.0185246 -0.0180522 -0.0603483 0.139948 0.201597 -0.0589366 0.010444 -0.0211666 -0.0028549 0.00246006 0.00895367 0.00496723 -0.00183852 0.0120971 -3.66244e-05 0.0745752 -0.0682572 0.0304218 0.00951683 0.00220807 0.0171291 0.0336141 0.0123978 0.00444961 0.056785 -0.0341818 0.0253175 0.00363212 -0.0388115 0.0142817 0.00720504 -0.00185038 0.172372 -0.0688028 -0.0207289 0.0618975 0.0027004 -0.00218898 1.44817 0.818014 -0.00262267 2.10444 1.15625 -0.00355276 5.74518 25.5688 -0.0406208 0.857685 0.917407 -0.00284181 -0.0394109 -0.347818 0.088813 -0.387809 
0.244886 -0.000421478 -6.43974e-05 0.000207775 0.000388672 -0.000196569 -0.000999162 -0.000222378 -0.000235112 -0.000207658 -8.85538e-05 -0.000124951 -4.03154e-06 -0.000142459 -7.03592e-05 -0.000104379 -0.000127274 -6.37028e-05 -0.000197597 -9.53377e-05 2.56138e-05 -0.000133132 -8.18912e-05 -8.99465e-05 -0.000410005 0.000480472 -0.000740403 7.95506e-05 -0.000133675 -0.000363302 0.000184459 -1.14551e-05 -0.000159712 -5.72316e-06 -0.000344192 -0.000360028 -0.000144781 3.96082e-05 -0.000466904 8.8268e-05 -6.60684e-05 -0.00212096 -0.000401687 0.000231929 -0.00100367 0.000629531 0.000112778 -0.0155921 -0.0406208 0.00264968 -0.00087429 -0.000974615 0.000376902 -0.000498543 0.000361257 0.000561783 0.000407974 
-6.10474 0.0468824 -0.00336866 -0.00155389 -0.00242276 0.00321522 0.0596223 -0.0226352 0.0091701 -0.00122926 0.0029756 -0.00266605 0.00391723 0.00260164 0.000311625 0.000605264 0.000898459 0.00597127 0.00233659 0.00393287 0.00986298 -0.00110053 -0.00130931 0.00540645 0.00789616 -0.00579868 0.0111956 0.0105608 -0.0244481 0.0352245 -0.00361131 -0.0382856 0.0485219 -0.00545055 0.00324832 0.0358455 0.00100158 -0.00752676 0.0240719 0.000142565 -0.000170856 0.38307 0.170855 -0.00134066 0.448521 0.156325 -0.00116431 0.507008 0.857685 -0.00087429 1.3438 1.43614 -0.0088536 -0.0566012 -0.0803611 -0.0229858 -0.0821682 
-1.63099 0.0702965 -0.00275181 0.0019903 0.00393176 -0.026484 0.0500964 0.000663728 0.00563691 -0.00101554 0.00390766 -0.00692873 0.000165481 0.00172234 -0.00312943 -0.000473702 -0.00343391 0.017326 -0.00978449 0.0161781 -0.00260307 -0.00837012 0.00123788 6.15689e-05 0.00179052 0.00184451 0.00725679 -0.0055367 -0.00824789 0.0426599 -0.0235863 -0.0448977 0.0777228 -0.0388477 0.000923612 0.0349688 -0.00350801 -0.00529483 0.00239267 -0.00083416 0.000678885 0.417787 0.310076 -0.000428824 0.596982 0.421565 -0.000634286 0.332641 0.917407 -0.000974615 1.43614 2.58921 -0.0102383 0.0318185 -0.0948637 0.0662477 -0.113428 
0.214102 0.000340936 0.000150998 0.000534883 0.00028641 -0.000111228 -0.000609782 0.000399491 6.63802e-05 -0.000102284 -1.05089e-05 -1.23416e-05 6.20572e-05 3.27504e-05 7.4424e-05 9.38887e-06 -0.000166041 0.000444562 -0.00022066 0.000232611 -2.97673e-05 0.00017466 4.29621e-05 -1.98158e-06 0.000682822 -0.00111996 0.000794182 -0.000360457 0.000654087 -0.000303006 0.000164299 0.000360686 -0.000492233 0.000177529 -4.85853e-05 -0.000237882 -6.55337e-05 0.000335381 -0.000823122 0.000114803 -9.51932e-05 -0.00204224 0.000637265 0.000254712 -0.00042894 0.00136494 0.000129868 -0.00656211 -0.00284181 0.000376902 -0.0088536 -0.0102383 0.00216866 -0.000164498 -0.000377127 0.0010424 -0.000586016 
-3.47053 0.00137913 -0.000175126 -0.00159244 -0.00169082 -0.0092338 -0.0136009 0.0187885 -0.00274833 0.00230074 0.000605932 0.000148058 -0.000938995 -0.000336757 -0.000889177 -0.000381336 -0.00162311 0.00108968 -0.0021174 0.000370643 -0.00277499 0.00172812 -0.00189583 -0.00227348 -0.00483438 0.00302932 -0.00531464 -0.000878319 -0.00122189 0.00233839 -0.0020948 0.000848568 -0.00132211 -0.00171882 -0.00636448 0.000811311 0.0022633 -0.00101053 0.000474858 -0.000500583 0.000798842 -0.0302153 0.0283899 -0.000188037 -0.0133249 0.067978 8.25664e-06 -0.152078 -0.0394109 -0.000498543 -0.0566012 0.0318185 -0.000164498 0.0612873 0.0157254 0.0400874 0.00957339 
-5.53378 -0.0253717 -0.000888904 -0.0013827 -0.00111597 0.00279363 -0.0256638 0.00838548 0.00210322 0.00227824 0.000506605 0.00224351 -0.000159247 -7.54953e-05 -0.000178088 0.000712997 -0.000437085 -0.000740364 -0.00192969 -6.41085e-05 -0.000764373 -0.000413294 -0.000422948 -0.00155611 -0.00460828 -0.000569393 -0.000801175 -0.00462936 0.0037872 -0.00270171 -0.000155714 0.000929828 -0.000249352 -0.000944445 -0.00193481 -0.00552633 0.00243863 0.00232082 -0.00448002 -0.000220308 0.000292457 -0.124511 -0.0712177 0.000207059 -0.168165 -0.0807447 0.000299197 -0.093521 -0.347818 0.000361257 -0.0803611 -0.0948637 -0.000377127 0.0157254 0.0428073 0.00459796 0.0454719 
-3.58581 0.00677059 -0.000614072 -0.00154326 -0.00184825 -0.00822065 -0.0065888 0.0180252 -0.00202472 0.00184216 0.000949983 9.36385e-05 -0.000527404 -6.68898e-06 -0.000375016 -0.000460577 -0.00109099 0.000992043 -0.00108385 0.000550329 -0.00179334 0.00223027 -0.00168197 -0.00162337 -0.00373177 0.00271292 -0.00281472 -0.000629222 -0.000978001 0.00213545 -0.00143959 0.000467628 -0.00023126 -0.000508661 -0.00525693 0.000741543 0.00152704 -0.000825151 -0.000595337 0.000266223 -0.00058365 0.0129345 0.0594864 0.00108997 0.0555988 0.114604 0.000420561 -0.107146 0.088813 0.000561783 -0.0229858 0.0662477 0.0010424 0.0400874 0.00459796 0.0590244 0.000242515 
-6.16904 -0.0298729 -0.00116548 -0.00123403 -0.00108988 0.00464464 -0.0284964 0.00704363 0.00291893 0.00224923 0.000366967 0.00267134 -0.000159684 -0.000102426 -0.000190263 0.000961567 -0.000482025 -0.00106386 -0.00186034 -0.00048374 -0.000250937 -0.000935632 -0.000309574 -0.00165278 -0.00485894 -0.00122932 -0.000384579 -0.005786 0.00478932 -0.00372204 9.71414e-05 0.000674924 -0.000233276 -0.000918388 -0.00209846 -0.00677869 0.00242565 0.0027535 -0.0058043 -0.000187338 0.000150191 -0.140216 -0.0857602 5.70171e-05 -0.191371 -0.098824 0.000252159 -0.086999 -0.387809 0.000407974 -0.0821682 -0.113428 -0.000586016 0.00957339 0.0454719 0.000242515 0.0542443 
*end
