*mpd[__mpd__]
estimate_values:
process[Recruitment].b0 age_length[asMm0].linf age_length[asMm0].cv_last selectivity[potSurveySel_male].a50 selectivity[potSurveySel_male].ato95 selectivity[potSurveySel_female].a50 selectivity[potSurveySel_female].ato95 process[Recruitment].ycs_values{1980} process[Recruitment].ycs_values{1981} process[Recruitment].ycs_values{1982} process[Recruitment].ycs_values{1983} process[Recruitment].ycs_values{1984} process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011} process[Recruitment].ycs_values{2012} process[Recruitment].ycs_values{2013} process[Recruitment].ycs_values{2014} 
14210.7 47.3135 0.0614246 3.04011 0.191764 3.31509 1.02647 0.23512 0.232089 0.233169 0.241993 0.264699 0.314952 0.416347 0.601994 0.902567 1.37987 1.55856 1.0285 0.847821 0.847085 1.06575 1.54805 1.05345 0.802905 0.816575 0.628937 0.802339 0.745993 0.466754 1.09063 0.917106 0.382561 0.901903 0.720454 0.834793 0.426065 1.28707 0.6911 0.736776 0.561904 0.439777 
covariance_matrix:
-6.76767 0.0245831 -0.00023343 0.0631284 0.302683 0.00151803 0.00712326 0.000744295 0.000724019 0.000681594 0.000620171 0.000498473 -0.000917665 0.00722797 0.00441067 0.023216 0.0756585 -0.365483 0.416495 -0.0432942 -0.0273238 -0.0155327 -0.00507292 0.021541 -0.00780283 0.014222 0.00816144 0.00949503 0.00215669 0.00224908 0.0100108 0.00731971 0.00249111 0.00780541 0.00393194 0.00641717 0.00253593 0.00929492 0.00327476 0.00422018 0.0021565 0.00297963 
5.3018 -0.00517106 0.000168866 0.0056735 0.0302866 0.00589509 0.0284508 0.000961755 0.000936582 0.000931775 0.000968462 0.00112424 0.00210248 0.00608589 0.00365793 0.0113046 0.0325313 -0.0949451 -0.0432942 0.217217 -0.0307201 -0.038188 0.0183056 -0.0409017 0.0183982 0.0148976 0.00547517 0.00263929 0.00513366 0.00118515 0.00475212 0.00459782 0.00116296 0.00723648 0.002156 0.00405187 0.00186226 0.00977143 0.00369822 0.00473774 0.00397281 0.00364466 
2.74412 -0.0070779 -3.31472e-05 -0.018137 -0.0873048 -0.00299752 -0.00652372 0.00122228 0.00120751 0.00122566 0.00131778 0.00162954 0.00333779 0.00100799 0.00564305 0.0168857 -0.000942004 -0.0144106 -0.0273238 -0.0307201 0.217656 -0.0517314 -0.0651118 -0.0106938 0.0172084 0.00916018 0.00650167 0.00659942 0.00538762 0.00171447 0.00535591 0.00517327 0.00131251 0.00634726 0.0031807 0.0034428 0.00183819 0.00790774 0.00388815 0.00418672 0.00365583 0.00245714 
22.9348 -0.0651677 0.00109611 -0.0899362 -0.430276 -0.00646564 -0.0121184 0.000657976 0.000697897 0.000808173 0.000978626 0.00135429 0.00239702 0.0106012 0.0019801 -0.00240626 0.020936 0.000291742 -0.0155327 -0.038188 -0.0517314 0.3894 -0.314778 0.0378474 0.0101562 0.00664784 0.00746074 0.00183422 0.0131631 -0.000284448 -0.0029742 -0.00209829 -6.76299e-05 0.00658527 0.000780726 0.00169858 0.000638449 0.00774045 0.00345402 0.00513563 0.00561109 0.00318981 
-72.3745 0.156007 -0.00288224 -0.147665 -0.721694 -0.00447773 -0.0656725 0.00456669 0.00447201 0.00431607 0.00420507 0.00408389 0.00447785 -0.0210858 0.018344 -0.0010433 0.0932619 0.0173943 -0.00507292 0.0183056 -0.0651118 -0.314778 0.825001 -0.19297 -0.0647793 -0.0352917 -0.000762774 0.0325818 0.00591101 0.0129363 0.0402485 0.034384 0.0114475 0.0052002 0.0248131 0.0222602 0.0107405 0.0127677 0.0119731 0.00628865 7.51109e-05 -0.00264378 
-6.79783 0.0205959 -1.80366e-05 -0.07654 -0.357549 0.0172492 0.0702308 0.000386381 0.000429658 0.000508508 0.000646529 0.000981913 0.00225498 0.00101828 0.0102421 -0.0294082 -0.036298 0.0905526 0.021541 -0.0409017 -0.0106938 0.0378474 -0.19297 0.233918 0.0024294 -0.0282477 -0.00895597 -0.00562719 0.00364218 0.00114359 0.00226111 0.00215628 0.000826024 0.00778218 -0.00014371 0.00012403 0.00025788 0.0082821 0.000625916 0.000378242 0.000630391 0.00392867 
3.30916 -0.0203571 0.000578443 0.188607 0.903351 -0.00447398 -0.0119978 0.00113763 0.00111134 0.00114677 0.0012364 0.0012094 -0.00142719 0.00952556 -0.00732234 0.0311848 0.0303374 -0.000317505 -0.00780283 0.0183982 0.0172084 0.0101562 -0.0647793 0.0024294 0.143684 -0.0220525 -0.00836707 -0.00518743 0.0107726 0.00188718 0.00677315 0.00724634 0.00352092 0.00983954 0.00662554 0.00862361 0.00372763 0.0144503 0.00650179 0.00825858 0.00595798 0.00481781 
-13.8435 0.0180728 -0.00022459 -0.0777933 -0.37491 -0.000212395 -0.00609285 0.000972474 0.00098627 0.00101797 0.00109644 0.00123987 0.00267218 -0.00239972 0.00638452 -0.00112968 -0.00205208 0.0194339 0.014222 0.0148976 0.00916018 0.00664784 -0.0352917 -0.0282477 -0.0220525 0.152506 -0.019066 -0.0161972 -0.00607548 0.00180926 0.00573036 0.00606862 0.00205932 0.00444065 0.00434529 0.0057477 0.00231577 0.00616219 0.00333523 0.00275791 0.00130672 0.000807596 
-4.13792 -0.00457368 7.54453e-05 -0.0259481 -0.124851 -0.000103418 0.00200305 0.000551554 0.000557984 0.000603114 0.00071837 0.00100809 0.00211042 0.000926567 0.00573221 0.00364135 -0.000782366 0.006311 0.00816144 0.00547517 0.00650167 0.00746074 -0.000762774 -0.00895597 -0.00836707 -0.019066 0.0829731 -0.0142838 -0.0063025 0.000676011 0.00229045 0.00373092 0.00081813 0.00328483 0.00238583 0.00246396 0.00112587 0.00476873 0.00283851 0.00233206 0.0020697 0.000912678 
-7.79744 -0.00621964 1.41694e-05 -0.0381773 -0.183711 0.000388719 0.00216259 0.000861861 0.000868313 0.000919942 0.00105626 0.00133926 0.00168209 0.0036497 0.00594679 0.00460685 0.00890561 0.0128711 0.00949503 0.00263929 0.00659942 0.00183422 0.0325818 -0.00562719 -0.00518743 -0.0161972 -0.0142838 0.0930351 -0.0138059 -0.000826073 0.00197322 0.00515963 0.00199461 0.0060449 0.00391234 0.0055374 0.00230669 0.00814429 0.00410494 0.00389426 0.00287594 0.00208251 
-9.73462 0.00824255 -0.000449318 -0.0134898 -0.0643743 -0.00118026 -0.00414425 0.000851099 0.000821475 0.000812242 0.00086737 0.00102441 0.000918817 0.00621923 0.00422268 -0.00283122 0.00971291 0.00662486 0.00215669 0.00513366 0.00538762 0.0131631 0.00591101 0.00364218 0.0107726 -0.00607548 -0.0063025 -0.0138059 0.0520859 -0.000139947 0.00209469 0.0023688 0.00166609 0.00423129 0.00338086 0.00364247 0.00171731 0.00588984 0.00261749 0.00254781 0.00124763 0.00127255 
-4.33955 0.00244031 -0.000124926 -0.012035 -0.0579812 0.000267261 0.000230331 0.000917056 0.000895946 0.000895678 0.000943451 0.00107282 0.0015048 7.98736e-05 0.00248028 0.00357916 0.00494702 0.00988374 0.00224908 0.00118515 0.00171447 -0.000284448 0.0129363 0.00114359 0.00188718 0.00180926 0.000676011 -0.000826073 -0.000139947 0.0216746 0.000875525 0.00129914 0.00114206 0.00287162 0.00206688 0.00249266 0.00139904 0.0038425 0.002236 0.00223109 0.00160152 0.00116639 
-25.5412 0.0543006 -0.000634564 -0.0350859 -0.168624 -0.00211347 -0.00169436 0.00109254 0.0010985 0.00110537 0.0011619 0.00136095 0.00250178 -9.09597e-05 0.00381088 0.00653788 0.0112664 0.0366493 0.0100108 0.00475212 0.00535591 -0.0029742 0.0402485 0.00226111 0.00677315 0.00573036 0.00229045 0.00197322 0.00209469 0.000875525 0.0593921 0.00421263 0.00309664 0.00766865 0.00542691 0.00765633 0.0036985 0.0105517 0.00501772 0.00348523 0.00169615 0.000985507 
-22.095 0.0667204 -0.000640974 -0.027554 -0.132522 -0.00084545 -0.00351574 0.00110184 0.00108847 0.00107461 0.00107859 0.00114094 0.00177346 0.000326566 0.00171909 0.00383978 0.00652245 0.0278542 0.00731971 0.00459782 0.00517327 -0.00209829 0.034384 0.00215628 0.00724634 0.00606862 0.00373092 0.00515963 0.0023688 0.00129914 0.00421263 0.0377845 0.00261843 0.00409641 0.00493563 0.00559852 0.00312955 0.00897142 0.00505467 0.00374605 0.00152532 0.00122234 
-3.84176 0.0113313 -0.000128812 -0.00880569 -0.0419163 -0.00166094 -0.00132853 0.000535736 0.000528529 0.000540121 0.000589603 0.000717167 0.00102246 0.000943667 0.00176926 0.0012984 0.00293794 0.00998445 0.00249111 0.00116296 0.00131251 -6.76299e-05 0.0114475 0.000826024 0.00352092 0.00205932 0.00081813 0.00199461 0.00166609 0.00114206 0.00309664 0.00261843 0.00785926 0.00159213 0.000992409 0.00146701 0.000890511 0.00319095 0.00205302 0.00149167 0.00104347 0.000284521 
-1.15566 -0.00281715 -3.52258e-05 -0.0234639 -0.111673 0.00219303 0.0107612 0.00121091 0.00122243 0.00126272 0.00135923 0.00157591 0.00227449 0.00133836 0.0070069 0.00495541 0.0117245 0.0103084 0.00780541 0.00723648 0.00634726 0.00658527 0.0052002 0.00778218 0.00983954 0.00444065 0.00328483 0.0060449 0.00423129 0.00287162 0.00766865 0.00409641 0.00159213 0.0229752 0.00208466 0.00379039 0.00212736 0.00810191 0.00387199 0.0042157 0.00331348 0.00283874 
-5.89732 0.0112113 -0.000182082 -0.0194967 -0.0981568 0.00275157 -0.00754003 0.00108945 0.00107037 0.00106009 0.00108318 0.00117155 0.00136038 0.00111634 0.00333802 0.00195521 0.00621653 0.0186586 0.00393194 0.002156 0.0031807 0.000780726 0.0248131 -0.00014371 0.00662554 0.00434529 0.00238583 0.00391234 0.00338086 0.00206688 0.00542691 0.00493563 0.000992409 0.00208466 0.0221954 0.0023369 0.00147589 0.00582672 0.0040966 0.00289885 0.00220042 0.00114141 
-4.13647 0.0145985 -0.000192757 -0.0211781 -0.100944 -0.00293081 -0.00518425 0.00115528 0.00115335 0.00116904 0.00122988 0.00139867 0.00165484 0.0013267 0.00470011 0.000957446 0.00893411 0.0182113 0.00641717 0.00405187 0.0034428 0.00169858 0.0222602 0.00012403 0.00862361 0.0057477 0.00246396 0.0055374 0.00364247 0.00249266 0.00765633 0.00559852 0.00146701 0.00379039 0.0023369 0.0240396 0.00177448 0.00694308 0.00403573 0.00364825 0.00271699 0.00112226 
0.745219 0.00453012 -6.32382e-05 -0.00950272 -0.0451999 -0.00101203 -0.00184223 0.000559251 0.000552248 0.00056443 0.000614937 0.00072281 0.000910683 0.000847659 0.0021232 0.00116212 0.00417665 0.00853437 0.00253593 0.00186226 0.00183819 0.000638449 0.0107405 0.00025788 0.00372763 0.00231577 0.00112587 0.00230669 0.00171731 0.00139904 0.0036985 0.00312955 0.000890511 0.00212736 0.00147589 0.00177448 0.00867032 0.00366861 0.00224035 0.00224114 0.00182213 0.00119 
4.92798 0.0168855 -0.000206878 -0.0319908 -0.152689 0.0024011 0.00798082 0.00169799 0.00171608 0.00174648 0.00181198 0.00198443 0.00267789 0.00107575 0.00922541 0.00147459 0.0163948 0.0169818 0.00929492 0.00977143 0.00790774 0.00774045 0.0127677 0.0082821 0.0144503 0.00616219 0.00476873 0.00814429 0.00588984 0.0038425 0.0105517 0.00897142 0.00319095 0.00810191 0.00582672 0.00694308 0.00366861 0.0334359 0.00700592 0.00729873 0.00578241 0.00420816 
7.63881 0.00430841 -6.68672e-05 -0.0158275 -0.0780866 0.000944099 -0.00465624 0.000995076 0.000998185 0.00101265 0.00105777 0.00116095 0.00152205 0.00132086 0.00429889 0.000310018 0.00880731 0.0124585 0.00327476 0.00369822 0.00388815 0.00345402 0.0119731 0.000625916 0.00650179 0.00333523 0.00283851 0.00410494 0.00261749 0.002236 0.00501772 0.00505467 0.00205302 0.00387199 0.0040966 0.00403573 0.00224035 0.00700592 0.0169209 0.00512434 0.00340669 0.00259656 
18.5023 -0.0120534 9.80944e-05 -0.0140234 -0.0660532 -0.00130111 -0.00326776 0.0011723 0.00118632 0.00121563 0.00127765 0.00142581 0.00174355 0.00144008 0.00628124 -2.77603e-05 0.0091551 0.00620889 0.00422018 0.00473774 0.00418672 0.00513563 0.00628865 0.000378242 0.00825858 0.00275791 0.00233206 0.00389426 0.00254781 0.00223109 0.00348523 0.00374605 0.00149167 0.0042157 0.00289885 0.00364825 0.00224114 0.00729873 0.00512434 0.0210107 0.00528138 0.00328949 
19.3895 -0.02205 0.000149924 -0.009318 -0.0434529 -1.57774e-05 -0.00121158 0.00086808 0.000883608 0.000910995 0.00096414 0.00107352 0.00124311 0.00108381 0.0046726 6.36469e-05 0.00877985 0.0014602 0.0021565 0.00397281 0.00365583 0.00561109 7.51109e-05 0.000630391 0.00595798 0.00130672 0.0020697 0.00287594 0.00124763 0.00160152 0.00169615 0.00152532 0.00104347 0.00331348 0.00220042 0.00271699 0.00182213 0.00578241 0.00340669 0.00528138 0.0160938 0.00344022 
15.0095 -0.0167341 0.00012139 -0.00650675 -0.0304276 0.00233505 0.00785472 0.000506927 0.000529716 0.00055179 0.000577771 0.000684483 0.00114406 0.000584457 0.00373337 0.00152099 0.00505003 -0.000529044 0.00297963 0.00364466 0.00245714 0.00318981 -0.00264378 0.00392867 0.00481781 0.000807596 0.000912678 0.00208251 0.00127255 0.00116639 0.000985507 0.00122234 0.000284521 0.00283874 0.00114141 0.00112226 0.00119 0.00420816 0.00259656 0.00328949 0.00344022 0.0123609 
*end
