process[Recruitment].b0 catchability[summerTANq].q catchability[autumnTANq].q selectivity[M_all].x0 selectivity[M_all].y0 selectivity[M_all].y1 selectivity[M_all].y2 selectivity[summerTANSel_m].a50 selectivity[summerTANSel_m].ato95 selectivity[summerTANSel_m].alpha selectivity[summerTANSel_f].a50 selectivity[summerTANSel_f].ato95 selectivity[autumnTANSel_m].a50 selectivity[autumnTANSel_m].ato95 selectivity[autumnTANSel_m].alpha selectivity[autumnTANSel_f].a50 selectivity[autumnTANSel_f].ato95 selectivity[trwlFSel_m].mu selectivity[trwlFSel_m].sigma_l selectivity[trwlFSel_m].sigma_r selectivity[trwlFSel_m].alpha selectivity[trwlFSel_f].mu selectivity[trwlFSel_f].sigma_l selectivity[trwlFSel_f].sigma_r selectivity[lineHomeFSel_m].a50 selectivity[lineHomeFSel_m].ato95 selectivity[lineHomeFSel_m].alpha selectivity[lineHomeFSel_f].a50 selectivity[lineHomeFSel_f].ato95 selectivity[lineSpawnFSel_m].a50 selectivity[lineSpawnFSel_m].ato95 selectivity[lineSpawnFSel_m].alpha selectivity[lineSpawnFSel_f].a50 selectivity[lineSpawnFSel_f].ato95 process[Recruitment].recruitment_multipliers{1976} process[Recruitment].recruitment_multipliers{1977} process[Recruitment].recruitment_multipliers{1978} process[Recruitment].recruitment_multipliers{1979} process[Recruitment].recruitment_multipliers{1980} process[Recruitment].recruitment_multipliers{1981} process[Recruitment].recruitment_multipliers{1982} process[Recruitment].recruitment_multipliers{1983} process[Recruitment].recruitment_multipliers{1984} process[Recruitment].recruitment_multipliers{1985} process[Recruitment].recruitment_multipliers{1986} process[Recruitment].recruitment_multipliers{1987} process[Recruitment].recruitment_multipliers{1988} process[Recruitment].recruitment_multipliers{1989} process[Recruitment].recruitment_multipliers{1990} process[Recruitment].recruitment_multipliers{1991} process[Recruitment].recruitment_multipliers{1992} process[Recruitment].recruitment_multipliers{1993} process[Recruitment].recruitment_multipliers{1994} process[Recruitment].recruitment_multipliers{1995} process[Recruitment].recruitment_multipliers{1996} process[Recruitment].recruitment_multipliers{1997} process[Recruitment].recruitment_multipliers{1998} process[Recruitment].recruitment_multipliers{1999} process[Recruitment].recruitment_multipliers{2000} process[Recruitment].recruitment_multipliers{2001} process[Recruitment].recruitment_multipliers{2002} process[Recruitment].recruitment_multipliers{2003} process[Recruitment].recruitment_multipliers{2004} process[Recruitment].recruitment_multipliers{2005} process[Recruitment].recruitment_multipliers{2006} process[Recruitment].recruitment_multipliers{2007} process[Recruitment].recruitment_multipliers{2008} process[Recruitment].recruitment_multipliers{2009} process[Recruitment].recruitment_multipliers{2010} process[Recruitment].recruitment_multipliers{2011} process[Recruitment].recruitment_multipliers{2012} process[Recruitment].recruitment_multipliers{2013} process[Recruitment].recruitment_multipliers{2014} process[Recruitment].recruitment_multipliers{2015} process[Recruitment].recruitment_multipliers{2016} process[Recruitment].recruitment_multipliers{2017} process[Recruitment].recruitment_multipliers{2018} 
310577 0.0910559 0.125941 12.9844 0.127969 0.447264 0.353734 4.87645 1.77029 0.601837 5.60807 2.2142 5.63972 2.29781 0.933195 6.05848 2.73846 8.40239 1.94735 200 1.02085 8.73949 2.08849 40.5947 8.60835 4.59169 0.26993 9.53352 3.69064 14.0467 10.0261 1.17449 9.71478 2.8967 0.466425 0.450203 0.564536 0.566878 0.490807 0.56717 0.578546 0.710941 0.636192 0.808019 0.469285 0.707058 0.410425 0.514559 0.342115 0.347279 0.438257 0.475005 0.451332 0.494793 0.470699 0.80486 0.792084 0.831087 0.712485 0.554267 0.476828 0.461396 0.554418 0.542062 0.482628 0.549935 0.615783 0.774625 0.630525 0.77345 0.639284 0.699353 0.648711 0.50623 0.587382 0.589121 0.574499 
covariance_matrix:
-352.565 6.94164e-05 0.000273492 0.169295 0.00141706 -0.0244256 0.000564042 -0.0260701 0.00834647 0.000272891 -0.0181296 0.0199797 -0.00760341 0.0306265 -0.000734836 0.000364539 0.0424678 0.0777164 0.0535849 -4.6093e-05 0.0063976 0.0159529 0.017916 1.37959 0.197695 0.319174 0.00641536 0.0238405 0.0316758 0.049713 0.0349605 0.00616985 0.0213876 0.029678 0.00130764 0.00306269 0.00200948 0.000589374 0.00150109 0.00139877 0.000380405 0.00191854 0.000102444 -0.000199047 -0.000512974 0.000255625 -1.96037e-05 0.00119119 0.000520737 0.000494264 0.000829731 0.00148725 0.00167845 0.000894798 6.52041e-05 0.00106145 0.00127104 0.00141665 0.00130127 0.00122347 0.00120589 0.000719668 0.00155836 0.00177418 0.00159341 0.00127311 0.000771841 0.00178657 0.00133813 0.00109249 0.00246192 0.00316387 0.00281613 0.00181684 -0.00136694 0.00171684 0.00212495 
19.7447 -1.94487e-05 -5.16483e-05 -0.00300159 -1.25042e-05 0.000366252 -1.77268e-05 0.000407795 -0.000101172 1.55956e-06 0.000222477 -0.00036697 -0.000861631 -0.0014872 -0.000210876 0.000377648 -6.26763e-05 0.000109261 -4.6093e-05 0.00212799 0.000210906 -0.00104592 -0.00059976 0.231448 -0.00415265 -0.00699023 -0.000158544 0.000240997 0.000518462 0.000923485 0.00223072 0.000310051 -0.0012727 -0.00189004 0.000176199 3.92185e-05 -0.000153794 0.000439477 5.22622e-05 -0.000234908 0.000539172 -0.000307115 0.000336803 6.22981e-05 9.66745e-05 0.000117571 5.01267e-05 3.50085e-05 1.41772e-05 2.5001e-05 2.34213e-05 2.24429e-05 -2.2568e-05 -1.75406e-06 -6.35263e-06 3.14418e-07 -2.88521e-06 -2.66476e-06 -1.36457e-06 -5.32978e-06 -2.92955e-06 -2.91386e-06 -5.64382e-06 -4.36842e-06 -6.01663e-06 -5.42803e-06 1.69663e-05 -3.46085e-06 -7.58742e-06 -4.90176e-06 -1.56598e-05 -5.00892e-05 -3.65489e-05 -4.54977e-05 -5.12631e-05 -7.69148e-05 -0.000301516 
-846.331 0.000234573 0.000341734 0.00678239 0.000285076 -0.00348983 -0.000457928 -0.00401431 0.00131651 0.000342179 -0.00354409 0.00253284 -8.85599e-05 0.00552658 0.00042811 0.00072153 0.00905673 0.0124898 0.0063976 0.000210906 0.00984404 -0.0141095 -0.00336357 3.1456 0.063228 0.0991889 0.00248676 0.00176738 0.00327588 0.0218242 0.0109161 0.00537431 0.00290583 0.00638155 0.000264361 -2.50083e-05 0.000950714 -0.00098704 0.000128084 -0.000117758 -0.000443865 0.000508865 -0.000857753 -0.000243451 -5.0086e-05 -0.000105928 -7.2214e-05 0.000113218 8.64387e-05 -4.24793e-05 0.000126612 -0.000136799 0.000348238 -0.000106112 -9.41032e-05 -0.000129444 -9.52951e-05 -0.000171881 -0.000125131 -0.000232606 1.10397e-05 -0.000144659 -3.05951e-05 0.000103325 2.52786e-05 -6.60128e-05 -0.000151214 -8.69964e-05 -0.000141596 -0.00019826 -0.000181083 -1.99765e-05 -4.4972e-05 -0.000463905 -0.000611548 -0.00148531 0.00242229 
3196.63 -0.00115759 -0.00145876 0.165752 0.000483175 -0.00730956 0.00242454 0.000220287 0.00618557 -9.41364e-05 0.00301485 0.0111858 0.00389176 0.00997499 0.00141176 0.00385128 0.0100841 0.0308226 0.0159529 -0.00104592 -0.0141095 0.167895 0.0831753 -8.60292 0.0331144 0.0252111 0.00120686 0.0116824 0.00856753 -0.106518 -0.135334 -0.0163381 0.00768123 -0.00164282 0.00197109 0.00535974 0.000282485 0.00384701 0.00261887 0.00478246 0.000184873 0.0092017 -0.000978529 0.00364425 1.38466e-05 0.0010796 0.000349599 0.0011606 0.000407365 0.000534981 0.00070683 0.00177971 5.16572e-05 0.000649073 0.000434107 0.00159731 0.00206367 0.00176977 0.00111131 0.00169206 0.000532754 0.000619215 0.00127066 0.00138986 0.00163201 0.00215795 0.000258028 0.00271264 0.00202171 0.00213608 0.00438526 0.0037763 0.00646301 0.00112965 -0.00309382 -0.0074354 -0.00349572 
838.035 -0.000428613 -0.000466602 0.181463 0.00131698 -0.0257472 0.00124795 -0.0297255 0.00602867 0.000870274 -0.0239278 0.0181074 -0.0179057 0.0212847 0.00119546 -0.0143897 0.032272 0.016486 0.017916 -0.00059976 -0.00336357 0.0831753 0.0591338 -2.32142 0.175484 0.290732 0.00583781 0.0217832 0.032794 0.0121433 0.00333882 -0.000456413 0.0143178 0.017702 0.00145478 0.00302351 0.000877316 0.00142142 0.00145048 0.0030758 -0.00104929 0.00548674 -0.00193134 0.000700912 -0.000584412 -9.43215e-05 -4.01107e-05 0.000920715 0.000391801 0.000120332 0.000463676 0.00136183 0.000628376 0.000115314 0.000464037 0.000451838 0.00187578 0.000846047 0.00077762 0.00104233 0.000582634 0.000660316 0.00123034 0.00146366 0.00126005 0.00133488 3.07814e-05 0.00165745 0.00113083 0.000443907 0.002095 0.00185104 0.00266668 0.000133542 -0.00342967 -0.0032199 -0.000387514 
-811823 0.30063 0.358874 -2.6226 0.26165 -2.16118 -0.626244 -2.51848 0.55556 -0.0930879 -1.28631 2.18653 -0.55769 3.55636 -0.111681 0.0578294 4.31733 1.20917 1.37959 0.231448 3.1456 -8.60292 -2.32142 5311.91 34.9701 54.6829 0.999757 4.7262 4.62854 14.7027 9.16257 1.41417 3.89509 4.30236 -0.491577 -0.540791 1.09618 -1.55717 -0.00194898 0.747474 -2.37869 1.28137 -1.68901 -0.212799 -0.491613 -0.465769 -0.282093 -0.289742 -0.190334 -0.237322 -0.342919 -0.377027 -0.345195 -0.488505 -0.441394 -0.894801 -0.680786 -0.791431 -0.60694 -0.500565 -0.354825 -0.361334 -0.353019 -0.286467 -0.259159 -0.350437 -0.373416 -0.489671 -0.351301 -0.458685 -0.390806 -0.370426 -0.337387 -0.147052 -0.127896 0.19931 2.92241 
-2618.33 -0.00134474 0.00179742 1.7566 0.0281215 -0.367664 -0.0130324 -0.430953 0.0776011 0.0118368 -0.336499 0.250742 -0.218968 0.357714 -0.00514915 -0.105341 0.587349 0.14682 0.197695 -0.00415265 0.063228 0.0331144 0.175484 34.9701 8.02409 12.2843 0.274141 0.466819 0.605229 1.36068 0.871911 0.168162 0.302525 0.37011 0.0221745 0.00379306 0.0338564 0.0071614 0.0134939 0.0182864 -0.0130648 0.00306338 -0.026531 -0.0281317 -0.0227908 -0.023993 -0.0128921 -0.00223606 -0.0017259 -0.00395902 -2.4159e-05 0.0117369 0.0170485 0.000182312 0.00208176 -0.0223898 0.0107939 -0.009373 0.0014524 -0.00506263 0.00614489 0.000152699 0.0155094 0.0176963 0.0122818 0.00344397 -0.000988503 -0.011167 -0.00909834 -0.0153216 -0.00670287 0.00997157 -0.00248768 0.0141575 -0.0168856 0.00657298 -0.00932366 
-9654.21 -0.000594631 0.00514759 2.92643 0.044078 -0.625559 -0.0188264 -0.759504 0.116318 0.0219925 -0.609135 0.406621 -0.397236 0.605889 -0.00571653 -0.22073 0.980033 0.194561 0.319174 -0.00699023 0.0991889 0.0252111 0.290732 54.6829 12.2843 19.6166 0.410304 0.750908 1.03183 2.28446 1.65736 0.273875 0.475462 0.607682 0.0275207 0.00299243 0.0458958 0.00634674 0.0197692 0.0214918 -0.0165939 -0.00415729 -0.0427649 -0.0488829 -0.0351333 -0.0361106 -0.0186188 -0.000485403 -0.000126338 -0.00511329 0.000504356 0.0200298 0.0269624 -0.00193298 0.00342444 -0.0396762 0.0199884 -0.0162357 0.00245785 -0.00778633 0.00994095 0.00110302 0.0248202 0.0277259 0.0179736 0.00371466 -0.00360006 -0.0173258 -0.0143554 -0.0251619 -0.0103977 0.0152594 0.00064513 0.0199577 -0.0300429 0.0108713 -0.0295963 
383.848 -0.000218195 -0.000194531 0.0555075 0.000901591 -0.0116784 -0.000165766 -0.0140069 0.00229911 0.000532741 -0.0114871 0.00746879 -0.00904443 0.00923729 -0.000364895 -0.0045853 0.0181884 0.00495119 0.00641536 -0.000158544 0.00248676 0.00120686 0.00583781 0.999757 0.274141 0.410304 0.0114812 0.00386199 0.0106582 0.0453374 0.0281023 0.00650387 0.00802697 0.0102145 0.000767126 0.00071588 0.000550248 0.00014328 0.000770731 0.000346182 -0.000317281 0.000233509 -0.00104427 -0.000835881 -0.000778229 -0.000852102 -0.000436666 -0.00017212 -0.00015461 -0.000253192 -8.67465e-05 0.000256147 0.00040794 -7.51223e-05 1.71127e-05 -0.000799339 0.000270464 -0.000347638 -3.55771e-05 -0.000151627 0.00013778 -6.46056e-05 0.000407178 0.00047419 0.000325628 5.96668e-05 -0.000165265 -0.000457176 -0.000354786 -0.000620957 -0.000201064 0.000381652 -0.000276956 0.000373711 -0.000893326 -0.000597699 -0.000583605 
-6701.58 0.00235012 0.00333396 0.180935 0.00306986 -0.0416042 -0.00424386 -0.047737 0.0115606 -2.3398e-05 -0.0327185 0.0310395 -0.0128779 0.0519051 0.00217357 -0.00920758 0.0584783 0.0185649 0.0238405 0.000240997 0.00176738 0.0116824 0.0217832 4.7262 0.466819 0.750908 0.00386199 0.264845 0.247332 0.16774 0.105399 0.0159069 0.0483693 0.057624 8.12015e-05 -0.00201913 0.0082786 0.00112451 0.000340237 0.00726145 -0.00665266 0.00208527 -0.00335209 -0.00161837 -0.00325206 -0.00121617 -0.00059258 0.00104108 0.00106 0.000694522 0.00236046 0.00222464 0.00374354 0.000724963 0.00174116 -0.000143789 0.0032494 0.000745707 0.00207118 0.000364515 0.00254946 0.00129833 0.00365018 0.00393989 0.00298065 0.00181383 0.00206649 0.000749554 0.000848464 0.00147409 0.00204584 0.00431889 0.00465743 0.00666388 0.00371995 0.0101267 0.0136836 
-6804.28 0.0022985 0.00311388 0.228174 0.00379857 -0.0633002 -0.00400304 -0.0828419 0.0119211 0.00180532 -0.0670162 0.0377398 -0.0400768 0.0652284 0.0053377 -0.0395743 0.0772018 0.0120411 0.0316758 0.000518462 0.00327588 0.00856753 0.032794 4.62854 0.605229 1.03183 0.0106582 0.247332 0.35646 0.26978 0.241167 0.0288563 0.0510621 0.0744267 -0.00165566 0.000564897 0.00545739 -0.00124135 0.000183332 0.00560314 -0.00825391 0.0032163 -0.00632874 -0.00350649 -0.00283019 -0.00162615 -0.000397924 0.00201936 0.00185132 0.00113428 0.00319017 0.0026489 0.00508656 -0.000318482 0.00220971 -0.00166843 0.00479162 -0.000276443 0.00242783 0.000430135 0.00307504 0.00203715 0.00433982 0.00486381 0.00296309 0.00163688 0.00120113 0.00118151 0.000811411 0.0018125 0.00281165 0.00666797 0.00250081 0.00691643 0.00231001 0.0108989 0.0177208 
-6318.84 0.00147855 0.00484566 0.0476452 0.00693504 -0.119028 0.013307 -0.186394 0.000864417 0.00804782 -0.178025 0.0210148 -0.092951 0.176229 -0.0110149 0.00180283 0.22586 -0.0166126 0.049713 0.000923485 0.0218242 -0.106518 0.0121433 14.7027 1.36068 2.28446 0.0453374 0.16774 0.26978 7.16463 6.96997 0.946872 0.035321 0.12799 0.0100153 0.0151454 0.00905043 -0.0114428 -0.00371881 -0.0259223 -0.0142645 -0.0351447 -0.016557 -0.0273661 -0.0135116 -0.0113856 -0.00443804 0.000506218 -4.19771e-05 -0.00264811 0.00265696 0.00881359 0.00803206 0.00632958 0.003112 -0.00290922 0.0053804 -0.00818906 -0.002322 -0.00569711 0.000764922 -0.00280714 0.00185219 0.00514827 0.00472868 0.00159558 0.00530378 0.00249271 0.00576771 0.0090161 0.0115644 0.0144549 -0.00392934 0.0176696 0.00622497 0.0229798 -0.0151952 
-12887.3 0.00404459 0.00667994 -0.100904 0.00268528 -0.111295 0.0170067 -0.209038 -0.0251819 0.0105717 -0.215677 -0.0113235 -0.124774 0.153032 0.0015461 -0.0820422 0.159777 -0.0666969 0.0349605 0.00223072 0.0109161 -0.135334 0.00333882 9.16257 0.871911 1.65736 0.0281023 0.105399 0.241167 6.96997 7.94936 0.864581 -0.0444878 0.0668229 -0.00944003 0.0229611 -0.00844844 -0.0178876 -0.0035791 -0.0317 -0.0147575 -0.0330459 -0.0151582 -0.0221898 -0.00909762 -0.00287571 5.01861e-05 0.00553198 0.00254038 -0.00100616 0.00464894 0.0116333 0.00448293 0.00576842 0.00025655 -0.00779868 0.000895776 -0.0138744 -0.00893674 -0.00818129 -0.00258773 -0.00370289 0.00032534 0.00397903 0.00434257 0.00295284 0.00551895 0.00872362 0.00975192 0.0116952 0.0127601 0.0146288 -0.00500845 0.0179478 0.00891916 0.0280442 -0.0199639 
1264.9 -0.000558036 -0.000350425 -0.0125336 0.000892116 -0.0127525 0.00226912 -0.0211561 -0.000471057 0.00121578 -0.0216182 -0.000265673 -0.0106924 0.0217534 -0.000802643 0.000603956 0.0257048 0.000118437 0.00616985 0.000310051 0.00537431 -0.0163381 -0.000456413 1.41417 0.168162 0.273875 0.00650387 0.0159069 0.0288563 0.946872 0.864581 0.149708 -0.0258332 -0.011074 0.00252393 0.00345994 -0.000189444 -0.00146813 -1.85035e-05 -0.00393859 -0.00205494 -0.0050131 -0.00262023 -0.00396048 -0.00178894 -0.00196064 -0.00076098 -0.000147289 -0.000236149 -0.0004699 0.000430158 0.000432754 0.00169824 0.000247617 0.000242519 -0.000542258 0.000182615 -0.00130363 -0.00050253 -0.00106299 4.41362e-05 -0.000501145 -1.08315e-05 0.000680637 0.000529566 0.000151137 0.000957126 0.000227255 0.00049445 0.00114334 0.00168004 0.00170844 -0.000197438 0.00157549 0.000629225 0.00201034 -0.00221219 
-4719.09 0.00154598 0.00203631 0.142565 0.00230926 -0.0283048 -0.00288845 -0.0299535 0.0100594 -4.12531e-05 -0.0190948 0.0245298 -0.0041291 0.0357913 0.000603178 0.00614119 0.0557913 0.0234451 0.0213876 -0.0012727 0.00290583 0.00768123 0.0143178 3.89509 0.302525 0.475462 0.00802697 0.0483693 0.0510621 0.035321 -0.0444878 -0.0258332 0.155474 0.164852 0.000461569 -0.00154225 0.00437165 -0.000635336 0.000488711 0.0020581 -0.00290138 -0.000472149 -0.00226326 -0.00255369 -0.00251831 -0.00199059 -0.00153208 -0.00093823 -0.000498287 -0.000836792 -0.0011323 7.83137e-05 0.000524409 0.000442007 -0.000426582 -5.41559e-05 0.000346476 0.000175987 -9.95688e-06 -0.000192194 0.000166342 -0.000496198 -4.53571e-05 -8.9728e-05 -0.000387537 -0.00133093 -0.00150179 -0.00233157 -0.00150762 -0.00227839 -0.00131988 6.17934e-05 -0.00195586 0.000784726 -0.00229876 0.000325673 -0.00170623 
-4942.69 0.00153155 0.00195074 0.125904 0.00282496 -0.0394703 -0.00422544 -0.0507889 0.00779812 0.00145488 -0.0425193 0.0238017 -0.0140443 0.0475648 0.00331385 -5.44077e-06 0.0835888 0.0255536 0.029678 -0.00189004 0.00638155 -0.00164282 0.017702 4.30236 0.37011 0.607682 0.0102145 0.057624 0.0744267 0.12799 0.0668229 -0.011074 0.164852 0.301567 0.000856401 0.00135516 0.00318378 -0.00281893 0.000118804 -0.000456319 -0.00663161 -0.000289539 -0.00598433 -0.00509722 -0.00298634 -0.00234937 -0.0014046 -0.0010304 -0.000308537 -0.00117698 -0.00101431 0.000300176 0.00130156 0.000329007 -0.00149566 -0.00243729 -0.0010549 -0.00245298 -0.00222241 -0.00115831 -0.00135598 -0.00131737 -0.00106383 -0.000579502 -0.00084449 -0.001669 -0.00208582 -0.00163377 -0.00162291 -0.00234903 -0.0022281 -0.000535775 -0.00408199 0.000676798 -0.00526497 -0.00371717 -0.00349932 
3706.26 -0.00125127 -0.00191834 -0.00485576 0.000653612 -0.000883603 0.000641854 -0.00171181 -0.0015346 8.98318e-05 -0.0023509 -0.000290889 0.00325233 0.00681419 0.000314047 0.00115928 0.00608555 0.00192701 0.00130764 0.000176199 0.000264361 0.00197109 0.00145478 -0.491577 0.0221745 0.0275207 0.000767126 8.12015e-05 -0.00165566 0.0100153 -0.00944003 0.00252393 0.000461569 0.000856401 0.0537618 -0.00640677 0.00541562 0.00132936 -0.00127457 0.00540829 0.00251276 0.00205552 0.00378454 0.00172022 0.00153107 0.00221566 0.00136045 0.00126077 0.000921401 0.000549973 0.00100013 0.00117457 0.00131287 0.00129037 0.00129834 0.00210361 0.0023681 0.00213148 0.00198936 0.00154363 0.000872081 0.00121442 0.00127376 0.00115138 0.00108811 0.000945309 0.000863182 0.0010166 0.000786124 0.000425177 0.000666193 0.000739295 9.72056e-05 -0.0012291 -0.00120231 0.00195464 0.000209902 
1911.95 -0.00064497 -0.000899101 -0.00702323 0.000473442 -0.00064625 -0.000519126 -0.000988373 0.00132961 -0.00010136 -0.000745906 7.12345e-05 -0.00253876 -0.00264119 0.000106164 0.00113354 0.00275881 0.0052173 0.00306269 3.92185e-05 -2.50083e-05 0.00535974 0.00302351 -0.540791 0.00379306 0.00299243 0.00071588 -0.00201913 0.000564897 0.0151454 0.0229611 0.00345994 -0.00154225 0.00135516 -0.00640677 0.0447158 -0.00719262 -0.00289704 5.08579e-05 -0.00278372 0.00295593 -4.53602e-05 -0.00122365 0.000463275 0.000152948 2.50619e-05 -0.000223064 0.000217813 -6.31454e-05 -0.000196836 -2.30671e-05 2.80818e-05 -0.000263582 -9.9271e-05 -0.000171303 -9.87727e-05 -0.000219814 6.75107e-05 -0.000324726 -0.00012047 -0.000187868 -0.000270113 -0.000309099 -0.000205902 -0.000403994 8.75849e-06 -0.00109779 -1.76974e-05 -0.000843888 -0.000278584 -0.00112964 -0.000992703 -0.000356355 -0.000255534 -0.000264425 -0.00240517 -0.00131423 
304.746 -0.000107971 -0.000374368 -0.0114357 0.000707232 -0.00175755 -0.000964596 -0.00153666 0.000747071 1.32756e-05 -0.00169166 0.00111262 0.00153789 0.00679759 -0.000690782 0.00132246 0.00573211 0.00273635 0.00200948 -0.000153794 0.000950714 0.000282485 0.000877316 1.09618 0.0338564 0.0458958 0.000550248 0.0082786 0.00545739 0.00905043 -0.00844844 -0.000189444 0.00437165 0.00318378 0.00541562 -0.00719262 0.0543407 -0.00508594 -0.00338534 0.00770245 -0.000775131 0.010305 0.000972642 0.0063306 0.0027276 0.00403043 0.00248272 0.00314075 0.00183887 0.00180858 0.00224337 0.00277573 0.00227444 0.00246339 0.00246881 0.00407024 0.00383651 0.00416595 0.00348835 0.00243583 0.00222477 0.00162937 0.00225137 0.00222463 0.00185289 0.00186944 0.00207496 0.00211942 0.00160723 0.00231626 0.00153372 0.00132075 0.00110239 0.00026134 0.000400599 0.0018484 0.00114792 
2321.4 -0.000807013 -0.00125728 -0.000944856 0.000591535 -0.000401554 -0.000368608 0.000390131 0.000700945 -0.000124377 0.000658888 0.000936726 0.00150459 0.00123327 0.00034366 0.00253378 0.00416078 0.00145706 0.000589374 0.000439477 -0.00098704 0.00384701 0.00142142 -1.55717 0.0071614 0.00634674 0.00014328 0.00112451 -0.00124135 -0.0114428 -0.0178876 -0.00146813 -0.000635336 -0.00281893 0.00132936 -0.00289704 -0.00508594 0.0468306 -0.0049141 -0.00378761 0.00597725 0.00159321 0.0054461 0.00232959 0.00249234 0.00258112 0.00166926 0.00204474 0.00110785 0.00124938 0.00151202 0.00174965 0.00149658 0.00169755 0.00159304 0.00274434 0.00242986 0.00285205 0.00230892 0.00162029 0.00155585 0.00108949 0.00146852 0.00141717 0.00118093 0.00113608 0.0015406 0.00101539 0.00107635 0.00126549 0.000906036 0.00084 0.000541736 0.000603618 0.000987059 0.00159829 0.0019347 
384.047 -0.000184789 -0.000373849 -0.00188092 0.0003188 -0.000533824 -0.000343383 -0.000664882 0.000123189 -0.000107398 0.000139699 0.0013419 0.000871624 0.0021783 -0.000134948 -0.00111344 -0.000335662 0.00280909 0.00150109 5.22622e-05 0.000128084 0.00261887 0.00145048 -0.00194898 0.0134939 0.0197692 0.000770731 0.000340237 0.000183332 -0.00371881 -0.0035791 -1.85035e-05 0.000488711 0.000118804 -0.00127457 5.08579e-05 -0.00338534 -0.0049141 0.0380865 -0.00819415 -0.000720871 0.00213995 0.00434328 0.00175861 0.0012782 0.00238699 0.00120449 0.00148066 0.000877675 0.000896817 0.00125399 0.00132547 0.0010425 0.00118661 0.00109531 0.00166321 0.00163861 0.00179007 0.00128829 0.00107854 0.00090458 0.000681999 0.000942282 0.000876432 0.000706674 0.000697916 0.000741803 0.000653309 0.000584528 0.000412071 0.00041992 0.000635426 0.000392427 0.000644546 0.000555563 -0.000846622 0.00274044 
-39.666 -4.91325e-05 -0.000237394 0.0267118 0.000424001 -0.00284377 -0.000211356 -0.00297143 0.00059004 -0.000139989 -0.000860294 0.00349173 -0.00176108 0.00250896 -0.000511224 0.000647581 0.0053043 0.00150236 0.00139877 -0.000234908 -0.000117758 0.00478246 0.0030758 0.747474 0.0182864 0.0214918 0.000346182 0.00726145 0.00560314 -0.0259223 -0.0317 -0.00393859 0.0020581 -0.000456319 0.00540829 -0.00278372 0.00770245 -0.00378761 -0.00819415 0.0481673 -0.0176268 0.00804344 0.00108206 0.00790656 -3.6884e-05 0.00491498 0.00194582 0.00255543 0.00157241 0.00163031 0.00220405 0.00234907 0.00234973 0.00213624 0.00219864 0.00332562 0.00342635 0.00339087 0.00288025 0.00204985 0.00188287 0.00172832 0.00213752 0.00198928 0.00178514 0.0015971 0.00207665 0.00184825 0.00163115 0.00122146 0.00163815 0.00198231 0.00150033 0.00121257 0.00109026 0.00269338 -0.00391339 
385.408 -0.000135434 -0.00038125 0.0020129 7.37374e-05 0.00134165 0.000299541 0.00199815 -0.000337593 -0.000223923 0.00284577 0.000383805 0.00480064 0.00418742 0.000331258 0.00199204 0.000663707 0.00205281 0.000380405 0.000539172 -0.000443865 0.000184873 -0.00104929 -2.37869 -0.0130648 -0.0165939 -0.000317281 -0.00665266 -0.00825391 -0.0142645 -0.0147575 -0.00205494 -0.00290138 -0.00663161 0.00251276 0.00295593 -0.000775131 0.00597725 -0.000720871 -0.0176268 0.0530635 -0.0228066 0.00760772 0.00357369 0.00144715 0.00301494 0.00137208 0.00195725 0.00127127 0.00123256 0.0012877 0.00183528 0.00128763 0.00165003 0.00139699 0.00249944 0.00209876 0.00233902 0.00179658 0.00132611 0.00106557 0.0010061 0.00116042 0.00103549 0.00080205 0.00095901 0.000754825 0.00129463 0.000571729 0.000592939 0.000422317 0.000361724 0.000398687 -0.000734952 -2.35063e-05 -0.000572777 0.00801366 
-634.853 0.000112288 -1.92675e-05 0.0276631 0.000267205 -0.00159563 -0.000193 -0.000206917 0.00214894 8.27262e-05 0.000111806 0.00192603 -0.000433012 0.00198709 -0.000672792 0.00254979 0.00539651 0.00318973 0.00191854 -0.000307115 0.000508865 0.0092017 0.00548674 1.28137 0.00306338 -0.00415729 0.000233509 0.00208527 0.0032163 -0.0351447 -0.0330459 -0.0050131 -0.000472149 -0.000289539 0.00205552 -4.53602e-05 0.010305 0.00159321 0.00213995 0.00804344 -0.0228066 0.0567726 -0.01887 0.00847395 0.00432305 0.00362139 0.00272164 0.00322236 0.00207206 0.00205853 0.0025516 0.00280697 0.00265472 0.00246713 0.00264983 0.00443538 0.00418511 0.00427733 0.00375018 0.00288302 0.00241951 0.00187823 0.00235409 0.00255077 0.00204757 0.00224095 0.00232722 0.00295634 0.00222905 0.00274064 0.0017661 0.00182786 0.00159586 -0.000210217 0.000270408 -0.000108994 -0.00480839 
