*mcmc_sample[mcmc]
process[Recruitment].b0 selectivity[chatTANSel].mu selectivity[chatTANSel].sigma_l selectivity[chatTANSel].sigma_r selectivity[eastFSel].mu selectivity[eastFSel].sigma_l selectivity[eastFSel].sigma_r selectivity[westFSel].mu selectivity[westFSel].sigma_l selectivity[westFSel].sigma_r process[Recruitment].ycs_values{1975} process[Recruitment].ycs_values{1976} process[Recruitment].ycs_values{1977} process[Recruitment].ycs_values{1978} process[Recruitment].ycs_values{1979} process[Recruitment].ycs_values{1980} process[Recruitment].ycs_values{1981} process[Recruitment].ycs_values{1982} process[Recruitment].ycs_values{1983} process[Recruitment].ycs_values{1984} process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011}
54959.8 7.97993 4.35054 13.8606 11.4507 3.73571 5.87857 7.19212 4.27808 8.87594 1.105 1.26519 1.2744 1.36951 1.52767 1.54317 1.34633 1.43094 1.57947 0.406208 0.602608 0.636733 0.641303 0.484899 0.565944 0.935926 1.20944 0.972439 0.889256 0.650153 0.633117 0.468946 0.405676 0.300663 0.474351 0.504892 0.27041 1.32301 0.905554 0.707245 0.277717 0.418265 0.235707 0.118462 0.901555 2.99999 2.99996
39469.5 9.46634 4.72585 25.6073 11.9932 4.25327 9.73632 8.3316 4.88896 9.95449 1.02229 1.10362 1.18647 1.06679 1.11164 1.2051 1.20189 1.28811 1.08938 0.526392 0.884007 0.799096 0.609261 0.536065 1.02144 0.470277 1.57791 1.21021 0.776472 1.10167 0.72477 0.580171 0.473968 0.311204 0.538942 0.254744 0.389346 1.3352 0.758641 0.831171 0.323793 0.30426 0.696075 0.283761 0.700347 2.99999 2.99994
47686.4 10.5161 6.02404 12.1715 10.107 2.96753 10.1805 6.63703 2.65776 8.54469 1.07882 1.09369 1.18858 1.25019 1.24779 1.14651 1.20057 1.20552 1.21313 0.653903 0.48674 0.597397 0.21666 0.862613 0.278488 0.79518 1.07611 0.898715 0.83826 0.724305 0.45674 0.371964 0.386621 0.31034 0.392354 0.388659 0.387778 1.10935 0.497658 0.455326 0.32916 0.311708 0.294314 0.138109 0.288572 2.99999 2.99995
36500.5 12.0536 6.23197 34.8854 12.72 4.11347 7.74527 10.2537 7.71753 6.09576 1.01552 0.932828 1.05049 1.0761 1.32079 1.31643 1.33369 1.19492 1.19243 0.245668 1.07053 0.657071 0.81168 0.607886 0.553109 0.989205 1.34663 1.30539 0.811073 0.742257 0.659801 0.554306 0.350285 0.351307 0.373087 0.330536 0.534103 1.12474 1.19283 0.721385 0.261587 0.633067 0.152584 0.389329 0.31809 2.99999 2.99995
43917.2 8.92888 4.92742 33.9922 11.9293 4.18713 9.10037 8.47809 5.4905 9.27765 1.09152 1.10619 1.14888 1.23792 1.17516 1.27209 1.23077 1.05811 1.0857 0.736622 0.629807 0.550799 0.49516 0.600175 0.551697 0.920643 1.34302 1.00175 0.672183 0.737738 0.497526 0.559986 0.30723 0.180404 0.522665 0.193343 0.45966 1.2107 0.477836 0.801129 0.356988 0.393174 0.316568 0.504698 1.05492 2.99999 2.99995
41028.9 10.7014 6.04018 19.7505 13.9002 5.31176 6.85196 5.1445 1.70699 11.7649 1.15994 1.28298 1.28341 1.18261 1.18457 1.16059 1.30587 1.25577 1.35634 0.603233 0.672513 0.757083 0.744129 0.598764 0.824606 1.03572 1.74278 1.49517 0.940744 0.765501 1.01088 0.408425 0.776876 0.254501 0.372211 0.43108 0.702273 1.10015 0.553892 0.424012 0.289272 0.460843 0.871994 0.80102 0.59939 2.99999 2.99997
60387.8 9.96279 5.51693 13.4036 11.7724 3.96764 6.84618 5.91005 2.43929 9.53709 1.035 1.14257 1.33788 1.37647 1.3546 1.34111 1.13834 1.17057 1.01759 0.678044 0.362236 0.32653 1.02137 0.568406 0.488794 0.709394 1.86843 0.867939 0.892074 0.925457 0.765259 0.498073 0.488606 0.167022 0.844872 0.182777 0.692235 1.2145 1.32961 0.546294 0.15432 0.772707 0.635116 0.228601 0.444216 2.99999 2.99997
41967 9.19324 5.64373 15.8427 12.3787 5.13258 5.82429 6.65669 4.16865 11.9034 1.07609 1.0661 1.07404 1.04215 1.17446 1.18671 1.19616 1.31023 1.369 0.631571 0.860459 0.871351 0.377494 0.698407 0.538297 0.93446 1.42259 0.929674 1.03483 0.815432 0.569601 0.546414 0.170467 0.362944 0.633606 0.16519 0.541672 1.4713 0.45045 0.778613 0.361932 0.129486 0.449915 0.294397 0.289497 3 2.99996
47247.7 10.4802 6.13269 13.2234 12.7701 4.46413 6.98748 7.8942 4.05348 7.77937 0.987005 0.974551 0.991226 1.14038 1.27936 1.29868 1.34798 1.29501 1.22807 0.424101 1.50286 0.319653 0.79358 0.511631 0.565636 1.24494 1.24177 0.995203 0.66203 0.79742 0.584426 0.606744 0.425342 0.276056 1.01314 0.243668 0.346322 1.37698 0.78824 0.705134 0.305072 0.217008 0.679444 0.441533 0.356562 2.99999 2.99995
52247 8.48936 4.21737 15.506 9.29218 2.50906 8.38706 7.5038 4.51965 10.6757 1.0721 1.12309 1.29075 1.36686 1.272 1.46194 1.47618 1.34537 1.21562 0.308516 1.07518 1.14316 0.312671 0.447263 0.675585 0.554077 1.73271 1.05474 0.63132 0.734398 0.616709 0.481406 0.431025 0.464957 0.276122 0.443131 0.491465 1.09861 0.774892 0.719582 0.138054 0.700781 0.292249 0.665605 0.447109 2.99999 2.99992
35490.1 9.98232 5.14568 17.1907 9.80182 2.77402 18.2511 8.41095 6.44667 10.9167 1.02124 1.07645 1.14187 1.19908 1.31896 1.30155 1.25632 1.02966 1.00742 0.56507 0.816134 0.676449 0.67102 0.79543 0.963087 0.803022 1.62893 1.10681 1.23992 0.808359 0.527467 0.723621 0.363393 0.515424 0.423625 0.2802 0.458045 1.29925 0.657788 0.638656 0.256945 0.386688 0.419407 0.412744 0.966875 2.99999 2.99993
34696.3 9.0356 4.87586 51.1723 14.4349 5.14322 4.74233 7.95555 4.3466 9.18695 1.0952 1.07919 1.20311 1.22668 1.23368 1.22875 1.26548 1.11627 1.08926 0.302282 1.16592 0.690428 0.513786 0.996377 0.287922 1.18396 1.66025 0.961238 0.917034 0.782423 0.550569 0.448707 0.452621 0.250024 0.26574 0.277433 0.600734 1.29129 0.500312 0.773771 0.274915 0.25187 0.408787 0.314262 0.239306 2.99999 2.99992
39255 10.0597 5.30438 54.8446 10.8033 3.64678 12.6701 7.62137 3.99409 8.64268 0.996118 0.997903 0.959335 1.01029 0.974045 0.943745 0.970217 0.972751 1.1121 0.338597 1.25863 0.386736 0.497987 0.720333 0.372645 0.900718 1.19271 0.804484 1.02324 0.639516 0.45879 0.391802 0.352981 0.371907 0.30596 0.252302 0.57461 0.90271 0.660081 0.36059 0.145682 0.809846 0.367841 0.328815 0.606698 2.99999 2.99994
46014.3 8.94805 5.0461 53.8077 12.3334 4.63324 6.30077 6.01747 3.07397 12.6825 0.961158 1.1603 1.20734 1.29219 1.31746 1.24864 1.30232 1.22339 1.44872 0.613086 0.480103 0.514914 0.493698 0.567834 0.444115 1.01087 1.06453 1.25734 0.587945 0.684683 0.522497 0.261909 0.331234 0.189591 0.309288 0.391911 0.492482 1.23268 0.696107 0.575327 0.259904 0.245445 0.233063 0.304572 0.961413 2.99999 2.99994
38021 10.8735 6.22813 51.278 11.8279 3.59888 15.9637 7.13348 4.06608 17.585 1.02853 1.04738 1.06047 1.27011 1.17392 1.18794 1.31512 1.27175 1.29061 0.41867 1.11332 0.623595 0.443393 0.978779 0.52327 0.953427 2.00564 1.08366 0.981049 0.947819 0.857118 0.299706 0.556785 0.390762 0.41763 0.416263 0.533535 1.84006 0.479511 0.551116 0.48323 0.318742 0.880152 0.17299 0.547811 2.99999 2.99994
50047.2 7.75633 3.52562 69.3163 11.9535 4.25836 8.60959 5.52848 2.09877 10.2131 1.00866 0.967573 0.959795 1.07087 1.15725 1.19082 1.19353 1.15048 1.11637 0.350263 0.924473 0.522383 0.789482 0.599291 0.553954 0.941398 1.51148 0.939571 0.9493 0.950182 0.73257 0.207782 0.362116 0.42934 0.445429 0.325562 0.537308 1.02411 0.815051 0.700704 0.457372 0.360113 0.488052 0.837435 2.07464 2.99999 2.99994
43256.4 10.2059 5.61424 76.2011 12.2368 4.2542 8.0444 8.73327 5.08063 9.28715 1.13512 1.28365 1.26686 1.40897 1.54784 1.39151 1.39087 1.4977 1.46973 0.065654 0.963721 0.863084 0.770303 0.510806 0.774953 1.12374 1.56936 1.23186 1.11881 0.593403 1.03841 0.451788 0.387483 0.341423 0.617701 0.151815 0.966925 1.606 0.820399 0.54586 0.439768 0.531285 0.902456 0.488196 0.401565 3 2.99995
47367.4 9.45603 5.33131 68.2071 13.0379 5.18945 7.25303 5.51177 2.08402 13.8557 1.03464 1.1522 1.04222 0.962916 0.996023 1.00877 0.984329 1.03133 1.06871 0.269363 0.431387 0.7998 0.449801 0.763376 0.449058 0.573501 1.55732 0.752355 1.05465 1.05981 0.507346 0.316563 0.401996 0.622625 0.239231 0.608087 0.256955 1.41242 0.839858 0.770344 0.228177 0.688798 0.453984 0.103817 0.452472 3 2.99995
35966.8 10.0702 5.81185 42.4656 10.9945 3.18312 9.91519 5.70292 2.13114 10.3971 1.05994 1.06878 1.15249 1.20772 1.36479 1.28658 1.27172 1.29862 1.33108 0.571958 1.32863 0.903423 0.470826 0.804174 0.764182 0.970534 1.74763 1.09102 1.09103 1.02803 0.90525 0.312135 0.410411 0.3658 0.614336 0.496967 0.48107 1.50483 0.844718 0.893788 0.39295 0.435333 0.651344 0.748132 0.0892336 3 2.99996
52966.1 9.38617 5.77074 35.0073 11.225 3.55513 10.1711 8.46551 4.77888 6.93961 1.00039 0.996601 1.04029 1.05373 1.14254 1.09469 1.05693 1.01247 1.09327 0.261132 0.856128 0.274105 0.625358 0.606949 0.532387 0.767728 0.694417 1.14914 0.511083 0.997284 0.42758 0.411095 0.336998 0.376226 0.313262 0.294848 0.173895 1.82955 0.343639 0.56841 0.473735 0.629341 0.417816 0.168312 0.382334 3 2.99996
45294.1 10.1186 6.03941 21.2602 10.2187 3.3525 11.7163 7.09799 3.69824 7.32482 1.1293 1.07269 1.11989 1.07946 1.05325 1.09935 1.11596 1.09781 0.940348 1.48281 0.663033 0.644063 0.635883 0.935309 0.296658 1.1465 1.23988 0.772518 0.952132 0.652125 0.538299 0.336117 0.424628 0.223438 0.40791 0.322603 0.265776 1.06873 0.682239 0.343225 0.460473 0.262866 0.272126 0.375498 0.753582 3 2.99996
44999.5 10.55 5.76477 15.7401 11.0356 3.7721 15.5509 8.72463 5.63655 6.3408 1.09425 1.17466 1.10085 1.08603 1.07904 1.00138 1.01556 1.09756 1.30536 0.337408 1.01845 0.401086 0.408998 0.522088 0.466874 0.776685 1.18669 0.813501 0.78141 0.624259 0.600647 0.464225 0.272737 0.198711 0.529904 0.184434 0.218035 1.3313 0.62309 0.454333 0.20579 0.214909 0.461826 0.419029 1.90937 3 2.99999
37737.4 9.05529 4.30321 26.5249 11.0807 3.92601 13.9184 7.08679 3.54484 7.77493 1.12421 1.11704 1.21142 1.25133 1.27639 1.32624 1.35861 1.36082 1.32 0.766149 0.555133 0.971658 0.265032 0.845638 0.327928 1.57602 1.4708 1.2164 1.17545 0.609278 0.889707 0.616628 0.525144 0.36305 0.63727 0.162084 0.647474 1.65411 0.725261 0.734138 0.384521 0.405702 0.334275 0.358406 0.276635 3 2.99997
56509.9 8.93951 4.71158 24.6675 9.67179 2.92628 10.7858 6.42385 3.11147 8.41217 1.07664 1.20855 1.27747 1.40862 1.40873 1.63773 1.67106 1.5589 1.46462 0.714464 0.564796 1.0026 0.629205 0.841469 0.91817 1.01352 1.60473 1.25655 1.1335 0.987912 0.960003 0.417627 0.454744 0.321645 0.557073 0.0941433 0.812206 1.37476 0.729243 0.677125 0.341198 0.34544 0.300025 0.21127 0.353806 3 2.99998
41893.3 8.55229 4.77534 26.6952 13.5114 6.2395 9.37139 5.95223 2.4714 11.0573 1.18573 1.39564 1.43021 1.59416 1.34509 1.41555 1.28276 1.26033 1.18482 0.16571 0.98586 0.514739 0.46877 0.60846 0.69298 1.01008 1.17928 1.19704 0.664448 0.929988 0.850444 0.416557 0.31755 0.232747 0.542123 0.33365 0.425769 0.944389 0.583825 0.930915 0.341403 0.257496 0.448758 0.604868 0.797583 3 2.99997
38332.8 9.27887 4.47307 34.624 12.6093 4.50092 8.1841 6.53068 3.28654 8.0133 0.995919 1.12978 1.10632 1.12173 1.20064 1.21967 1.18351 1.21708 1.14878 0.596545 0.55219 0.592295 0.251072 0.777547 0.971175 0.772919 1.68087 1.00953 0.475802 1.16336 0.428705 0.734784 0.258238 0.419065 0.380542 0.208776 0.799248 1.02642 0.832526 0.513505 0.200777 0.490013 0.66708 0.296483 0.34545 3 2.99996
40497.2 10.7165 6.03828 20.9155 12.6621 4.57492 7.34391 6.70427 3.29154 9.369 1.0451 1.06232 1.06793 1.09111 1.2257 1.48768 1.30427 1.38927 1.32436 0.353682 0.821785 0.646003 0.581076 0.816361 0.922774 1.23753 1.33674 0.770046 1.05773 0.893519 0.855797 0.305411 0.551436 0.502803 0.660058 0.144033 0.438943 1.66552 0.708954 1.15091 0.370393 0.444973 0.594604 0.392912 0.344878 3 2.99998
54425.7 9.46142 5.04495 20.7413 11.946 4.24976 5.50128 6.43626 2.86667 8.97077 1.16428 1.14082 1.21182 1.30031 1.41152 1.61334 1.56895 1.62024 1.53915 0.644576 0.907617 0.839897 0.28693 1.01247 0.658214 0.592022 1.88991 1.14108 1.1044 0.816982 0.729669 0.548945 0.38887 0.417182 0.432585 0.511557 0.602264 1.75221 0.775816 0.680345 0.530758 0.705212 0.743917 0.185738 1.10556 2.99999 2.99997
52387.2 8.92245 5.40406 30.8144 12.1016 4.63494 8.55802 6.37395 4.81442 10.2964 1.02827 1.14554 1.15884 1.22366 1.19532 1.08236 1.01464 1.14842 1.13505 1.1211 0.324747 0.623438 0.554444 0.347101 0.806569 0.894698 1.06101 1.3626 0.840227 0.810585 0.762632 0.498221 0.241386 0.562679 0.324629 0.444412 0.484813 0.647856 0.858268 0.393616 0.194862 0.169547 0.546955 0.29528 0.824471 3 2.99998
59802.1 9.99762 5.18471 11.0101 9.92587 3.2014 11.7042 8.35391 4.39591 5.98834 1.23501 1.23901 1.25025 1.33988 1.37426 1.27274 1.15215 1.13865 1.11529 0.529144 1.32165 0.347084 0.878483 0.796419 0.496413 0.649031 1.05354 0.813364 0.822861 0.860788 0.667646 0.374158 0.425963 0.188473 0.479276 0.297189 0.392394 0.955687 0.893761 0.617108 0.272778 0.384869 0.393681 0.234703 0.414109 2.99999 2.99998
32199.7 10.6263 5.71518 11.4389 11.0349 3.35615 12.437 6.5477 3.00861 11.7027 1.08078 1.17301 1.11855 1.23377 1.21642 1.2918 1.33008 1.39636 1.34377 0.859854 0.740833 1.04221 0.594177 0.568934 0.984847 1.08338 1.36172 0.743341 1.25174 0.706334 0.793186 0.629285 0.22952 0.264072 0.64832 0.174707 0.479506 1.17293 0.685869 0.61912 0.243819 0.192721 0.134552 0.190578 0.351421 2.99999 2.99996
62902 9.83237 5.6365 15.0994 11.2971 3.7779 5.45381 8.71043 5.57972 6.82395 1.1041 1.1792 1.10288 1.10855 1.09622 0.98418 1.03705 1.12715 1.11997 0.145635 1.26167 0.193302 0.562544 0.352027 0.532166 0.787563 1.19779 1.1841 0.70851 0.758791 0.610645 0.419595 0.428923 0.366674 0.327014 0.355506 0.381493 1.2832 0.845799 0.668353 0.425716 0.560285 0.624515 0.635338 0.151799 2.99999 2.99996
