process[Recruitment].b0 catchability[CPUEq].q catchability[subaTANqA].q selectivity[subaFsel].a50 selectivity[subaFsel].ato95 selectivity[subaTANselA].a50 selectivity[subaTANselA].ato95 observation[CPUE].process_error process[Recruitment].ycs_values{1974} process[Recruitment].ycs_values{1975} process[Recruitment].ycs_values{1976} process[Recruitment].ycs_values{1977} process[Recruitment].ycs_values{1978} process[Recruitment].ycs_values{1979} process[Recruitment].ycs_values{1980} process[Recruitment].ycs_values{1981} process[Recruitment].ycs_values{1982} process[Recruitment].ycs_values{1983} process[Recruitment].ycs_values{1984} process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011} process[Recruitment].ycs_values{2012} process[Recruitment].ycs_values{2013} process[Recruitment].ycs_values{2014} process[Recruitment].ycs_values{2015} process[Recruitment].ycs_values{2016} 
53978.7 2.53418e-05 0.0377007 6.9954 2.70699 3.03453 0.102436 0.186485 0.220297 0.255099 0.332815 0.534031 0.984026 0.457586 2.39033 0.269305 0.257654 0.396214 0.281243 0.188517 0.170476 0.222 0.212853 0.265264 0.37749 0.429691 0.423202 0.339132 0.346415 0.400982 0.350607 0.340512 0.3714 0.300401 0.201247 0.210577 0.185649 0.23524 0.300469 0.331638 0.33138 0.276146 0.246016 0.237995 0.2048 0.190489 0.224501 0.176459 0.281866 0.304415 0.304014 
covariance_matrix:
-18.2052 -2.02581e-09 1.28201e-05 1.98159e-05 0.000848333 -1.91436e-05 1.81348e-05 -0.000107556 0.000623588 0.000356063 0.000445435 -0.000148654 0.00497828 0.000387661 0.0131081 0.000217925 0.00273695 0.00216512 -0.0040678 0.00916886 -0.000817212 0.000676643 0.0012783 0.00129975 0.00137813 0.00182667 0.0021171 0.00198151 0.000861664 0.00216177 0.00147312 0.00157723 0.00161761 0.00110007 0.000949888 0.00065896 0.0010116 0.000932807 0.00134841 0.0012717 0.0011583 0.00117132 0.0010301 0.00108415 0.000704781 0.000754535 0.000455808 0.000494906 0.000565136 -0.000180657 -0.00168048 
-41.9258 2.26628e-08 2.62273e-05 -0.000278764 7.60172e-06 -5.1631e-05 2.56148e-05 -0.000119011 0.000296215 0.000740165 0.00103001 3.31777e-05 0.00536879 0.00110099 0.0119565 5.87608e-05 0.000341659 0.0014052 0.0012126 -0.000817212 0.00632193 -0.00158317 0.00125207 0.000998267 0.00197262 0.0015773 0.00134065 0.00164393 0.0016149 0.00142622 0.00148987 0.00151518 0.00143787 0.00114135 0.000930113 0.000817613 0.000761349 0.00087364 0.00113016 0.00128757 0.00137816 0.00127823 0.000921245 0.000724969 0.000522595 0.00076252 0.000907356 9.80645e-05 6.61247e-05 -0.000889184 -0.000542857 
-52.0529 2.91371e-08 3.5736e-05 0.000944095 0.00168786 -1.44721e-06 -1.3121e-05 -2.69435e-05 0.000139077 -0.00038842 0.00116152 0.00287839 0.00136261 -0.00191964 0.0133255 -0.000131481 0.000711194 0.00104457 0.000793405 0.000676643 -0.00158317 0.00852022 -0.00203671 0.00100442 0.00131322 0.0023772 0.000775334 0.00181703 0.000759148 0.00163074 0.00119472 0.00115798 0.0012598 0.000943095 0.00068709 0.000609371 0.000515858 0.000744413 0.000964249 0.000843377 0.000938255 0.000927884 0.000568345 0.000583244 0.00059994 8.69409e-05 0.000499976 0.000590276 -0.0012405 0.0004883 0.000733766 
-36.1683 7.68748e-09 1.92931e-05 -0.000832145 -0.000339655 -3.67407e-05 5.87345e-05 -0.000196103 0.00120775 0.00109724 0.000926814 -0.00273176 0.0119189 0.00030752 0.0146299 0.000680961 0.00131686 0.00225036 0.00121281 0.0012783 0.00125207 -0.00203671 0.00813806 -0.00113157 0.00232383 0.00244664 0.00211601 0.00198396 0.00166703 0.00228966 0.00158857 0.00198485 0.00210524 0.00141766 0.00135658 0.000885605 0.00109654 0.00108527 0.00145573 0.00165793 0.00154614 0.00139225 0.000952899 0.00107137 0.000624897 0.000750102 0.00044224 0.000380372 0.00261898 -0.00167798 -0.00157192 
-59.1719 3.53154e-08 4.24379e-05 0.000285495 -9.30062e-05 -2.98227e-05 1.01763e-05 -0.000121895 0.0012678 0.000433367 4.72076e-05 0.00251713 0.00691667 -0.000975821 0.0187985 -9.78163e-06 0.000658995 0.00164686 0.00174036 0.00129975 0.000998267 0.00100442 -0.00113157 0.00922652 -0.0018179 0.0038384 0.00186453 0.00242229 0.00166459 0.0015324 0.0023089 0.00181788 0.0018673 0.00171864 0.00100592 0.00124867 0.00105467 0.00112792 0.00151604 0.00169296 0.00180475 0.00123262 0.00136217 0.00113913 0.000914658 0.000765438 0.00111671 0.000289107 -0.000717001 -0.00032611 -0.000188439 
-92.7618 5.50167e-08 6.40711e-05 0.00209986 0.00320858 -4.05113e-05 1.37347e-05 -0.000191313 0.000353756 0.00130931 0.00311494 0.000885449 0.00973817 -0.000459715 0.0255523 9.28348e-05 0.00139082 0.00247419 0.00251483 0.00137813 0.00197262 0.00131322 0.00232383 -0.0018179 0.0150948 -0.00432498 0.00565022 0.00292864 0.00237553 0.00314603 0.0028207 0.00250037 0.00296019 0.00231336 0.00135957 0.0017932 0.00120705 0.00190516 0.00202073 0.00245887 0.00210817 0.00239123 0.00113416 0.0020128 0.00126641 0.00137167 0.00114191 0.000194284 -0.000856481 9.05429e-05 0.000661203 
-143.536 7.65177e-08 0.000109875 0.00022561 0.00108613 0.000125406 6.57041e-05 -0.000412311 0.000419275 0.00153658 0.000289444 -0.00178726 0.0245494 -0.00478556 0.0302195 0.000592424 0.00288195 0.00347609 0.00273592 0.00182667 0.0015773 0.0023772 0.00244664 0.0038384 -0.00432498 0.0282271 -0.011694 0.00914127 0.00218287 0.00449546 0.00285075 0.00338549 0.00411372 0.00278291 0.00228596 0.00191873 0.00172291 0.00210643 0.00272954 0.00305927 0.00298742 0.00236694 0.00202856 0.00184117 0.0022704 0.000736543 0.00203911 0.000987118 0.00162207 -0.00321449 -0.00183565 
-97.3115 5.23567e-08 6.78438e-05 0.00184662 0.00316853 -0.00017559 3.06244e-05 -0.000104777 0.00130941 0.00072647 0.00186048 0.00548721 -0.000217523 0.0045062 0.0240051 -0.000652966 0.00124537 0.00283845 0.00210124 0.0021171 0.00134065 0.000775334 0.00211601 0.00186453 0.00565022 -0.011694 0.0283651 -0.00994724 0.00676582 0.00230758 0.00307369 0.00217049 0.00257812 0.00214281 0.00132392 0.00143844 0.00125194 0.00141598 0.00193075 0.00201297 0.00219654 0.00168891 0.00165242 0.00135392 0.000688678 0.000857823 0.000330907 0.00118173 0.00140535 0.00144007 -5.99729e-05 
-125.907 7.87735e-08 9.66612e-05 0.00169286 0.0025794 2.50762e-05 4.16559e-05 -0.000274029 0.00137805 0.00106984 0.00192727 -0.00121387 0.0172054 -0.00304075 0.0298214 0.000554491 0.00172632 0.0033666 0.00198572 0.00198151 0.00164393 0.00181703 0.00198396 0.00242229 0.00292864 0.00914127 -0.00994724 0.0219865 -0.00667719 0.00653008 0.0027032 0.00293639 0.00337935 0.00255858 0.00195813 0.00166314 0.00178635 0.00189272 0.00262493 0.00280289 0.0028542 0.00226873 0.00205238 0.00201751 0.00145548 0.00138545 0.00136647 0.000824837 -0.000742734 -0.00305135 -0.00131222 
-57.6481 1.84972e-08 3.65331e-05 0.000497405 0.00169989 -7.10702e-05 1.42756e-05 -0.000111542 0.000931742 0.000370627 0.00156733 0.0017284 0.0102591 -0.00247312 0.0208426 0.00111881 0.00146517 0.00321287 0.00217879 0.000861664 0.0016149 0.000759148 0.00166703 0.00166459 0.00237553 0.00218287 0.00676582 -0.00667719 0.0178247 -0.00541443 0.00447928 0.00232262 0.00225802 0.00228765 0.00146185 0.00154117 0.00118855 0.00160984 0.00185218 0.00229013 0.00197817 0.00175656 0.00127151 0.00106397 0.000904574 0.000853303 0.000363813 -1.20885e-05 -0.000605788 0.000495116 -5.44519e-05 
