process[Recruitment].b0 selectivity[MaturationSel_male].v{1} selectivity[MaturationSel_male].v{2} selectivity[MaturationSel_male].v{3} selectivity[MaturationSel_male].v{4} selectivity[MaturationSel_female].v{1} selectivity[MaturationSel_female].v{2} selectivity[MaturationSel_female].v{3} selectivity[MaturationSel_female].v{4} process[Recruitment].ycs_values{1958} process[Recruitment].ycs_values{1959} process[Recruitment].ycs_values{1960} process[Recruitment].ycs_values{1961} process[Recruitment].ycs_values{1962} process[Recruitment].ycs_values{1963} process[Recruitment].ycs_values{1964} process[Recruitment].ycs_values{1965} process[Recruitment].ycs_values{1966} process[Recruitment].ycs_values{1967} process[Recruitment].ycs_values{1968} process[Recruitment].ycs_values{1969} process[Recruitment].ycs_values{1970} process[Recruitment].ycs_values{1971} process[Recruitment].ycs_values{1972} process[Recruitment].ycs_values{1973} process[Recruitment].ycs_values{1974} process[Recruitment].ycs_values{1975} process[Recruitment].ycs_values{1976} process[Recruitment].ycs_values{1977} process[Recruitment].ycs_values{1978} process[Recruitment].ycs_values{1979} process[Recruitment].ycs_values{1980} process[Recruitment].ycs_values{1981} process[Recruitment].ycs_values{1982} process[Recruitment].ycs_values{1983} process[Recruitment].ycs_values{1984} process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011} process[Recruitment].ycs_values{2012} process[Instantaneous_Mortality].m{male.nonspawn} process[Instantaneous_Mortality].m{female.nonspawn} observation[TangaroaAcousticMature].process_error observation[TangaroaAcousticImmature].process_error 
314528 0.0855841 0.729928 0.512671 0.331184 0.0190747 0.51254 0.941203 0.999 0.255898 0.260995 0.267025 0.274312 0.283173 0.294103 0.308799 0.824677 0.531625 0.370703 0.266765 0.138528 0.0802537 0.158215 0.106305 0.0575723 0.0607929 0.127247 0.0505653 0.0395934 0.0499645 0.375867 0.368154 0.0940201 0.0328013 0.136472 0.130805 0.112561 0.286164 0.127934 0.437718 0.035898 0.256495 2.75116 0.558714 0.2639 0.126748 0.560017 0.36192 0.144856 0.320595 0.192791 0.298743 0.705181 0.417688 0.254272 0.252377 0.324954 1.69567 0.686601 0.200672 1.20373 0.16935 0.875691 0.132659 0.151183 0.160327 0.0001 0.0001 
covariance_matrix:
-17.1939 -1.40592e-06 -4.63837e-06 0.000106036 0.000205409 3.05024e-06 3.96889e-06 -3.72519e-05 -6.56467e-11 -3.72071e-05 9.01342e-05 1.10958e-05 0.000121386 0.000122103 0.000260964 0.000288645 0.00210844 0.00137343 0.000761078 0.000558119 0.000253702 0.000189403 0.000326959 0.000200334 4.45532e-05 0.000133195 0.00031391 0.000113257 8.22236e-05 0.000110411 0.00090777 0.000907804 0.00022595 6.7035e-05 0.000321014 0.000340044 0.000277574 0.000724969 0.000309457 0.00105379 8.59602e-05 0.000529617 0.0057635 0.00118515 0.000590239 0.00136457 0.00124255 0.000863121 0.000340317 0.000679438 0.000446603 0.000655234 0.00139734 0.000949952 0.000573832 0.000598814 0.000690691 0.00364917 0.0014271 0.000429087 0.00257425 0.000359547 0.0016664 0.000191839 -6.60301e-05 6.20704e-06 1.14722e-14 6.3189e-14 
-24.7061 2.35454e-05 0.000215874 -0.000223787 0.00398528 1.31618e-05 0.000148235 -0.000397362 -7.87364e-10 -0.000285672 6.35147e-05 -0.000281478 8.78249e-05 0.00122184 0.00135999 0.00214329 0.010342 0.00541886 0.00349072 0.00244279 0.00124102 0.000826013 0.0015673 0.000988118 0.000505136 0.000667562 0.00145775 0.000519675 0.000400114 0.000518488 0.00443868 0.00446823 0.00111502 0.000337486 0.00163322 0.00161602 0.001343 0.00351143 0.00149732 0.00507105 0.000380477 0.00264251 0.0294202 0.00597873 0.00280422 0.00124255 0.0108998 0.00368579 0.00158266 0.00335218 0.00213333 0.00325677 0.00759446 0.00447276 0.00270853 0.0027094 0.00326038 0.017911 0.00744958 0.00209883 0.0132203 0.00169579 0.00903092 0.00111195 -0.000337677 1.10849e-05 1.63128e-13 1.16344e-12 
27.6948 1.99141e-05 0.000216671 0.000693743 -0.00100756 1.8658e-05 0.000182167 0.000334229 5.70708e-11 0.000199678 0.000263888 0.000194433 0.00014834 0.000608977 0.00130906 0.000418145 0.00623606 0.00355883 0.00208949 0.00158312 0.000778326 0.000536571 0.000981175 0.000639625 0.000330958 0.000454764 0.00095937 0.000338149 0.00025631 0.000332162 0.00286719 0.00286562 0.000713681 0.000217062 0.00104329 0.00104788 0.000889001 0.00230637 0.000962178 0.00330609 0.000248531 0.00167633 0.0187197 0.0038959 0.00197365 0.000863121 0.00368579 0.00544417 0.00102819 0.00216989 0.00141319 0.00208908 0.00490596 0.00294813 0.0017651 0.00181824 0.00225797 0.01192 0.00466935 0.00129589 0.00864301 0.00108431 0.00587322 0.000779215 -0.000240301 1.71562e-06 -4.75092e-15 4.58285e-14 
-5.81099 -4.36533e-06 0.000112825 -7.07144e-05 0.00070601 -8.99637e-06 8.95456e-05 -7.68421e-05 2.5669e-10 -0.000191603 7.22957e-05 -4.46974e-05 4.02006e-05 4.3976e-05 7.38666e-05 0.000317016 0.0029566 0.00129285 0.000852488 0.000586352 0.000279513 0.000219245 0.000338828 0.00025545 9.36722e-05 0.000179388 0.00040314 0.000138333 9.86663e-05 0.000136573 0.00112707 0.00114017 0.000279163 9.01064e-05 0.000421962 0.000401795 0.000364659 0.000890954 0.000383056 0.00127344 9.37076e-05 0.000645928 0.00708076 0.00147222 0.000710853 0.000340317 0.00158266 0.00102819 0.0015095 0.000790862 0.000563494 0.000849992 0.00192615 0.0010936 0.000677709 0.000652151 0.000842532 0.00445484 0.00180694 0.000496608 0.00330612 0.000446894 0.00240644 0.000234347 -0.000102843 -1.67327e-06 -4.80452e-14 -2.66586e-13 
-2.57734 3.70574e-05 -0.000102523 0.000624442 -0.00112473 1.72449e-05 -4.45076e-05 -5.12988e-05 2.69624e-10 -0.000417007 -7.67453e-05 -0.000126769 0.000106765 0.000256451 0.000470431 0.000512296 0.00490682 0.00306102 0.00158778 0.0011442 0.000550102 0.000351843 0.000833274 0.000508489 0.00030952 0.000340493 0.000757666 0.000300415 0.000222029 0.000285496 0.00244188 0.00243006 0.000614789 0.000196122 0.000894567 0.000944397 0.000748932 0.00199109 0.000837656 0.00281482 0.000209287 0.00146561 0.0159888 0.00336927 0.00155153 0.000679438 0.00335218 0.00216989 0.000790862 0.00394878 0.00112334 0.00179901 0.00410354 0.00256656 0.00145987 0.00151291 0.00181977 0.00962458 0.00391477 0.00111712 0.0071018 0.000904723 0.00480236 0.000538201 -0.000250794 1.20661e-05 -3.76632e-14 -8.64516e-14 
7.13696 1.75518e-05 0.000251694 -0.000194464 0.00110405 2.47791e-06 0.000134203 -0.000102231 -4.71219e-11 -0.000210874 0.000132693 -4.69882e-05 8.28927e-05 9.97082e-05 0.000427748 0.000472517 0.00272835 0.00184119 0.00096281 0.000754117 0.000356433 0.000231981 0.000502453 0.000335239 0.00016557 0.000227008 0.000513824 0.000188225 0.000139701 0.000183108 0.00152248 0.0015304 0.000382325 0.000123818 0.000574321 0.000574258 0.000485487 0.00124118 0.000528125 0.00174294 0.000126051 0.000892821 0.00979453 0.00203874 0.000961931 0.000446603 0.00213333 0.00141319 0.000563494 0.00112334 0.00230659 0.00116272 0.00258872 0.00143019 0.000851702 0.00090762 0.0011942 0.00598702 0.00245899 0.000657983 0.00439673 0.000592061 0.00301356 0.000326554 -0.000160288 -2.27522e-06 9.66027e-15 9.7551e-14 
37.2996 2.42935e-05 6.04107e-05 0.000521747 -0.000491167 1.05749e-05 4.48137e-05 0.000151546 -1.23548e-10 -1.76658e-05 0.000180417 0.000100748 0.000473574 0.000658036 0.00107508 -0.000116971 0.00452893 0.00267534 0.00153031 0.00112043 0.000548771 0.000379332 0.000784844 0.000489066 0.000267542 0.000347191 0.000745859 0.000291781 0.000211159 0.000276007 0.00233317 0.00231175 0.000583972 0.00018545 0.000857873 0.000872928 0.000724515 0.00188293 0.000794041 0.00268398 0.00020003 0.0014221 0.0154235 0.00329468 0.00154841 0.000655234 0.00325677 0.00208908 0.000849992 0.00179901 0.00116272 0.00396353 0.00390821 0.00233054 0.00136566 0.00140165 0.00175968 0.00936098 0.00377751 0.00109126 0.00712022 0.000903055 0.00486538 0.000576654 -0.000220645 -4.52424e-06 2.92067e-14 2.33936e-13 
100.415 2.22311e-05 0.000611399 -0.000636764 0.00219482 2.82651e-06 0.000426902 -0.000256896 -5.78465e-10 -5.23898e-05 0.000440254 0.000227186 0.000362426 0.00104747 0.00114516 0.00145075 0.012929 0.00722928 0.00384674 0.00258301 0.00137552 0.000900585 0.00189794 0.00113024 0.000716288 0.000730274 0.00168477 0.000648078 0.000501694 0.000634337 0.00535399 0.00536935 0.00134819 0.000428867 0.00202847 0.00193267 0.00165895 0.00431578 0.00184447 0.00614894 0.00043784 0.00333138 0.0365633 0.00761342 0.00340519 0.00139734 0.00759446 0.00490596 0.00192615 0.00410354 0.00258872 0.00390821 0.014921 0.00527358 0.00331194 0.00326697 0.00415111 0.0226052 0.00905256 0.00252748 0.0167549 0.0021273 0.0118505 0.00133592 -0.000449684 -5.75563e-06 1.14229e-13 7.58321e-13 
124.003 1.68482e-05 -2.61777e-05 0.000686126 -0.000552089 1.36667e-05 -7.80229e-06 6.50641e-05 -3.1165e-10 -0.000124496 0.000219779 2.2153e-05 0.000333488 0.000851644 0.00111221 0.000322636 0.0066135 0.00392508 0.00224523 0.00154267 0.00074964 0.000530492 0.00106628 0.000639828 0.000365503 0.000403152 0.000968789 0.000369081 0.00028663 0.000367411 0.00308632 0.00307487 0.000771283 0.000248405 0.00117892 0.00110263 0.000980519 0.00248208 0.00106522 0.003615 0.000258243 0.00191524 0.0209949 0.00445045 0.00209426 0.000949952 0.00447276 0.00294813 0.0010936 0.00256656 0.00143019 0.00233054 0.00527358 0.00636121 0.00194194 0.00197009 0.00252519 0.0134984 0.00541568 0.00156765 0.0103619 0.00135333 0.00771638 0.000982718 -0.000264654 2.75413e-06 5.59111e-14 3.09115e-13 
84.9555 1.4324e-05 0.000168852 3.6456e-05 0.000901797 7.72103e-06 0.000102914 3.77197e-05 -3.53449e-10 6.44612e-05 0.000276033 0.000107556 0.000196169 0.000519195 0.000721163 0.00024435 0.00391189 0.00246124 0.00146467 0.000909663 0.000388776 0.000271652 0.000637608 0.000383699 0.000174926 0.000274795 0.000616087 0.000242008 0.000169406 0.000225343 0.00186509 0.00182957 0.000446469 0.000145452 0.000684806 0.000684371 0.000581501 0.00148703 0.000645824 0.0021381 0.000162545 0.00118054 0.0125255 0.00260111 0.0012939 0.000573832 0.00270853 0.0017651 0.000677709 0.00145987 0.000851702 0.00136566 0.00331194 0.00194194 0.0032868 0.00107311 0.0015196 0.00808313 0.0033564 0.00100203 0.00631315 0.000827374 0.00441751 0.000529443 -0.00015356 6.66405e-06 6.46337e-14 3.81955e-13 
100.708 3.06015e-05 -4.66158e-05 0.000345354 0.000494102 1.16388e-05 -2.12099e-05 -2.93913e-05 -5.27881e-10 8.89461e-05 -6.00226e-05 8.90337e-05 0.000124228 0.000379966 0.000426417 0.000561136 0.00433342 0.00222816 0.00147895 0.000941941 0.000361891 0.000247722 0.000619244 0.000373586 0.000172127 0.000231916 0.000606864 0.000236886 0.000166975 0.00022281 0.00185226 0.00183196 0.000446464 0.000145015 0.00067188 0.0006901 0.000573677 0.0014652 0.0006457 0.00215177 0.000169099 0.00121695 0.0127467 0.00262337 0.00128644 0.000598814 0.0027094 0.00181824 0.000652151 0.00151291 0.00090762 0.00140165 0.00326697 0.00197009 0.00107311 0.00311861 0.00160823 0.00819019 0.00338841 0.000994763 0.00648371 0.000896676 0.00482168 0.000592224 -0.000148839 6.6212e-06 1.04877e-13 6.73522e-13 
170.575 2.14426e-06 -8.2106e-05 0.000383689 0.00044773 6.77557e-06 -1.31476e-05 1.89887e-05 -5.3938e-10 -1.0716e-05 0.000316361 9.82667e-05 0.000537094 0.000447328 0.000858756 0.000198884 0.00491752 0.00292431 0.00178424 0.0011597 0.000573705 0.000358435 0.000731314 0.000461401 0.000278756 0.000332189 0.000747428 0.000275841 0.000211418 0.000268519 0.00235154 0.00234957 0.000587472 0.00018113 0.000872362 0.000864039 0.000722016 0.00186938 0.000798336 0.00274354 0.000210044 0.00145957 0.016381 0.00340671 0.00162018 0.000690691 0.00326038 0.00225797 0.000842532 0.00181977 0.0011942 0.00175968 0.00415111 0.00252519 0.0015196 0.00160823 0.00522192 0.0105175 0.00455492 0.00140251 0.00849633 0.00118883 0.00671692 0.000772255 -0.000188801 1.42558e-05 1.06095e-13 6.72742e-13 
1138.53 -5.07918e-05 0.000463372 -0.000504896 0.000891292 1.55314e-05 0.000464849 5.44959e-06 9.20282e-10 -0.000608425 0.00220928 0.000962998 0.00237135 0.00285663 0.00507787 0.00405236 0.030132 0.0168425 0.00916254 0.00563609 0.00254982 0.00189979 0.00442832 0.00272349 0.00138958 0.00161698 0.00383218 0.00138652 0.00113028 0.00143895 0.0122088 0.0121807 0.00303242 0.000939723 0.00452062 0.00446705 0.00371516 0.00985916 0.00427304 0.0144934 0.00107431 0.0081083 0.0886352 0.0181922 0.00837184 0.00364917 0.017911 0.01192 0.00445484 0.00962458 0.00598702 0.00936098 0.0226052 0.0134984 0.00808313 0.00819019 0.0105175 0.0793291 0.0248748 0.00700266 0.0478614 0.00638204 0.0371284 0.00477932 -0.000804447 4.52183e-05 -1.70528e-13 -7.79222e-13 
601.081 8.50438e-06 -5.94808e-05 -0.000150474 0.002045 1.69247e-05 0.000109677 -0.000298356 -4.23712e-10 0.000311409 0.000468029 0.000235331 0.000686146 0.00104924 0.00206708 0.0017771 0.0104824 0.00613507 0.00350897 0.00221072 0.00104787 0.000681257 0.00156382 0.000894031 0.000538303 0.000652631 0.00151744 0.000575555 0.000452442 0.000566957 0.00482261 0.00477248 0.00118328 0.000373618 0.00181975 0.00175195 0.00149653 0.00384096 0.00167328 0.00574104 0.000432308 0.00321176 0.0347928 0.0072182 0.00321035 0.0014271 0.00744958 0.00466935 0.00180694 0.00391477 0.00245899 0.00377751 0.00905256 0.00541568 0.0033564 0.00338841 0.00455492 0.0248748 0.0179018 0.00304527 0.0200467 0.00276804 0.0161655 0.00208301 -0.000366541 4.30679e-07 7.24038e-14 4.64416e-13 
188.325 -1.89976e-06 -0.000133038 0.000181315 0.00118303 9.17305e-06 -5.58697e-05 -3.24864e-05 1.32591e-10 -2.8515e-05 0.000100164 -4.21616e-05 5.88144e-05 0.000293 0.000627004 0.000650389 0.00235809 0.00181305 0.00102779 0.000671952 0.000347318 0.000158502 0.000358529 0.000200207 0.000172219 0.000215861 0.000430978 0.000174836 0.000127082 0.000153318 0.00137053 0.00133192 0.000324404 0.000102835 0.000513429 0.000494888 0.000427901 0.00104407 0.000448637 0.00159747 0.000128535 0.000873021 0.00965944 0.00204418 0.000923001 0.000429087 0.00209883 0.00129589 0.000496608 0.00111712 0.000657983 0.00109126 0.00252748 0.00156765 0.00100203 0.000994763 0.00140251 0.00700266 0.00304527 0.00323935 0.00559917 0.00085364 0.0048739 0.000635396 -0.000104267 9.23187e-06 -2.81278e-14 -1.49227e-13 
1454.26 -1.01413e-06 -0.000650879 0.000719862 0.00879337 2.01032e-05 -0.000281162 -5.575e-05 -1.81164e-09 0.00075535 0.000453012 0.000274927 0.00106095 0.00192036 0.00348742 0.00241504 0.0158549 0.0114096 0.00614065 0.00364787 0.00164027 0.00115327 0.00280513 0.00166231 0.000970945 0.00115548 0.00267724 0.0009647 0.00079335 0.00101139 0.0085993 0.00860332 0.00215384 0.000668689 0.00327261 0.00315089 0.00267912 0.00687969 0.00301053 0.0104858 0.000792799 0.00587198 0.0637614 0.0132098 0.00606035 0.00257425 0.0132203 0.00864301 0.00330612 0.0071018 0.00439673 0.00712022 0.0167549 0.0103619 0.00631315 0.00648371 0.00849633 0.0478614 0.0200467 0.00559917 0.0536885 0.00556183 0.0337976 0.00459732 -0.000719872 2.47118e-05 3.20001e-13 1.8551e-12 
256.446 -3.66506e-06 -0.000121846 0.000145136 0.000840092 2.07209e-06 -4.17058e-05 -5.32122e-05 -3.04109e-10 -1.38988e-05 0.000192892 -6.70273e-06 0.000225266 0.000394485 0.00044712 0.000161323 0.00203598 0.00161355 0.000607283 0.000339656 0.000222692 6.79156e-05 0.000254831 0.000130487 0.000121803 0.000177328 0.000346562 0.000140284 0.000106584 0.000120466 0.00106053 0.00105687 0.000259958 8.37557e-05 0.000420806 0.0003806 0.000341318 0.000816528 0.00035241 0.00128958 0.000106767 0.000741632 0.00790316 0.00167771 0.000785942 0.000359547 0.00169579 0.00108431 0.000446894 0.000904723 0.000592061 0.000903055 0.0021273 0.00135333 0.000827374 0.000896676 0.00118883 0.00638204 0.00276804 0.00085364 0.00556183 0.00314761 0.00499123 0.000717745 -8.8572e-05 1.02491e-05 4.72407e-14 2.14227e-13 
1726.59 -8.43809e-05 -0.00137686 0.000984086 0.0053448 5.55013e-06 -0.000615005 -0.000691615 -7.09256e-10 -5.91485e-05 0.000452681 -0.000324139 0.000424325 0.00017256 0.00111181 0.00185421 0.0100481 0.0082069 0.00385196 0.00161771 0.000366166 0.000580221 0.00140256 0.00108361 0.000628909 0.000672116 0.00177012 0.000637452 0.000548409 0.000662857 0.00563212 0.00562038 0.00139954 0.000438947 0.00232285 0.00207517 0.00181851 0.00460479 0.00200888 0.00724903 0.00053002 0.00404949 0.0436493 0.00891292 0.00401196 0.0016664 0.00903092 0.00587322 0.00240644 0.00480236 0.00301356 0.00486538 0.0118505 0.00771638 0.00441751 0.00482168 0.00671692 0.0371284 0.0161655 0.0048739 0.0337976 0.00499123 0.0486561 0.00479433 -0.000539822 4.54771e-05 9.45014e-14 3.82475e-13 
279.912 -3.28148e-05 -0.000342957 0.0005309 0.000603856 -2.22433e-06 -0.000162724 3.37795e-06 -4.14936e-10 0.000136923 0.000246085 -9.32048e-05 5.98927e-05 0.000154043 0.00064728 0.000209072 0.0010025 0.00129212 0.000248247 -9.61852e-05 -4.98896e-05 9.43382e-05 0.000298995 0.000205708 0.000156477 0.000139896 0.000200803 7.08513e-05 6.8215e-05 9.55937e-05 0.000654744 0.000653535 0.000156659 6.31434e-05 0.000261159 0.000246787 0.000181403 0.000508415 0.000224272 0.000865706 6.93922e-05 0.000528783 0.00543517 0.00129143 0.000547507 0.000191839 0.00111195 0.000779215 0.000234347 0.000538201 0.000326554 0.000576654 0.00133592 0.000982718 0.000529443 0.000592224 0.000772255 0.00477932 0.00208301 0.000635396 0.00459732 0.000717745 0.00479433 0.00491408 -4.22675e-05 2.2813e-05 7.3983e-14 4.28006e-13 
-142.517 -6.51728e-05 -0.000254692 -0.000304157 -0.000332362 -1.37169e-05 -0.000135202 6.04956e-05 2.29828e-11 0.000452405 0.0006135 0.000602628 0.00065894 0.00078159 0.00103109 0.00166766 0.00544902 0.00157668 0.00069335 0.000325335 0.000102383 4.29767e-05 7.16228e-05 3.60426e-05 -1.00631e-05 -1.06742e-05 -6.62317e-05 -3.08783e-05 -2.48224e-05 -3.28081e-05 -0.000355806 -0.00043366 -0.000121829 -4.4074e-05 -0.000210919 -0.000228936 -0.000200514 -0.000515604 -0.000193253 -0.000548226 -2.63699e-05 -0.000106993 -0.000846099 -0.000301783 -0.000207754 -6.60301e-05 -0.000337677 -0.000240301 -0.000102843 -0.000250794 -0.000160288 -0.000220645 -0.000449684 -0.000264654 -0.00015356 -0.000148839 -0.000188801 -0.000804447 -0.000366541 -0.000104267 -0.000719872 -8.8572e-05 -0.000539822 -4.22675e-05 0.000402543 7.78371e-06 -9.75999e-15 -8.02184e-14 
-1.59194 -3.53901e-06 -3.00203e-05 2.28919e-05 0.000140701 9.60805e-07 1.00639e-05 -1.08621e-05 9.60681e-12 -6.49815e-05 -3.37469e-05 -1.49411e-05 -3.40082e-06 2.2827e-05 -6.41211e-05 4.19448e-05 0.000320677 3.73132e-05 5.98628e-05 2.39271e-05 2.09861e-06 -3.51325e-08 6.52455e-06 4.74446e-06 3.7676e-07 6.58149e-07 -2.93355e-06 1.07634e-06 1.8761e-08 -8.11776e-08 -1.40082e-06 -5.15408e-06 -1.20447e-06 -9.0165e-07 -2.9221e-06 3.27126e-06 -4.43272e-06 -1.69305e-06 -1.77678e-06 1.62946e-06 1.80395e-06 6.29856e-06 5.6916e-05 8.90648e-06 5.32149e-06 6.20704e-06 1.10849e-05 1.71562e-06 -1.67327e-06 1.20661e-05 -2.27522e-06 -4.52424e-06 -5.75563e-06 2.75413e-06 6.66405e-06 6.6212e-06 1.42558e-05 4.52183e-05 4.30679e-07 9.23187e-06 2.47118e-05 1.02491e-05 4.54771e-05 2.2813e-05 7.78371e-06 5.79024e-05 -9.24869e-16 -3.54465e-15 
1.03662e-08 -1.39379e-16 -2.12686e-14 -1.28673e-13 5.4451e-14 -3.11168e-15 -4.07184e-14 -2.7616e-15 1.65733e-19 -1.87031e-13 1.95173e-13 3.27634e-13 2.77308e-13 8.69376e-14 -4.65518e-13 -8.08001e-13 -1.40294e-13 2.09828e-13 2.62073e-13 -1.11495e-14 8.52753e-15 1.70663e-15 4.33827e-14 2.87195e-14 -1.33141e-14 1.11609e-14 3.68023e-15 2.4676e-15 -2.38974e-16 7.10003e-15 -2.91585e-14 5.07995e-14 3.03857e-15 4.21096e-15 4.25641e-14 -1.83345e-14 2.78218e-14 -5.80921e-15 1.44121e-14 3.37327e-14 1.27896e-15 5.85821e-14 1.58041e-13 -4.15264e-15 -4.56326e-14 1.14722e-14 1.63128e-13 -4.75092e-15 -4.80452e-14 -3.76632e-14 9.66027e-15 2.92067e-14 1.14229e-13 5.59111e-14 6.46337e-14 1.04877e-13 1.06095e-13 -1.70528e-13 7.24038e-14 -2.81278e-14 3.20001e-13 4.72407e-14 9.45014e-14 7.3983e-14 -9.75999e-15 -9.24869e-16 1.24683e-20 1.62083e-20 
6.86284e-08 1.54045e-14 -1.47024e-13 -5.63789e-13 1.42697e-13 -1.42483e-14 -1.25919e-13 -4.28796e-13 1.53055e-18 -1.04535e-12 1.63707e-12 2.42305e-12 2.63017e-12 -2.43585e-14 -2.22935e-12 -4.64916e-12 -3.24137e-12 1.79436e-12 1.77204e-12 -1.86183e-13 7.21817e-14 -4.89135e-14 3.77643e-13 1.84592e-13 -9.53472e-14 6.92009e-14 8.26937e-14 2.04841e-14 -5.78567e-16 6.90594e-14 -1.51223e-13 3.94462e-13 3.17235e-14 3.88576e-14 3.4237e-13 -1.77356e-13 2.30737e-13 -3.27354e-14 1.1473e-13 2.60667e-13 4.22512e-15 4.50975e-13 1.12022e-12 -2.14818e-14 -2.93082e-13 6.3189e-14 1.16344e-12 4.58285e-14 -2.66586e-13 -8.64516e-14 9.7551e-14 2.33936e-13 7.58321e-13 3.09115e-13 3.81955e-13 6.73522e-13 6.72742e-13 -7.79222e-13 4.64416e-13 -1.49227e-13 1.8551e-12 2.14227e-13 3.82475e-13 4.28006e-13 -8.02184e-14 -3.54465e-15 1.62083e-20 1.18851e-19 
*end
