process[Recruitment].b0 selectivity[MaturationSel_male].v{1} selectivity[MaturationSel_male].v{2} selectivity[MaturationSel_male].v{3} selectivity[MaturationSel_male].v{4} selectivity[MaturationSel_female].v{1} selectivity[MaturationSel_female].v{2} selectivity[MaturationSel_female].v{3} selectivity[MaturationSel_female].v{4} process[Recruitment].ycs_values{1958} process[Recruitment].ycs_values{1959} process[Recruitment].ycs_values{1960} process[Recruitment].ycs_values{1961} process[Recruitment].ycs_values{1962} process[Recruitment].ycs_values{1963} process[Recruitment].ycs_values{1964} process[Recruitment].ycs_values{1965} process[Recruitment].ycs_values{1966} process[Recruitment].ycs_values{1967} process[Recruitment].ycs_values{1968} process[Recruitment].ycs_values{1969} process[Recruitment].ycs_values{1970} process[Recruitment].ycs_values{1971} process[Recruitment].ycs_values{1972} process[Recruitment].ycs_values{1973} process[Recruitment].ycs_values{1974} process[Recruitment].ycs_values{1975} process[Recruitment].ycs_values{1976} process[Recruitment].ycs_values{1977} process[Recruitment].ycs_values{1978} process[Recruitment].ycs_values{1979} process[Recruitment].ycs_values{1980} process[Recruitment].ycs_values{1981} process[Recruitment].ycs_values{1982} process[Recruitment].ycs_values{1983} process[Recruitment].ycs_values{1984} process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011} process[Recruitment].ycs_values{2012} process[Instantaneous_Mortality].m{male.nonspawn} process[Instantaneous_Mortality].m{female.nonspawn} observation[TangaroaAcousticMature].process_error observation[TangaroaAcousticImmature].process_error 
314528 0.0855841 0.729928 0.512671 0.331184 0.0190747 0.51254 0.941203 0.999 0.255898 0.260995 0.267025 0.274312 0.283173 0.294103 0.308799 0.824677 0.531625 0.370703 0.266765 0.138528 0.0802537 0.158215 0.106305 0.0575723 0.0607929 0.127247 0.0505653 0.0395934 0.0499645 0.375867 0.368154 0.0940201 0.0328013 0.136472 0.130805 0.112561 0.286164 0.127934 0.437718 0.035898 0.256495 2.75116 0.558714 0.2639 0.126748 0.560017 0.36192 0.144856 0.320595 0.192791 0.298743 0.705181 0.417688 0.254272 0.252377 0.324954 1.69567 0.686601 0.200672 1.20373 0.16935 0.875691 0.132659 0.151183 0.160327 0.0001 0.0001 
covariance_matrix:
-549.311 -0.000165383 -0.000599086 -0.000107129 -0.00082994 -2.56538e-05 -0.000171209 0.000110497 -1.28327e-09 0.00124403 0.000459874 0.000931285 2.8948e-05 0.000702599 0.00128769 0.00255445 0.0111846 0.00391977 0.0248017 0.00212446 0.000522067 0.000357392 0.00099724 0.000460268 0.000200442 0.000269361 0.000794487 0.000252844 0.000184892 0.000239548 0.00227749 0.00195074 0.000466661 0.000121608 0.000530249 0.000632241 0.000472524 0.00117685 0.000553755 0.00210803 0.000155947 0.0015622 0.0180341 0.00351601 0.00150476 0.000761078 0.00349072 0.00208949 0.000852488 0.00158778 0.00096281 0.00153031 0.00384674 0.00224523 0.00146467 0.00147895 0.00178424 0.00916254 0.00350897 0.00102779 0.00614065 0.000607283 0.00385196 0.000248247 0.00069335 5.98628e-05 2.62073e-13 1.77204e-12 
-342.702 -1.3337e-05 -0.000185795 -7.85951e-05 -0.000339975 1.36374e-05 -6.38936e-05 6.09895e-05 -4.42941e-11 0.000594815 0.000751462 0.000609761 0.000436578 -0.000253603 0.000483204 0.00136507 0.00597456 0.00229436 0.00212446 0.012343 0.00074855 0.000162832 0.00050756 0.00033151 0.000128415 0.000234782 0.000525478 0.000198771 8.71492e-05 0.000196018 0.00139904 0.00125399 0.000314677 8.0723e-05 0.000385005 0.000433196 0.000374055 0.000901891 0.000424151 0.00145397 0.000112741 0.000944277 0.0115862 0.00223459 0.00103766 0.000558119 0.00244279 0.00158312 0.000586352 0.0011442 0.000754117 0.00112043 0.00258301 0.00154267 0.000909663 0.000941941 0.0011597 0.00563609 0.00221072 0.000671952 0.00364787 0.000339656 0.00161771 -9.61852e-05 0.000325335 2.39271e-05 -1.11495e-14 -1.86183e-13 
-145.557 -1.23629e-05 -3.71075e-05 2.23085e-05 -6.60567e-05 2.39976e-06 1.20365e-05 3.91704e-05 -3.85358e-11 9.15434e-05 0.000115334 0.000167746 0.000114232 4.84031e-05 0.000210033 0.000472795 0.00260286 0.000925844 0.000522067 0.00074855 0.00501159 0.000190617 1.62299e-05 3.4015e-05 0.000119822 0.000151618 0.000180038 8.49993e-05 5.51349e-05 8.90279e-05 0.000660976 0.000605762 0.000157344 3.43461e-05 0.000225814 0.000209708 0.000185512 0.000419516 0.000222624 0.000734607 8.24078e-05 0.00054638 0.00587485 0.00113058 0.000516989 0.000253702 0.00124102 0.000778326 0.000279513 0.000550102 0.000356433 0.000548771 0.00137552 0.00074964 0.000388776 0.000361891 0.000573705 0.00254982 0.00104787 0.000347318 0.00164027 0.000222692 0.000366166 -4.98896e-05 0.000102383 2.09861e-06 8.52753e-15 7.21817e-14 
-79.3354 -1.57395e-05 -5.26474e-06 6.97748e-05 8.85407e-05 -5.03875e-06 1.43276e-05 3.4829e-05 -5.25679e-11 0.000118132 0.000169519 6.28514e-05 -1.1796e-05 5.34161e-05 0.00026845 0.000374945 0.00201567 0.000709353 0.000357392 0.000162832 0.000190617 0.00180911 0.000409989 0.000163141 4.08686e-05 5.01213e-05 0.000184443 6.67578e-05 4.10561e-05 6.8729e-05 0.00046773 0.000457856 9.59655e-05 3.73184e-05 0.000139693 0.000117348 0.000121151 0.000305791 0.00015032 0.000510182 5.49065e-05 0.00033245 0.00373356 0.000869501 0.000386957 0.000189403 0.000826013 0.000536571 0.000219245 0.000351843 0.000231981 0.000379332 0.000900585 0.000530492 0.000271652 0.000247722 0.000358435 0.00189979 0.000681257 0.000158502 0.00115327 6.79156e-05 0.000580221 9.43382e-05 4.29767e-05 -3.51325e-08 1.70663e-15 -4.89135e-14 
-143.554 -1.71705e-05 -3.92697e-06 -6.20343e-05 -0.000134821 9.51793e-07 -3.42111e-06 1.26166e-05 -1.6383e-10 -4.86872e-05 4.99182e-05 0.000109919 0.00022396 0.000333973 0.000532091 0.000819149 0.00369372 0.00153055 0.00099724 0.00050756 1.62299e-05 0.000409989 0.00307139 0.000340296 0.000102367 0.000133641 0.000353111 0.000158925 8.79899e-05 0.000124018 0.000955138 0.000926577 0.000230364 5.76892e-05 0.000275377 0.000337788 0.000235811 0.000759738 0.000324199 0.00114947 0.000113036 0.000653701 0.00781485 0.00156926 0.000709526 0.000326959 0.0015673 0.000981175 0.000338828 0.000833274 0.000502453 0.000784844 0.00189794 0.00106628 0.000637608 0.000619244 0.000731314 0.00442832 0.00156382 0.000358529 0.00280513 0.000254831 0.00140256 0.000298995 7.16228e-05 6.52455e-06 4.33827e-14 3.77643e-13 
-93.5672 -1.70214e-05 -1.12978e-05 4.52009e-05 2.34905e-05 -1.7169e-07 1.90106e-05 1.81889e-05 -1.49268e-10 8.26677e-05 5.7778e-05 6.42365e-05 1.98288e-05 0.000226671 0.000299259 0.000330043 0.00247118 0.00100418 0.000460268 0.00033151 3.4015e-05 0.000163141 0.000340296 0.00154645 7.43299e-05 0.000130344 0.0002016 5.9597e-05 4.43073e-05 8.72111e-05 0.00057985 0.000577781 0.000175254 5.50019e-05 0.000183532 0.000208351 0.000153364 0.000489984 0.000222489 0.000744951 5.0441e-05 0.000431404 0.00447506 0.000876148 0.000409992 0.000200334 0.000988118 0.000639625 0.00025545 0.000508489 0.000335239 0.000489066 0.00113024 0.000639828 0.000383699 0.000373586 0.000461401 0.00272349 0.000894031 0.000200207 0.00166231 0.000130487 0.00108361 0.000205708 3.60426e-05 4.74446e-06 2.87195e-14 1.84592e-13 
-35.433 -2.93811e-06 1.42662e-05 2.83498e-05 -4.00668e-05 2.52471e-06 1.64737e-05 7.30511e-06 5.79974e-11 -6.17571e-05 7.05936e-06 -2.38211e-05 3.36678e-09 -1.35166e-05 6.81203e-05 0.000120565 0.000836635 0.000515343 0.000200442 0.000128415 0.000119822 4.08686e-05 0.000102367 7.43299e-05 0.000639299 6.48815e-05 0.000112089 6.73173e-05 3.51836e-05 4.60447e-05 0.000358976 0.000321978 9.08012e-05 3.50645e-05 0.000143954 0.000116989 0.000105264 0.000264272 0.000108123 0.000392606 2.55585e-05 0.000264302 0.00261087 0.000531206 0.000188656 4.45532e-05 0.000505136 0.000330958 9.36722e-05 0.00030952 0.00016557 0.000267542 0.000716288 0.000365503 0.000174926 0.000172127 0.000278756 0.00138958 0.000538303 0.000172219 0.000970945 0.000121803 0.000628909 0.000156477 -1.00631e-05 3.7676e-07 -1.33141e-14 -9.53472e-14 
-38.6052 2.74405e-06 3.32865e-05 -4.87077e-08 0.000177601 -3.71296e-07 3.01105e-05 1.45018e-05 -5.51434e-11 4.12041e-05 6.61913e-05 6.69301e-05 7.83009e-05 0.00015788 0.000189318 0.000191883 0.00130646 0.000491837 0.000269361 0.000234782 0.000151618 5.01213e-05 0.000133641 0.000130344 6.48815e-05 0.000548277 0.000168926 4.18921e-05 3.8e-05 5.14265e-05 0.000415493 0.000393185 0.000104115 3.47479e-05 0.000162535 0.000154924 0.000131012 0.000326453 0.000131833 0.000503718 3.65651e-05 0.000230791 0.00312006 0.000568993 0.000284784 0.000133195 0.000667562 0.000454764 0.000179388 0.000340493 0.000227008 0.000347191 0.000730274 0.000403152 0.000274795 0.000231916 0.000332189 0.00161698 0.000652631 0.000215861 0.00115548 0.000177328 0.000672116 0.000139896 -1.06742e-05 6.58149e-07 1.11609e-14 6.92009e-14 
-52.8546 5.87776e-06 0.000103016 6.76028e-05 0.000166997 2.0117e-06 6.44409e-05 4.84221e-05 1.35646e-11 -4.58306e-05 1.66734e-05 4.22966e-06 1.87004e-05 0.000174835 0.000281842 0.000194708 0.00223841 0.00105868 0.000794487 0.000525478 0.000180038 0.000184443 0.000353111 0.0002016 0.000112089 0.000168926 0.00108717 0.000103775 7.57988e-05 0.00011815 0.00095417 0.000916209 0.000237318 7.49763e-05 0.000343727 0.00036542 0.000288547 0.000776628 0.000346179 0.00111041 8.85352e-05 0.000567508 0.00665938 0.00133943 0.000665323 0.00031391 0.00145775 0.00095937 0.00040314 0.000757666 0.000513824 0.000745859 0.00168477 0.000968789 0.000616087 0.000606864 0.000747428 0.00383218 0.00151744 0.000430978 0.00267724 0.000346562 0.00177012 0.000200803 -6.62317e-05 -2.93355e-06 3.68023e-15 8.26937e-14 
-19.8712 3.32153e-06 3.25967e-05 5.81569e-05 -4.27628e-05 1.22227e-06 2.1051e-05 9.97877e-06 -1.22718e-11 7.64272e-06 2.19493e-05 -2.72279e-06 1.33032e-05 6.43462e-05 0.000133796 5.64983e-05 0.000801244 0.000373186 0.000252844 0.000198771 8.49993e-05 6.67578e-05 0.000158925 5.9597e-05 6.73173e-05 4.18921e-05 0.000103775 0.000313446 2.69821e-05 5.03027e-05 0.000375908 0.000344744 9.90585e-05 2.4857e-05 0.000127273 0.000133178 0.000116596 0.000291941 0.00012957 0.000423372 2.75318e-05 0.000290601 0.00240164 0.000565655 0.000260664 0.000113257 0.000519675 0.000338149 0.000138333 0.000300415 0.000188225 0.000291781 0.000648078 0.000369081 0.000242008 0.000236886 0.000275841 0.00138652 0.000575555 0.000174836 0.0009647 0.000140284 0.000637452 7.08513e-05 -3.08783e-05 1.07634e-06 2.4676e-15 2.04841e-14 
-0.877959 2.90255e-06 2.40083e-05 -1.13029e-05 5.0587e-05 9.38724e-07 1.57103e-05 -1.11801e-05 1.41926e-13 -2.52119e-05 3.41328e-05 3.75349e-06 3.89745e-05 7.53626e-05 0.000106133 6.01262e-05 0.000588023 0.000367559 0.000184892 8.71492e-05 5.51349e-05 4.10561e-05 8.79899e-05 4.43073e-05 3.51836e-05 3.8e-05 7.57988e-05 2.69821e-05 0.000189801 3.67513e-05 0.000269869 0.000288346 5.48285e-05 1.97016e-05 7.99461e-05 8.18296e-05 8.04858e-05 0.000205998 8.76072e-05 0.000330099 3.02454e-05 0.000178984 0.00187942 0.000384679 0.000182343 8.22236e-05 0.000400114 0.00025631 9.86663e-05 0.000222029 0.000139701 0.000211159 0.000501694 0.00028663 0.000169406 0.000166975 0.000211418 0.00113028 0.000452442 0.000127082 0.00079335 0.000106584 0.000548409 6.8215e-05 -2.48224e-05 1.8761e-08 -2.38974e-16 -5.78567e-16 
-13.0168 2.654e-06 9.05516e-06 2.47158e-05 3.35189e-05 1.16149e-06 2.22352e-06 -1.32108e-05 -2.25574e-11 -1.40029e-05 -5.01052e-07 -6.65728e-09 2.67749e-05 8.73369e-05 0.000110534 8.38814e-05 0.000819308 0.000412364 0.000239548 0.000196018 8.90279e-05 6.8729e-05 0.000124018 8.72111e-05 4.60447e-05 5.14265e-05 0.00011815 5.03027e-05 3.67513e-05 0.00021433 0.000326801 0.000328985 0.000104398 2.58318e-05 0.000136457 0.000134788 9.42505e-05 0.000297006 0.000121546 0.000447764 3.53671e-05 0.000230433 0.00241049 0.000508137 0.000244627 0.000110411 0.000518488 0.000332162 0.000136573 0.000285496 0.000183108 0.000276007 0.000634337 0.000367411 0.000225343 0.00022281 0.000268519 0.00143895 0.000566957 0.000153318 0.00101139 0.000120466 0.000662857 9.55937e-05 -3.28081e-05 -8.11776e-08 7.10003e-15 6.90594e-14 
-43.9695 2.58832e-05 0.000198076 0.000360227 0.000327906 1.12116e-05 0.000126998 -2.96734e-05 1.51791e-10 -0.000201191 0.000171474 -9.28813e-05 0.000139007 0.00043799 0.000790851 0.000206477 0.00500106 0.00311189 0.00227749 0.00139904 0.000660976 0.00046773 0.000955138 0.00057985 0.000358976 0.000415493 0.00095417 0.000375908 0.000269869 0.000326801 0.00438413 0.00308348 0.000726004 0.00023659 0.00110744 0.00109115 0.000919174 0.00240724 0.00105002 0.00349782 0.000256949 0.00186932 0.0206193 0.0043461 0.00206541 0.00090777 0.00443868 0.00286719 0.00112707 0.00244188 0.00152248 0.00233317 0.00535399 0.00308632 0.00186509 0.00185226 0.00235154 0.0122088 0.00482261 0.00137053 0.0085993 0.00106053 0.00563212 0.000654744 -0.000355806 -1.40082e-06 -2.91585e-14 -1.51223e-13 
-19.2402 3.18007e-05 0.000290371 0.000308326 0.000379259 1.14051e-05 0.000163574 -7.86563e-05 -2.18342e-10 -0.00030258 -1.1315e-05 -0.000140646 1.21102e-05 0.000161508 0.000309778 -0.000135775 0.00398413 0.00287039 0.00195074 0.00125399 0.000605762 0.000457856 0.000926577 0.000577781 0.000321978 0.000393185 0.000916209 0.000344744 0.000288346 0.000328985 0.00308348 0.00444974 0.00072417 0.000234056 0.001108 0.00111675 0.000949579 0.00248841 0.00106831 0.00361173 0.000251038 0.00182477 0.0201861 0.00430574 0.00204875 0.000907804 0.00446823 0.00286562 0.00114017 0.00243006 0.0015304 0.00231175 0.00536935 0.00307487 0.00182957 0.00183196 0.00234957 0.0121807 0.00477248 0.00133192 0.00860332 0.00105687 0.00562038 0.000653535 -0.00043366 -5.15408e-06 5.07995e-14 3.94462e-13 
-6.23465 1.16678e-05 6.10258e-05 0.000123148 0.000104948 3.61907e-06 3.25884e-05 -2.43685e-05 -1.0486e-11 -8.34454e-05 -1.92085e-05 -8.30766e-05 -3.96733e-05 -2.16911e-05 4.14108e-05 -8.05134e-05 0.000808034 0.000589012 0.000466661 0.000314677 0.000157344 9.59655e-05 0.000230364 0.000175254 9.08012e-05 0.000104115 0.000237318 9.90585e-05 5.48285e-05 0.000104398 0.000726004 0.00072417 0.000546877 5.41508e-05 0.000312989 0.000294277 0.000236931 0.000659948 0.000271134 0.000952248 6.26005e-05 0.00045558 0.00491414 0.0010882 0.000517395 0.00022595 0.00111502 0.000713681 0.000279163 0.000614789 0.000382325 0.000583972 0.00134819 0.000771283 0.000446469 0.000446464 0.000587472 0.00303242 0.00118328 0.000324404 0.00215384 0.000259958 0.00139954 0.000156659 -0.000121829 -1.20447e-06 3.03857e-15 3.17235e-14 
0.0978938 4.3083e-06 2.09818e-05 2.06292e-05 -7.49206e-07 1.20219e-06 6.83015e-06 -7.66804e-06 -1.30101e-11 -2.89443e-05 -2.23401e-05 -2.27199e-05 -1.80076e-05 2.23181e-06 2.85356e-07 -6.73825e-05 0.000177513 0.000149926 0.000121608 8.0723e-05 3.43461e-05 3.73184e-05 5.76892e-05 5.50019e-05 3.50645e-05 3.47479e-05 7.49763e-05 2.4857e-05 1.97016e-05 2.58318e-05 0.00023659 0.000234056 5.41508e-05 0.000148707 0.000100055 9.98069e-05 6.00806e-05 0.000198321 9.05208e-05 0.000303496 2.81491e-05 0.00014602 0.00149857 0.000338034 0.000159493 6.7035e-05 0.000337486 0.000217062 9.01064e-05 0.000196122 0.000123818 0.00018545 0.000428867 0.000248405 0.000145452 0.000145015 0.00018113 0.000939723 0.000373618 0.000102835 0.000668689 8.37557e-05 0.000438947 6.31434e-05 -4.4074e-05 -9.0165e-07 4.21096e-15 3.88576e-14 
20.3534 1.56508e-05 0.000105573 9.64065e-05 0.000135893 3.72319e-06 5.17258e-05 -7.1819e-05 -1.71097e-10 -0.000203523 -0.000130717 -0.000169327 -8.20659e-05 7.92854e-05 4.75414e-05 -0.000289677 0.000771763 0.000827898 0.000530249 0.000385005 0.000225814 0.000139693 0.000275377 0.000183532 0.000143954 0.000162535 0.000343727 0.000127273 7.99461e-05 0.000136457 0.00110744 0.001108 0.000312989 0.000100055 0.000887779 0.000450104 0.000351044 0.00099334 0.00039327 0.00137296 9.67051e-05 0.000649907 0.00737199 0.00158907 0.000745516 0.000321014 0.00163322 0.00104329 0.000421962 0.000894567 0.000574321 0.000857873 0.00202847 0.00117892 0.000684806 0.00067188 0.000872362 0.00452062 0.00181975 0.000513429 0.00327261 0.000420806 0.00232285 0.000261159 -0.000210919 -2.9221e-06 4.25641e-14 3.4237e-13 
19.9574 3.33811e-05 8.22536e-05 0.000268703 0.000411598 1.20967e-05 5.98555e-05 -5.38932e-05 5.06886e-11 -0.000224845 4.08413e-06 -0.000213031 -8.88607e-05 -7.52453e-05 -8.71716e-06 -0.000275585 0.000201451 0.000752209 0.000632241 0.000433196 0.000209708 0.000117348 0.000337788 0.000208351 0.000116989 0.000154924 0.00036542 0.000133178 8.18296e-05 0.000134788 0.00109115 0.00111675 0.000294277 9.98069e-05 0.000450104 0.000845328 0.000408226 0.000940512 0.000431382 0.00142008 9.94973e-05 0.000686844 0.00722325 0.00153399 0.000763249 0.000340044 0.00161602 0.00104788 0.000401795 0.000944397 0.000574258 0.000872928 0.00193267 0.00110263 0.000684371 0.0006901 0.000864039 0.00446705 0.00175195 0.000494888 0.00315089 0.0003806 0.00207517 0.000246787 -0.000228936 3.27126e-06 -1.83345e-14 -1.77356e-13 
22.499 2.15645e-05 0.000136643 0.000239896 0.000138744 5.29985e-06 7.60783e-05 1.62451e-05 -1.02198e-10 -0.00016672 -0.000161405 -0.000175855 -0.00011368 -2.59855e-05 -2.46292e-05 -0.000396562 0.000248399 0.000498359 0.000472524 0.000374055 0.000185512 0.000121151 0.000235811 0.000153364 0.000105264 0.000131012 0.000288547 0.000116596 8.04858e-05 9.42505e-05 0.000919174 0.000949579 0.000236931 6.00806e-05 0.000351044 0.000408226 0.000724942 0.000815322 0.000367466 0.00116884 7.92222e-05 0.0005435 0.00598256 0.00131177 0.00064504 0.000277574 0.001343 0.000889001 0.000364659 0.000748932 0.000485487 0.000724515 0.00165895 0.000980519 0.000581501 0.000573677 0.000722016 0.00371516 0.00149653 0.000427901 0.00267912 0.000341318 0.00181851 0.000181403 -0.000200514 -4.43272e-06 2.78218e-14 2.30737e-13 
67.5727 7.36686e-05 0.000435359 0.000323003 -0.000525552 2.18089e-05 0.000250049 2.85163e-05 3.37466e-11 -0.000361633 -0.000196636 -0.00033544 -0.000268482 -8.21059e-05 2.24618e-06 -0.00106676 0.000516582 0.00141454 0.00117685 0.000901891 0.000419516 0.000305791 0.000759738 0.000489984 0.000264272 0.000326453 0.000776628 0.000291941 0.000205998 0.000297006 0.00240724 0.00248841 0.000659948 0.000198321 0.00099334 0.000940512 0.000815322 0.00314951 0.000875734 0.00302222 0.00021011 0.0014624 0.015732 0.00336365 0.00164688 0.000724969 0.00351143 0.00230637 0.000890954 0.00199109 0.00124118 0.00188293 0.00431578 0.00248208 0.00148703 0.0014652 0.00186938 0.00985916 0.00384096 0.00104407 0.00687969 0.000816528 0.00460479 0.000508415 -0.000515604 -1.69305e-06 -5.80921e-15 -3.27354e-14 
24.9361 3.075e-05 0.000154445 2.34012e-05 0.00023737 8.8906e-06 0.000105182 -6.88857e-05 -6.20936e-11 -0.000168078 -4.26315e-05 -0.000149909 -6.23023e-05 8.97685e-06 3.3716e-05 -0.000210989 0.000684764 0.00075074 0.000553755 0.000424151 0.000222624 0.00015032 0.000324199 0.000222489 0.000108123 0.000131833 0.000346179 0.00012957 8.76072e-05 0.000121546 0.00105002 0.00106831 0.000271134 9.05208e-05 0.00039327 0.000431382 0.000367466 0.000875734 0.000765208 0.00127711 9.385e-05 0.000597935 0.00670067 0.00143078 0.000687753 0.000309457 0.00149732 0.000962178 0.000383056 0.000837656 0.000528125 0.000794041 0.00184447 0.00106522 0.000645824 0.0006457 0.000798336 0.00427304 0.00167328 0.000448637 0.00301053 0.00035241 0.00200888 0.000224272 -0.000193253 -1.77678e-06 1.44121e-14 1.1473e-13 
70.5844 6.94925e-05 0.000145208 0.000716422 0.000332461 2.19102e-05 0.000111114 -0.000103635 -1.54039e-10 -0.000376968 5.2516e-05 -0.000325031 -2.82042e-05 0.00020964 0.000501451 -0.000295329 0.00410173 0.00320871 0.00210803 0.00145397 0.000734607 0.000510182 0.00114947 0.000744951 0.000392606 0.000503718 0.00111041 0.000423372 0.000330099 0.000447764 0.00349782 0.00361173 0.000952248 0.000303496 0.00137296 0.00142008 0.00116884 0.00302222 0.00127711 0.00574262 0.000290107 0.00221185 0.0231401 0.00477904 0.00231514 0.00105379 0.00507105 0.00330609 0.00127344 0.00281482 0.00174294 0.00268398 0.00614894 0.003615 0.0021381 0.00215177 0.00274354 0.0144934 0.00574104 0.00159747 0.0104858 0.00128958 0.00724903 0.000865706 -0.000548226 1.62946e-06 3.37327e-14 2.60667e-13 
3.85784 1.75835e-06 -9.6565e-06 7.98154e-05 3.08393e-05 1.04586e-06 4.73658e-07 4.41738e-06 -1.11816e-11 2.1106e-05 3.13964e-05 1.11565e-05 4.58829e-06 3.1613e-05 7.29247e-05 4.03716e-05 0.000504154 0.000318322 0.000155947 0.000112741 8.24078e-05 5.49065e-05 0.000113036 5.0441e-05 2.55585e-05 3.65651e-05 8.85352e-05 2.75318e-05 3.02454e-05 3.53671e-05 0.000256949 0.000251038 6.26005e-05 2.81491e-05 9.67051e-05 9.94973e-05 7.92222e-05 0.00021011 9.385e-05 0.000290107 0.000151724 0.000169703 0.00179624 0.00036245 0.000178675 8.59602e-05 0.000380477 0.000248531 9.37076e-05 0.000209287 0.000126051 0.00020003 0.00043784 0.000258243 0.000162545 0.000169099 0.000210044 0.00107431 0.000432308 0.000128535 0.000792799 0.000106767 0.00053002 6.93922e-05 -2.63699e-05 1.80395e-06 1.27896e-15 4.22512e-15 
19.1989 2.47264e-06 5.65448e-06 0.000185109 -0.000148802 4.91992e-06 2.47969e-05 -2.14126e-05 -2.55221e-10 0.000162892 0.000283467 0.000209389 0.00031274 0.000539626 0.000725802 0.00064219 0.00515891 0.00262281 0.0015622 0.000944277 0.00054638 0.00033245 0.000653701 0.000431404 0.000264302 0.000230791 0.000567508 0.000290601 0.000178984 0.000230433 0.00186932 0.00182477 0.00045558 0.00014602 0.000649907 0.000686844 0.0005435 0.0014624 0.000597935 0.00221185 0.000169703 0.0026391 0.013689 0.00288183 0.00123419 0.000529617 0.00264251 0.00167633 0.000645928 0.00146561 0.000892821 0.0014221 0.00333138 0.00191524 0.00118054 0.00121695 0.00145957 0.0081083 0.00321176 0.000873021 0.00587198 0.000741632 0.00404949 0.000528783 -0.000106993 6.29856e-06 5.85821e-14 4.50975e-13 
76.0263 -6.67192e-05 -9.18444e-05 0.000917295 0.00129417 3.76203e-05 0.000292957 -0.000558175 -8.9594e-10 0.00090813 0.00439633 0.002304 0.00468131 0.00730286 0.00983667 0.00862035 0.0585768 0.0305447 0.0180341 0.0115862 0.00587485 0.00373356 0.00781485 0.00447506 0.00261087 0.00312006 0.00665938 0.00240164 0.00187942 0.00241049 0.0206193 0.0201861 0.00491414 0.00149857 0.00737199 0.00722325 0.00598256 0.015732 0.00670067 0.0231401 0.00179624 0.013689 0.168195 0.0306339 0.0136005 0.0057635 0.0294202 0.0187197 0.00708076 0.0159888 0.00979453 0.0154235 0.0365633 0.0209949 0.0125255 0.0127467 0.016381 0.0886352 0.0347928 0.00965944 0.0637614 0.00790316 0.0436493 0.00543517 -0.000846099 5.6916e-05 1.58041e-13 1.12022e-12 
58.3192 4.03318e-07 5.9815e-05 0.000876975 0.00040938 1.60612e-06 8.38076e-05 0.000275025 5.83283e-12 0.000430294 0.000747832 0.000616691 0.000781726 0.00127044 0.00185831 0.000939183 0.0106882 0.00536962 0.00351601 0.00223459 0.00113058 0.000869501 0.00156926 0.000876148 0.000531206 0.000568993 0.00133943 0.000565655 0.000384679 0.000508137 0.0043461 0.00430574 0.0010882 0.000338034 0.00158907 0.00153399 0.00131177 0.00336365 0.00143078 0.00477904 0.00036245 0.00288183 0.0306339 0.010208 0.0028872 0.00118515 0.00597873 0.0038959 0.00147222 0.00336927 0.00203874 0.00329468 0.00761342 0.00445045 0.00260111 0.00262337 0.00340671 0.0181922 0.0072182 0.00204418 0.0132098 0.00167771 0.00891292 0.00129143 -0.000301783 8.90648e-06 -4.15264e-15 -2.14818e-14 
36.8006 -3.01996e-06 6.78484e-05 0.000909904 -0.000360272 7.12004e-06 6.55521e-05 0.000385651 2.41501e-10 0.000142033 0.000114236 0.00023754 0.000241781 0.000628902 0.000846088 -0.000293681 0.00377853 0.00248455 0.00150476 0.00103766 0.000516989 0.000386957 0.000709526 0.000409992 0.000188656 0.000284784 0.000665323 0.000260664 0.000182343 0.000244627 0.00206541 0.00204875 0.000517395 0.000159493 0.000745516 0.000763249 0.00064504 0.00164688 0.000687753 0.00231514 0.000178675 0.00123419 0.0136005 0.0028872 0.00363072 0.000590239 0.00280422 0.00197365 0.000710853 0.00155153 0.000961931 0.00154841 0.00340519 0.00209426 0.0012939 0.00128644 0.00162018 0.00837184 0.00321035 0.000923001 0.00606035 0.000785942 0.00401196 0.000547507 -0.000207754 5.32149e-06 -4.56326e-14 -2.93082e-13 
