initialization.B0 relative_abundance[TangaroaAcousticMature].cv_process_error relative_abundance[TangaroaAcousticImmature].cv_process_error initialization.Cinitial_male 14 migration[toSpawn].rates_male 5 migration[toSpawn].rates_female 5 recruitment.YCS 35 
200000 0.0001 0.0001 9.09714e+006 2.03464e+007 6.08856e+006 4.06632e+006 7.89467e+006 9.73282e+006 2.37195e+006 4.47124e+006 8.50672e+006 1.04164e+007 1.33522e+007 2.04659e+007 5023.72 3.58813e+007 0.0489064 0.393044 0.312436 0.166062 0.5 0.0102138 0.271436 0.458934 0.178012 0.5 0.0406928 0.0549992 0.401508 0.391512 0.104338 0.0377631 0.166053 0.1613 0.135135 0.338765 0.157712 0.505802 0.0340552 0.20886 2.22289 0.449995 0.223525 0.13956 0.66744 0.455458 0.209196 0.505374 0.2532 0.366426 0.780626 0.490069 0.273235 0.245209 0.246481 1.22527 0.425768 0.0748968 0.382914 0.0219721 1 
228571 0.0001 0.0001 7.20247e+006 1.71971e+007 5.32312e+006 3.55208e+006 6.88772e+006 8.49736e+006 2.07376e+006 3.9126e+006 7.4521e+006 9.12792e+006 1.17206e+007 1.79598e+007 4552.49 3.13741e+007 0.0647789 0.539999 0.397017 0.227668 0.5 0.0146711 0.395517 0.688653 0.998999 0.5 0.0446746 0.0582981 0.426661 0.409524 0.10458 0.036265 0.154975 0.149491 0.124543 0.30672 0.139753 0.468639 0.0352623 0.23548 2.55727 0.518382 0.248503 0.135362 0.622527 0.39531 0.178823 0.403076 0.234312 0.331106 0.736557 0.43474 0.244807 0.223968 0.224532 1.2088 0.445012 0.0933163 0.578911 0.0319847 1 
257143 0.0001 0.0001 6.83943e+006 1.64527e+007 5.08435e+006 3.38823e+006 6.56431e+006 8.0932e+006 1.97761e+006 3.73168e+006 7.10493e+006 8.70311e+006 1.11811e+007 1.71285e+007 4356.35 2.98856e+007 0.0705395 0.597091 0.441148 0.324542 0.5 0.0161327 0.434551 0.770134 0.999 0.5 0.0442015 0.0565406 0.415893 0.397684 0.100403 0.0344546 0.144266 0.138008 0.115739 0.286604 0.130668 0.448161 0.0356385 0.250038 2.73085 0.547968 0.255705 0.131358 0.586423 0.367513 0.159995 0.355955 0.210506 0.307976 0.696365 0.415868 0.238383 0.221272 0.22961 1.31171 0.500704 0.110616 0.816382 0.0456818 1 
285714 0.0001 0.0001 6.75216e+006 1.63018e+007 5.03603e+006 3.35355e+006 6.49198e+006 8.00335e+006 1.95484e+006 3.69106e+006 7.02761e+006 8.60913e+006 1.1063e+007 1.69485e+007 4297.25 2.95493e+007 0.0740227 0.63251 0.472828 0.448637 0.5 0.0169545 0.457347 0.823369 0.999 0.5 0.0425637 0.0539387 0.397299 0.379908 0.0956526 0.0327263 0.135486 0.12933 0.108985 0.271059 0.12421 0.432455 0.0355492 0.25579 2.79439 0.558117 0.257325 0.128483 0.569986 0.355166 0.151019 0.332645 0.198454 0.296053 0.679059 0.409656 0.239069 0.225772 0.239976 1.43111 0.562034 0.126541 1.03641 0.0586637 1 
314286 0.0001 0.0001 6.73204e+006 1.62866e+007 5.03164e+006 3.34864e+006 6.4815e+006 7.98943e+006 1.95198e+006 3.68392e+006 7.01743e+006 8.59383e+006 1.10457e+007 1.69212e+007 4300.1 2.9494e+007 0.076371 0.656341 0.491044 0.573287 0.5 0.0174966 0.472572 0.858013 0.999 0.5 0.0407701 0.0513781 0.378424 0.362349 0.091238 0.0312051 0.12819 0.122299 0.103429 0.258389 0.119273 0.420038 0.035332 0.258415 2.82093 0.562227 0.25758 0.126408 0.56167 0.349127 0.146287 0.320074 0.192063 0.29001 0.673374 0.409469 0.242925 0.232942 0.251724 1.54731 0.620311 0.14043 1.22437 0.070439 1 
336587 0.0001 0.0001 6.73256e+006 1.63062e+007 5.0379e+006 3.35227e+006 6.48672e+006 7.99538e+006 1.95323e+006 3.68815e+006 7.02195e+006 8.60247e+006 1.10563e+007 1.69372e+007 4310.8 2.95181e+007 0.0777218 0.669843 0.499138 0.660145 0.5 0.0178082 0.481235 0.876564 0.999 0.5 0.0394122 0.0495154 0.364545 0.349566 0.0881028 0.0301493 0.123268 0.117605 0.0997002 0.249983 0.116127 0.412081 0.035158 0.259667 2.83254 0.564038 0.257607 0.125226 0.558256 0.34685 0.144201 0.314501 0.189322 0.287864 0.673664 0.411694 0.24698 0.239224 0.26101 1.63235 0.662169 0.149969 1.35006 0.0786833 1 
342857 0.0001 0.0001 6.73557e+006 1.63124e+007 5.04149e+006 3.3541e+006 6.48926e+006 7.99955e+006 1.95377e+006 3.68956e+006 7.02533e+006 8.60571e+006 1.10614e+007 1.69451e+007 4306.48 2.95307e+007 0.0780514 0.673094 0.500976 0.683087 0.5 0.0178837 0.483339 0.880795 0.999 0.5 0.0390431 0.0490162 0.360828 0.346147 0.0872719 0.0298729 0.121986 0.116392 0.0987302 0.247816 0.115332 0.410078 0.0351122 0.259966 2.83523 0.564475 0.25763 0.12496 0.557669 0.346492 0.1438 0.31339 0.188812 0.287564 0.674281 0.412568 0.248213 0.241031 0.263591 1.65518 0.673314 0.152456 1.38246 0.0808367 1 
371429 0.0001 0.0001 6.74936e+006 1.63552e+007 5.05568e+006 3.36361e+006 6.50582e+006 8.01812e+006 1.95857e+006 3.6987e+006 7.04216e+006 8.62884e+006 1.109e+007 1.69886e+007 4316.47 2.96035e+007 0.0793205 0.685924 0.50273 0.77599 0.5 0.0181785 0.491539 0.897277 0.999 0.5 0.0374478 0.0468769 0.344806 0.331492 0.0837317 0.0286971 0.116627 0.111313 0.0946975 0.23887 0.112109 0.40198 0.0349231 0.261184 2.84618 0.566219 0.25777 0.123995 0.556282 0.345894 0.142668 0.31016 0.187478 0.287341 0.679182 0.417446 0.254087 0.249197 0.274978 1.75336 0.720632 0.162838 1.51511 0.0897979 1 
400000 0.0001 0.0001 6.7697e+006 1.64051e+007 5.07164e+006 3.37501e+006 6.52487e+006 8.04197e+006 1.96558e+006 3.71033e+006 7.06138e+006 8.65569e+006 1.11225e+007 1.70401e+007 4328.48 2.96909e+007 0.0803118 0.696257 0.498012 0.849231 0.5 0.0184104 0.498184 0.910232 0.999 0.5 0.0360004 0.044958 0.330447 0.318398 0.0805949 0.0276641 0.11197 0.106925 0.0912241 0.231314 0.109465 0.395471 0.0347851 0.262475 2.85818 0.568161 0.258178 0.123445 0.556669 0.346692 0.142416 0.309171 0.187419 0.288644 0.686743 0.423468 0.260186 0.257154 0.28577 1.84294 0.76295 0.171885 1.62735 0.0974032 1 
428571 0.0001 0.0001 6.79018e+006 1.64592e+007 5.09183e+006 3.38594e+006 6.54771e+006 8.07184e+006 1.97142e+006 3.72277e+006 7.08912e+006 8.68346e+006 1.11618e+007 1.7098e+007 4341.41 2.97909e+007 0.0811836 0.70428 0.503102 0.925359 0.5 0.0186132 0.503653 0.918285 0.998999 0.5 0.0346582 0.0432088 0.317333 0.306433 0.07774 0.026725 0.107766 0.102983 0.0880922 0.224438 0.107106 0.38988 0.0346736 0.263581 2.86876 0.570151 0.258829 0.123157 0.558402 0.348393 0.142617 0.309346 0.188006 0.290641 0.69477 0.429446 0.266057 0.264587 0.295473 1.9204 0.799428 0.179595 1.7225 0.103925 1 
