*mpd[__mpd__]
estimate_values:
process[Recruitment].b0 catchability[CPUEq].q catchability[subaTANqA].q selectivity[subaFsel].a50 selectivity[subaFsel].ato95 selectivity[subaTANselA].a50 selectivity[subaTANselA].ato95 observation[CPUE].process_error process[Recruitment].ycs_values{1974} process[Recruitment].ycs_values{1975} process[Recruitment].ycs_values{1976} process[Recruitment].ycs_values{1977} process[Recruitment].ycs_values{1978} process[Recruitment].ycs_values{1979} process[Recruitment].ycs_values{1980} process[Recruitment].ycs_values{1981} process[Recruitment].ycs_values{1982} process[Recruitment].ycs_values{1983} process[Recruitment].ycs_values{1984} process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011} process[Recruitment].ycs_values{2012} process[Recruitment].ycs_values{2013} process[Recruitment].ycs_values{2014} process[Recruitment].ycs_values{2015} process[Recruitment].ycs_values{2016} 
-40.1119 2.37783e-08 3.00197e-05 0.00217934 0.00218832 -3.61013e-05 -1.1785e-05 -0.000144867 -0.00060826 0.00124775 -0.000703524 0.0029486 0.00542054 0.00091988 0.00918404 0.0015134 0.00301181 -0.0122015 0.0216133 -0.00469731 0.00111506 0.000837032 0.000721396 0.0016821 0.00212264 0.0013035 0.00266786 0.000736106 0.00236989 0.0010843 0.00190011 0.00143055 0.00162124 0.00130576 0.00098089 0.000961058 0.000888004 0.00108872 0.00134724 0.001514 0.00115858 0.00117592 0.000961589 0.00095628 0.000564608 5.58963e-05 0.000737461 0.000148503 -0.00195702 0.00139742 0.00164596 
-14.3077 3.89935e-10 8.12647e-06 5.68156e-05 0.00112835 -5.29622e-05 1.80324e-05 -6.4432e-05 0.0013029 0.000349138 0.000545532 0.000509534 0.00546246 -0.00115541 0.0126345 -0.000334632 0.0010296 0.00291588 -0.00469731 0.00972851 -0.00182946 0.000835342 0.000850851 0.000945684 0.00139039 0.00114133 0.00241529 0.00114046 0.00114143 0.00188045 0.0011571 0.0011505 0.00137653 0.000918534 0.000648451 0.000694989 0.000688269 0.000828343 0.00112182 0.00101898 0.00115651 0.000922695 0.00108144 0.00102713 0.000169624 0.000743019 -1.21035e-05 0.000285215 0.00128315 -0.00154999 -0.00120748 
-8.55681 9.55845e-10 7.69875e-06 -0.000271997 -0.00029885 -1.7292e-05 9.46045e-06 -2.19081e-05 -0.00016734 0.000810281 0.000982479 -0.000464462 0.00659194 0.000657945 0.00985624 0.000845725 0.00140611 0.000459019 0.00111506 -0.00182946 0.00734588 -0.00195673 0.000933097 0.00110878 0.00170144 0.00147384 0.000541502 0.00201918 0.000760137 0.00116228 0.00121204 0.00119071 0.00129057 0.000941727 0.000959939 0.000661381 0.00079057 0.000809017 0.00114332 0.00122879 0.00128532 0.00130544 0.000836413 0.000550357 0.00103789 0.000408504 0.00166755 0.000194218 0.000698092 0.000487782 0.000291217 
-38.859 1.75309e-08 3.12742e-05 7.78995e-05 0.000147713 -1.73909e-05 1.0407e-06 -0.000132949 -8.32052e-05 0.000213635 0.000336023 0.00314446 0.00329135 -0.00158049 0.0149408 -0.000682918 0.00106768 0.00193163 0.000837032 0.000835342 -0.00195673 0.0090169 -0.00229692 0.00140922 0.00184809 0.00168371 0.00244797 0.00089764 0.0021081 0.00150652 0.00148438 0.00142833 0.00147012 0.00116892 0.000829176 0.000779975 0.000647157 0.000875889 0.00113453 0.00115146 0.0012525 0.00112107 0.000868358 0.00082832 0.000555591 0.00042538 0.000236878 0.000417124 -0.00143598 -8.36419e-05 -7.43173e-05 
-33.0374 1.1399e-08 1.32663e-05 -0.000352823 0.000903994 -2.70925e-05 2.35378e-05 -6.35543e-05 0.000900924 0.000922662 0.000624131 -0.00045552 0.00722641 -0.0025405 0.0116229 0.000874608 0.000223291 0.00154673 0.000721396 0.000850851 0.000933097 -0.00229692 0.00758239 -0.0016621 0.00158194 0.00197655 0.00147536 0.00126321 0.000991027 0.00141254 0.00107822 0.00132074 0.00128111 0.0010416 0.000762498 0.000774409 0.000606015 0.000826711 0.000973785 0.0011268 0.00112102 0.000866089 0.00070529 0.000686699 0.000179922 0.000515724 2.96128e-05 0.000431837 0.00162361 -0.00116211 -0.000605941 
-27.3208 1.55247e-08 3.20178e-05 0.000550539 -0.0004602 -2.80263e-05 7.34942e-06 -6.88997e-05 0.00124898 0.000650207 -0.000455296 0.00338333 0.00652541 0.00045511 0.0179275 2.67046e-05 0.00135569 0.00169247 0.0016821 0.000945684 0.00110878 0.00140922 -0.0016621 0.0094782 -0.00164241 0.00310805 0.00266999 0.00177584 0.00197965 0.00111157 0.00221212 0.00165445 0.0018831 0.00163732 0.00107674 0.0012253 0.00110123 0.00114999 0.00160641 0.00174512 0.00188026 0.00131235 0.00140439 0.0010953 0.00122954 0.000857437 0.00152902 0.000243189 -0.000394011 8.26924e-05 -0.000492533 
-29.2001 8.02758e-09 1.88803e-05 -0.000113462 0.00042042 -8.90824e-05 1.7982e-05 -0.000280858 0.000235509 0.00163024 0.00187603 0.000134115 0.0147758 -0.00192059 0.0243311 -0.000450102 0.00163193 0.00253973 0.00212264 0.00139039 0.00170144 0.00184809 0.00158194 -0.00164241 0.0157765 -0.00585279 0.00663842 0.00179659 0.00318707 0.00239032 0.00295145 0.00219462 0.00300192 0.00223307 0.00132236 0.00185612 0.00114364 0.00195497 0.00204599 0.00248968 0.002285 0.00237671 0.0013484 0.00209434 0.00130509 0.00121786 0.00134871 0.000225839 0.000104424 -8.0361e-05 0.00108212 
-161.913 9.80529e-08 0.0001448 0.00394047 0.00418855 0.000213085 3.79855e-05 -0.000268972 0.000992497 0.00201435 -0.00169372 0.00486063 0.0114409 -0.00303771 0.0231304 0.00185734 0.00243192 0.00318189 0.0013035 0.00114133 0.00147384 0.00168371 0.00197655 0.00310805 -0.00585279 0.027756 -0.0119244 0.00801357 0.00131427 0.00356438 0.00169908 0.00257101 0.00295823 0.00215906 0.00177235 0.00155334 0.00130836 0.00166954 0.00219155 0.00239675 0.00237493 0.00179409 0.00150776 0.00111293 0.00205876 0.000790528 0.00196867 0.000573626 0.00213257 -0.00174618 -0.00228323 
-35.426 1.92822e-08 4.0655e-05 0.000779387 0.00134806 -0.000211605 7.8958e-06 -0.000117543 0.0012914 0.00132576 0.00180534 0.000679972 0.0128222 5.59245e-05 0.0266866 -0.000945484 0.00176389 0.00368535 0.00266786 0.00241529 0.000541502 0.00244797 0.00147536 0.00266999 0.00663842 -0.0119244 0.0299837 -0.0110297 0.00847346 0.00198306 0.00361576 0.00262321 0.00333141 0.00250143 0.00168626 0.00189259 0.0015392 0.00193746 0.00260664 0.00273889 0.0030381 0.00213722 0.00247021 0.00193608 0.00116278 0.00167507 0.000634618 0.0016358 -0.00230622 0.000112121 0.000224711 
-89.03 5.08299e-08 6.80166e-05 0.00140937 0.00172231 4.7562e-05 4.10391e-05 -0.000132563 0.00058557 0.000971082 0.00120839 9.16944e-05 0.0134065 -0.00441995 0.0242907 0.00102978 0.00151266 0.00189558 0.000736106 0.00114046 0.00201918 0.00089764 0.00126321 0.00177584 0.00179659 0.00801357 -0.0110297 0.0208446 -0.00748196 0.00491406 0.00183784 0.00164658 0.00220559 0.00172935 0.00136215 0.00108078 0.00130124 0.00124835 0.00186108 0.00190437 0.00199031 0.00156051 0.00138233 0.00133519 0.00125426 0.000538439 0.0015487 0.00057695 0.00277438 -0.00198696 -0.000905287 
