process[Recruitment].b0 selectivity[MaturationSel_male].v{1} selectivity[MaturationSel_male].v{2} selectivity[MaturationSel_male].v{3} selectivity[MaturationSel_male].v{4} selectivity[MaturationSel_female].v{1} selectivity[MaturationSel_female].v{2} selectivity[MaturationSel_female].v{3} selectivity[MaturationSel_female].v{4} process[Recruitment].ycs_values{1958} process[Recruitment].ycs_values{1959} process[Recruitment].ycs_values{1960} process[Recruitment].ycs_values{1961} process[Recruitment].ycs_values{1962} process[Recruitment].ycs_values{1963} process[Recruitment].ycs_values{1964} process[Recruitment].ycs_values{1965} process[Recruitment].ycs_values{1966} process[Recruitment].ycs_values{1967} process[Recruitment].ycs_values{1968} process[Recruitment].ycs_values{1969} process[Recruitment].ycs_values{1970} process[Recruitment].ycs_values{1971} process[Recruitment].ycs_values{1972} process[Recruitment].ycs_values{1973} process[Recruitment].ycs_values{1974} process[Recruitment].ycs_values{1975} process[Recruitment].ycs_values{1976} process[Recruitment].ycs_values{1977} process[Recruitment].ycs_values{1978} process[Recruitment].ycs_values{1979} process[Recruitment].ycs_values{1980} process[Recruitment].ycs_values{1981} process[Recruitment].ycs_values{1982} process[Recruitment].ycs_values{1983} process[Recruitment].ycs_values{1984} process[Recruitment].ycs_values{1985} process[Recruitment].ycs_values{1986} process[Recruitment].ycs_values{1987} process[Recruitment].ycs_values{1988} process[Recruitment].ycs_values{1989} process[Recruitment].ycs_values{1990} process[Recruitment].ycs_values{1991} process[Recruitment].ycs_values{1992} process[Recruitment].ycs_values{1993} process[Recruitment].ycs_values{1994} process[Recruitment].ycs_values{1995} process[Recruitment].ycs_values{1996} process[Recruitment].ycs_values{1997} process[Recruitment].ycs_values{1998} process[Recruitment].ycs_values{1999} process[Recruitment].ycs_values{2000} process[Recruitment].ycs_values{2001} process[Recruitment].ycs_values{2002} process[Recruitment].ycs_values{2003} process[Recruitment].ycs_values{2004} process[Recruitment].ycs_values{2005} process[Recruitment].ycs_values{2006} process[Recruitment].ycs_values{2007} process[Recruitment].ycs_values{2008} process[Recruitment].ycs_values{2009} process[Recruitment].ycs_values{2010} process[Recruitment].ycs_values{2011} process[Recruitment].ycs_values{2012} parameter_transformation[M_nonspawn_avg_diff].average_parameter parameter_transformation[M_nonspawn_avg_diff].difference_parameter observation[TangaroaAcousticMature].process_error 
299610 0.0853669 0.735258 0.514323 0.293981 0.0190345 0.515637 0.94578 0.999 0.251687 0.256263 0.261698 0.268296 0.276323 0.286361 0.300089 0.707008 0.464017 0.32237 0.231725 0.12143 0.0708351 0.136124 0.0915088 0.0498304 0.0521509 0.107502 0.0430752 0.0337305 0.042266 0.312768 0.304796 0.0779883 0.0275099 0.112475 0.107569 0.0925564 0.23474 0.105181 0.358491 0.0300068 0.2116 2.26862 0.460416 0.218181 0.106325 0.462205 0.299581 0.120961 0.264764 0.160483 0.246235 0.574981 0.338164 0.205854 0.201745 0.256777 1.31409 0.523281 0.152418 0.876062 0.00771912 0.5907 0.094947 0.161979 -0.00906314 0.0001 
covariance_matrix:
-363.797 -0.000117483 -0.000404014 3.48408e-05 -0.00151505 -1.65785e-05 -0.000230808 -0.000165335 2.19329e-09 -0.000273002 0.000186093 -0.000683384 -0.000169446 0.0022183 0.0021141 0.00422775 0.00804298 0.00471523 0.0221819 0.000580507 -0.000305627 0.000356876 0.000811794 0.000498544 0.000249294 0.000259919 0.000571509 0.000261279 0.00018583 0.000207389 0.00165443 0.00147561 0.000361497 9.31288e-05 0.000537501 0.00047816 0.000329657 0.000952386 0.000442867 0.00161946 0.000182424 0.00121456 0.015261 0.00266066 0.00118884 0.000675636 0.00283938 0.00187584 0.000729839 0.00152812 0.000920184 0.00142379 0.00338594 0.00203836 0.00120924 0.00117021 0.00122841 0.00719971 0.0025429 0.000753471 0.00419731 -4.2872e-06 0.00285886 0.000208195 0.000683125 -1.9114e-06 9.70992e-14 
-253.545 -5.40364e-05 -8.96826e-05 -0.000441153 -0.000718031 -1.15656e-05 1.38284e-06 4.17236e-05 7.95751e-11 -0.00103438 0.000942574 0.000104316 -0.000178321 0.000380968 0.000496636 0.00171318 0.00520482 0.000856812 0.000580507 0.0114532 7.89745e-05 0.00026803 0.000469223 0.000361775 0.000166833 0.000179782 0.000415077 0.000126359 0.000121926 0.000154131 0.00110996 0.000999561 0.000229404 7.58676e-05 0.000331015 0.000249997 0.000253456 0.000622202 0.000296259 0.00106237 9.66992e-05 0.000731613 0.00849763 0.0016305 0.000743212 0.000375372 0.00161569 0.00108468 0.000403701 0.000859147 0.000516525 0.000803107 0.00199072 0.00115329 0.000676281 0.000688906 0.000914279 0.00457729 0.00178323 0.000465302 0.0027517 -2.3599e-06 0.00151217 0.000275981 0.00033876 1.45548e-05 1.30966e-13 
-115.008 -2.29532e-05 9.62942e-06 4.08613e-05 -0.000399686 -1.01383e-05 -6.09478e-06 -6.2877e-05 1.07406e-09 0.000130255 8.75377e-05 0.000192606 -0.00058763 0.00105807 0.000272157 0.0022856 0.00297751 0.00147761 -0.000305627 7.89745e-05 0.00364751 8.503e-05 0.000224714 8.17639e-05 7.60261e-05 6.38048e-05 0.000148347 4.82463e-05 4.53437e-05 5.60574e-05 0.000476458 0.000426964 9.29089e-05 1.29849e-05 0.000119724 0.000130821 9.93153e-05 0.000214878 9.35041e-05 0.000371115 3.34615e-05 0.000279795 0.00412893 0.000710854 0.000296937 0.000177833 0.000769526 0.000509627 0.000197415 0.000422066 0.000243292 0.000354174 0.000887627 0.00054322 0.000301584 0.000269692 0.00027728 0.00162813 0.000535503 0.000188867 0.000916614 -5.88186e-07 0.00056476 -4.87236e-05 0.000171995 -4.79809e-06 1.37002e-13 
-57.6886 3.42743e-06 6.19898e-06 -6.73407e-05 0.000257876 3.90409e-06 -9.47685e-06 6.14497e-06 4.91675e-11 4.70829e-05 0.000124229 1.33831e-05 0.000504764 0.000345882 0.000277125 0.000297985 0.00104107 0.000332122 0.000356876 0.00026803 8.503e-05 0.00157664 0.00016754 6.88061e-05 5.6373e-05 4.95967e-05 0.000113762 3.8663e-05 3.10393e-05 4.64866e-05 0.000348381 0.000328417 8.92719e-05 3.01028e-05 0.000124358 0.000116425 9.50256e-05 0.000254741 0.000123504 0.000397668 2.63504e-05 0.000243001 0.00273357 0.000568123 0.000235706 0.000130175 0.000540304 0.000345672 0.000132508 0.000318941 0.000169591 0.000285931 0.000696326 0.000409943 0.000246869 0.000218496 0.000272464 0.00137556 0.00051312 0.000128994 0.000841705 -1.55452e-08 0.000332168 -5.60446e-06 3.74943e-05 -4.79443e-06 -1.73915e-14 
-96.6723 -6.24939e-06 3.95619e-06 -0.000160893 0.000287021 -4.33878e-07 -4.50838e-06 -2.48229e-05 1.96321e-10 -3.44295e-05 0.000439695 -0.000115139 0.000522944 0.00063997 0.000692292 0.0010823 0.00280125 0.00124212 0.000811794 0.000469223 0.000224714 0.00016754 0.00292403 0.000147032 0.000129227 0.000120084 0.000235459 0.000126248 8.5277e-05 0.000106447 0.000728864 0.000686848 0.000180667 6.01806e-05 0.000274101 0.000230888 0.000200552 0.0005098 0.000241019 0.000846552 6.79971e-05 0.0005588 0.00613974 0.00121201 0.000534808 0.000304102 0.00120294 0.000795146 0.00030891 0.000700121 0.000387619 0.000617123 0.00148098 0.000900216 0.000541965 0.000489079 0.000613532 0.0031739 0.00124103 0.000354729 0.00215312 1.22198e-07 0.00148953 0.00010779 9.72743e-05 -3.04699e-06 4.95921e-15 
-61.1926 -5.86266e-06 1.68426e-05 -2.30856e-05 -8.00431e-05 3.56153e-06 1.45652e-05 -8.1429e-06 2.12601e-10 4.08208e-06 0.000204203 8.67366e-05 0.000280424 0.00044446 0.000461476 0.000556247 0.00193004 0.000841957 0.000498544 0.000361775 8.17639e-05 6.88061e-05 0.000147032 0.00136484 4.75658e-05 7.2978e-05 0.000160089 6.54199e-05 4.69383e-05 6.48413e-05 0.000489212 0.000464211 0.000118131 4.44929e-05 0.000156768 0.000145808 0.000129914 0.000340337 0.000155986 0.000534987 3.56179e-05 0.000371658 0.00389813 0.000734037 0.00036666 0.000156695 0.000743201 0.000463605 0.000187684 0.000443253 0.000245258 0.000366071 0.000931235 0.000542955 0.00031044 0.000326213 0.000388645 0.00214449 0.000723553 0.000230963 0.00119438 -7.42138e-07 0.000821885 7.79252e-05 4.32862e-05 5.605e-06 2.08203e-14 
-32.2737 -2.57007e-07 3.21793e-05 1.48515e-05 -4.3243e-05 3.00147e-07 7.10656e-06 -1.13066e-05 1.56486e-10 -7.94102e-05 7.12441e-05 -9.51906e-06 6.49344e-05 0.000207241 0.000263569 0.00036904 0.000845839 0.000374314 0.000249294 0.000166833 7.60261e-05 5.6373e-05 0.000129227 4.75658e-05 0.000466219 3.46737e-05 8.93547e-05 3.13979e-05 2.74651e-05 3.36043e-05 0.000252739 0.000238743 6.57104e-05 2.07431e-05 8.00702e-05 8.03742e-05 7.07663e-05 0.000183824 8.28746e-05 0.000276646 2.29171e-05 0.000171365 0.00192809 0.000346347 0.000177219 6.95916e-05 0.000368897 0.000242076 0.00012761 0.000233733 0.000152065 0.000191926 0.000487012 0.000266679 0.000149293 0.000158041 0.000185459 0.0010442 0.000346401 0.000107896 0.000610433 -4.58132e-07 0.000392318 3.82008e-05 1.01582e-05 6.36956e-07 3.45535e-15 
-24.3422 2.82929e-06 4.75632e-05 -5.61801e-05 2.8791e-05 7.40585e-07 1.65407e-05 -2.05796e-05 1.06171e-10 2.80904e-05 0.000106873 -3.73808e-05 0.000194519 0.000154429 0.000267796 0.000154512 0.000956741 0.000382692 0.000259919 0.000179782 6.38048e-05 4.95967e-05 0.000120084 7.2978e-05 3.46737e-05 0.000354942 0.000102586 3.88193e-05 3.22584e-05 3.32045e-05 0.000284521 0.000277096 7.28977e-05 2.10659e-05 9.92641e-05 9.30567e-05 7.19104e-05 0.000212426 9.59546e-05 0.000316361 2.46496e-05 0.000220459 0.00211261 0.000431529 0.000204403 8.79521e-05 0.000410576 0.000268525 0.000110364 0.000248738 0.000145232 0.000204265 0.000548736 0.000306344 0.000168873 0.000160497 0.000224289 0.00115354 0.000452952 0.000127028 0.000718165 -1.59446e-07 0.000432654 4.45369e-05 -1.68587e-06 2.95319e-06 -2.53677e-16 
-47.4317 9.6173e-06 9.7161e-05 -0.000119647 0.000123876 3.91181e-06 4.93327e-05 -1.78111e-05 1.98581e-10 -9.83993e-05 0.000203491 4.73101e-06 0.00031755 0.000352759 0.000554088 0.000425378 0.0019159 0.000636142 0.000571509 0.000415077 0.000148347 0.000113762 0.000235459 0.000160089 8.93547e-05 0.000102586 0.000757234 9.84235e-05 6.62419e-05 8.75865e-05 0.000644005 0.000620439 0.000158048 4.84943e-05 0.000228646 0.000211933 0.000174686 0.000470222 0.000209654 0.000726596 5.78156e-05 0.000406841 0.00461027 0.000934442 0.000442078 0.000214231 0.000957782 0.000611223 0.000245905 0.000521639 0.000325689 0.000486887 0.0011557 0.000671713 0.000404778 0.00038961 0.000477281 0.00257643 0.000998332 0.000268716 0.00161879 -1.2903e-06 0.000987385 0.000130709 -2.67068e-05 2.91266e-06 -1.94343e-15 
-15.8509 4.85997e-06 4.325e-05 -3.93612e-05 -1.98265e-05 1.56956e-06 2.39748e-05 -1.40802e-05 9.23968e-11 -5.4531e-05 6.27887e-05 -2.65631e-05 7.54651e-05 0.000204381 0.000194646 0.000196314 0.000616961 0.000322077 0.000261279 0.000126359 4.82463e-05 3.8663e-05 0.000126248 6.54199e-05 3.13979e-05 3.88193e-05 9.84235e-05 0.000181234 2.67002e-05 3.35029e-05 0.000251304 0.000235798 5.86128e-05 1.61158e-05 8.55379e-05 8.36627e-05 6.82182e-05 0.000186198 8.34308e-05 0.000280149 1.61434e-05 0.000147339 0.00178403 0.00035697 0.000170291 8.48547e-05 0.000355044 0.000238871 9.72573e-05 0.000210396 0.000124476 0.000186136 0.00045819 0.000264045 0.000152627 0.00014746 0.000201996 0.000955773 0.000364024 9.95498e-05 0.00064264 8.32175e-08 0.00039212 3.68791e-05 -1.4908e-05 2.30458e-07 1.16195e-14 
-10.446 4.64841e-06 3.4368e-05 -4.16668e-05 0.000102716 1.29338e-06 2.11982e-05 -2.56705e-05 6.1495e-11 -5.45643e-05 5.12614e-05 2.78254e-05 7.46082e-05 0.000126371 8.49363e-05 0.000176016 0.000573021 0.000193095 0.00018583 0.000121926 4.53437e-05 3.10393e-05 8.5277e-05 4.69383e-05 2.74651e-05 3.22584e-05 6.62419e-05 2.67002e-05 0.000129917 2.59799e-05 0.000196487 0.000193905 4.213e-05 1.18029e-05 6.20086e-05 5.9107e-05 5.23698e-05 0.000137639 6.28848e-05 0.000216703 1.54536e-05 0.000123322 0.00134092 0.000276243 0.000128643 6.59954e-05 0.000284143 0.000184723 7.64362e-05 0.000156499 9.983e-05 0.000139116 0.000352451 0.000198547 0.000114522 0.000117022 0.000149341 0.000751261 0.000304332 8.95532e-05 0.000459791 -4.84666e-07 0.000314664 3.53126e-05 -1.28186e-05 -4.79872e-08 8.53347e-15 
-11.9238 5.05498e-06 3.07123e-05 -2.38131e-05 7.72848e-05 9.17881e-07 1.69019e-05 -3.53781e-05 9.49842e-11 -3.70536e-05 6.00637e-05 6.82104e-06 8.30742e-05 0.000150975 0.00025205 0.000244691 0.000642366 0.000251785 0.000207389 0.000154131 5.60574e-05 4.64866e-05 0.000106447 6.48413e-05 3.36043e-05 3.32045e-05 8.75865e-05 3.35029e-05 2.59799e-05 0.000153223 0.000249687 0.000242246 5.66246e-05 1.84703e-05 9.50514e-05 8.01811e-05 6.36064e-05 0.000179313 7.8688e-05 0.000279408 2.11464e-05 0.000160598 0.00176873 0.000360056 0.000168903 7.2568e-05 0.000364593 0.000243324 8.6885e-05 0.000201026 0.000117392 0.000203413 0.000438044 0.000262552 0.000158471 0.000149462 0.000188486 0.000979712 0.000370573 0.000105064 0.000616672 -4.60172e-07 0.000399922 4.48375e-05 -1.85998e-05 9.5591e-07 1.42239e-14 
-93.8644 3.45806e-05 0.00029248 -9.53258e-05 0.000390896 1.08146e-05 0.000150268 -0.000222911 5.17435e-10 -0.000329275 0.000487233 -0.000149572 0.000702579 0.00128481 0.00150191 0.00102253 0.00440704 0.00201544 0.00165443 0.00110996 0.000476458 0.000348381 0.000728864 0.000489212 0.000252739 0.000284521 0.000644005 0.000251304 0.000196487 0.000249687 0.00291084 0.0019936 0.000497768 0.000151864 0.000725277 0.000672192 0.00057698 0.00147345 0.000659039 0.00219737 0.000166688 0.00126399 0.013798 0.0027973 0.00134138 0.000638546 0.00290802 0.00187766 0.000748894 0.00163673 0.000995061 0.00149386 0.00357919 0.00206436 0.00124347 0.00120913 0.00148761 0.00767702 0.00302594 0.000828254 0.00499673 -2.13518e-06 0.00311782 0.000353197 -0.00020615 -2.40773e-06 6.31069e-14 
-75.0185 4.29021e-05 0.000370238 -0.00010626 0.000649408 1.27709e-05 0.000190976 -0.000277927 4.98227e-10 -0.000316954 0.000474328 -0.000443938 0.00081484 0.00118379 0.00152354 0.000555532 0.00326699 0.00167001 0.00147561 0.000999561 0.000426964 0.000328417 0.000686848 0.000464211 0.000238743 0.000277096 0.000620439 0.000235798 0.000193905 0.000242246 0.0019936 0.00284113 0.000502135 0.00015509 0.000744476 0.000685683 0.000584876 0.00150855 0.000664491 0.0021879 0.000164525 0.00122793 0.0134493 0.00274497 0.00132281 0.000635468 0.0028732 0.00186526 0.000739495 0.0016113 0.000984883 0.00147656 0.00352732 0.00203064 0.00123011 0.00119907 0.00147564 0.00755843 0.00299964 0.000834813 0.00489064 -2.4753e-06 0.00307711 0.000354365 -0.000271484 -6.8774e-06 8.31726e-14 
-17.6497 1.83746e-05 7.59254e-05 5.47312e-06 0.000189855 4.4605e-06 3.72111e-05 -8.51693e-05 1.99189e-10 -0.000202346 7.55559e-05 -0.000142711 0.000126938 0.000335551 0.000287625 0.000248145 0.000711157 0.000362887 0.000361497 0.000229404 9.29089e-05 8.92719e-05 0.000180667 0.000118131 6.57104e-05 7.28977e-05 0.000158048 5.86128e-05 4.213e-05 5.66246e-05 0.000497768 0.000502135 0.000309385 3.82991e-05 0.000191845 0.000177869 0.000150056 0.000385502 0.000161123 0.000551273 4.15874e-05 0.000289447 0.00337864 0.000669536 0.000327315 0.000156387 0.000719733 0.000452863 0.000193272 0.000409368 0.00025671 0.000363335 0.000896781 0.000509139 0.000305481 0.000294561 0.000349931 0.00189895 0.00074812 0.000194104 0.00128037 -3.53171e-07 0.00078589 8.73315e-05 -7.64665e-05 -6.59067e-07 4.74656e-14 
-2.79637 6.0658e-06 4.29715e-05 -4.86282e-05 0.000125697 9.0516e-07 2.95926e-05 -1.13654e-05 -4.27754e-11 -4.01564e-05 1.77505e-05 8.6695e-05 5.89133e-05 8.01446e-05 4.49016e-05 -1.53546e-06 0.000191197 4.96291e-05 9.31288e-05 7.58676e-05 1.29849e-05 3.01028e-05 6.01806e-05 4.44929e-05 2.07431e-05 2.10659e-05 4.84943e-05 1.61158e-05 1.18029e-05 1.84703e-05 0.000151864 0.00015509 3.82991e-05 6.79369e-05 6.12024e-05 5.57458e-05 4.78528e-05 0.00012421 5.49145e-05 0.00017271 1.24825e-05 8.90577e-05 0.00102685 0.00020448 9.87467e-05 4.61886e-05 0.000229297 0.000139538 5.8529e-05 0.000127302 7.92274e-05 0.000116133 0.000287374 0.000153018 0.000101351 9.32367e-05 0.000111641 0.000555287 0.000234871 6.06365e-05 0.000381186 -7.34696e-08 0.00024322 1.74118e-05 -2.97337e-05 -1.33098e-06 3.73097e-14 
-19.8109 2.29736e-05 0.000112065 6.11257e-05 0.000201359 6.09078e-06 4.97276e-05 -0.000176841 2.72599e-10 -0.000300427 7.91243e-05 -9.92001e-05 0.000114177 0.000379493 0.000333497 0.000226079 0.000678195 0.000383637 0.000537501 0.000331015 0.000119724 0.000124358 0.000274101 0.000156768 8.00702e-05 9.92641e-05 0.000228646 8.55379e-05 6.20086e-05 9.50514e-05 0.000725277 0.000744476 0.000191845 6.12024e-05 0.000507719 0.000276936 0.000239176 0.000584486 0.000260534 0.000831996 5.89771e-05 0.000444244 0.00493086 0.000992438 0.000491105 0.000228915 0.00104757 0.000682928 0.000267272 0.000617313 0.000360037 0.000567332 0.00129649 0.000747465 0.000445126 0.000439225 0.000529191 0.00283075 0.00109339 0.00030106 0.00186033 -4.9646e-07 0.00115166 0.000123357 -0.000143932 4.74666e-07 4.80888e-15 
-11.4679 2.65254e-05 0.000125902 -5.31147e-06 0.000178896 6.41973e-06 6.44501e-05 -0.000123362 1.57323e-10 -0.000156738 5.40987e-05 -0.000189513 0.000104611 0.000427647 0.000389059 6.76293e-05 0.0005277 0.000318333 0.00047816 0.000249997 0.000130821 0.000116425 0.000230888 0.000145808 8.03742e-05 9.30567e-05 0.000211933 8.36627e-05 5.9107e-05 8.01811e-05 0.000672192 0.000685683 0.000177869 5.57458e-05 0.000276936 0.000467373 0.000228135 0.000577482 0.000247889 0.000796713 5.87978e-05 0.000413069 0.00457107 0.00095621 0.000450844 0.000220889 0.000984181 0.000644587 0.000248404 0.00055902 0.000343078 0.000517992 0.00122486 0.000708829 0.000421238 0.000419651 0.00050171 0.00266181 0.00103576 0.000297405 0.0017269 -7.26038e-07 0.00113168 0.000112998 -0.000146294 -2.97674e-06 1.74648e-14 
-6.59975 2.45205e-05 0.000119635 5.26264e-09 0.000288667 5.66167e-06 6.91841e-05 -5.41658e-05 1.08037e-10 -0.000271725 1.21419e-05 -0.000132094 -4.46704e-05 0.00043802 0.000114363 5.41275e-05 0.000492798 0.000222655 0.000329657 0.000253456 9.93153e-05 9.50256e-05 0.000200552 0.000129914 7.07663e-05 7.19104e-05 0.000174686 6.82182e-05 5.23698e-05 6.36064e-05 0.00057698 0.000584876 0.000150056 4.78528e-05 0.000239176 0.000228135 0.000373806 0.000493792 0.000217298 0.000673354 4.83292e-05 0.000351745 0.00386959 0.000790419 0.000393544 0.000187946 0.000843 0.00054466 0.000219914 0.000486358 0.000292966 0.000438367 0.00104237 0.000620214 0.00037314 0.000349644 0.000439919 0.00223538 0.000878052 0.000250157 0.00151966 -4.80624e-07 0.000984158 0.000109858 -0.000134786 -2.35028e-07 5.51963e-14 
-5.72951 6.17026e-05 0.000439771 -0.000167927 0.000130665 1.45765e-05 0.000242931 -0.000119062 2.25526e-10 -0.000309452 0.000142338 -0.000576439 0.00044326 0.000863073 0.00096338 -0.0003027 0.00121821 0.000562486 0.000952386 0.000622202 0.000214878 0.000254741 0.0005098 0.000340337 0.000183824 0.000212426 0.000470222 0.000186198 0.000137639 0.000179313 0.00147345 0.00150855 0.000385502 0.00012421 0.000584486 0.000577482 0.000493792 0.00179359 0.000574488 0.00183631 0.000130047 0.000912507 0.00994356 0.00202066 0.000995445 0.000469659 0.00218583 0.00141123 0.000573764 0.00124559 0.000764819 0.00112648 0.00271978 0.00156352 0.000954549 0.000907683 0.00113739 0.00579974 0.00233713 0.000652868 0.00381722 -2.54928e-06 0.00248607 0.000296768 -0.00034113 -8.57577e-06 8.12777e-14 
-5.50146 3.13629e-05 0.000189849 -0.00012623 0.000253247 6.79602e-06 0.000108157 -0.000136877 2.53801e-10 -7.91721e-05 7.24586e-06 -0.000207321 0.000139199 0.000383687 0.000484208 0.000180026 0.000761545 0.000435206 0.000442867 0.000296259 9.35041e-05 0.000123504 0.000241019 0.000155986 8.28746e-05 9.59546e-05 0.000209654 8.34308e-05 6.28848e-05 7.8688e-05 0.000659039 0.000664491 0.000161123 5.49145e-05 0.000260534 0.000247889 0.000217298 0.000574488 0.000446834 0.000801901 5.54411e-05 0.000404944 0.00445605 0.000876159 0.000427246 0.000203209 0.00097284 0.000618258 0.000254433 0.0005419 0.000339312 0.000493389 0.00119243 0.000681907 0.000410218 0.000403474 0.000487284 0.00256569 0.00101812 0.000285216 0.00165617 -1.24439e-06 0.00107759 0.000115297 -0.000129169 -1.73292e-06 6.94707e-14 
-12.6822 7.60783e-05 0.000283727 0.000139786 0.000380155 1.52315e-05 0.000143891 -0.000311542 9.07564e-10 3.3243e-05 1.82444e-05 -0.000390447 0.000470792 0.00148206 0.00174057 0.00106723 0.00428237 0.00167287 0.00161946 0.00106237 0.000371115 0.000397668 0.000846552 0.000534987 0.000276646 0.000316361 0.000726596 0.000280149 0.000216703 0.000279408 0.00219737 0.0021879 0.000551273 0.00017271 0.000831996 0.000796713 0.000673354 0.00183631 0.000801901 0.00347536 0.000195449 0.00138009 0.0152139 0.00294376 0.00142835 0.000711061 0.00317177 0.00205327 0.000811519 0.00179024 0.00109083 0.00165827 0.00386928 0.00227822 0.00135946 0.00133679 0.00165795 0.00866277 0.00341214 0.00097105 0.00582555 -2.96476e-06 0.00384 0.000426365 -0.000327714 1.05519e-06 2.02981e-13 
-1.00542 1.6601e-06 3.84519e-07 2.56239e-05 1.03284e-06 5.60335e-07 -3.4018e-06 -1.24314e-05 4.99525e-11 2.48238e-05 1.01699e-05 -2.84776e-05 0.000102031 0.0001008 0.00018217 5.34542e-05 0.000440537 0.000166411 0.000182424 9.66992e-05 3.34615e-05 2.63504e-05 6.79971e-05 3.56179e-05 2.29171e-05 2.46496e-05 5.78156e-05 1.61434e-05 1.54536e-05 2.11464e-05 0.000166688 0.000164525 4.15874e-05 1.24825e-05 5.89771e-05 5.87978e-05 4.83292e-05 0.000130047 5.54411e-05 0.000195449 0.000113224 0.000116671 0.00120666 0.000238439 0.000110511 4.49593e-05 0.00023154 0.000147585 6.11622e-05 0.000142925 7.70967e-05 0.000119809 0.000289932 0.000179517 0.00010063 9.90792e-05 0.000135922 0.000661034 0.000265454 7.0123e-05 0.000454495 -1.56452e-07 0.000299314 3.26835e-05 -1.41005e-05 9.59394e-07 8.76048e-15 
-9.39111 7.64631e-06 5.55842e-05 8.56374e-05 -3.61479e-05 3.70183e-06 3.23677e-05 -0.000149486 5.84419e-10 8.38143e-06 0.000233176 0.000151475 0.000650155 0.00103547 0.00127415 0.00119496 0.00402187 0.00182374 0.00121456 0.000731613 0.000279795 0.000243001 0.0005588 0.000371658 0.000171365 0.000220459 0.000406841 0.000147339 0.000123322 0.000160598 0.00126399 0.00122793 0.000289447 8.90577e-05 0.000444244 0.000413069 0.000351745 0.000912507 0.000404944 0.00138009 0.000116671 0.00205454 0.00952306 0.00181194 0.000816334 0.00038833 0.00180636 0.00115324 0.00045216 0.000982709 0.000607332 0.000954006 0.0022667 0.00130055 0.000798434 0.000783982 0.000941612 0.00512332 0.001996 0.000550379 0.00340691 -1.12619e-06 0.00225014 0.000258816 -4.21282e-05 -2.67297e-06 4.82439e-14 
-195.905 -3.07655e-05 0.000164861 0.000346709 -0.000860792 3.9023e-05 3.76991e-05 -0.00196791 5.12918e-09 0.000255123 0.00366044 0.00140508 0.00871605 0.010009 0.0146078 0.0109728 0.0477488 0.0215804 0.015261 0.00849763 0.00412893 0.00273357 0.00613974 0.00389813 0.00192809 0.00211261 0.00461027 0.00178403 0.00134092 0.00176873 0.013798 0.0134493 0.00337864 0.00102685 0.00493086 0.00457107 0.00386959 0.00994356 0.00445605 0.0152139 0.00120666 0.00952306 0.118075 0.0206572 0.00934779 0.00428816 0.0194415 0.0124019 0.00490475 0.01101 0.00649703 0.0101942 0.0247156 0.0144609 0.00868878 0.00857732 0.0107408 0.0565362 0.0223951 0.00615844 0.0374524 -1.51006e-05 0.0246683 0.002745 -0.000208726 1.05363e-05 -1.23942e-13 
-19.1691 2.79985e-07 -1.01894e-06 0.00088195 0.000193387 1.46244e-06 -9.57615e-05 -1.61538e-05 1.10855e-09 1.08031e-05 0.000637739 -2.20704e-05 0.00127661 0.00235958 0.00271947 0.00221499 0.00845184 0.0035984 0.00266066 0.0016305 0.000710854 0.000568123 0.00121201 0.000734037 0.000346347 0.000431529 0.000934442 0.00035697 0.000276243 0.000360056 0.0027973 0.00274497 0.000669536 0.00020448 0.000992438 0.00095621 0.000790419 0.00202066 0.000876159 0.00294376 0.000238439 0.00181194 0.0206572 0.00732598 0.00185156 0.000878419 0.00383485 0.002528 0.000985287 0.00225508 0.00132323 0.00211287 0.00487785 0.00290424 0.00171254 0.00168669 0.00212328 0.0112763 0.00422217 0.00122894 0.00747485 -4.38428e-06 0.00505046 0.000602488 -0.000137214 1.12517e-05 9.99881e-14 
4.60764 8.66888e-06 2.23286e-05 0.000652573 0.00011313 1.1177e-06 -1.87848e-05 0.000230596 4.37022e-10 1.47631e-05 0.00026555 -2.12561e-05 0.000862189 0.00111506 0.00101497 0.000722558 0.00325423 0.00145191 0.00118884 0.000743212 0.000296937 0.000235706 0.000534808 0.00036666 0.000177219 0.000204403 0.000442078 0.000170291 0.000128643 0.000168903 0.00134138 0.00132281 0.000327315 9.87467e-05 0.000491105 0.000450844 0.000393544 0.000995445 0.000427246 0.00142835 0.000110511 0.000816334 0.00934779 0.00185156 0.00266988 0.000417276 0.00181695 0.00125513 0.000482473 0.00106102 0.000635074 0.000973371 0.00228905 0.00137505 0.000838689 0.000811558 0.00102805 0.00523372 0.00209636 0.000596511 0.00359698 -1.64711e-06 0.00243005 0.000288991 -0.000116508 5.69418e-06 5.20042e-14 
